catalogue_id,prev_num,current_num,title,excerpt
documents/BO0624_4866,9,2,"IO. BAMBOCCIATE. Due dipinti su tela, scuola olandese. in cornice dorata.","2. IO. BAMBOCCIATE. Due dipinti su tela, scuola olandese. in cornice dorata.

Alt. m. 0.38 - Larg. M. 0.49."
documents/BO0624_4866,2,2,"I2. DIPINTO su alabastro tartarugato, rappresentante scene galanti","2. I2. DIPINTO su alabastro tartarugato, rappresentante scene galanti

M. 0.27 X 0.42.

- di ninfe e satiri; in cornice nera e oro."
documents/BO0624_4866,9,20,SOGGETTI VILLERECCI. Due dipinti su tela. Cornice dorata. Tela M. 0.45 X 0.65-,20. SOGGETTI VILLERECCI. Due dipinti su tela. Cornice dorata. Tela M. 0.45 X 0.65-
documents/BO0624_4866,20,2,"I. DUE TEMPIETTI in porcellana bianca e oro con colonnine rosa dipinte a simiglianza di marmo, decorati di ghirlande, festoni","- 2I. DUE TEMPIETTI in porcellana bianca e oro con colonnine rosa dipinte a simiglianza di marmo, decorati di ghirlande, festoni

Alto M. 0.36 - Diam. 0.28.

- e aquile in rilievo. Fabbrica di Capodimonte."
documents/BO0624_4866,2,22,DUE VASI a pancia decorati di arabeschi e fogliami bleu su fondo bianco. Fabbrica di Delft.,"22. DUE VASI a pancia decorati di arabeschi e fogliami bleu su fondo bianco. Fabbrica di Delft.

## Maioliche."
documents/BO0624_4866,30,3,"I. PIATTINO policromo, rappresentante una donna che munge una","- 3I. PIATTINO policromo, rappresentante una donna che munge una

Diametro Cm. 16."
documents/BO0624_4866,3,32,PIATTO in maiolica di Faenza con decorazione gialla e turchina sul bordo; al centro figura di donna su fondo bianco.,"32. PIATTO in maiolica di Faenza con decorazione gialla e turchina sul bordo; al centro figura di donna su fondo bianco.

Diametro M. 0.45."
documents/BO0624_4866,40,4,"I. PIATTINO concavo con pieduccio, dipinto a vari colori, decorato con ritratto d'uomo, e con targa portante la scritta: BATISTA.","- 4I. PIATTINO concavo con pieduccio, dipinto a vari colori, decorato con ritratto d'uomo, e con targa portante la scritta: BATISTA.
- Manifattura urbinate.

Degno di Museo. - Vedi illustrazione, pag. IV.

Diametro Cm. 20."
documents/BO0624_4866,4,42,"ALBERELLO strozzato in mezzo, dipinto a vari colori, ornato da un cane mastino stilizzato e da fogliami fantastici. Manifattura faentina.","42. ALBERELLO strozzato in mezzo, dipinto a vari colori, ornato da un cane mastino stilizzato e da fogliami fantastici. Manifattura 2. faentina.

Vedi illustrazione, pag. III.

Alto Cm. 2т."
documents/BO0624_4866,50,2,fattura faentina.,"2. fattura faentina.

Alto Cm. 27."
documents/BO0624_4866,2,5,"I. SCODELLOTTO arcaico a stecco, dipinto con manganese. Manifattura faentina. Iridescente in alcuni punti perchè proveniente da scavo.","- 5I. SCODELLOTTO arcaico a stecco, dipinto con manganese. Manifattura faentina. Iridescente in alcuni punti perchè proveniente da scavo.

Diametro Cm. 10."
documents/BO0624_4866,5,52,"PIATTO concavo, dipinto a tre colori su fondo giallo; decorato da un rosone in mezzo e nel contorno da boccioli fantastici. Manifattura di Monte Lupo.","52. PIATTO concavo, dipinto a tre colori su fondo giallo; decorato da un rosone in mezzo e nel contorno da boccioli fantastici. 2. Manifattura di Monte Lupo.

Diametro Cm. 29."
documents/BO0624_4866,58,2,faentina.,2. faentina.
documents/BO0624_4866,3,59,"PIATTINO baccellato, decorato coll'effigie di Noè ebbro, deriso","59. PIATTINO baccellato, decorato coll'effigie di Noè ebbro, deriso

Diametro Cm. 13."
documents/BO0624_4866,70,7,I. PIATTINO. Simile al precedente.,"- 7I. PIATTINO. Simile al precedente.

## Tappeti."
documents/BO0624_4866,7,72,"TAPPETO MELAs ad alto liccio, ornato a variopinte figure geometriche su fondo rosso.","72. TAPPETO MELAs ad alto liccio, ornato a variopinte figure geometriche su fondo rosso."
documents/BO0624_4866,80,8,I. DUE CUSCINI BOUKARA a piccolo disegno.,"8I. DUE CUSCINI BOUKARA a piccolo disegno.

## Mobili."
documents/BO0624_4866,8,82,"TAvoLo di noce a massello. Le gambe a forma di lira sono pieghevoli, sorrette da ferro forgiato e incrociato. Due tiratori con placche di metallo dorato. Epoca 1600.","82. TAvoLo di noce a massello. Le gambe a forma di lira sono pieghevoli, sorrette da ferro forgiato e incrociato. Due tiratori con placche di metallo dorato. Epoca 1600.

Alto M. 0.87 X 1.50."
