catalogue_id,page_label,iiif_url
BO0624_15269,p. [7],https://historica.unibo.it/iiif-server/603f0682-154c-4206-8861-59b2c8268a4c/full/full/0/default.jpg
BO0624_15271,p. 1,https://historica.unibo.it/iiif-server/ffd73780-7778-4816-a2b6-02ce4dc9347f/full/full/0/default.jpg
BO0624_15271,p. 10,https://historica.unibo.it/iiif-server/275334b8-2048-4cb5-9649-0d381dcd44c6/full/full/0/default.jpg
BO0624_15271,p. 11,https://historica.unibo.it/iiif-server/07437d64-2631-4dce-a7a2-c73fc714934f/full/full/0/default.jpg
BO0624_15271,p. 12,https://historica.unibo.it/iiif-server/9f7b0954-df60-4281-b41f-37cc978059b6/full/full/0/default.jpg
BO0624_15271,p. 13,https://historica.unibo.it/iiif-server/7b2c2006-0ba8-48bd-9338-4bb302caac60/full/full/0/default.jpg
BO0624_15271,p. 14,https://historica.unibo.it/iiif-server/efd46ecd-e3d2-4cdd-8f4b-ab1cf83956f9/full/full/0/default.jpg
BO0624_15271,p. 15,https://historica.unibo.it/iiif-server/ab4f19f8-790e-45b0-89c9-e38737cbde04/full/full/0/default.jpg
BO0624_15271,p. 16,https://historica.unibo.it/iiif-server/fac9fc3c-90bd-454d-bf20-47b7983d8535/full/full/0/default.jpg
BO0624_15271,p. 17,https://historica.unibo.it/iiif-server/30d9b205-d631-4b88-bedf-7b578eec317c/full/full/0/default.jpg
BO0624_15271,p. 18,https://historica.unibo.it/iiif-server/a79019b6-ef9c-46f5-8ff6-f1e501f57dd7/full/full/0/default.jpg
BO0624_15271,p. 19,https://historica.unibo.it/iiif-server/cc988223-cfcd-47f8-abda-2a147ea83256/full/full/0/default.jpg
BO0624_15271,p. 2,https://historica.unibo.it/iiif-server/3271c99e-6a22-464e-9546-aaf5a296aae3/full/full/0/default.jpg
BO0624_15271,p. 20,https://historica.unibo.it/iiif-server/b00ffb54-8374-4483-9c74-d9fba2b20945/full/full/0/default.jpg
BO0624_15271,p. 21,https://historica.unibo.it/iiif-server/e1734476-d47b-4c82-8923-1a177ae5bd12/full/full/0/default.jpg
BO0624_15271,p. 22,https://historica.unibo.it/iiif-server/e2be7d7e-1a8d-4bf6-8b50-ac6ecaf8bd77/full/full/0/default.jpg
BO0624_15271,p. 23,https://historica.unibo.it/iiif-server/7b1414d1-6d68-4ff4-9466-4728ea6bd673/full/full/0/default.jpg
BO0624_15271,p. 24,https://historica.unibo.it/iiif-server/a02642f8-b5c8-413b-bbf0-93dc7f451c22/full/full/0/default.jpg
BO0624_15271,p. 25,https://historica.unibo.it/iiif-server/149fd6c0-9caf-49d5-84ad-8c4d80ccc46b/full/full/0/default.jpg
BO0624_15271,p. 26,https://historica.unibo.it/iiif-server/b1ba828f-cfb1-4679-a098-8f3127181616/full/full/0/default.jpg
BO0624_15271,p. 27,https://historica.unibo.it/iiif-server/bd93c57e-17cd-416f-9e9f-d488b3d6e2aa/full/full/0/default.jpg
BO0624_15271,p. 28,https://historica.unibo.it/iiif-server/3caa3dbf-ef0f-4841-bc2c-f3b0822b472b/full/full/0/default.jpg
BO0624_15271,p. 3,https://historica.unibo.it/iiif-server/02c57e73-0a67-4e8b-b024-f4d155134410/full/full/0/default.jpg
BO0624_15271,p. 4,https://historica.unibo.it/iiif-server/90ca47d2-a558-4c94-886f-a9676ab045d8/full/full/0/default.jpg
BO0624_15271,p. 5,https://historica.unibo.it/iiif-server/2d0f7aba-5c4d-4ecf-8289-3a0d76bc09a4/full/full/0/default.jpg
BO0624_15271,p. 6,https://historica.unibo.it/iiif-server/3446de4b-a44a-450c-83dc-dad2db981575/full/full/0/default.jpg
BO0624_15271,p. 7,https://historica.unibo.it/iiif-server/ba711d57-d4c9-4bbd-baa6-1377c6c60bbd/full/full/0/default.jpg
BO0624_15271,p. 8,https://historica.unibo.it/iiif-server/612bcb93-11ef-4029-97c4-81b2272955f4/full/full/0/default.jpg
BO0624_15271,p. 9,https://historica.unibo.it/iiif-server/753415be-4731-4d01-9e77-d0fe9168356f/full/full/0/default.jpg
BO0624_15350,p. 10,https://historica.unibo.it/iiif-server/d662ace1-6d56-42ce-bc9a-581777360b94/full/full/0/default.jpg
BO0624_15350,p. 11,https://historica.unibo.it/iiif-server/d1594d77-9e6f-4b71-9a4c-b3bc992e2431/full/full/0/default.jpg
BO0624_15350,p. 12,https://historica.unibo.it/iiif-server/a0a8c76a-b848-4f50-9c56-b5bcc5693bc0/full/full/0/default.jpg
BO0624_15350,p. 13,https://historica.unibo.it/iiif-server/d270db77-b6f4-486f-b1d0-faf3a60b5759/full/full/0/default.jpg
BO0624_15350,p. 14,https://historica.unibo.it/iiif-server/105257c3-7be3-414c-9af5-6e111f6ae0fd/full/full/0/default.jpg
BO0624_15350,p. 15,https://historica.unibo.it/iiif-server/0d9afcae-0862-4de1-887b-bac47aa43f82/full/full/0/default.jpg
BO0624_15350,p. 16,https://historica.unibo.it/iiif-server/261349de-b764-4d52-a03f-7591b352a93b/full/full/0/default.jpg
BO0624_15350,p. 17,https://historica.unibo.it/iiif-server/d8446e8a-40e7-4f3e-8433-44fcb4a12708/full/full/0/default.jpg
BO0624_15350,p. 18,https://historica.unibo.it/iiif-server/b16f69b4-1992-42d1-894a-dc622831ac46/full/full/0/default.jpg
BO0624_15350,p. 19,https://historica.unibo.it/iiif-server/8d75fc92-ffae-4e37-8aee-dff5a42d6dca/full/full/0/default.jpg
BO0624_15350,p. 20,https://historica.unibo.it/iiif-server/8508d3df-9a3f-4cfa-ba1e-92e8801594c5/full/full/0/default.jpg
BO0624_15350,p. 26,https://historica.unibo.it/iiif-server/d6655caa-31a9-49c3-91e0-b95c221a2ed5/full/full/0/default.jpg
BO0624_15350,p. 27,https://historica.unibo.it/iiif-server/c70d25ee-3871-48a7-8c23-7a5f05b8a81c/full/full/0/default.jpg
BO0624_15350,p. 29,https://historica.unibo.it/iiif-server/1040be60-92cd-42a0-9c94-2e18089e1817/full/full/0/default.jpg
BO0624_15350,p. 30,https://historica.unibo.it/iiif-server/1f9b0f09-62fc-4b82-b058-e9463ab1d15c/full/full/0/default.jpg
BO0624_15350,p. 31,https://historica.unibo.it/iiif-server/50313238-a428-45eb-848d-aa40673e43c1/full/full/0/default.jpg
BO0624_15350,p. 32,https://historica.unibo.it/iiif-server/8a90082b-8368-4a5e-9c91-5e21467d226c/full/full/0/default.jpg
BO0624_15350,p. 33,https://historica.unibo.it/iiif-server/dec2652f-e6f1-4f66-a6f5-d9e8b0e2117e/full/full/0/default.jpg
BO0624_15350,p. 34,https://historica.unibo.it/iiif-server/e607bf50-9dcc-4137-98bb-839140cd3133/full/full/0/default.jpg
BO0624_15350,p. 35,https://historica.unibo.it/iiif-server/c2e17cce-7544-49e6-a34d-28937871f2ed/full/full/0/default.jpg
BO0624_15350,p. 36,https://historica.unibo.it/iiif-server/fde456a9-da7b-43bd-a38c-282d858bfa80/full/full/0/default.jpg
BO0624_15350,p. 37,https://historica.unibo.it/iiif-server/d35217ef-c49c-444e-bb72-9e7245feb1c4/full/full/0/default.jpg
BO0624_15350,p. 38,https://historica.unibo.it/iiif-server/30ae9774-dcc6-49e3-a138-72316f9a08b0/full/full/0/default.jpg
BO0624_15350,p. 39,https://historica.unibo.it/iiif-server/5d147d1a-9169-4f99-ad29-a6c7a9ce317e/full/full/0/default.jpg
BO0624_15350,p. 40,https://historica.unibo.it/iiif-server/f65f457e-0652-48a2-833b-1b2b22dbeb1e/full/full/0/default.jpg
BO0624_15350,p. 41,https://historica.unibo.it/iiif-server/cb42102e-63c7-49dc-b8d5-b30d5c0a3202/full/full/0/default.jpg
BO0624_15350,p. 42,https://historica.unibo.it/iiif-server/079f460b-80cc-4139-b17a-8e28d726342a/full/full/0/default.jpg
BO0624_15350,p. 43,https://historica.unibo.it/iiif-server/a6780952-3c10-4e90-879a-952f4f0f9c2e/full/full/0/default.jpg
BO0624_15350,p. 44,https://historica.unibo.it/iiif-server/bc33889b-887d-4450-8f87-98f55a0c1860/full/full/0/default.jpg
BO0624_15350,p. 45,https://historica.unibo.it/iiif-server/e4ee43e7-2479-4ffc-b307-c12d6d06895a/full/full/0/default.jpg
BO0624_15350,p. 46,https://historica.unibo.it/iiif-server/87214c3c-9304-4016-8fc5-be2dca75154f/full/full/0/default.jpg
BO0624_15350,p. 47,https://historica.unibo.it/iiif-server/24751769-0a50-47ed-9516-b26f1f90f4fa/full/full/0/default.jpg
BO0624_15350,p. 48,https://historica.unibo.it/iiif-server/7b8bafc3-ca7a-4301-ade0-a56823ac42e0/full/full/0/default.jpg
BO0624_15350,p. 8,https://historica.unibo.it/iiif-server/0fc56c73-5cd5-4a79-b5d1-21bddd6e157f/full/full/0/default.jpg
