canonical,variants,count
Heinrich Braun,Heinrich Braun | Heinrich Franz,2
Johann Georg von Dillis,Johann Georg Dillis | Johann Georg von Dillis,2
Kleber,KLEFFEL | Kleber,2
Joseph Knabl,Joseph Klauber | Joseph Knabl,2
Karl Mayer,Karl Mayer | Karl Mayer-Graz,2
Dietrich Monten,Dietrich Monten | Heinrich Monten,2
Ludwig Raders,Ludwig Dasio | Ludwig Raders,2
Th.Riefesel,Th.Riefesel | Th.l.Riegel,2
Ludwig von Schwanthaler,Ludwig Michael von Schwanthaler | Ludwig von Schwanthaler,2
Ludwig Streitenfeld,Ludwig Steinmetz | Ludwig Streitenfeld,2
Conrad Weigand,Conrad Weigand | Konrad Weigand,2
Anton Wessely,Anton Wessely,2
F. POST,F. POST | H.Post,2
A.SCKOMAKER,A. SCKOMAKER | A.SCKOMAKER,2
TH. BOYERMANS,TH. BOYERMANS | Th.Boeyermans,2
G. COQUES,G. COQUES,2
C. BREYDEL,C. BREYDEL | F. BREYDEL,2
JUSTUS VAN DER NYPOORT,JUSTUS VAN DER NYPOORT,2
DAV. TENIERS d. Jung.,DAV. TENIERS d. Jung. | DAVID TENIERS d. Jung,2
A.ADLOFF,A.ADLOFF,2
K.AHRENDTS,K.AHRENDTS,2
P.BERGHUIS,P. BERGHUIS | P.BERGHUIS,2
HERMANN BOTH,HERMANN BOTH,2
J. G. HANS,J. G. HANS | J.G.HANS,2
P.P.A.HUNIN,P.A.Hunin | P.P.A.HUNIN,2
J. W. JANSSEN,J. W. JANSSEN | J. W. JOHARIUS,2
PHILIPP LINDO,PHILIPP LINDO,2
CHARLES M.WEBB,CHARLES M.WEBB,2
J.H.WICHERS,J.H.BISSIER | J.H.WICHERS,2
J.van Duck,J.VAN DONCK | J.van Duck,2
M. Janck,M. Janck | M.Jank,2
DIRK BARENTSEN,DIRCK BARENTSZ | DIRK BARENTSEN,2
JOHANN VAN EYCK,JOHANN VAN BALEN D.J. | JOHANN VAN EYCK,2
PAUL BALTHAZAR OMMEGANCK,PAUL BALTHAZAR OMMEGANCK | PAUWEL BALTHASAR OMMEGANK,2
MOYSES VAN UYTENBROECK,MOYSES VAN UYTENBROECK | MOZES VAN UIJTENBROUCK,2
SIMON VAN DEN BERG,SIMON VAN DEN BERG | Simon van den Berg,2
PARKES RICHARD BONINGTON,PARKES RICHARD BONINGTON | Parkes Bonnigton,2
ZACHARIAS NOTERMANN,ZACHARIAS NOTERMANN | Zacharias Notermann,2
Johann Mayrhofer,Johann Mayrhofer,2
Th. Mottenheimer,Ch. mottenheimer | Th. Mottenheimer,2
Sam Hofmann,Sam Hofmann,2
Raph. Mengs,Raph. Mengs | Raph. Mlengs,2
Egidius Winter,EGIDIUS WINTER | Egidius Winter,2
Cornelis Verbeeck,Cornelis Verbeeck,2
A. Bouvier,A. Bouvier | Th. Bouvier,2
O. Achenbach,Achenbach | O. Achenbach,2
Morgenstern,Morgenstern,2
Waldner,Waldmiller | Waldner,2
JOACHIM LUHN,JOACHIM LUHN | JOACHIM SUNYER,2
CARUELLE D'ALIGNY,CARUELLE D'ALIGNY | CARUELLE D'ALLIGNY,2
THEOPHILE DE BOCK,THEOPHILE DE BOCK | Theophile de Bock,2
A.BONNAUD,A.BONNAUD | A.Bonnaud,2
A.F. DE BRAEKELEER,A.F. DE BRAEKELEER | A.F.DE BRAEKELEER,2
E. BRISTOW,E. BRISTOW | E.Bristow,2
P. CAUBE,P. CAUBE | P.CAUBE,2
PROF. DIELMANN,PROF. DIELMANN | PROF.LUDWIG LANGENMANTEL,2
A.ERNESTO,A.ERNESTO,2
J. FABIUS,J. FABIUS | J.FABIUS,2
HINKENRATH,HINKENRATH,2
J. F. T'HOEN,J. F. T'HOEN | J.F. THOEN,2
F. E. KLEIN,F. E. KLEIN | Fr. E. Klein,2
M.SIGM.LANDGREBE,M.SIGM.LANDGREBE,2
H. MATHYS,H. MATHYS | H. Matthys,2
LUDW.MEYER,LUDW.FRIESEN | LUDW.MEYER,2
H.P. OOSTERHUIS,H. P. Oosterhuis | H.P. OOSTERHUIS,2
J. RICKARDO,J. RICKARDO | J. RICORDI,2
JAMES DE RYK,JAMES DE RYK | James de Ryck,2
PETER PAUL SCHIEDGES,PETER PAUL SCHIEDGES | Peter Paul Schiedges,2
J. STORTENBECKER,J. BEERSTRAETEN | J. STORTENBECKER,2
A.TRUMM,A. Trumm | A.TRUMM,2
VALENZUELA,A.Valenzuela | VALENZUELA,2
TH. VERSTRAETE,TH. VERSTRAETE | Th.Verstraete,2
L.P. VERWEE,L.P. VERWEE | L.P.Verwee,2
P.G.WESTENBERG,P. G. Westenberg | P.G.WESTENBERG,2
JOSEPH BRAND,JOSEPH BRAND | JOSEPH CHABORD,2
MAX CALAME,MAX CALAME,2
LEON GEROME,J.LEON GEROME | LEON GEROME,2
LUDWIG EMIL GRIMM,LUDW.EMIL GRIMM | LUDWIG EMIL GRIMM,2
HAURATH,HAURATH,2
MAR. HEYL,MAR. HEYL | MAR.HEYL,2
R.HOLTZMULLER,R.HOLTZMULLER,2
J.F.KOPPENBROUWER,J.F.KOPPENBROUWER,2
ALFRED VON KOWALSKI,ALF.von KOWALSKI | ALFRED VON KOWALSKI,2
IGNATZ KURZINGER,IGNATZ KURZINGER | IGNAZ KURZINGER,2
FELICE LEFEBURE,FELICE LEFEBURE,2
ERNEST MEISSONIER,ERNEST MEISS0NIER | ERNEST MEISSONIER,2
DANIEL HERM.ANT.MELBYE,DANIEL HERM.ANT.MELBYE | DANIEL HERM.ANTON MELBYE,2
J.RENOUVIER,J.RENOUVIER,2
WILHELM CORNELIS RIP,WILHELM CORNELIS RIP | WILHELMCORNELIS RIP,2
A.SEMBACH,A.SEMBACH,2
ALEX.STRAHHUBER,ALEX.STRAHHUBER | ALEX.STRAHUBER,2
JOHANN WOLFLE,JOHANN WOLFLE,2
E.BRETTSCHNEIDER,E.BRETTSCHNEIDER | Ed.Bretschneider,2
S.H.CRONE,S.H.CRONE,2
C.EBERT,C.DECKERT | C.EBERT,2
VONSECKENDORFF,H.VON SECKENDORFF | VONSECKENDORFF,2
J.P.WEIS,J.B.WEISS | J.P.WEIS,2
G.DI BERNARDO,G.DI BERNARDO,2
LEOPOLD GUNTHER-SCHWERIN,LEOPOLD GUNTHER-SCHWERIN | Leopold GUNTHER-SCHWERIN,2
J. M. KLEYN,J. K. M. Kehn | J. M. KLEYN,2
C. BARBIERI,C. BARBIERI | F. BARBIERI,2
W.Lehmann,W.L.Lehmann | W.Lehmann,2
B. West,B. West | B.WEST,2
S. Rosa,S. Rosa | S.ROSA,2
Thomas Willeborts,THOMAS WILLEBORTS | Thomas Willeborts,2
C. Sell,C. Sell | C.SELL,2
Arnold de Gelder,Arnold de Gelder | Arnold van Ravesteyn,2
E.van Loon,E.van Loon | P.van LOONEN,2
H.M.Borc,H.J. Bource | H.M.Borc,2
H.G̦ring,H.G̦ring | H.V̦lkerling,2
J.Peeters,J.PETERS | J.Peeters,2
Alex Coosemans,Alex Coosemans | Alexius Cosemans,2
Andr. del Sarto,And. del Sarto | Andr. del Sarto,2
E.Heilemann,E.Heilemann,2
C.Rosenstand,C.Rosenstand,2
S.Glucklich,S.GLUCKLICH | S.Glucklich,2
Prof. Jos.Weiser,Prof. Jos. Wenglein | Prof. Jos.Weiser,2
E.Orlik,E.Orlik,2
R. Looschen,R. Looschen,2
Paul Heydel,Paul Heydel,2
Carl Cupper,Carl Cupper,2
A.Thamm,A. Thamm | A.Thamm,2
A. Muller-Cassel,A. Muller-Cassel | A. Muller-Kurzwelli,2
M. Weber-Philips,M. Weber-Philips | M.Weber-Philips,2
E.H. Zirkel,E. H. Zirkel | E.H. Zirkel,2
C.Heidn,C.Heidn | C.Heindel,2
Louise Claude,Louise Claude | Louise Habelt,2
E.Gringuesse,E.Gignous | E.Gringuesse,2
Jan Bossaert,Jan Bossaert,2
Otto Marseus,OTTO MARSEUS | Otto Marseus,2
Corn. van der Voort,CORN.DE VOS | Corn. van der Voort,2
Antonio Vassilacchi,Antonio Vassilacchi,2
A.Coppel,A.Coppel | A.Coppens,2
EUGEN P. CECCHINI,EUGEN P. CECCHINI,2
"MARIA ANNA,PRINZESSIN VON PREUSSEN","MARIA ANNA,PRINZESSIN VON PREUSSEN",2
P. VON ELVEN,P. VON ELVEN | P.VON ELVEN,2
V.HERMENT,V.HERMENT | V.HURET,2
F.KIRCHBACH,F.KIRCHBACH,2
AUGUSTLOVATTI,AUGUST LOVATTI | AUGUSTLOVATTI,2
M. RIEGEN,M. RIEGEN | M.RIEGEN,2
J.A.HOEFFLER,J.A.HOEFFLER | J.N.Hoechle,2
M.SPEMANN,M.SPEMANN,2
E.A.TAMBURINI,E.A.TAMBURINI,2
Carl Lieske,Carl Lieske | Karl Lieske,2
L. Neelmeyer,L. Neelmeyer | L.Nedmeyer,2
Robert Geist,Robert Geist | Robert Genin,2
E.Noel,E.NOLDE | E.Noel,2
Ligeti,LIGETHI | Ligeti,2
C.CASTEELE,C.CASTEELE | C.CASTRACANE,2
A.LANGHAMMER,A.LANGHAMMER | A.Langhammer,2
CORNEL.DROOCH-SLOOT,CORNEL.DROOCH-SLOOT | J.CORN.DROOCH-SLOOT,2
RUD.BARTELS,RUD.BARTELS,2
M.BOSBOEM,M.BOSBOEM | M.BOSCH,2
J.DELMAR,J.DELMAR | J.DETMERS,2
ANDR.DIRKS,ANDR.DIRKS | ANDREAS DIRKS,2
L.GERHARD,J.GERHARD | L.GERHARD,2
H. JORZ,H. JORZ | H. Jordaens,2
CLARA PIERSON,CLARA PIERSON,2
FRANZ ROHRICH,FRANZ ROHRICH,2
JOH. ALBERT ANGERMEYER,JOH. ALBERT ANGERMEYER | Johann Albert Angermeyer,2
DIRK WIJNTRACK,DIRCK WYNTRACK | DIRK WIJNTRACK,2
ANDREA MELDOLLA,ANDREA MELDOLLA,2
PHILIPPE TANNEUR,PHILIPPE TANNEUR | Philippe Tanneur,2
MAX ALBERT HAUSCHILD,MAX ALBERT HAUSCHILD | MAX HAUSCHILD,2
ERNESTO BENSA,ERNESTO BENSA | Ernst Bensa,2
FRANZ THOMAS,FRANZ THOMAS | Franz Thoma,2
"HENDRIK VAN BALEN, DER ALTERE","HENDRIK DIRK KRUSEMAN VAN ELTEN | HENDRIK VAN BALEN, DER ALTERE",2
JOS. PAUL WAXSCHLUNGER,JOHANN PAUL WAXSCHLUNGER | JOS. PAUL WAXSCHLUNGER,2
Felicite LAGARENNE,FELICITE LAGARENNE | Felicite LAGARENNE,2
G.BAUDIN,G.BAUDIN | G.Bauerfeind,2
H. DUBBELS,H. DUBBELS | Hf. Dubbels,2
P.L. F. KLUYVER,P.J.F.KLUYVER | P.L. F. KLUYVER,2
J.H. LEMAITRE,J. H. LEMAITRE | J.H. LEMAITRE,2
E.MORTELMANS,E.MORIAN | E.MORTELMANS,2
J.H. VAN WEST,J.H. VAN WEST | J.H.van West,2
F. W. ZURCHER,F. W. ZURCHER | F.W.Zurcher,2
JAK.MELCHER,JAK.MELCHER | JAKOB MELCHER,2
CONRAD WEIGAND,CONRAD WEIGAND | KONRAD WEIGAND,2
D.Mebeecq,D.Mebeecq,2
Aart v. d. Neer,AART NEER | Aart v. d. Neer,2
J. de Geel,J. de Geel | J. de Vogel,2
A.Couder,A.Cordes | A.Couder,2
F. Lippi,F. LIPPI | F. Lippi,2
Echena Jose,Echena Jose,2
Hart Cornelie van der,Hart Cornelie van der,2
"Aranda, Don Jose Jimenez","Aranda, Don Jose Jimenez",2
Roubaud Franz,ROUBAUD FRANCOIS | Roubaud Franz,2
Scherrewitz Johann F.,Scherrewitz Johann F.,2
Scheurenberg Josef,SCHEURENBERG JOSEF | Scheurenberg Josef,2
Flamm Albert,FLAMM ALBERT | Flamm Albert,2
JOHANN THEODOR FABER,JOHANN THEODOR FABER | JOHANN THEODOR GOLDSTEIN,2
A.BORMAUD,A.BORGHARD | A.BORMAUD,2
HENRI DURAND-BRAGER,HENRI DURAND-BRAGER | HENRIDURAND-BRAGER,2
CAMILLE JOSEF ETIENNE ROQUEPLAN,CAMILLE JOSEF ETIENNE ROQUEPLAN | CAMILLE JOSEPH ETIENNE ROQUEPLAN,2
MATHEO TRIPANNI,MATHEO TRIPANNI | Matheo Tripanni,2
C.VETTER,C.VETTER,2
M.VIRSKE,M.IVERSEN | M.VIRSKE,2
GUSTAV WAPPERS,GUSTAV WAPPERS | GUSTAVWAPPERS,2
O.HERRFURTH,O.HERRFURTH | O.Herrfurth,2
L.HOHLWEIN,L.HOHLWEIN | L.Hofler,2
J.MECOU,J.MEA | J.MECOU,2
BEAUME JOSEPH,BEAUME JOSEPH,2
CONSTANT BENJAMIN,CONSTANT BENJAMIN,2
JONGKIND JEAN BERTHOLD,"JONGKIND JEAN BERTHOLD | JONGKIND,JEAN-BERTHOLD",2
MUIRHEAD DAVID,MUIRHEAD DAVID,2
NOEL CUYPEL,NOEL COYPEL | NOEL CUYPEL,2
J.K.F. NOOTEBOOM,J. H. J. Nooteboom | J.K.F. NOOTEBOOM,2
HENRI DE CAISNE,HENRI DE CAISNE | Henri Decaisne,2
EUGENE LOUIS GABRIEL ISABEY,EUGENE LOUIS GABRIEL ISABEY | EUGENE LOUIS LAMI,2
A.Bonheur,A.Bonheur | Bonheur,2
H.ten Cate,H.ten Cate | S.G.ten Cate,2
C. Corver,C. COLYER | C. Corver,2
Forelli,FIORELLI | Forelli,2
Gudin,Gudden | Gudin,2
Remy van Haanen,Remy van Haanen,2
Jan Baptist Lambrecht,Jan Babtist Lambrechts | Jan Baptist Lambrecht,2
J.A. Rawensway,J. A. Rawensway | J.A. Rawensway,2
Julius Ruinart,Jules Ruinart | Julius Ruinart,2
Ant. Weiss,Ant. Weiss | Anton Weiss,2
J. Wichers,J. Wibmer | J. Wichers,2
S. v. d. Dous,J. V. D. DOES | S. v. d. Dous,2
Evert Collier,Evert Collier,2
Abr.v.Beijeren,ABR.v.BEYEREN | Abr.v.Beijeren,2
A. de Gelder,A. de Gelder | A.de GELDER,2
R. Nieuwael,R. Nieuwael | R.NIEUWAEL,2
J. Uijtewael,J. Uijtewael | J.UIJTEWAEL,2
W. Schellinks,W. SCHELLINKS | W. Schellinks,2
MICHELFRANCOISBARDON,MICHEL FRANCOIS.DANDRE-BARDON | MICHELFRANCOISBARDON,2
DELCLOCHE,DELCLOCHE | DELONCLE,2
ARNOLD VON HOUBRACKEN,ARNOLD HOUBRAKEN | ARNOLD VON HOUBRACKEN,2
STEVENSPALAMEDES,STEVENS PALAMEDES | STEVENSPALAMEDES,2
V.BODART,L.Bodart | V.BODART,2
J.CAROLUS,1.Carolus | J.CAROLUS,2
E.DECKERT,E.DECKERT | E.DEKKERT,2
L. DUBOIS,L. BOILEE | L. DUBOIS,2
LUDW.HALTER,LUDW.HALTER | LUDW.SKELL,2
J.PACHANNY,J.PACHANNY,2
G.VAN DER SCHAFT,G.VAN DER POORTEN | G.VAN DER SCHAFT,2
JUL.WIDNMANN,JUL.WIDMANN | JUL.WIDNMANN,2
A.L.MOEGLICH,A.L.MIELICH | A.L.MOEGLICH,2
JULIEN DE PASINE,JULIEN DE PASINE | JULIEN DE SIMONI,2
G.M.PREISSLER,G.M.PREISSLER,2
HILGERS,HILGERS | Hilgers,2
CARL DUHRING,CARL DUHRING | CARL RANG,2
PIERRE AUDOIN,PIERRE ANTOINE BAUDOUIN | PIERRE AUDOIN,2
G.BIOT,G.BIOT | G.RIBOT,2
Peter Vogt,PETER MUT | Peter Vogt,2
J. G.v.Hamilton,J. G.v.Hamilton | J.P.v.Hamilton,2
P.da Berettini,P.BERETTINI | P.da Berettini,2
F.H.Fuger,F.H.Fuger | FR.H.FUGER,2
A.Gerasch,A.GESELL | A.Gerasch,2
W. Mieris,W. MAJEWSKI | W. Mieris,2
J.Haag,J. HAAGA | J.Haag,2
Ggbert von der Poel,EGBERT VON DER POEL | Ggbert von der Poel,2
W.G. Ferguson,W. Ferguson | W.G. Ferguson,2
Van der Hoeff,Van der Hoeff | von der Hoef,2
R. Hand,R. Hand | R.HAND,2
J.A.Backer,J.A.BACKER | J.A.Backer,2
9. de Marees,9. de Marees,2
W. Heinisch,Heinisch | W. Heinisch,2
LUDWIG BECHSTEIN,LUDWIG BECHSTEIN,2
JOH.CHR.ERHARD,JOH.CHR.ERHARD | JOH.CHRISTOPH ERHARD,2
C.AUG.GEIGER,C.AUG.GEIGER | Casp.Aug.Geiger,2
EUGEN KIRCHNER,EUGEN KIRCHNER,2
LUDWIG VON NAGEL,LUDWIG VON NAGEL | Ludwig von Nagel,2
C.OSTERLEY,C.OSTERLEY | C.Osterwald,2
C.RAUCH,C.Burdach | C.RAUCH,2
JOH.CHRISTIAN REINHART,JOH.CHRISTIAN REINHART | Joh.CHRIST REINHART,2
LUDWIG SCHEUERMANN,LUDWIG FRIEDRICH SCHNELL | LUDWIG SCHEUERMANN,2
T.VERHAS,T.VERHAS | T.Verwers,2
KARL AMILIUS WEIDEMANN,KARL AMILIUS WEIDEMANN | KARL MARZILIUS,2
WILLEM BUYTEWECK,WILLEM BUYTEWECH | WILLEM BUYTEWECK,2
FERD.MAX BREDT,FERD.MAX BREDT | FERDINAND MAX BREDT,2
EDUARD GESELSCHAP,EDUARD GESELSCHAP,2
RICH. VON POSCHINGER,RICH. VON POSCHINGER | Rich. von Poschinger,2
ANTON PICK,ANTON GLUCK | ANTON PICK,2
L. SORENSEN,L. SORENSEN | S.SORENSEN,2
A.F.J.VERMEULEN,A.F.J.VERMEULEN | A.J. VERMEULEN,2
Meister H. B.mit dem Hobel,Meister H. B.mit dem Hobel,2
J.C.SEEKATZ,J.C.SEEKATZ | J.C.Seekatz,2
J.FLEGEL,J.FLEGEL | J.Fendel,2
A.v.WESTERVELT,A.v.WESTERVELT | A.v.WYDENVELD,2
H. v. EYCK,H. v. EYCK | J.v.EYCK,2
P.CLAESZ,P.CLAESZ | P.Claus,2
ANTON MOR VAN DASHORST,ANTON MOR VAN DASHORST,2
J.WOUTERS,FR.WOUTERS | J.WOUTERS,2
OSWALD FRED,OSWALD FRED | OSWALD KRESSE,2
OTTO REINHARD JACOBI,OTTO REINHARD JACOBI,2
WILHELM JANSEN,WILHELM JANSEN | Wilhelm Jansen,2
H.KRINGS,H.KRINGS,2
MERBITZ,C.MERBITZ | MERBITZ,2
SIEBERT,LIEBERT | SIEBERT,2
HENRI TIMMERMANNS,HENRI TIMMERMANNS,2
UNVERDROSS,UNVERDROSS | V.Unverdross,2
WOUTERUS VERSCHUUR,WOUTERUS VERSCHUUR | Wouterus Verschuur,2
S.TH.VOORN-BOERS,S. TH. VORM BOERS | S.TH.VOORN-BOERS,2
B.WALTON,B.WALTON | B.WINGART,2
B.WITTKAMP,B.WITTKAMP | J.B.Wittkamp,2
R.BAUDICHON,R.BAUDICHON | R.BLANCO,2
L.BOTTEE,L.BOTTEE | L.Bottcher,2
R.BERENY,R.BERENY | R.Reveny,2
L.STEINGRABEN,L. Steingraben | L.STEINGRABEN,2
Mathias Klotz,MATTHIAS KLOTZ | Mathias Klotz,2
Van Damme,J.VAN DAMM | Van Damme,2
Elise Gobeler,Elise Benteli | Elise Gobeler,2
J.B. Kirner,J.B. Kirner | J.Kirner,2
Hermine Lang-Laris,HERMINE LANG-LARIS | Hermine Lang-Laris,2
Mangiarelli,MANGIARELLI | Mangiarelli,2
L'enfant de Metz,L'ENFANT DE METZ | L'enfant de Metz,2
Antonio Reyna,ANTONIO REYNA | Antonio Reyna,2
Alexander von Sickow,Alexander von During | Alexander von Sickow,2
M.Trebacz,M. Trebacz | M.Trebacz,2
J. VAN HOOGSTRAATEN,J. VAN HOOGSTRAATEN | J. van Artois,2
AUGUST ACHTENHAGER,AUGUST ACHTENHAGER | August Achtenhagen,2
G. BOS,G. BOS | G.BOS,2
C. B. BUYS,C. B. BUYS | C.B.,2
E. DURAND,E. DURAND | G.DURAND,2
A.CLENTON,A.CLENTON | Q.CLENTON,2
C. COOMANS,C. COOMANS | C. CUNAEUS,2
A.D. HILLEVELD,A.D. HILLEVELD | A.D.Preitel,2
PAUL HOFFMANN,PAUL HOFFMANN | PAUL MANZONI,2
W.LAMERS,W.LAMERS,2
J. J. NUYEN,J. J. NUYEN | W.J.J. NUYEN,2
CHR. SEICKERT,CHR. SEICKERT | CHR.LEICKERT,2
CARL FROMMEL,CARL FROMMEL | Carl Frommel,2
JOHANNES CLAUDICKS,JOHANNES CLAUDICKS | JOHANNES GLUCKERT,2
Johann Martin BERNATZ,Johann Martin BERNATZ | Johann Martin Leitzmann,2
Regnier DE LA HAYE,REGNIER DE LA HAIJE | Regnier DE LA HAYE,2
Georg KNEIPP,GEORG KNEIP | Georg KNEIPP,2
Fredy PERLBERG,Fredy PERLBERG,2
Salvatore POsTiGLIONE,SALVATORE POSTIGLIONE | Salvatore POsTiGLIONE,2
Philipp Peter R00S,Philipp Peter R00S | Philipp Peter R00s,2
Sim0n V0UET,SIM0N V0UET | Sim0n V0UET,2
J.J. van Byler,J.J. van Byler | J.J. van Leeuwer,2
Pieter Casteels,Peter Casteels | Pieter Casteels,2
Jakob Houbraken,JACOBUS HOUBRAKEN | Jakob Houbraken,2
S. de Koninck,S. de Koninck | S.de Koningh,2
Nicolaus de Rivas,Nicolaus de Rivas | Nicolaus van der Waay,2
JAN RUISDAEL,JAN FABIUS | JAN RUISDAEL,2
FRANCESCO BARBIERI,FRANC. BARBIERI | FRANCESCO BARBIERI,2
CASPARD DUGHET,CASPAR JELE | CASPARD DUGHET,2
E.PAYER,E.Jager | E.PAYER,2
A.POSSINI,A.POSSINI | A.POSSONI,2
FRANCESCO CARRACCI,FRANCESCO CARRACCI | FRANCESCO GRANACCI,2
GERARD VAN HERP,GERARD VAN HERP,2
Parkes,Parkes,2
R.v.d. Weyden,R. v. d. WEYDEN | R.v.d. Weyden,2
A.v.Bredael d.A.,A.V.BURKEL | A.v.Bredael d.A.,2
A.Fris,A.Fris | A.fRappis,2
Jan Moerenhout,Jan Moerenhout | Jan Voorhout,2
J.v.Haensbergen,J.v.HEMESSEN | J.v.Haensbergen,2
B.Franceschini,B. FRANCESCHINI | B.Franceschini,2
H.Bakhuizen,H.Bakhuizen | JOH.BAKHUIJZEN,2
P.Lely,P.LELY | P.Lely,2
C.v.d.Doort,C.V.D. HEYDEN | C.v.d.Doort,2
Galerie Helbing,Galerie Helbing,2
Edmond CASTAN,Edmond CASTAN | Edmond Castan,2
L. DUPUY,L. DUPUY | L.Dufuy,2
S.van GELDEREN,S.van GELDEREN | S.van den BERG,2
Lorenzo GIGNOUS,Lorenzo GIGNOUS | Lorenzo Gignous,2
Otto Johann Heinrich HEYDEN,Otto Johann Heinrich HEYDEN | Otto Johann Heinrich Heyden,2
Jan Lodevijk von KUYK,JAN LODEVIJK VAN KUIJCK | Jan Lodevijk von KUYK,2
Monogrammist A.A. 1903,Monogrammist A.A. 1903 | Monogrammist H. G. 1887,2
Brunel NEUVILLE,A.Brunel-Neuville | Brunel NEUVILLE,2
Geza PESKE,Geza PESKE | Geza Peske,2
Edward PORTIELJE,Edward PORTIELJE | GERARD PORTIELJE,2
Professor Ludwig von ROESSLER,Professor Ludwig Christian von Roessler | Professor Ludwig von ROESSLER,2
P.H. SCHOUTEN,P.H. SCHOUTEN | P.H. Schouten,2
MEISTER VOM TODE MARIE,MEISTER VOM TODE DER MARIA | MEISTER VOM TODE MARIE,2
EUGENE BENJAMIN FICHEL,EUGENE BENJ.FICHEL | EUGENE BENJAMIN FICHEL,2
LUDWIG HOFMANN-ZEITZ,LUDWIG HOFMANN-ZEITZ | Ludwig Hofmann-Zeitz,2
G.RAU,G. Rau | G.RAU,2
Fr. Perl,F. Perl | Fr. Perl,2
Gottfried Reil,Gottfried Burklein | Gottfried Reil,2
Hugo Richter,Eugen Richter | Hugo Richter,2
E. Wolffel,E. Wolffel | E.WOELFFEL,2
Philipp FARG,Philipp FARG | Philipp Farg,2
Ludwig FINCK,LUDWIG FINK | Ludwig FINCK,2
O.HUBER,O.HUBER | O.Hubert,2
DOM. BECCAFUMI,DOM. BECCAFUMI | DOM.BECCAFUMI,2
JASON,JASON,2
Joh. Ludw. Ernst Morgenstern,Joh. F. Emil Morgenstern | Joh. Ludw. Ernst Morgenstern,2
Joseph Rosa,Joseph Rosa,2
Johann Bapt.Stuntz,Johann Bapt.Stuntz | Johann Baptist Stuntz,2
Carl FRIES,CARL FRIES | Carl FRIES,2
H. von GRIESBEK,H. Vosberg | H. von GRIESBEK,2
Fr. von LOEN,Fr. VON LOEN | Fr. von LOEN,2
J. J. Kandler,J. J. Kandler | J. J. TANNER,2
Kandler,Kade | Kandler,2
E.RIDINGER,E.RIDINGER | E.Reiniger,2
G.MIND,G.MIND | G.ROMIN,2
BAKOF JULIUS,BAKOF JULIUS,2
BRANDT JOSEF VON,BRANDT JOSEF VON,2
BUCHBINDER SIMON,BUCHBINDER SIMON,2
CAMPHAUSEN W.,CAMPHAUSEN W.,2
DIAZ NARC.,DIAZ NARC.,2
EBERT CARL,EBERT CARL,2
GEDLEK L.,GEDLEK L.,2
HUNTEN FRANZ,HUNTEN FRANZ,2
KOWALSKI A.VON WIERUSZ.,KOWALSKI A. VON WIERUSZ- | KOWALSKI A.VON WIERUSZ.,2
PILOTY CARL VON,PILOTY CARL VON,2
RONNER HENRIETTE,"RONNER HENRIETTE | Ronner, Henriette",2
RUTHS VALENTIN,RUTHART | RUTHS VALENTIN,2
SCHONLEBER GUSTAV,Bechler Gustav | SCHONLEBER GUSTAV,2
SEITZ ANTON,SEITZ ANTON,2
CLERCK HENDRIK DE,CLERCK HENDRIK DE,2
"VAN DER LISSE,DIRK","VAN BERGEN,DIRK | VAN DER LISSE,DIRK",2
SCHLICHTEN JOH. FRANZ VAN DER,SCHLICHTEN JOH. FRANZ VAN DER,2
VIVIANO CODAGORA,VIVIANO CODAGORA,2
A.HELDT,A.HELBIG | A.HELDT,2
BELA BENDIANI,BELA BENDIANI | Bela Bendiani,2
WILH. WEX,WILH. WEX | Wilh. Wex,2
Killrupp,Killrupp,2
C. Aug. Geiger,C. Aug. Geiger | C. Augustin Geiger,2
Barbara Krafft,Anna Barbara Krafft | Barbara Krafft,2
Franz Schmid-Breitenbach,Franz Schmid-Breitenbach | Franz Schmidt-Breitenbach,2
A.Schwendy,A.Schnaaks | A.Schwendy,2
Theodor Koppen,Theodor Knesing | Theodor Koppen,2
G.Garinei,G.F. GARNERAI | G.Garinei,2
A. Steinach,A. Steinach | M. Steinach,2
G. Chasteau,G. Chasteau | G.Chateau,2
G.Hormann,G.Hormann | G.v.G.Hofmann,2
Saeggi,Saeggi,2
Karl Braun,Karl Braun | Karl Jung,2
P.VAN SCHOTEN,P.VAN SCHOTEN | P.van QUAST,2
J.J.HENNER,J.J. SHANNON | J.J.HENNER,2
Adolf Glatte,Adolf Glatte,2
THEODOOR VALCKENBORCH,THEODOOR VALCKENBORCH | Theodoor Valckenborch,2
J.GLAUBER,J.GLAUBER | J.GLAUBER.POLYDOR,2
J.F.ELIAERTS,J.F.ELIAERTS | J.FESSLER,2
MONOGRAMMIST L.S.1515,MONOGRAMMIST L.S.1515 | MONOGRAMMISTM.H.F.55,2
W.HODGES,C.H.HODGES | W.HODGES,2
JOH. BAPT.HAELSZEL,JOH. BAPT.HAELSZEL | JOH.B.HALSZELL,2
A. COYPEL,A. COYPEL | A. Ciafrone,2
HENRI TURKEN,HENRI MARTIN | HENRI TURKEN,2
Direr,Direr,2
Anton Baumann,ANTON BAUER | Anton Baumann,2
H. Schirmer,H. Schirmer | H.F. SCHORER,2
J.E.Compton,J.E.Compton | T.Compton,2
Anna Costenoble,Anna Costenoble | Anne Costenoble,2
Gerstenhauer,Gerstenhauer | J. G. Gerstenhauer,2
