canonical,variants,count
Johann Heinrich Roos,Johann Heinr. Roos | Johann Heinrich Roos,19
JAN KOBELL,JAN KOBELL | JAN KOBELL D.AE. | Jan Kobell | Jan Kobell d. A. | Jan Kobell d.Ae.,19
M. J. Mierevelt,M. J. Mierevelt | M. MIEREVELT | M. Mierevelt | M.J. MIEREVELT | M.J. Mierevelt | M.J. Mirevelt | M.J.MIEREVELT | M.J.Mierevelt | M.MIEREVELT | M.Mierevelt | m. J. mierevelt,19
HENDRIK VAN AVERCAMP,HENDRIK AVERCAMP | HENDRIK AVERKAMP | HENDRIK HAVERKAMP | HENDRIK VAN AVERCAMP | HENDRIK VAN AVERKAMP | HENDRIKVAN AVERKAMP | Hendrik Avercamp | Hendrik Averkamp,19
L.Hartmann,C.HARTMANN | C.Hartmann | GG.HARTMANN | J.HARTMANN | L.Hartmann | P.HARTMANN | P.Hartmann | S.Hartmann | W.Hartmann,19
BAREND VAN ORLEY,BAREND VAN ORLEY | BAREND VANORLEY | BAREND van ORLEY | BARENT VAN ORLEY | Barend VAN ORLEY | Barend van Orley,19
Adr. van Ostade,A. van Ostade | ADR. VAN OSTADE | ADR. van OSTADE | Ad. van Ostade | Adr. van OSTADE | Adr. van Ostade | Adr.J. van Ostade,19
DANIEL VERTANGEN,DANIEL VERSTANGEN | DANIEL VERTANGEN | DANIEL VERTANGHEN | DANIELVERTANGEN | DANIELVERTANGHEN | Daniel Vertangen | Daniel Vertanghen | Daniel Vertanhen,19
HERMANN SCHNEE,HERMANN SCHAFER | HERMANN SCHMALZ | HERMANN SCHMIECHEN | HERMANN SCHNEE | HERMANN SCHNEIDER | Hermann Schlittgen | Hermann Schlosser | Hermann Schnee | Hermann Schouten | Hermann Schut | Hermann Schweitzer,19
CHRISTIAN STOCKLIN,CHRISTIAN STOCKLIN | CHRISTIAN STOEKLIN | Christian STocKLIN | Christian Stoecklin | Christian Stoefflin | Christian Strobel,19
Franz Frankl,Frans Franken d. J. | Frans Frankend. J. | Franz Frank | Franz Frankel | Franz Franken | Franz Franken d. J. | Franz Frankl,19
Emanuel Spitzer,EMANUEL SPITZER | Emanuel Spiter | Emanuel Spitzer,19
HEINRICH LOSSOW,HEINRICH LOSSOW | HEINRICH OTTO | HEINRICH ROOS | HEINRICH VERGAZOON | HEINRICH VON HESS | HEINRICH VOSS | HEINRICH WOLFF | HEINRICHLOSSOW,19
NARCISSO VIRGILIO DIAZ DE LA PENA,NARCISO VIRGILIO DIAZ DE LA PENA | NARCISO VIRGILIO DIAZ DE LA PENNA | NARCISSE VIRGILIO DIAZ DE LA PENA | NARCISSO VIRGILIO DIAZ DE LA PENA | Narc. Virgilio DIAZ DE LA PENA | Narcisso Virgilio DIAZ DE LA PENA | Narcisso Virgilio Diaz de la PENA | Narcisso Virgilio de la Pena Diaz,19
ALEXANDER KOESTER,ALEXANDER KOESTER | ALEXANDER KOSTER | ALEXANDER KOTZEBUE | Alexander Koester | Alexander Koster,19
Robert Assmus,ROBERT ASSMUS | Robert ABmus | Robert Assmus,19
ALEXANDRE GABRIEL DECAMPS,ALEXANDER GABRIEL DECAMPS | ALEXANDRE DECAMPS | ALEXANDRE G.DECAMPS | ALEXANDRE GABRIEL DECAMPS | ALEXANDRE-GABRIEL DECAMPS | Alexander Gabriel Decamps | Alexandre Gabriel DECAMPs | Alexandre Gabriel Decamps | Alexandre-Gabriel Decamp | Alexandre-Gabriel Decamps,19
ALFRED VON KOWALSKI-WIERUSZ,ALFRED VON KOWALSKI-WIERUSZ | ALFRED VON KOWALSKY-WIERUSZ | ALFRED VON WIERUSZ-KOWALSKI | ALFRED von WIERUSZ-KOWALSKY | ALFREDVON WIERUSZ-KOWALSKI | Alfred von Kowalski-Wierusz | Alfred von Wierusz-Kowalski | Alfred von Wierusz-Kowalsky,19
ADOLF STABLI,ADOLF GLATTE | ADOLF HARTEN | ADOLF OBST | ADOLF STABLI | ADOLF STRUBE,19
AUGUSTE RENOIR,AUGUSTE RENOIR | AUGUSTE RODIN | Auguste Renoir,19
Peter Paul Muller,PETER PAUL MULLER | PETER PAULMULLER | PETERPAULMULLER | Peter Paul Muiller | Peter Paul Muller,19
CHRISTIAN GEORG SCHUTZ D.J.,CHRIST. GEORG SCHUTZ d. Ae. | CHRISTIAN GEORG SCHUETZ DER ALTERE | CHRISTIAN GEORG SCHUTZ D.J. | CHRISTIAN GEORG SCHUTZ DER ALTERE | CHRISTIAN GEORG SCHUTZ d. J. | CHRISTIAN GEORG SCHUTZ d.A. | CHRISTIAN GEORG SCHUTZ d.J | CHRISTIAN GEORG SCHUTZ der J | CHRISTIAN GEORG SCHUZ d.A. | CHRISTIAN GEORG SCHÃTZ d.A. | Christian Georg SCHUTZ d. AItere | Christian Georg Schit d. J. | Christian Georg Schit d.J. | Christian Georg Schitz d.J. | Christian Georg Schitz der Altere | Christian Georg Schiz d. J.,19
Hans Heider,HANS HEIDER | HANS HEINEN | Hans Heider | Hans Heinen | Hans von Heider,19
Peter Wurth,PETER WURTH | Peter WURTH | Peter Wirth | Peter WuRTH | Peter Wurth | Peter wURTH | Peter wuRTH,19
Charles Palmie,CHARLES 1. PALMIE | CHARLES J. PALMIE | CHARLES J.PALMIE | CHARLES PALMIE | Charles Palmie,19
ULRICH HUBNER,ULLRICH HUBNER | ULRICH HUBNER | ULRICH HUEBNER | Ulrich Hubner | ulrich Hubner,19
E.BERNINGER,E. BERNINGER | E.BERNINGER | E.Berger | E.Berninger,19
ALBERT HERTEL,ALBERT HERTEL | Albert HERF | Albert Herf | Albert Hertel | Albert Theer,19
F.SKARBINA,E.SKARBINA | F. Skarbina | F.SKARBINA | F.Skarbina,19
Anton Hoffmann,ANTON HOFFMANN | Anton Hoffmann | Anton Hofmann,19
H. de Beer,H. de Beer | H.de Beer,19
Bartolomeo Schidone,BARTOLOMEO SCHEDONE | BARTOLOMEO SCHIDONE | BARTOLOMMEO SCHEDONI | BARTOLOMMEO SCHIDONE | Bartholomeo Schidone | Bartolomeo Schedoni | Bartolomeo Schidone,18
ROSA (SALVATOR),"ROSA (SALVATOR) | ROSA (Salvator) | ROSA (sALVAToR) | ROSA SALVATOR | ROSA SALVATORE | ROSA(Salvator) | RosA, Salvatore | Rosa Salvatore | Rosa, Salvator",18
ANTONIS MOR,ANTHONIS MOR | ANTOINE MOOR | ANTON MOR | ANTONIS MOOR | ANTONIS MOR | Antonis Mor | Antonis Moro,18
GIOTTO,GIOTTINO | GIOTTO | Giotto,18
Jacob van Stry,JACOB VAN STRIJ | JACOB VAN STRY | Jacob van Strij | Jacob van Stry | Jacob von Stry | Jakob van Strij,18
JAN BAPTIST WEENIX,JAN BAPTIST WEENIX | JAN BAPTISTA WEENIX | JAN BAPTISTO WEENINX | Jan Baptist Weenix | Jan Baptista WEENIX | Jan Baptista Weenix | Jan Baptiste Weenix | Jan Baptita Weenix,18
CHARLES EMILE JACQUE,CHARLES EMILE JACQUE | CHARLES EMILE JACQUES | CHARLES-EMILE JACQUE | Charles Emile Jacque | Charles-Emile Jacque,18
WILLIAM HOGARTH,WILLIAM BONNAR | WILLIAM H.BEARD | WILLIAM HART | WILLIAM HOGARTH | William Hogarth,18
LEON RICHET,LEON RICHET | LEON-RICHET | LEONI,18
BRIL,BRIL | BRILL | Brill,18
BACKHUYSEN,BACKHUIZEN | BACKHUYSEN | BACKHUYZEN | Backhuysen | L. Backhuyzen | L.Backhuyzen | S. Backhuyzen,18
POTTER,POTER | POTTER | Potter,18
GIOVANNI BATTISTA PIAZZETTA,GIOVANNI BAPTISTA PIAZETTA | GIOVANNI BATT.PIAZETTA | GIOVANNI BATTISTA LANGETTI | GIOVANNI BATTISTA LANGHETTI | GIOVANNI BATTISTA PIAZETTA | GIOVANNI BATTISTA PIAZZETTA | GIOVANNI BATTISTA SALVI | GIOVANNI BATTISTE LANGETTI | GIOVANNIBATTISTA PIAZZETTA | GIOVANNIBATTISTAPIAZZETTA,18
SIR PETER LELY,SIR PETER LELY | Sir PETER LELY | Sir Peter LELY | Sir Peter Lely,18
ADRIAEN HANNEMAN,ADRIAEN HANNEMAN | ADRIAEN HANNEMANN | ADRIAENHANNEMAN | ADRIAN HANNEMAN | ADRIANHANNEMAN | Adriaen Hanneman,18
J. B. S. CHARDIN,CHARDIN (D'apres J-B.-S.) | CHARDIN (J.-B.-S.) | J. B. Chardin | J. B. S. CHARDIN | J. S. CHARDIN | J.B. S.CHARDIN | J.B.S. CHARDIN | J.B.S. Chardin | J.B.S.CHARDIN,18
DE HEEM,C. de HEEM | C.DE HEEM | DE HEEM | De Heem | de Heem,18
Ludolf Backhuysen,LUDOLF BACKHUYSEN | LUDOLF BACKHUYZEN | LUDOLPH BACKHUYSEN | Ludolf Backhuysen | Ludolf Backhuyzen | Ludolf Backuysen | Ludolph Backhuyzen,18
RICARD,RICARD | RICARDO | RICCARDI | RICHARD,18
HOBBEMA,HOBBEMA | HoBBEMA | Hobbema,18
GREUZE (JEAN-BAPTISTE),"GREUZE (JEAN BAPTISTE) | GREUZE (JEAN-BAPTISTE) | GREUZE (Jean-Baptiste) | GREUZE JEAN BAPTISTE | GREUZE JEAN-BAPTISTE | GREUZE(JEAN-BAPTISTE) | GREUZE, JEAN BAPTISTE",18
DOMINGO,DOMINGO | DOMINGO JOSE) | DOMINGO MARQUEZ,18
HERNANDEZ,HERNANDEZ,18
HUYSUM,HUYSUM,18
LINGELBACH,"LINGELBACH | LINGELBACH,JAN | LINGELBACH,JOHANNES",18
BLARENBERGHE,BLARENBERG | BLARENBERGH | BLARENBERGHE,18
DESRAIS,DESJARDINS | DESRAIS,18
OZANNE,OZANNE | Ozane,18
BERNARD,BERNARD | BERNARD CHALLIE | BERNHARD MULLER | BERNHARD RODE | BERNHARDI | BERNHARDRODE,18
DORE,DORE | DOREY,18
ALFRED SISLEY,ALFRED SISLEY | ALFREDSISLEY | Alfred Sisley,18
VUILLARD,E.VUILLARD | VEUILLARD | VUILLARD,18
COCHIN le Fils,COCHIN LE FILS | COCHIN le Fils,18
SMITH,SMITH | SMITH (ALFRED),18
HUET (d'apres J.-B.),HUET (D'apres J-B.) | HUET (D'apres J.-B.) | HUET (d'apres J.-B) | HUET (d'apres J.-B.),18
ALFRED DE DREUX,ALFRED DE DREUX | ALFRED de DREUX | ALFREDDE DREUX | ALFREDDEDREUX | Alfred De Dreux | Alfred de DREUX | Alfred de Dreux,18
THEODORE ROUSSEAU,THEODOR GERARD | THEODOR VERHAS | THEODORE FEUCHT | THEODORE FRERE | THEODORE GERARD | THEODORE GERICAULT | THEODORE GHIRARDI | THEODORE ROUSSEAU,18
RICHARD PARKES BONINGTON,RICHARD PARKER BONINGTON | RICHARD PARKES BONINGTON | Richard Parkes BONINGTON | Richard Parkes Bonington,18
Johann Heinrich Tischbein,JOHANN HEINR. W.TISCHBEIN | JOHANN HEINRICH TISCHBEIN d.A. | JOHANN HEINRICH TISCHBEIN d.J. | Johann Heinrich Tischbein | Johann Heinrich Tischbein d. A. | Johann Heinrich Tischbein d. J.,18
Johann Georg Trautmann,JOHANN GEORG TRAUTMANN | Johann Georg TRAUTMANN | Johann Georg Trautmann | Johann Peter Trautmann,18
Frans de Vriendt,FRANCOIS DE VRIENDT | FRANS DE VRIENDT | Frans de Beuf | Frans de Beul | Frans de Vriendt | Frans de Wette,18
AALBERT CUIJP,AALBERT CUIJP | Aalbert Cuijp,18
Peter van Bemmel,PETER BEMMEL | PETER VAN BEMMEL | PETERVON BEMMEL | PIETER VAN BEMMEL | Peter van Bemmel | Peter von Bemmel,18
Michael Carre,MICHAEL CARREE | MICHIEL CARRE | MICHIEL CARREE | Michael Carre | Michael Carree | Michel Carre | Michel Carree | Michiel Carre | Michiel Carree,18
Dirk van Bergen,Dirk van Bergen | Dirk van Berghen | Dirk van den Bergen,18
C.Kronberger,C. KRONBERGER | C. Kronberger | C.KRONBERGER | C.Kronberger | J.KRONBERGER | KRONBERGER,18
Gortzius Geldorp,GORTZIUS GELDORP | GorBius Geldorp | Gortius Geldorp | Gortzius Geldorp | Gortzius Geldorp (Gualdrop),18
Salv. Rosa,SALV. ROSA | SALV.ROSA | Salu.Rosa | Salv. Roia | Salv. Rosa | Salv.Rosa,18
GIACOMO BASSANO,GIACOMO BASSANO | GIACOMO BASSANO DA PONTE | GIACOMO DA PONTE | GIACOMO DA PONTE gen.BASSANO | GIACOMO DA PONTE. BASSANO | GIACOMO da PONTE,18
Wilhelm Lichtenheld,WILHELM LICHTENHELD | WILHELMLICHTENHELD | Wilhelm LICHTENHELD | Wilhelm Lichtenfeld | Wilhelm Lichtenheld,18
ED.HILDEBRANDT,ED. HILDEBRANDT | ED.HILDEBRANDT | Ed. Hildebrandt,18
HANS LASSEN,HANS LASSEN | Hans Lassen,18
M. O. Beyer,M. O. BEYER | M. O. Beyer | M. o. Beyer | M.O. BEYER | M.O. Beyer | M.O.BEYER | M.O.Beyer | M.o.Beyer | m. . Beyer | m. .Beyer | m..Beyer,18
FRANS POURBUS,FRANS POURBUS | FRANS POURBUS D. A. | FRANS POURBUS D.A. | FRANS POURBUS D.J. | FRANS POURBUS d. J. | FRANS POURBUS d.A. | FRANS POURBUS d.AIt | FRANS POURBUS d.J. | Frans Pourbus d. J.,18
KASPAR NETSCHER,KASPAR KALTENMOSER | KASPAR NETSCHER | Kaspar Kaltenmoser | Kaspar Netscher,18
Sebastian Habenschaden,SEBASTIAN HABENSCHADEN | SEBASTIANHABENSCHADEN | Sebastian Habenschaden,18
H.Flockenhaus,F.Flockenhaus | G. Flockenhaus | H. FLOCKENHAUS | H. Flockenhaus | H.FLOCKENHAUS | H.FLOKENHAUS | H.Flockenhaus,18
MICHAEL MUNKACSY,MICHAEL MUNCACSY | MICHAEL MUNKACSY | MICHAEL VON MUNKACSY | MICHAEL von MUNKACSY | MICHAELMUNKACSY | MICHAELVONMUNKACSY | Michael Munkacsy | Michael von Munkacsy,18
Fritz Ebel,FRITZ EBEL | Frit Ebel | Fritz Ebel,18
Karl Irmer,CARL IRMER | Carl Irmer | KARL IRMER | Karl Irmer,18
Wilhelm Melchior,WILHELM MELCHIOR | Wilhelm Melchior,18
J. SANDER,F. Sander | J. SANDER | J. Sander | J.SANDER | J.Sander | M. SANDER,18
ALLAERT VAN EVERDINGEN,ALAERT VAN EVERDINGEN | ALAERTVAN EVERDINGEN | ALLAERT VAN EVERDINGEN | Allaert VAN EVERDINGEN | CESAR VAN EVERDINGEN,18
F.Wagner,B.WAGNER | B.Wagner | F.Wagner | G.WAGNER | G.Wagner | J.Wagner | K.Wagner | W.Wagner,18
A.ACHENBACH,A. ACHENBACH | A.ACHENBACH | A.Achenbach,18
A.v.DYCK,A. v. DYCK | A.v. DYCK | A.v.DYCK | A.v.Dyck | ANTH.v. DYCK,18
Marie Lautenschlager,MARIE LAURENCIN | Marie Laumen | Marie Lautenschlager | Marie Laux | Marie Laux-Nestler,18
Conrad Wimmer,CONRAD WIMMER | Conrad WIMMER | Conrad Wimmer | KONRAD WIMMER | Konrad Wimmer,18
Hans Klatt,HANS KLATT | Hans Klatft | Hans Klatt,18
Emil Rau,EMIL RAU | Emil RAU | Emil Rau,18
Theodor Alt,THEODOR ALT | Theodor Alt,18
Sion L. Wenban,L. Sion Wenban | SION L.WENBAN | Sion L. Wenban | Sion L.Wenban | Sion Wenban,18
August Holmberg,AUGUST HOLMBERG | Aug. Holmberg | August Holmberg,18
F.A.von Kaulbach,F. A. Von Kaulbach | F. A. von Kaulbach | F. A.v.Kaulbach | F. A.von Kaulbach | F.A. KAULBACH | F.A. von Kaulbach | F.A.Kaulbach | F.A.VON KAULBACH | F.A.v.Kaulbach | F.A.von KAULBACH | F.A.von Kaulbach,18
JOHANN JAKOB DORNER,JOHANN JAKOB DORNER | Johann Jacob Dorner | Johann Jacob.Dorner | Johann Jak.Dorner | Johann Jakob Dorner | Johann Jakob Dorner d. A. | Johann Jakob Dorner d.J.,18
Albert Schiemann,ALBERT SCHINDLER | ALBERT SCHMIDT | ALBERT SCHRODER | ALBERT SCHROEDER | ALBERT SCHWENDY | Albert Schiemann | Albert Schindler | Albert Schroder | Albert Schwendy,18
CHARLES FRANCOIS DAUBIGNY,CHARLES FRANCOIS DAUBIGNY | CHARLES-FRANCOIS DAUBIGNY | CHARLESFRANCOIS DAUBIGNY | CHARLESFRANCOISDAUBIGNY | Charles Francois DAUBIGNY | Charles Francois Daubigny | Charles Frangois Daubigny,18
Aernout van der Neer,AERNOUT VAN DER NEER | AERNOUTVAN DER NEER | ARNOUT VAN DER NEER | Aernout VAN DER NEER | Aernout van der Neer,18
ALBERT ZIMMERMANN,ALBERT ZIMMERMANN | ALBERTZIMMERMANN | ALFRED ZIMMERMANN,18
Franz Hunten,FRANZ HUBNER | FRANZ HUNTEN | Franz HUNTEN | Franz Huinten | Franz Hunten,18
NICOLAUS GYSIS,NICOLAUS GYSIS | NICOLAUS GySIS | NIKOLAUS GYSIS | Nicolaus Gysis | Nikolaus Gysis,18
Anton Laupheimer,ANTON LAUPHEIMER | Anton Laupheimer,18
CARL LANGHAMMER,CARL LANGHAMMER | CARLLANGHAMMER | CarI Langhammer | Carl Langhammer | KARL LANGHAMMER | Karl Langhammer,18
Hans von Hayek,HANS HAYEK | HANS VON HAYEK | HANS VON HAyEK | Hans von Hayek,18
FERDINAND HODLER,FERDINAND HODLER | Ferdinand Hodler,18
JOSUA VON GIETL,JOSUA VON GIETL,18
Josef Futterer,JOSEF FUTTERER | Josef Futterer | Joseph Futterer,18
Adolf Stabli,Adolf Obst | Adolf Stabli,18
G.Eyer,G. GEYER | G.EGER | G.Eger | G.Eyer,18
Rohwedder-Ruge,Rohwedder-Ruge | Rohweder-Ruge | Rowedder-Ruge,18
E.A.Franke,E. FRANKE | E.A.FRANKE | E.A.Franke | E.Franke,18
Hermann van Swanevelt,HERMAN VAN SWANEVELT | HERMAN van SWANEVELT | HERMANN VAN SWANEVELT | Herman van Swanefelt | Herman van Swanevelt | Hermann VAN SWANEVELT | Hermann van SWANEVELT | Hermann van Swaneveld | Hermann van Swanevelt,17
J.H. TISCHBEIN,J. H. Tifchbein | J. H. Tischbein | J. H. W. Tischbein | J.H. TISCHBEIN | J.H. Tischbein | J.H. W. TISCHBEIN | J.H.Fischbein | J.H.Tischbein | J.H.W. TISCHBEIN | J.H.W.TISCHBEIN,17
PIETER BOUT,PEETER BOUT | PIETER BOUT,17
ANTONIE PALAMEDESZ,ANTHONIE PALAMEDESZ | ANTHONIE PALAMEDESZ STEEVENSZ | ANTONIE PALAMEDESZ | Anthonie PALAMEDESZ | Anthonie Palamedesz Stevens | Antonie Palamedesz,17
PALAMEDES PALAMEDESZ,PALAMEDES PALAMEDESZ | PALAMEDES PALAMEDESZ. | PALAMEDESPALAMEDESZ | Palamedes Palamedesz | Palamedes Palamedesz I. | Palamedes-Palamedesz.,17
CORNEILLE DE LYON,CORNEILLE (de Lyon) | CORNEILLE DE LYON | CORNEILLE DE VOS | CORNEILLE de LYON,17
FRANCESCO SOLIMENA,FRANCESCO SOLIMENA | Francesco Solimena | Francesco Solimene | Franceso Solimena | francesco Solimena,17
Gelli E.,Gelli | Gelli E. | GelliE.,17
LONGHI,LONGHI | LONGHI A. | LONGHI P. | Longhi P.,17
BARTOLOZZI,BARTOLOZZI | BARTOLOZZI (F.) | BARToLozZI | Bartolozzi | Bartolozzi F. | Bartolozzi Fr. | Bartolozzi Franc.,17
PALMA VECCHIO,PALMA VECCHIO | PALMA VECHIO | PALMAVECCHIO | Palma Vecchio,17
PARMIGIANINO,PARMEGGIANINO | PARMEGIANO | PARMIGIANINO | PARMIGIANO | Parmegianino | Parmesano,17
PIAZZETTA,PIAZETTA | PIAZZA | PIAZZETA | PIAZZETTA | Piazetta | Piazzetta,17
HEEM,"HEEM | Heem, de",17
BOSCH,BOSCH | BOSCHAERT | BOSCHETTO | BOSSCHAERT | BOSSCHE,17
JAN FIJT,JAN FIJT | Jan FIJT | Jan Fijf | Jan Fijit | Jan Fijt | Jan Sijt,17
J.VAN GOYEN,J. VAN GOYEN | J. van GOYEN | J. van Goyen | J.VAN GOIJEN | J.VAN GOYEN | J.van GOIJEN | J.van Goyen,17
NICOLAES BERCHEM,NICOLAES BERCHEM | NICOLAES BERGHEM | NICOLAES P. BERCHEM | NICOLAES P.BERGHEM | Nicolaes Berchem,17
ORIZZONTE,ORIZONTE | ORIZZONTE | ORRIZONTE | ORRIZONTI,17
DYCK (ANTHONIE VAN),DYCK (ANTHONIE VAN) | DYCK (ANTOINE VAN) | DYCK (ANTON VAN) | DYCK (ANToINE VAN) | DYCK(ANTHONIE VAN),17
WOUWERMAN (PHILIPS),"WOUVERMAN PHILIP) | WOUVERMAN,PHILIPS | WOUVERMANS(PHILIPPE) | WOUWERMAN (PHILIPPE) | WOUWERMAN (PHILIPS) | WOUWERMAN PHILIP | WOUWERMAN PHILIPPE | WOUWERMAN(Philippe) | WOUWERMAN,PHILIPS",17
DIETRICH,DIETRICH | DIETRICH MONTEN | DIETRICY | DIETRIECY,17
FRAGONARD (JEAN-HONORE),"FRAGONARD (JEAN-HONORE) | FRAGONARD (JEAN-HoNORE) | FRAGONARD (Jean-Honore) | FRAGONARD JEAN HONORE' | Fragonard,Jean-Honore",17
DUPRE JULES,"DUPRE (JULES) | DUPRE (JULEs) | DUPRE JULES | DUPRE' JULES | DUPRE, JULIEN | DUPRE,JULES | DUPRE,Jules | Dupre, Jules",17
VLIEGER,VLIEGER | VLIET,17
KEYSER,KEY | KEYSER,17
WIT,WIT | WITT | WITTE | WITTEL | WITTIG | Witte,17
DUCREUX,DUCREUX | DUCREUX (J.) | Ducreux,17
DAGNAN-BOUVERET,DAGNAN-BOUVERET | DAGNAN-BOUVERET PASCAL | Dagnan Bouveret,17
BREKELENKAM,BREKELEMKAMP | BREKELENKAM | BREKELENKAMP | BREKLINKAMP | Brekelenkam,17
LAURENS,LARUE | LAURE | LAURENS | LAURENT | LAUZET,17
van der Neer,"VAN DEN ANKER | VAN DER MEER | VAN DER MEULEN | VAN DER NEER | VAN DER NEER (EGLON) | VAN DER NEER,AERT | Van der LANEN | Van der MEER | Van der Neer | van der Neer",17
VIGEE,VIERGE | VIGEE | VITERBE,17
FRIANT,FRIANT,17
DEBUCOURT(L.-P.),DEBUCOURT (Attribue a P.-L.) | DEBUCOURT (P.-L.) | DEBUCOURT (P.L.) | DEBUCOURT(L.-P.) | DEBUCOURT(P.-L.) | DEBUCOURT(P.L.),17
Cornelis Huysmans,Cornelis Huysmans | Cornelius Huysman | Cornelius Huysmann | Cornelius Huysmans,17
Martin Schongauer,MARTIN SCHAFFNER | MARTIN SCHONGAUER | Martin Schaffner | Martin Schongauer | martin Schoevaerdts,17
Michael Wohlgemuth,MICHAEL WOHLGEMUTH | MICHAEL WOLGEMUT | Michael Wohlgemuth | Michael Wolgemuth | Michael Woutky,17
CHRISTIAN MORGENSTERN,CHRISTIAN MORGENSTERN | Christian E.B. Morgenstern | Christian E.B.Morgenstern | Christian F. Morgenstern | Christian Morgenstern,17
Wilhelm von Kobell,WILHELM KOBELL | Wilhelm Kessel | Wilhelm Kobell | Wilhelm v. Kobell | Wilhelm van Kobell | Wilhelm von Kobell | WilhelmKobell,17
Bassano,Bassano | G.Bassano | L.BASSANO,17
PHILIPP PETER ROOS,PHIL.PETER ROOS | PHILIPP PETER ROOS,17
CORNELIS SAFTLEVEN,CORNELIS SACHTLEVEN | CORNELIS SAFT-LEVEN | CORNELIS SAFTLEVEN | CORNELIS SATT-LEVEN | CORNELISSAFTLEVEN,17
JAN LOOTEN,JAN LOOTEN | JAN LOTEN | Jan Looten | Jan Sooten,17
Fritz Lange,FRITZ LANGE | Fritz LANGE | Fritz Lang | Fritz Lange,17
ADAM WILLAERTS,ADAM WILLAARTS | ADAM WILLAERTS | Adam Willaarts | Adam Willaerts,17
B.Denner,B. DENNER | B. Denner | B.DENNER | B.Denner,17
DANIEL CHODOWIECKI,DANIEL CHODOWIECKI | DANIEL NIC.CHODOWIECKI | Daniel Chodowiecki | Daniel Chodowiecky | Daniel Chodowiecti,17
A.WATTEAU,A. WATTEAU | A. Watteau | A.WATTEAU | A.Watteau,17
Frans Snyders,Franc Snyders | Francois Snyders | Frans Snyders | Franz Snyders,17
C. W. E. Dietrich,C. Dietrichs | C. E. W. Dietrich | C. W. E. Dietrich | C. w. E. Dietrich | C.W. E. Dietrich | C.W.E. Dietrich | Ch. W.E. Dietrich,17
RUDOLF JORDAN,RUDOLF JORDAN | RUDOLPH JORDAN | Rudolf Jordan | Rudolph Jordan,17
A.Schulten,A. SCHLATER | A. SCHLUTER | A. Schluter | A.SCHLATER | A.SCHLESAK | A.SCHULTEN | A.SCHULZE | A.Schlemo | A.Schluter | A.Schubert | A.Schulten | A.Schultz | A.Schultze,17
CARL THEODOR REIFFENSTEIN,CARL THEOD.REIFFENSTEIN | CARL THEODOR REIFFENSTEIN | Carl Theodor REIFFENSTEIN | Carl Theodor Reiffenftein | Carl Theodor Reiffenstein | Karl Theodor Reiffenstein,17
ALEXANDER ADRIAENSSEN,ALEXANDER ADRIAENSSEN | Alexander Adriaanssen | Alexander Adriaensen | Alexander Adriaenssen,17
MAX RABES,MAX KNABE | MAX RABES | Max Rabes,17
K. Heffner,K. HEFFNER | K. Heffner | K.HEFFNER | K.Heffner | KarI Heffner,17
J.E.Gaisser,J. C. GAISSER | J. E. GAISSER | J. E. Gaisser | J.E. GAISSER | J.E. Gaiber | J.E.GAISSER | J.E.GaiBer | J.E.Gaiber | J.E.Gaisser,17
Simon Buchbinder,SIMON BUCHBINDER | Simeon Buchbinder | Simon Buchbinder,17
Carl Ludwig,CarI Ludwig | Carl Ludwig | Karl Ludwig,17
F.SCHLESINGER,C. SCHLESINGER | C. Schlesinger | C.SCHLESINGER | C.Schlesinger | F. Schlesinger | F.SCHLESINGER | F.Schlesinger | T.SCHLESINGER | W. Schlesinger,17
Chr. Sell,Ch. Sell | Chr. Sell | Chr. Sell jr | Chr. Sell jr. | Chr. Sell jun | Chr. Sell jun. | Chr. Sell sr | Chr. Sell sr. | Chr.Sell,17
A.Normann,A. NORMANN | A. Normann | A.Normann | AD. NORMANN,17
Hugo Oehmichen,HUGO OEHMICHEN | Hugo Oehme | Hugo Oehmichen | Hugo Oemichen | Hugo Ohmichen,17
Fritz Schnitzler,FRITZ SCHNITZLER | Fritz Schnitzier | Fritz Schnitzler | Fritz Scholl | Fritz Schurmann,17
F.von LENBACH,F. VON LENBACH | F. von LENBACH | F.VON LENBACH | F.von LENBACH | F.von Lenbach | FR.von LENBACH | Fr. von Lenbach | Fr.von Lenbach,17
Frank Kirchbach,FRANK KIRCHBACH | FRANZ KIRCHBACH | Frank KIRCHBACH | Frank Kirchbach,17
E.Merk,E. MERCKFR | E. Mercker | E.MERCKER | E.MERK | E.MERKER | E.Mercker | E.Merk | E.Merker,17
Eugen Frank-Colon,EUGEN FRANK-COLON | Eugen FRANK | Eugen FRANK-COLON | Eugen Frank | Eugen Frank-Callon | Eugen Frank-Clon | Eugen Frank-Colon,17
Eugen Adam,EUGEN ADAM | Eugen Adam,17
ENRIQUE SERRA,ENRIQUE SERRA | Enrique SERRA | Enrique Serra,17
LUDWIG VON ZUMBUSCH,LUDWIG VON ZUMBUSCH | LUDWIG ZUMBUSCH | LUDWIG von ZUMBUSCH,17
Guido von Maffei,GUIDO VON MAFFEI | Guido von Maffei,17
Karl von Marr,CARL VON MARR | Carl von Marr | KARL von MARR | Karl von Marr,17
HANNS PELLAR,HANNS PELLAR | HANS PELLAR | HANS VON PELLAR | Hanns Pelar | Hanns Pellar | Hans Pellar,17
