canonical,variants,count
Felix Fuchs-Nordhoft,Felix Fuchs-Nordhoft,1
C.Hus,C.Hus,1
BERNA (BARNA) DA SIENA,BERNA (BARNA) DA SIENA,1
GUIDO COZZARELLI,GUIDO COZZARELLI,1
DA GAROFALO,DA GAROFALO,1
LAURO PADOVANO,LAURO PADOVANO,1
JAN JOEST VAN CALCAR,JAN JOEST VAN CALCAR,1
DIRK JACOBSZ,DIRK JACOBSZ,1
GEORG BREU DER ALTERE,GEORG BREU DER ALTERE,1
Maria Dor.DIETRICH,Maria Dor.DIETRICH,1
C.Joyms,C.Joyms,1
G.Sieben,G.Sieben,1
M.Richter-Berlin,M.Richter-Berlin,1
Christoffel Jobst von der Lamen,Christoffel Jobst von der Lamen,1
Nam Cheong,Nam Cheong,1
C. Dagnac-Riviere,C. Dagnac-Riviere,1
Carl Joseph Franz,Carl Joseph Franz,1
Gietl,Gietl,1
Carl A.von Gleichen-Rufwurm,Carl A.von Gleichen-Rufwurm,1
C. Holsoe,C. Holsoe,1
Emmi Walther,Emmi Walther,1
W.LEFEBRE,W.LEFEBRE,1
J. Cornelis de Bruyn,J. Cornelis de Bruyn,1
G. Nilant Bannier,G. Nilant Bannier,1
"E, Cretius","E, Cretius",1
P.Knabel,P.Knabel,1
Carl Fredrik Emanuel Larson,Carl Fredrik Emanuel Larson,1
Molton,Molton,1
Georg Rudolf Daniel Osterwald,Georg Rudolf Daniel Osterwald,1
M. Schaarwachter,M. Schaarwachter,1
Ch. Benoist Carbigny,Ch. Benoist Carbigny,1
St.Bochusz,St.Bochusz,1
1.Ch.Cogels,1.Ch.Cogels,1
Exaninaro Casciaro,Exaninaro Casciaro,1
Clarendon Common,Clarendon Common,1
"1.Constable, R.A.","1.Constable, R.A.",1
L. Ebner (Deak-Ebner),L. Ebner (Deak-Ebner),1
E.Fuchs-Northoff,E.Fuchs-Northoff,1
Liesbeth Goldbaum,Liesbeth Goldbaum,1
H. Freiherr v.Habermann,H. Freiherr v.Habermann,1
L.B.Hein,L.B.Hein,1
L.Knagitz,L.Knagitz,1
L.Leigh,L.Leigh,1
Mirsalis Albert,Mirsalis Albert,1
1.R.Rapp,1.R.Rapp,1
Pepino Riccardi,Pepino Riccardi,1
H. Searle,H. Searle,1
Hugo Steffen,Hugo Steffen,1
L.O. Strutel,L.O. Strutel,1
"PALMA,GIACOMO,IL GIOVANE","PALMA,GIACOMO,IL GIOVANE",1
VECCHIA PIETRO DELLA,VECCHIA PIETRO DELLA,1
"STROZZI,BERNARDO,GEN.IL PRETE GENOVESE","STROZZI,BERNARDO,GEN.IL PRETE GENOVESE",1
"CORTONA,PIETRO BERRETTINI DA","CORTONA,PIETRO BERRETTINI DA",1
"NOVELLI,PIETRO,GEN.MONREALESE","NOVELLI,PIETRO,GEN.MONREALESE",1
"MAGLIOLO,F.","MAGLIOLO,F.",1
"CODAGORA(CODAZZI),VIVIANIO","CODAGORA(CODAZZI),VIVIANIO",1
"GAULLI,GIOVAN-BATTISTA,GEN.IL BACICCIA","GAULLI,GIOVAN-BATTISTA,GEN.IL BACICCIA",1
"TORREGIANI,BARTOLOMEO","TORREGIANI,BARTOLOMEO",1
AJELLO,AJELLO,1
"ABBIATI,FILIPPO","ABBIATI,FILIPPO",1
"VANVITELLI(VAN WITTEL) GASPAR,GEN. DEGLI OCCHIALI","VANVITELLI(VAN WITTEL) GASPAR,GEN. DEGLI OCCHIALI",1
CORRADO GIAQUINTO,CORRADO GIAQUINTO,1
"MARON,ANTON","MARON,ANTON",1
"LANDI,GASPARO","LANDI,GASPARO",1
TOCQUE LOUIS,TOCQUE LOUIS,1
"BOGUET,NICOLAS DIDIER","BOGUET,NICOLAS DIDIER",1
"BODINIER,GUILLAUME","BODINIER,GUILLAUME",1
"NORBLIN, SEBAST.LOUIS WILHELM GEN.SOBECK","NORBLIN, SEBAST.LOUIS WILHELM GEN.SOBECK",1
"MANYOKI,ADAM VON","MANYOKI,ADAM VON",1
"BRUEGHEL, ABRAHAM D. J.","BRUEGHEL, ABRAHAM D. J.",1
"PROUT,SAMUEL","PROUT,SAMUEL",1
SCHIAVONI FELICE,SCHIAVONI FELICE,1
"ROSSELINO,ANTONIO","ROSSELINO,ANTONIO",1
"EPINAY,GRAF PROSPER D'","EPINAY,GRAF PROSPER D'",1
M.Delfs,M.Delfs,1
1.Dunte,1.Dunte,1
1. Ekenaes,1. Ekenaes,1
R.Foederreuther,R.Foederreuther,1
Ernestine Friedrichsen,Ernestine Friedrichsen,1
L. Klengel,L. Klengel,1
M.Morgan,M.Morgan,1
E.Oehme,E.Oehme,1
E.Schaltegger,E.Schaltegger,1
Andrea Tavernier,Andrea Tavernier,1
Adolf Thomas-Zittau,Adolf Thomas-Zittau,1
MARTINO PIAZZA,MARTINO PIAZZA,1
GIAN PIETRO RIZZO,GIAN PIETRO RIZZO,1
FRA GIOV.ANGELO MONTORSOLI,FRA GIOV.ANGELO MONTORSOLI,1
TRESCA,TRESCA,1
Aischer-Cortin,Aischer-Cortin,1
Arborelius,Arborelius,1
Ayou,Ayou,1
Isag de Bequer,Isag de Bequer,1
Moritz Blankarts,Moritz Blankarts,1
Cramstatt,Cramstatt,1
Egornow,Egornow,1
1.Fay,1.Fay,1
Fijon,Fijon,1
Joh.Mich.Alb.Flamm,Joh.Mich.Alb.Flamm,1
Galvez,Galvez,1
Grundschottel,Grundschottel,1
Prof. Hoppe,Prof. Hoppe,1
F. v. Hugo,F. v. Hugo,1
J.W.Irland,J.W.Irland,1
O.Kirby,O.Kirby,1
Konigsberger,Konigsberger,1
G.Kontratrenko,G.Kontratrenko,1
vonMaxfield,vonMaxfield,1
Move oder Hove,Move oder Hove,1
Natae,Natae,1
Feraria Palma,Feraria Palma,1
B.K.Stachowiack,B.K.Stachowiack,1
StedleroderFiedlo,StedleroderFiedlo,1
Ten Kohr,Ten Kohr,1
Terasso,Terasso,1
G.Thans,G.Thans,1
Tovar,Tovar,1
M.Usadel,M.Usadel,1
R.Vogts,R.Vogts,1
1. Altheimer,1. Altheimer,1
1.Benlliure y Gil,1.Benlliure y Gil,1
C.Bodenhausen,C.Bodenhausen,1
Leon E. Caille,Leon E. Caille,1
Omer Diericks,Omer Diericks,1
Chr.Fajod,Chr.Fajod,1
1.A.Fischer,1.A.Fischer,1
R.Gudden,R.Gudden,1
Cristian Heuser,Cristian Heuser,1
L. v. Grossi,L. v. Grossi,1
M.Leimgrub,M.Leimgrub,1
De Leydener,De Leydener,1
A.M.Lindstrom,A.M.Lindstrom,1
Jules Pierre Mene,Jules Pierre Mene,1
W.Oliver,W.Oliver,1
O. C. de Penne,O. C. de Penne,1
E.J.Pla,E.J.Pla,1
Sam.Redig,Sam.Redig,1
Theo Rikoff,Theo Rikoff,1
G.Luigi Roda,G.Luigi Roda,1
Joh.Cons.Seelos,Joh.Cons.Seelos,1
E.Storm,E.Storm,1
Streszena von Streszewski,Streszena von Streszewski,1
W.Xylander,W.Xylander,1
M. J0HNSON,M. J0HNSON,1
J.L. SEITZ,J.L. SEITZ,1
Frans van Franken,Frans van Franken,1
T.Friedrich Kreul,T.Friedrich Kreul,1
Gregor Erhart,Gregor Erhart,1
Jorg Syrlin d.J.,Jorg Syrlin d.J.,1
Joh. Barth. Duntze,Joh. Barth. Duntze,1
M. Blankarts,M. Blankarts,1
W. Caminadi,W. Caminadi,1
von Hafften,von Hafften,1
Olef Jornstreem,Olef Jornstreem,1
Pracine,Pracine,1
Thomas Rossiter,Thomas Rossiter,1
de Schulemburg,de Schulemburg,1
Rambout van Troyen,Rambout van Troyen,1
Bautelmann,Bautelmann,1
Velasco,Velasco,1
Salvius Castellucci,Salvius Castellucci,1
F.Herrera el Veijo,F.Herrera el Veijo,1
M.Muelenberg,M.Muelenberg,1
N.Rynenborgs,N.Rynenborgs,1
Varnel-Ven,Varnel-Ven,1
Fed.Zuccaro,Fed.Zuccaro,1
Jacq.Firm.Beauvarlet,Jacq.Firm.Beauvarlet,1
1.Phil. Lebas,1.Phil. Lebas,1
L.S.Lempereur,L.S.Lempereur,1
Badoureau,Badoureau,1
Aubrey Beardsley,Aubrey Beardsley,1
P.u.Bemmel,P.u.Bemmel,1
n.Bertrand,n.Bertrand,1
R.Dautet-Wille,R.Dautet-Wille,1
L.Loewenstam,L.Loewenstam,1
T.Peets,T.Peets,1
Pioline,Pioline,1
T.Fran̤ois Simon,T.Fran̤ois Simon,1
Wilm Steelink,Wilm Steelink,1
J.Eisenhardt,J.Eisenhardt,1
J.P. Schweyer,J.P. Schweyer,1
Arthur Volkmann,Arthur Volkmann,1
losef Rosl,losef Rosl,1
1.Brack,1.Brack,1
1.Edlinger,1.Edlinger,1
Grammel,Grammel,1
R.Hillingford-Rom,R.Hillingford-Rom,1
F.Mirwald,F.Mirwald,1
V.Reggianini,V.Reggianini,1
1.Vesin,1.Vesin,1
Wechtrit,Wechtrit,1
P.Badini,P.Badini,1
A.Baldin,A.Baldin,1
Busianis,Busianis,1
R. Busse-Scheiffele,R. Busse-Scheiffele,1
Art Corot,Art Corot,1
Prof. W.v.Diez,Prof. W.v.Diez,1
C.Golther,C.Golther,1
Jankowski,Jankowski,1
Prol. Julius Kornbeck,Prol. Julius Kornbeck,1
K. Larsko,K. Larsko,1
Prof. R.Ostermayer,Prof. R.Ostermayer,1
Prof.C. Schildknecht,Prof.C. Schildknecht,1
Schmoll v. Eisenwerth,Schmoll v. Eisenwerth,1
Schwabenmayer,Schwabenmayer,1
Thiessenhausen,Thiessenhausen,1
Wagmiller,Wagmiller,1
K. Waller,K. Waller,1
P.Zech,P.Zech,1
Dr. Roth,Dr. Roth,1
Madame Amy,Madame Amy,1
J.W.Hoffnasz,J.W.Hoffnasz,1
Caroline Louise Seidler,Caroline Louise Seidler,1
J. Jopser,J. Jopser,1
Karel Hendrik Josef Leickert,Karel Hendrik Josef Leickert,1
Prudent Louis Leray,Prudent Louis Leray,1
Nicolaes Jan Roosenboom,Nicolaes Jan Roosenboom,1
George Andries Roth,George Andries Roth,1
Julius Jacobus Dan de Sande-Bakhuyzen,Julius Jacobus Dan de Sande-Bakhuyzen,1
Henri Adolphe Schaep,Henri Adolphe Schaep,1
H.A.TH.TUNIKA,H.A.TH.TUNIKA,1
Hofnaas,Hofnaas,1
R.ANTOININ,R.ANTOININ,1
PETER ELLMER SENIOR,PETER ELLMER SENIOR,1
AMALIA FRANZISKA XAVERIA POCCI,AMALIA FRANZISKA XAVERIA POCCI,1
EMIL THEODOR RICHTER,EMIL THEODOR RICHTER,1
MAROHN,MAROHN,1
REIBEL L.,REIBEL L.,1
PAUL RENE REINICKE,PAUL RENE REINICKE,1
SOUTANGE TESSIER,SOUTANGE TESSIER,1
E.WESSELY,E.WESSELY,1
H.ALLGAUER,H.ALLGAUER,1
FRANCESCA VON BOMHARD-FRAAS,FRANCESCA VON BOMHARD-FRAAS,1
C.CSERNA,C.CSERNA,1
DITMAYER,DITMAYER,1
E.FLOQUET,E.FLOQUET,1
A.R.GRUNENWALD,A.R.GRUNENWALD,1
FRANZ JOS.GG.JLLEM,FRANZ JOS.GG.JLLEM,1
LEONIDE MARESCHAL,LEONIDE MARESCHAL,1
A.MARGARITA,A.MARGARITA,1
JOH MARX,JOH MARX,1
T.RAUP,T.RAUP,1
WOLDEMAR GRAF REICHENBACH,WOLDEMAR GRAF REICHENBACH,1
WILHELM GEORG RITTER,WILHELM GEORG RITTER,1
EDMUND WEORNDLE VON ADELSFRIED,EDMUND WEORNDLE VON ADELSFRIED,1
FR.LEBLANC,FR.LEBLANC,1
FR.SARONE,FR.SARONE,1
BARSCHALL EMIL KARL,BARSCHALL EMIL KARL,1
UGI BATTENBERG,UGI BATTENBERG,1
J. BAUDINOL,J. BAUDINOL,1
W.CORWAY,W.CORWAY,1
ISSELMANN,ISSELMANN,1
M.KLEIN VON DIEPOLD,M.KLEIN VON DIEPOLD,1
CH.BENJAMIN OLSEN,CH.BENJAMIN OLSEN,1
A.M.PITT-FEY,A.M.PITT-FEY,1
Herzog Karl von Mecklenburg,Herzog Karl von Mecklenburg,1
Frau v. Perponcher,Frau v. Perponcher,1
C.Begas d. Ae.,C.Begas d. Ae.,1
Christoph Georg Matthes,Christoph Georg Matthes,1
Furst Anton Radziwill,Furst Anton Radziwill,1
F.E. Wagener,F.E. Wagener,1
Ulrich Ludwig Wolf,Ulrich Ludwig Wolf,1
F.S.STIRNBRAND,F.S.STIRNBRAND,1
POLYDOR,POLYDOR,1
M.Barbasan,M.Barbasan,1
H.Breznick-Krsach,H.Breznick-Krsach,1
A.Brock-Meidling,A.Brock-Meidling,1
K.Deri,K.Deri,1
A.Muttenthaler,A.Muttenthaler,1
Puteani (?),Puteani (?),1
Adam Klein,Adam Klein,1
Fritz Georg Papperitz,Fritz Georg Papperitz,1
W.Gordack,W.Gordack,1
J.ARPINI,J.ARPINI,1
CZACHORSKI,CZACHORSKI,1
PET.KRAMER,PET.KRAMER,1
Henri Decoene,Henri Decoene,1
Hugo Salmson,Hugo Salmson,1
1.Aivasovski,1.Aivasovski,1
1.M.Barclay,1.M.Barclay,1
Hanna Bohm,Hanna Bohm,1
L. Cranez,L. Cranez,1
Amalie von Dahmen,Amalie von Dahmen,1
Fritz M.Hofmann,Fritz M.Hofmann,1
Fr.X.v.Hofstetten,Fr.X.v.Hofstetten,1
H.G.Jentzch,H.G.Jentzch,1
1.E.Morell,1.E.Morell,1
F.M. Roebecke,F.M. Roebecke,1
John Watson-Gordon,John Watson-Gordon,1
GIULIO RAIBOLINLFRANCIA,GIULIO RAIBOLINLFRANCIA,1
GIOV.GIROLAMO SAVOLDO gen.BRESCIANO,GIOV.GIROLAMO SAVOLDO gen.BRESCIANO,1
MICHEL ANGELO MERISI gen. CARAVAGGIO,MICHEL ANGELO MERISI gen. CARAVAGGIO,1
J. ADR. BACKER,J. ADR. BACKER,1
FR. AUG.TISCHBEIN,FR. AUG.TISCHBEIN,1
CONST.STOITZNER,CONST.STOITZNER,1
A.F.BIARD,A.F.BIARD,1
W.STEUERWALD,W.STEUERWALD,1
L.BRULS,L.BRULS,1
A.SCHORLING,A.SCHORLING,1
N.MICHAILOW,N.MICHAILOW,1
WILH.G.RITTER,WILH.G.RITTER,1
TEMPLE,TEMPLE,1
A.NICOLAJEWITSCH BENOIS,A.NICOLAJEWITSCH BENOIS,1
T.FIRMI,T.FIRMI,1
HAWLICZECK,HAWLICZECK,1
J.v.KESSEL d. Aelt.,J.v.KESSEL d. Aelt.,1
Th. Genenger,Th. Genenger,1
H.Miller-Berton,H.Miller-Berton,1
D.Perlet,D.Perlet,1
TRAUTE STEINTHAL,TRAUTE STEINTHAL,1
J.MAHORZHIGH,J.MAHORZHIGH,1
AUG.VON LOSTAU,AUG.VON LOSTAU,1
HEDW. GROSSER,HEDW. GROSSER,1
R.THIERBACH,R.THIERBACH,1
CELLA THOMA,CELLA THOMA,1
C. ZEWY,C. ZEWY,1
W.KOSCHWITZ,W.KOSCHWITZ,1
ED.HAMMAN,ED.HAMMAN,1
F.CORDERO,F.CORDERO,1
R.KNUST,R.KNUST,1
J.MONIUSZKOW,J.MONIUSZKOW,1
BRAUSSIG,BRAUSSIG,1
SUKKERT,SUKKERT,1
J.ASSMANN,J.ASSMANN,1
W. STURTSKOPF,W. STURTSKOPF,1
ERNST LORENZMUROWANA,ERNST LORENZMUROWANA,1
OBIOLI,OBIOLI,1
A.H.V.Boom,A.H.V.Boom,1
Vincent Verhulst,Vincent Verhulst,1
A.Wildau,A.Wildau,1
Jos. Albrechtskirchinger,Jos. Albrechtskirchinger,1
Hede Berber-Credner,Hede Berber-Credner,1
H.William Brewer,H.William Brewer,1
F.A.Bridgman,F.A.Bridgman,1
Ed.und Hugo Charlemont,Ed.und Hugo Charlemont,1
1.E. Gaisser sen.,1.E. Gaisser sen.,1
1.Gianna,1.Gianna,1
J.Guyuard,J.Guyuard,1
Marie Kleinbardt,Marie Kleinbardt,1
Justus Lundegard,Justus Lundegard,1
Moritz Karl Friedrich Muller,Moritz Karl Friedrich Muller,1
Chas.D.Rohan,Chas.D.Rohan,1
Horace de Saussure,Horace de Saussure,1
E.Smirzarmitz,E.Smirzarmitz,1
Frederik Ludwig Storch,Frederik Ludwig Storch,1
H.Taeger,H.Taeger,1
C.Wohnlich,C.Wohnlich,1
MATHEUS MERIAN d.A.,MATHEUS MERIAN d.A.,1
LEITZEN,LEITZEN,1
KARL GEORG ANTON GRAEB,KARL GEORG ANTON GRAEB,1
ADRIAN ZINGG,ADRIAN ZINGG,1
F. BINDEWALD,F. BINDEWALD,1
"Bouilly, J.N.","Bouilly, J.N.",1
M. Cristina,M. Cristina,1
Donninger,Donninger,1
G.Klonni,G.Klonni,1
I.V.Nodbusch,I.V.Nodbusch,1
Joseph Anton Strabgschandner,Joseph Anton Strabgschandner,1
T.PASQUOTTI,T.PASQUOTTI,1
GROOTVELD,GROOTVELD,1
L.CARDI DA CIGOLI,L.CARDI DA CIGOLI,1
F.S.LOCHBICHLER,F.S.LOCHBICHLER,1
Drost van Terle,Drost van Terle,1
Carl Pawlowitsch Brillow,Carl Pawlowitsch Brillow,1
Eberhard von Wachter,Eberhard von Wachter,1
Lohbaur,Lohbaur,1
Phil. Friedr.von Hetsch,Phil. Friedr.von Hetsch,1
A.Hirsching,A.Hirsching,1
J.Kerschensteiner,J.Kerschensteiner,1
E. Laiblin,E. Laiblin,1
M.Lautenschlager,M.Lautenschlager,1
A.H.Rivey,A.H.Rivey,1
A. Schmitz-Dieterich,A. Schmitz-Dieterich,1
S.von Schott,S.von Schott,1
O. Schulz,O. Schulz,1
Chr. Speyer,Chr. Speyer,1
H.W. Stillhammer,H.W. Stillhammer,1
Ofto Stritzel,Ofto Stritzel,1
H.Vellguth,H.Vellguth,1
A.Wistinghausen,A.Wistinghausen,1
J. Wolfram,J. Wolfram,1
K. Rehm,K. Rehm,1
GRETE WALDAU,GRETE WALDAU,1
N.CYPRIANI,N.CYPRIANI,1
FERD.THURNHERR,FERD.THURNHERR,1
J.CH.C.DAHL,J.CH.C.DAHL,1
THOROLF HOLMBOE,THOROLF HOLMBOE,1
AXELRIEFSTAHL,AXELRIEFSTAHL,1
L.GANSMEHR,L.GANSMEHR,1
EMILE GAMBOGI,EMILE GAMBOGI,1
B.W.LEADER,B.W.LEADER,1
WOLD VON REICHENBACH,WOLD VON REICHENBACH,1
M.TSCHEUSCHNER-CUCUEL,M.TSCHEUSCHNER-CUCUEL,1
A.JENNY,A.JENNY,1
E. SILVIE,E. SILVIE,1
A.LOVATTI-CAPRI,A.LOVATTI-CAPRI,1
PANK,PANK,1
HELLEMANS-VERBOEKHOVEN,HELLEMANS-VERBOEKHOVEN,1
VREDEMANN de VRIES,VREDEMANN de VRIES,1
F. ter BEECK,F. ter BEECK,1
P.C.la FARGUE,P.C.la FARGUE,1
ST.LOCHNER,ST.LOCHNER,1
B.GOLDBERG,B.GOLDBERG,1
V.LOBELL,V.LOBELL,1
L.L.BOILLY,L.L.BOILLY,1
G.KABITZ,G.KABITZ,1
G.F.BARCA,G.F.BARCA,1
L.P.BALTARD,L.P.BALTARD,1
E.DE GENDT,E.DE GENDT,1
FREEMANN,FREEMANN,1
J.G. FREIDHOFF,J.G. FREIDHOFF,1
H.F. GRAVELOT,H.F. GRAVELOT,1
G. E. OPITZ,G. E. OPITZ,1
G.HAID,G.HAID,1
J.G.HUCK,J.G.HUCK,1
FR. KAMPE,FR. KAMPE,1
J.D.NARGEOT,J.D.NARGEOT,1
J.E.NILSON,J.E.NILSON,1
VAL.DANIEL PREISLER,VAL.DANIEL PREISLER,1
M.WOCHER,M.WOCHER,1
Frederic Fregevise,Frederic Fregevise,1
W.von Bechtejeff,W.von Bechtejeff,1
C.O.Braun,C.O.Braun,1
E.Dayes,E.Dayes,1
G.v.Donnersperg,G.v.Donnersperg,1
1. Dorner d.J.,1. Dorner d.J.,1
A. Geintmar,A. Geintmar,1
Armand Khnoff,Armand Khnoff,1
1.Koppay,1.Koppay,1
L.Landgreve,L.Landgreve,1
Mack,Mack,1
M.Maninkowitz,M.Maninkowitz,1
Albert Mirsalis,Albert Mirsalis,1
Maria Palmie,Maria Palmie,1
Hedwig Rumpelt,Hedwig Rumpelt,1
1.P. Salinas,1.P. Salinas,1
G.Seeberger,G.Seeberger,1
S.Jonge,S.Jonge,1
Nicolaas Cornelisz Moijart,Nicolaas Cornelisz Moijart,1
Lowenstern,Lowenstern,1
Oberboesch,Oberboesch,1
Maria van der Voort,Maria van der Voort,1
R.Badsticker,R.Badsticker,1
s.Bisbing,s.Bisbing,1
Jenny Bogen,Jenny Bogen,1
A.Bondry,A.Bondry,1
E.Bongard,E.Bongard,1
A.Wisotzki,A.Wisotzki,1
JOHANN (JACOB) FRIEDRICH LECLERC,JOHANN (JACOB) FRIEDRICH LECLERC,1
JAN SANDERS VAN HEMESSEN,JAN SANDERS VAN HEMESSEN,1
THEODORUS RODRIGUEZ DIRK STOOP,THEODORUS RODRIGUEZ DIRK STOOP,1
DEODAT ROGER,DEODAT ROGER,1
JUANRUIIZ SARIONO,JUANRUIIZ SARIONO,1
CAGNACCI,CAGNACCI,1
KAREL BORCHAERTVOET,KAREL BORCHAERTVOET,1
M.JUGELET,M.JUGELET,1
PETR.JAROS,PETR.JAROS,1
I.BRUGNAH,I.BRUGNAH,1
A.E.KNAPP,A.E.KNAPP,1
MATANIA,MATANIA,1
F.LEVY,F.LEVY,1
I.H. SYLVESTER,I.H. SYLVESTER,1
A.BUCHHOLD,A.BUCHHOLD,1
N.GERICH,N.GERICH,1
ASMUS JAKOB CARSTENS,ASMUS JAKOB CARSTENS,1
CHRIST.PHIL.KARL KOHLER,CHRIST.PHIL.KARL KOHLER,1
A.C.LUDWIG TACKE,A.C.LUDWIG TACKE,1
JoannesdeLibero,JoannesdeLibero,1
CL.v.WILLE,CL.v.WILLE,1
BENCKENSTEIN,BENCKENSTEIN,1
BOERNER-LIEBERMANN,BOERNER-LIEBERMANN,1
CURT MESSERSCHMIDT,CURT MESSERSCHMIDT,1
REICH-MUNSTERBERG,REICH-MUNSTERBERG,1
ROIG Y SOLER,ROIG Y SOLER,1
KONST.SOMOFF,KONST.SOMOFF,1
Amand Corot,Amand Corot,1
H. F. Gobisch,H. F. Gobisch,1
N. Honkoop,N. Honkoop,1
H. G. R. von Loenhardt,H. G. R. von Loenhardt,1
Jeanne Francoise Ridderbosch,Jeanne Francoise Ridderbosch,1
E. van Steendyck,E. van Steendyck,1
Dancker Danckerts,Dancker Danckerts,1
Michel Dorigny,Michel Dorigny,1
Raphael Sadeler der Altere,Raphael Sadeler der Altere,1
Joh. Rud. Schellenberg,Joh. Rud. Schellenberg,1
Antonio Maria Zanetti,Antonio Maria Zanetti,1
FR.J.KARSCH,FR.J.KARSCH,1
A.Bigeler,A.Bigeler,1
Antoniette Brandeis,Antoniette Brandeis,1
1.B.Bristol,1.B.Bristol,1
Sefa Egberts,Sefa Egberts,1
Sigmund Eggert,Sigmund Eggert,1
1.F.Falkenbach,1.F.Falkenbach,1
G.Gins,G.Gins,1
E.Gugel,E.Gugel,1
F.Hovemeier,F.Hovemeier,1
F.Iffland,F.Iffland,1
Graf Karl Leopold Kalkreuth,Graf Karl Leopold Kalkreuth,1
1. Chr.Kroner,1. Chr.Kroner,1
Aug.Hermann Kruger,Aug.Hermann Kruger,1
Maria Langer-Scholler,Maria Langer-Scholler,1
Coste Leone,Coste Leone,1
T.M.Meyer-Deyck,T.M.Meyer-Deyck,1
Numbeck,Numbeck,1
Josef Nicolaus Peroux,Josef Nicolaus Peroux,1
H.Porcharsky,H.Porcharsky,1
Berta Schrader,Berta Schrader,1
C.Stockhardt,C.Stockhardt,1
E.Tagliabue,E.Tagliabue,1
Ida Tilp,Ida Tilp,1
M.v.Valta,M.v.Valta,1
J. A. LANGENDYK,J. A. LANGENDYK,1
A. MELDOLLA.SCHIAVONE,A. MELDOLLA.SCHIAVONE,1
FR.DA SANTA CROCE,FR.DA SANTA CROCE,1
N.RIJX,N.RIJX,1
GIOV.BAPTISTA BENVENUTI.L'ORTOLANO,GIOV.BAPTISTA BENVENUTI.L'ORTOLANO,1
JACOMO ARGENTE,JACOMO ARGENTE,1
BAPTISTA SALVI.SASSOFERRATO,BAPTISTA SALVI.SASSOFERRATO,1
F. ZONARO,F. ZONARO,1
EUG. FUCHS,EUG. FUCHS,1
H.ROTHGANGEL,H.ROTHGANGEL,1
ST:KOSTRZEWSKI,ST:KOSTRZEWSKI,1
RIPPL-RONAI,RIPPL-RONAI,1
P.MATTHES,P.MATTHES,1
VAN DER WEELE-HAAG,VAN DER WEELE-HAAG,1
M.v.RAUCHHAUPT,M.v.RAUCHHAUPT,1
DUDITS,DUDITS,1
S.CAZZAITIS,S.CAZZAITIS,1
L.von VINCENTI,L.von VINCENTI,1
R.v.HAYDEN,R.v.HAYDEN,1
ELISE DRUCK,ELISE DRUCK,1
W.HIGHFIELD,W.HIGHFIELD,1
WOLFGANG CHRISTOPH VON MAYR,WOLFGANG CHRISTOPH VON MAYR,1
W.OERTEL,W.OERTEL,1
CARL PROCHASKA,CARL PROCHASKA,1
SOFIE SPERLICH,SOFIE SPERLICH,1
TH.VOIGT,TH.VOIGT,1
LOY WALTER,LOY WALTER,1
Gritzner,Gritzner,1
J.Hablutzel,J.Hablutzel,1
C.J. Baths,C.J. Baths,1
G.Quentell,G.Quentell,1
H. Aubazobcki,H. Aubazobcki,1
Leon Fleury,Leon Fleury,1
Francois Grenier de Saint-Martin,Francois Grenier de Saint-Martin,1
Haugk,Haugk,1
Orest Adamovitsch Kiprensky,Orest Adamovitsch Kiprensky,1
Kiprensky,Kiprensky,1
Heinrich Friedrich Schopin,Heinrich Friedrich Schopin,1
Franziska Schultze,Franziska Schultze,1
Egidius Karel Gustaf Wappers,Egidius Karel Gustaf Wappers,1
EDUARD PEITHNER VON LICHTENFELS,EDUARD PEITHNER VON LICHTENFELS,1
G.Harloff,G.Harloff,1
Heinz Pinggera,Heinz Pinggera,1
P.Quinet,P.Quinet,1
M. Bohle-Weimar,M. Bohle-Weimar,1
J.Backof,J.Backof,1
Hofner-Muinchen,Hofner-Muinchen,1
Lofte Armstead,Lofte Armstead,1
Wilhelm Soltau,Wilhelm Soltau,1
Moritz Delfs,Moritz Delfs,1
C. Th. Demiany,C. Th. Demiany,1
Rudolph Wilhelm Koch,Rudolph Wilhelm Koch,1
A.v. Cronhelm,A.v. Cronhelm,1
J.B. Tetar van Elven,J.B. Tetar van Elven,1
Joh. Wilh. David Bantelmann,Joh. Wilh. David Bantelmann,1
Jens Bundsen,Jens Bundsen,1
Dominicus Gotfried Wardigh,Dominicus Gotfried Wardigh,1
J.RAIMOND DE BOUX,J.RAIMOND DE BOUX,1
P.GITSCHMANN,P.GITSCHMANN,1
A.MOLLER-Hamburg,A.MOLLER-Hamburg,1
DAHMEN,DAHMEN,1
Kavreisky,Kavreisky,1
Mandlik,Mandlik,1
Georg Mayer Franken,Georg Mayer Franken,1
Sichels Art,Sichels Art,1
F.A.Weinzheimer,F.A.Weinzheimer,1
ST.CHLEBOWSKI,ST.CHLEBOWSKI,1
FRANK DE MESGRIGNY,FRANK DE MESGRIGNY,1
F.V.POLLET,F.V.POLLET,1
LEOP. RICARDI,LEOP. RICARDI,1
JESS BUNDSEN,JESS BUNDSEN,1
CARL GOTTFRIED EYBE,CARL GOTTFRIED EYBE,1
GERVASIO GATTI,GERVASIO GATTI,1
JOSEPH ANTON VON GEGENBAUR,JOSEPH ANTON VON GEGENBAUR,1
JOHN ROGERS HERBERT,JOHN ROGERS HERBERT,1
JACOBUS A.M. JACOBS,JACOBUS A.M. JACOBS,1
JULES EUG. LENEPVEU,JULES EUG. LENEPVEU,1
