canonical,variants,count
J. Grell,J. GREy | J. Greise | J. Grell | J. Gruenfeld | J. Grund | J. Grunfeld | J. Grys | J.GRUND | J.Grell,15
RUDOLF MAISON,RUDOLF ARRINGER | RUDOLF GROSSMANN | RUDOLF GROSSMANNMUNCHEN | RUDOLF MAISON | RUDOLF OTTO | RUDOLF STANG | RUDOLF TREUMANN | Rudolf Grobmann | Rudolf Maison,15
E.VAN DER POEL,C.VAN DER POEL | E. Dan der Poel | E. van der Poel | E. van der Poll | E.Dan der Poel | E.VAN DEN BROECK | E.VAN DER BROECK | E.VAN DER POEL | E.VAN DER VLOET | E.Vandenberg | E.v. der Poel | E.van de BOMMEL | E.van der POEL,15
Gigante Giacinto,GIGANTE | GIGANTE ERCOLE | GIGANTE F. | GIGANTE G. | GIGANTE GIACINTO | Gigante Giacinto,15
Johann Schoreel,JOHANN ELEAZAR SCHENAU | Johann Eleazar Schonau | Johann Eleazar Zeisig | Johann Georg Schitz | Johann Georg Schreiner | Johann Georg Schuitz | Johann Georg Schutz | Johann Sadeler | Johann Schihly | Johann Schlesinger | Johann Schoreel | Johann Schuhly,15
PIETER JANSZ QUAST,PIETER JAN GUISE | PIETER JAN SCHOTEL | PIETER JANSSENS-ELINGA | PIETER JANSZ QUAST | PIETER JANSZ SAENREDAM | PIETER JANSZ. QUAST | PIETER PIETERSZ LASTMANN | Pieter Janson | Pieter Jansz Quast,15
NORBERT GRUND,NORBERT GRUND | NORBERT SCHRODL | NORBERT SCHROEDL | NORBERT SECKL | Norbert Grund | Norbert Schroedl | Norbert von Schrodl,15
Fritz von Wille,FRITZ VON WILKE | FRITZ VON WILLE | FRITZVON WILLE | Frit oon Wille | Frit von Wille | Fritz von Wille | Fritz von Wille-Diisseldorf,15
Sophus Jacobsen,SOPHUS JACOBSEN | Sophus Hansen | Sophus JACOBSEN | Sophus Jacobsen,15
A.Schwarzschild,1. Schwartz | A. SCHWARZ | A. SCHWARZSCHILD | A.SCHICHT | A.SCHWARTZ | A.Schickhardt | A.Schwartz | A.Schwarzschild | C.Schwartz | E.Schwartz,15
Karl Friedr. Deiker,CARL FRIEDR. DEIKER | CARL FRIEDR.DEIKER | Carl Friedr. Deiker | KARL LUDWIG FRIEDRICH BECKER | Karl Friedr. DEIKER | Karl Friedr. Deiker | Karl Friedr. Seiffert | Karl Ludwig Friedrich Becker | Karl Wilh. Friedr. Bauerle | Karl Wilh. Rauber | Karl Wilhelm Friedr.Bauerle,15
Diepenbeck,"A. v. Diepenbeeck | A.v.DIEPENBEECK | A.v.Diepenbeck | DIEPENBECK | DIEPENBECK (ABRAHAM VAN) | DIEPENBECK ABRAMO | DIEPENBECK,ABRAHAM VAN | DIEPENBEECK | DIEPENBEECK,ABRAHAMVAN | DIEPENBEEK | Diepenbeck | Diepenbeck, Abraham van",15
LUCE,LUCATELLI | LUCATELLI (ANDRE) | LUCATELLI (ANDREA) | LUCATELLI(ANDREA) | LUCATELLI(Andre) | LUCE | LUCIDEL | LUCIEN | Lucidel,15
C.de Vos,C. de Vos | C. de vos | C.de Vos | DE VOIS | DE VOS | De Voi | Devos | S. DE VOS | S.de Vos | V.DE VOS | de Voss,15
CANOVA A.,CANO | CANON | CANOT | CANOVA | CANOVA A. | Canot | Canova | Canova A.,15
VERKOLJE,JAN VERHEYEN | Jan Verhoesen | Jan Verkolje | VANVERKOLJE | VERKOLIE | VERKOLJE | VERKOLYE,15
LEPERE,LEHENTZE | LEHEUTRE | LEMPEREUR | LEPERE | LETHIERE,15
A.Doll,A.DOLL | A.Doll | A.Dollgraff | A.Holl | A.POLL,15
Emil Kirchner,EMIL KIRCHNER | Elias Richter | Emil Aibert Kirchner | Emil Kirchner | Emil Richter,15
Jacob E. Gaisser,JAC. E. GAISSER | JACOB C.GAISSER | JACOB E. GAISSER | JACOB E.GAISSER | JACOB NEEFFS | JACOB SEISENEGGER | JAKOB E. GAISSER | Jacob E. Gaisser | Jacob Herling | Jacob Hertling | Jacob SINGER | Jacob Singer | Jakob Herdling,15
Georg Jauss,GEORG JAUSS | GEORGE | Georg Fuchs | Georg JauB | Georg Jaub | Georg Jauss | Georg Strauch | Georgi | Georgius,15
BENVENUTO GAROFALO,"BENV. TISIO, dit IL GAROFALO | BENVENUTO DI GIOVANNI | BENVENUTO DI GIOVANNI DA SIENA | BENVENUTO GAROFALO | BENVENUTO TISI (GAROFALO) | BENVENUTO TISI GAROFALO | BENVENUTO TISIGAROFALO | BENVENUTO TISIO DIT LE GAROFALO | BENVENUTODIGIOVANNI | BENVENUTOGAROFALO | Benvenuto Garofalo | Benvenuto da Garofalo",15
Prof. Casp. Scheuren,PROF. ADOLF SCHREYER | PROF.A.SCHNEE | PROF.J.W.SCHIRMER | Prof. AD. SCHREYER | Prof. Adolf Schroedter | Prof. C. Schweninger | Prof. Casp. Scheuren | Prof. Caspar Scheuren | Prof. J. W. Schirmer | Prof. W.Schirmer | Prof.G. Schonleber | Prof.R. Schweitzer,15
WILH. SCHADE,WILH. HAMBUCHEN | WILH. SCHADE | WILH.BUSCH | WILH.FRIEDRICH | WILH.HEDA | WILH.SCHREYER | WILHELM HAMBUCHEN | Wilh. Hambuchen | Wilh. Hauschild | Wilh. Heda | Wilh. Schadow | Wilh. Schroter | Wilh. Schulgen | Wilh.Schadow,15
Anton Feistenberger,ANTON FAISTENBERGER | ANTON WEINBERGER | Ant.Ebert | Anton Bernreiter | Anton Ebert | Anton Faistenberger | Anton Feistenberger | Anton Weber | Antonie Weber,15
A. Hoe,A. AHRENS | A. HERING | A. HERST | A. HOFER | A. Hoe | A. Hofer | A. Hoser | A. Huser | A.HERST | A.Herth | A.Hoe | A.Hofer | A.Hoye,15
ANTON SCHONER,ANTON KERN | ANTON SCHONBECK | ANTON SCHONER | ANTON SCHONER MUNCHEN | Anton Bahner | Anton Einsle | Anton Elfinger | Anton Evers | Anton Henke | Anton Kern | Anton Petter | Anton Sieger,15
H.Bauer,C.Buchner | G.Buchner | Gg.Buchner | H. Bauer | H. Buchna | H. Burkel | H. von Burkel | H.BAUER | H.BAUR | H.BURKEL | H.Bauer | H.Buchner | H.Burkel | H.F. Bauer | L.Bauer,15
JACQUES JORDAENS,JACQUES BLANCHARD | JACQUES BLANCHE | JACQUES EMILE BLANCHE | JACQUES F.J.SWEBACH | JACQUES JORDAENS | JACQUES SAVERY | JACQUES VAN | JACQUES WABBE | JAQUES F.J.SWEBACH | Jacques Jordaens | Jacques Waben,15
ROBERT DE WILNE,ROBERT DE FLERS | ROBERT DE WILNE | ROBERT MARC | ROBERT RASCHKA | ROBERT SMIRKE | Robert Engels | Robert Fink | Robert Geist | Robert Genin | Robert Seit | Robert Seitz | Robert Weise,15
BACCIARELLI,BACCIARELLI | BACCIO BANDINELLI | BACCIO PONTELLI | BACIARELLI,14
GERARD DAVID,GERARD DAVID | GERARD DAVIDS | Geraerd David | Gerard DAVID | Gerard David,14
GAUDENZIO FERRARI,GAUDENZIO FERRARI | Gaudenzio Ferrari,14
POMPEO BATTONI,POMPEO BATONI | POMPEO BATTONI | POMPEO MASSANI | POMPEO RANDI | POMPEOBATONI | POMPEOBATTONI | Pompeo Batoni | Pompeo Battoni,14
PORBUS,P.Porbus | PORBUS | Porbus,14
HANS MEMLING,HANS MEMLING | Hans Memling,14
DREUX,DREUX | DREUX-DORCI | DREUX-DORCY,14
CHINTREUIL,CHINTREUIL | Chintreuil,14
BERNE-BELLECOUR,BERNE-BELLECOUR | Berne-Bellecour,14
HEDA,HEDA,14
ROPS,ROPS,14
HONORE FRAGONARD,HONORE FRAGONARD | Honore Fragonard,14
NINI (JEAN-BAPTISTE),NINI (JEAN-BAPTISTE),14
A.Windmaier,A. WINDMAIER | A. Windmaier | A.WINDMAIER | A.WINDMEIER | A.Winder | A.Windmaier,14
"COURBET,GUSTAVE","COURBET GUSTAVE | COURBET,GUSTAVE | COURBET,Gustave",14
THEMISTOKLES VON ECKENBRECHER,THEMISTOKLES V.ECKENBRECHER | THEMISTOKLES VON ECKENBRECHER | THEMISTOKLESVONECKENBRECHER | Themistokles von Eckenbrecher,14
Philipp Sporrer,PHILIPP SPORER | PHILIPP SPORRER | Philipp Sporer | Philipp Sporrer,14
E.Bachrach-Baree,E. Bachrach-Baree | E.BACHRACH-BARRE | E.Bacherach-Baree | E.Bachrach-Bare | E.Bachrach-Baree | E.Bachrach-Barree | L.Bachrach-Baree,14
Lothar Meggendorfer,LOTHAR MEGGENDORFER | Lothar MEGGENDORFER | Lothar Meggendorfer | Lothar Meggendorier,14
G.von Bechtolsheim,G.Bechtolsheim | G.v.Bechtolsheim | G.von Bechtolsheim,14
Georg Anton Rasmussen,GEORG ANTON RASMUSSEN | GEORG ANTONRASMUSSEN | Georg Ant. Rasmussen | Georg Anton Rasmuben | Georg Anton Rasmussen,14
BREENBERGH,BREEMBERG | BREENBERG | BREENBERGE | BREENBERGH | BREENBERGH (Attribue a BARTHELEMY) | BREENBERGH (BARTHELEMY) | BREENBERGH (Bartolomee),14
F. Konarski,A. Konarsky | F. KONARSKI | F. KONARSKY | F. Konarski | F.KONARSKI | H. Konarski | H.Konarsky | J. KONARSKI | Konarsky | R.Konarsky | S. Konarski | S.KOMANSKI | S.KONARSKI | S.KORNATZKI,14
ABRAHAM CORNELIS BEGEIJN,ABRAHAM CORNELIS BEGEIJN | ABRAHAM CORNELIS BEGEYN | ABRAHAM CORNELISZ BEGEYN | ABRAHAM CORNELISZ BEGIJN | ABRAHAM HENDRICKSZ BEYEREN | ABRAHAM HENDRICKSZ VAN BEIJEREN | ABRAHAM HENDRICKSZ VAN BEYEREN | ABRAHAM HENDRICKSZ van BEYEREN | ABRAHAM HENDRICKSZ. VAN BEIJEREN | Abraham Cornelis Begeijn | Abraham Hendricksz Beyeren | Abraham Hendriksz Beyeren | CORNELIS ABRAHAM BEGYN,14
OTTO VON KAMEKE,OTTO NOVAK | OTTO VAN THOREN | OTTO VON KAMECKE | OTTO VON KAMEKE | OTTO VON THOREN | OTTO VON WATJEN | OTTO VONKAMEKE | OTTO v.KAMEKE | Otto von Kameke,14
POEL,POEL | Poppel,14
OLIVIER,OLIVE | OLIVIER | OLIVIERI | OLLIVIER,14
COROT (JEAN-BAPTISTE-CAMILLE),"COROT (Camille-Jean-Baptiste) | COROT (JEAN-BAPTISTE-CAMILLE) | COROT(JEAN-BAPTISTE-CAMILLE) | COROT, JEAN BAPTISTE CAMILLE | Corot, Jean Baptiste Camille",14
DE GOUY,A.M.de GOUY | DE GOUMOIS | DE GOUY,14
TER BORCH,TER BORCH | TER BORCH OU TERBURG GERARD | TERBORCH | Ter Borch | Terborch,14
E.Lutteroth,A. LUTTEROTH | A. Lutteroth | A.LUTTEROTH | A.Lutteroth | E. LUTTEROTH | E. Lutteroth | E.LUTTEROTH | E.Lutteroth | v.Lutteroti,14
H. Mevius,E. Mevius | H. Metusala | H. Mevius | H.MEVIUS | Mevius,14
Alois Gabl,ALOIS GABL | Alois Gabl | Alois Kolb | Aloys Gabl,14
L.DOUZETTE,Douzette | G.Douzette | L. DOUZETTE | L.DOUZETTE | L.Douzette,14
H.von Habermann,H. VON HABERMANN | H.VON HABERMANN | H.Von HABERMANN | H.von HABERMANN | H.von Habermann | H.von Hajek,14
LORRAIN,"LORRAIN | LORRAIN (?) | LORRAIN,CLAUDE | Lorrain",14
ALFRED VON SCHROTTER,ALFRED VON SCHONBERGER | ALFRED VON SCHROTTER | ALFRED von SCHROTTER | ALFREDv.SCHROTTER | Alfred von SCHONBERGER | Alfred von Schonberger | Alfred von Schrotter | Alired von Schonberger,14
Gustav von Bechtolsheim,GUST.V.BECHTOLSHEIM | GUSTAV BECHLER | GUSTAV VON BECHTOLSHEIM | Gustav Bechler | Gustav von Bechtolsheim | Gustav von Bezold | Gustay von Bechtolsheim,14
William Gouw Ferguson,FERGUSON (William Gouw.) | WILLEM GOULD FERGUSON | WILLIAM FERGUSON | WILLIAM G.FERGUSON | WILLIAM GOUW.FERGUSON | Will. Gouw Ferguson | Will. Gouw. Ferguson | William Gouw Ferguson | William Gouw. Ferguson | William Gouw.Ferguson,14
BOURDON,BORDONE | BOURDICHON | BOURDON | Bourdon | S.BOURDON,14
MEYER VON BREMEN,MEIER VON BREMEN | MEIERVONBREMEN | MEYER VON BREMEN | Meyer von Bremen | Meyer von Tegenstorf,14
HANS FREDERIK GUDE,HANS FRED. GUDE | HANS FREDERIC GUDE | HANS FREDERIK GUDE | HANS VREDEMAN de VRIES | Hans Frederic Gude | Hans Frederik Gude | Hans Fredrik Gude | Hans Friedrich Gude,14
B. van Orley,B. van ORLEY | B. van Orley | B. von Grab | B.VAN ORLEY | B.v.ORLEY | B.van Orley | J. van Orley | R. v. Orley,14
J.L.DAVID,J. David | J. L. DAVID | J.L. DAVID | J.L.DAVID | J.L.David | J.L.FORAIN | L. DAVID | L.DAVID,14
RYCKAERT (DAVID),"RYCKAERT | RYCKAERT (Attribue a DAvID) | RYCKAERT (DAVID) | RYCKAERT DAVID | RYCKAERT DAVIDE | RYCKAERT(DAVID) | RYCKAERT(David) | RYCKAERT,DAVID | Ryckaert,David",14
A.MONTESI,A MONTESI | A.MONTESI | A.MONTICELLI | A.Modes | F.MONTICELLI | H.Mlonticelli,14
ANTON VON WERNER,ANTON A.VON WERNER | ANTON FRITZ WERNER | ANTON VON MARON | ANTON VON PERGER | ANTON VON WERNER | Anton v. Werner | Anton von Werner,14
H.Philips,F.PHILIPS | H. PHILIPS | H. Philipps | H.PHILIPS | H.Philipps | H.Philips,14
JEAN,JEAN | JEAN WILDENS | JEAN WYNANTS | JEANES | JEANNIN | JEANNIOT | JEANRON | Jean | Jeizan,14
C.F. Lessing,C. F. LESSING | C. F. Lessing | C. FR.LESSING | C. Lessing | C.F. LESSING | C.F. Lessing | C.F.LESSING | C.LESSING | K.F.Lessing,14
GAROFALO,Barofalo | Barofolo | GAROFALO | GAROFALO TISI | GAROFOLO | Garofalo,14
MATTEO DI GIOVANNI,MATTEO CIVIDALE | MATTEO CIVITALI | MATTEO DI GIOVANNI | MATTEO DIGIOVANNI | Matteo da FIORI | Matteo di Giovanni,14
VECELLIO(TIZIANO),"VECELLI | VECELLIO (TIZIANO) | VECELLIO TIZIANO | VECELLIO(TIZIANO) | VECELLO (TIZIANO) | VECELLO (TizIANo) | Vecelli | Vecelli Tizian | Vecelli Tiziano | Vecellio Tiziano | Vecellio, Tiziano",14
H.CORRODI,H. CORRODI | H. Corrodi | H.COLLENIUS | H.CORRODI | H.Coloni | H.Corrodi | S.Corrodi | u. Corromaldi,14
BUTIN,BUTIN | BUTIN (ULYSSE) | BUTIN (Ulysse) | HUTIN,14
Ch. Leickert,C. Leickert | C.H. LEICKERT | CH.LEICKERT | CH.LEIKERT | CHR. SEICKERT | CHR.LEICKERT | Ch. Leichert | Ch. Leickert | Ch. Leikert | Ch.Leickert | Ch.Leikert,14
August von Pettenkofen,AUGUST VON PETTENKOFEN | AUGUST X.C.VON PETTENKOFEN | AUGUST X.VON PETTENKOFEN | AUGUST XAVER CARL VON PETTENKOFEN | AUGUSTVON PETTENKOFEN | AUGUSTVONPETTENKOFEN | Aug.Xav. Carl von Pettenkofen | August von Pettenkofen,14
D.Israel,D.Israel | D.Jsraels | D.srael | I. Israel | J.ISRAEL,14
Eug. Verboeckhoven,E. VERBOECKHOVEN | E. Verboekhoven | E.VERBOECKHOVEN | E.VERWEE | EUG. JOS. VERBOECKHOVEN | EUG. VERBOECKHOVEN | EUG.VERBOECKHOVEN | Eug. Verboeckhoven | Eug. Verboekhoven | Eug.Verboeckhoven,14
A. CARRACCI,A. CARACCI | A. CARRACCI | A. Caracci | A. Carracci | A. Cecchi | A.CARACCI | A.CARRACCI | A.Carracci | Aug. Carracci,14
MURILLO (BARTOLOME ESTEBAN),"MURILLO (BARTOLOME ESTEBAN) | MURILLO (Barthelemy-Esteban) | MURILLO (ESTEBAN) | MURILLO BARTOLOMEO | MURILLO BARTOLOMMEO STEFANO | MURILLO,BARTOLOME ESTEBAN | MURILLO,ESTABAN | MuRILLO (Bartolome Esteban) | MuRILLO (Bartolome-Esteban) | Murillo, Bartolome Esteban | Murillo,Bartholome Esteban",14
J.Kruchem,J. KRUCHEN | J. Kruchem | J. Kruchen | J.KRIEHUBER | J.Krocher | J.Kruchem | J.Kruchen | Jos. Kriehuber | Kruchem,14
A.BLOEMAERT,A.BLOEMAERT | A.BLOEMERS | A.Bodenmiller | A.Bodenmuller | A.MOLENAER | H. BLOEMAERT | H. LAMBERT,14
G.Berger,F.Berger | G. BERGER | G.A.AMBERGER | G.AMBERGER | G.BERGER | G.Berger | G.ERLER | G.Ertz | H.BERGER | H.Berger,14
Georg van Haanen,GEORG van LOKHORST | Georg Gillis Haanen | Georg Gillis van Haanen | Georg van Haanen | Georg van Streck | Georges van Haanen,14
E.von Muiller,E. Muller | E. von Miller | E.v. Miller | E.v. Muiller | E.v. Muller | E.v.Miller | E.v.Muiller | E.v.Muller | E.von Muiller | E.von Muller | W.von Miller,14
LUCA SIGNORELLI,LUCA SIGNORELLI | LUCAS EUGENIO | LUCAS VILLAMIL | Luca Signorelli | Luca Vitelli | Lucas Villari,14
NEER (AERT VAN DER),"NEER (AERT VAN DER) | NEER (Aart van der) | NEER (EGLON HENDRIK VAN DER) | NEER (VAN DER) | NEER (vAN DER) | NEER(AART VAN DER) | NEER(EGLON HENDRIK VAN DER) | NEER, AART VAN DER | NEER,AART VAN DER | NEER,VAN DER,EGLON HENDRIK",14
NOEL,"NOEL | NOEL (JULES) | NOEL L. | NOEL,JULES | Noel",14
BOILLY (LOUIS-LEOPOLD),"BOILLY (LOUIS-LEOPOLD) | BOILLY (Louis) | BOILLY (Louis-Leopold) | BOILLY (Louis-L̩opold) | BOILLY (d'apres Louis) | BOILLY(Louis-LeopoId) | BOILLY(Louis-Leopold)(Attribue a) | Boilly, Louis Leopold",14
RUISDAEL (JACOB VAN),"RUISDAEL (JACOB VAN) | RUISDAEL (Jaeob van) | RUISDAEL JACOB VAN) | RUISDAEL,JACOB | RUISDAEL,JACOB VAN | Ruisdael, Jacob | Ruisdael, Jacob Isaacksz van | Ruisdael, Jacob van",14
George des Marees,GEORG DES MAREES | GEORGE DESMAREES | Georg Desmarees | Georg des Marees | George des Marees | George des.Marees | Georges Desmarees,14
Horace Vernet,CARLE JOSEPH VERNET | CARLE VERNET | HORACE VERNET | Horace VERNET | Horace Vernet,14
H.MUHLIG,A.Muhlig | B. MUHLIG | B.MUHLIG | B.Muhlig | H.MUHLIG | H.Muhlig | H.UHL | H.UTH | H.uhl | M.MUHLIG,14
FRIEDRICH KLEIN-CHEVALIER,FRIEDRICH KAISER | FRIEDRICH KLEIN-CHEVALIER | FRIEDRICH KLEIN.CHEVALIER | FRIEDRICH KUPPER | FRIEDRICHDELCROIX | FRIEDRICHJUVINELL | FRIEDRICHORTLIEB,14
PAOLO CALIARI gen. VERONESE,"CALIARI,PAOLO,GEN.VERONESE | Caliari, Paolo gen. Veronese | PAOLO CALIARI GEN. VERONESE | PAOLO CALIARI GEN.VERONESE | PAOLO CALIARI dit PAUL VERONESE | PAOLO CALIARI gen. VERONESE | PAOLO CALIARI gen.PAOLO VERONESE | Paolo Caliari (Veronese) | Paolo Caliari gen. Veronese",14
JACOB IZACKSZ VAN RUYSDAEL,JACOB IZACKSZ VAN RUIJSDAEL | JACOB IZACKSZ VAN RUYSDAEL | JAKOB ISAAKSZ RUIJSDAEL | JAKOB ISAAKSZ VAN RUIJSDAEL | JAKOB IZAACKSZ VAN RUIJSDAEL | JAKOB IZACKSZ VAN RUIJSDAEL | Jacob Isacksz van Ruisdael | Jacob Izacksz van Ruisdael | Jacob Izacksz van Ruysdael | Jacob Jzacksz van Ruisdael | Jacob Sal. van Ruisdael | Jakob Izacksz VAN RUISDAEL,14
GOSSAERT,GOSSAERT | GOSSET | GOVAERTS | GOVERTS | J. GOSSAERT | J. Gossaert | J.GOSSAERT,14
SARTO,"SARONE | SARTE | SARTO | SARTO,ANDREADE | SARTO,ANDREADEL | SARTORIO | SWART",14
A. Jensen,A. Jensen | A.JENSEN | A.Jensen | Alfr. Jensen | E. JANSSEN | G. JANSSEN | K. Jensen | K.Jensen | L. Jensen | N. Jensen | P. JANSSEN,14
HANS MULLER,HANS MULLER | HANS ULMER | Hans Miller-Strelar | Hans Moller | Hans Muiller-Dachau | Hans Muller | Hans ulmer | JEAN MULLER | JEAN TUILLIER,14
ALFRED SCHWARZ,ALFRED SCHONIAN | ALFRED SCHWARZ | ALFRED SCHWARZSCHILD | Adolf Wagner | Alfred SCHONIAN | Alfred Schmedingen | Alfred Schoeck | Alfred Schonian | Alfred Schwarz | Alfred Schweiter | Alfred Schweitzer | Alfred Wagner,14
M. SCHNEIDER,A. SCHNEIDER | A. Schweiter | B. Schneider | E. SCHNEIDER | F.S. SCHNEIDER | G. Schneider | H. Schneider | J. SCHNEIDER | M. SCHNEIDER | S.L. SCHLIEDER | SCHEINER | SCHNEIDER | Schinner,14
Elias van den Broeck,ELIAS VAN DEN BROECK | Elias VAN DEN BR0ECK | Elias Vonck | Elias v. d. Broeck | Elias van den Broeck | Elias van der Broeck | Elias van der Broek,14
AMBROSIUS FRANCKEN,AMBR. FRANCKEN | AMBROSIUS FRANCKEN | AMBROSIUS FRANCKEN DER ALTERE | Ambr. Francken | Ambr. Franken | Ambros.Frank | Ambrosius Franck | Ambrosius Francken | Ambrosius Francken d. A. | Ambrosius Francken d. Ae.,14
F. Quaglio,A.QUAGLIO | D.QUAGLIO | E.QUAGLIO | F. QUAGLIO | F. Quaglio | F.QUAGLIO | F.Quaglio | FR. QUAGLIO | FR.QUAGLIO | G.QUAGLIO | fr.Quaglio,14
Jan H. B. Koekkoek,J. H.KOEKKOEK | J.H.KOEKKOEK | J.H.Koekkoek | JAN H. BAREND KOEKKOEK | JAN H.B. KOEKKOEK | JAN H.B.KOEKKOEK | Jan H. B. Koekkoek | Jan H. B.Koekkoek | Jan Herm.Barend Koekkoek | Jan Hermann KOEKKOEK | Jan Hermann Koekkoek,14
TH.HAGEN,TH. HAGEN | TH.HAGEN | TH.HERBST | Th.Hagen | Th.Her,14
Felix Fleischhauer,FELIX EHRLICH | FELIX FLEISCHHAUER | Felix Behr | Felix EHRLICH | Felix Felice | Felix Fleischhauer,14
ERNST ADOLF MEISSNER,ERNST ADOLF MEISSNER | ERNST ADOLPH MEISSNER | ERNST LUDOLF MEYER | Ernst Adolph MEISSNER | Ernst Ludolf Meyer | Ernst Meyer | FRNST ADOLF MEISSNER,14
Abraham Janssens,ABR. JANSSENS | ABR.JANSSENS | ABRAHAM JANSSENS | ABRAHAM JANSSENS VAN NUYSSEN | ABRAHAMJANSSENS | Abr. Janssens | Abrah. Janssens | Abraham Jansens | Abraham Janssens | Abraham Janssens van Nuyssen,14
ANDREA RICCIO,ANDREA ORCAGNA | ANDREA ORGAGNA | ANDREA PICCINELLI | ANDREA PROCACCINI | ANDREA RICCIO | ANDREA VACCARO,14
C.Leopold,C. Leopold | C.LEOPOLD | C.Leipold | C.Leopold | H.Leopold | Leipold,14
Hendrik van Vliet,HENDR. VAN VLIET | HENDRICK VAN LIND | HENDRIK VAN DER VLIET | HENDRIK VAN LIMBORCH | HENDRIK VAN VLIET | HENDRIK van VLIET | Hendrik van Limborch | Hendrik van Limborgk | Hendrik van Vliet,14
Carl Froschl,CARL FROMMEL | CARL KARGER | CARL KOCH | CARL KOGL | Carl FROEHLICH | Carl Frommel | Carl Froschl | Karl FROHLICH | Karl Frohlich,14
MARINUS VAN ROYMERSWALE,MAR. van ROMERSWALE | MARINUS VAN REYMERSWALE | MARINUS VAN ROMERSWAEL | MARINUS VAN ROYMERSWAELE | MARINUS VAN ROYMERSWALE | MARINUS VON ROYMERSWALE | MARINUS van ROMERSWALE | MARINUS van ROMMERSWALE | MARTINUS VAN ROYMERSDAELE | Marinus van Romerswale | Marinus van Romerwale | Marinus von Romerswale,14
F.Brandt,F.BRANDEL | F.BRUNECK | F.BRUNERI | F.BYLANDT | F.Brandel | F.Brandt | F.Braun | O.BRANDT | O.Bernhardt | O.Brandt,14
GERRIT VAN HEES,GERRIT VAN HEES | GERRIT VAN HOOGSTADT | GERRIT VAN ZEEGELAER | GERRITVAN HONTHORST | GERRITZ VAN BREKLENKAM | Gerrit van Honthorst | Gerrit van Houckgeest | Gerritsz van Brekelenkam,14
GIAN BATTISTA CIMA DA CONEGLIANO,"GIAN BATTISTA CIMA DA CONEGLIANO | GIAN BATTISTA MORONI | GIAN BATTISTA PIAZZETTI | GIAN BATTISTA TIEPOLO | GIANBATTISTA TIEPOLO | GIANBATTISTATIEPOLO | GIOVAN BATTISTA MORONI | GIOVANNI BATTISTA CIMA DA CONEGLIANO | GIOVANNI BATTISTA DA CONEGLIANO | Giambatista TIEPOLO | Giambattista TIEPOLO | Giovanni Battista da Conegliano | Giovanni Battista da Conegliano, gen. Cima",14
W. CAMPHAUSEN,9.Camphuysen | G.CAMPHAUSEN | G.Camphuysen | R.CAMPHUYSEN | R.Camphuysen | W. CAMPHAUSEN | W. Camphaufen | W. Camphausen | W.CAMPHAUSEN | Wilhelm Camphausen | Will. Camphausen,14
Anton Franz van der Meulen,ANTON FRANS VAN DER MEULEN | ANTON FRANZ BOUDEWYNS | ANTON FRANZ VAN DER MEULEN | Anton Frans van der Meulen | Anton Franz Boudewijns | Anton Franz Boudewyns | Anton Franz van der Meulen | Antony Francois Boudewyns,14
Joh. Conr. Seekatz,JOH. KONRAD SEEKATZ | JOH.CONR.SEEKATZ | Joh. Conr. Seekatz | Joh. Conr.Seekatz | Joh. Konr. Seekatz | Joh. Konrad Seekatz | Joh.K.Seekatz | Joh.Konr. Seekat | Joh.Konrad SEEKATZ | Joh.Konrad Seekat,14
H.E.POHLE,C.E.Ahrendt | H. E. Pohle | H. Pohle | H.E. Bahre | H.E.AHRENDT | H.E.Bahre | H.E.POHLE | H.POHL | H.POHLE,14
Max Roeder,MAX RITTER | MAX ROEDER | Max Dorner | Max Reisenegger | Max Reiter | Max Rentel | Max Roeder,14
B. Soldin,B. Schiapone | B. Schidone | B. Schioone | B. Schrey | B. Soldin | B.Schenk | B.Schidone | B.Soldin | R. Soldin | R.Soldin,14
Henry Lot,HENRI LOT | HENRI POT | HENRILOT | HENRY BING | HENRY POTUIJL | HENRY SINGLETON | Henry | Henry Due | Henry LOT | Henry Lot | Henry Lott,14
S. Landgrebe,E.Andre | F. Andree | L. Andree | L. Andrejeef | R.Andree | S. LANDGREBE | S. Landgrebe | S. Sandgrebe | S.Andree | S.LANDGREBE | S.LANDSINGER,14
E.FEHDMER,E. FEHDMER | E.FEHD MER | E.FEHDMER | E.FERBER | E.Fehdmer | E.Ferber | J.FEHDMER | R. FEHDMER | R.FELDMEYER | R.Fehdmer,14
ANTON MELBYE,ANTON MELBYE | Anton Melbye,14
Ottomar Elliger,OTTMAR ELLIGER | OTTMAR ELLIGER D. A. | OTTMAR ELLIGER d. Aelt | OTTMAR ELLIGER d.J. | OTTO MARCELLIS | OTTO MARCELLIS VAN SCHRIECK GEN.SNUFFELAER | OTTO MARCELLIS. SNUFFELAER | Ottmar Elliger | Otto Marcellis | Otto Marrellis | Otto Marzelis | Ottomar Elliger,14
E.Hunten,E. Hunten | E.HUNTEN | E.HuNTEN | E.Hunten | F.HUMBERT | F.Huet | F.Hunten | M.Hunten | R.HUNTEN,14
ERNST FRIES,Berta Kaiser | ERNST FISCHER | ERNST FRIES | Ernst Fries | Ernst Kaiser,14
LINO SALINI,LINO PESARO | LINO SALINI | LINO VESCO | Lino SALINI | Lino Salini | M.R LINO PESARO | M.RLINO PESARO,14
