canonical,variants,count
EARLY ENGLISH SCHOOL,EARLY BRITISH SCHOOL | EARLY ENGLISH SCHOOL | EARLY FLEMISH SCHOOL,5
Scuola Bisantina,Scuola Bisantina | Scuola bisantina | Scuola bisantina italiana | Scuola bisantina-russa,5
PEINTURE ESPAGNOLE,PEINTURE ALLEMANDE | PEINTURE ANGLAISE | PEINTURE ESPAGNOLE | PEINTURE FLAMANDE | PEINTURE HOLLANDAISE,5
ECOLE DE PRUD'HON,ECOLE DE PRUD'HON | ECOLE DU CORREGE | ECOLE DU NORD DE L'ESPAGNE,5
KOLNISCHER MEISTER DES XV.JAHRHUNDERTS,KOLNISCHER MEISTER DES XV.JAHRHUNDERTS | KOLNISCHER MEISTER DES XVI. JAHRH. | Kolnischer Meister aus dem Anfange des XViI.Jahrh. | Kolnischer Meister des XVI. Jahrh. | Kolnischer Meister des XVl. Jahrh.,5
Unbekannter deutscher Meister,Unbekannter deutscher Meister | Unbekannter deutscher Meister aus der ersten Halfte des 19. Jahrhunderts | Unbekannter oberdeutscher Meister,5
Frankfurter Meister,Frankfurter Meister | Frankfurter Meister um 1500,5
Slavische Schule,Slavische Schule,5
Byzantinisch-russische Schule,Byzantinisch-Russische Schule | Byzantinisch-russische Schule | RUSSISCH BYZANTINISCH | RUSSISCH-BYZANTINISCHE SCHULE,5
Altfrankische Schule,Altfrankische Schule | Frankische Schule,5
BAYERISCHE SCHULE,BAYERISCHE SCHULE | FLAEMISCHE SCHULE | MAILAENDISCHE SCHULE,5
TOSKANISCHE SCHULE,TOSCANISCHE SCHULE | TOSKANISCHE SCHULE,5
Furstenberg,FURSTENBERG | Furstenberg,5
Jtalienilche Sdule,Jtalienifdhe Sdule | Jtalieniiche Sdule | Jtalienilche Sdule | Stalienifche Sdhule,5
P.P.Rubens Schule,P.P. RUBENS.SCHULE | P.P.RUBENS | P.P.RUBENS SCHULE | P.P.RUBENS.SCHULE | P.P.Rubens Schule,5
ALTDEUTSCH,ALTDEUTSCH | Altdeutsch,5
Sran3ofircbe Scbule,Sran3ofifcbe Sbule | Sran3ofifcbe Scbule | Sran3ofircbe Sbule | Sran3ofircbe Scbule | Sran3sfifcbe Sbule,5
Suddeutscher Meister des 16. Jahrhunderts,SUDDEUTSCHER MEISTER DES 15. JAHRHUNDERTS | SUDDEUTSCHER MEISTER DES 18. JAHRH. | SUDDEUTSCHER MEISTER DES 18.IAHRHUNDERTS | SuDDEUTSCHER MEISTER DES 18. IAHRHUNDRETS | Suddeutscher Meister des 16. Jahrhunderts,5
Schule der Carracci,SCHULE DER CARACCI | SCHULE DER CARRACCI | Schule der Carracci,5
SCHULE VON BOLOGNA,SCHULE VON BOLOGNA,5
SCHWEIZER SCHULE,SCHWEDISCHER MALER | SCHWEDISCHER MEISTER | SCHWEIZER GLASMALER | SCHWEIZER MALER | SCHWEIZER SCHULE,5
SCHULE DES JANBRUEGHEL DES ALTEREN,SCHULE DES ADRIAEN BROUWER | SCHULE DES BARTHEL BRUYN | SCHULE DES GERARD VON HONTHORST | SCHULE DES JANBRUEGHEL DES ALTEREN | SCHULE DES MIGNARD,5
SCHULE DES DAVID TENIERS DES JUNGEREN,SCHULE DAVID TENIERS | SCHULE DAVID TENIERS D.J. | SCHULE DES DAVID TENIERS | SCHULE DES DAVID TENIERS DES JUNGEREN,5
Ostasien,OSTASIATISCHES | Ostasien,5
WERKSTATT DER LOMBARDI,WERKSTATT DER LOMBARDI | WERKSTATT DES DONATELLO | WERKSTATT DES GIOVANNI DELLA ROBBIA | WERKSTATT DES SANDRO BOTTICELLI,5
WERKSTATT DES ANDREA BRIOSCO,NACHFOLGER DES ANDREA BRIOSCO | WERKSTATT DES ANDREA BRIOSCO,5
Deutscher Kirchenmaler,DEUTSCH-ROMISCHER MALER | DEUTSCH-ROMISCHER MEISTER | DEUTSCHER ROKOKOMALER | Deutscher Kirchenmaler | Deutscher Rokokomeister,5
HAARLEMER MEISTER,HAARLEMER GENREMALER | HAARLEMER MEISTER | HAARLEMER WERKSTATT,5
"FLORENTINISCH,UM 1530","FLORENTINER MEISTER UM 1380 | FLORENTINER MEISTER UM 1520 | FLORENTINISCH UM 1450 | FLORENTINISCH,UM 1530 | FLORENTINISCHUM 1470",5
MANIFATTURA BARBERINI,MANIFATTURA BARBERINI,5
Paduanische Schule,Paduan | Paduanische Schule | Paduanischer Meister,4
Oberitalienische Schule,Oberitalienische Schule | Oberitalienische Schulen | Oberrheinische Schule,4
SCUOLA DI PIETRO LORENZETTI,SCUOLA DE'LORENZETTI | SCUOLA DI PIETRO LORENZETTI | SCUOLA DI SCHEDONE,4
"MAITRE DE L'ITALIE DU NORD,VERS 1500","MAITRE DE L'ITALIE DU NORD,VERS 1500 | MAITRE DE LITALIE MERIDIONALE | MAiTRE DE L'ITALIE DU NORD DU XIVE SIECLE | MAiTRE DE LITALIE MERIDIONALE,VERS 1600",4
Ecole du Midi de la France dite Ecole d'Avignon,Ecole du Midi de la France dite Ecole d'Avignon,4
Ligurian,LIGURISCH | Ligurian,4
French Gothic,French Gothic,4
Lombardian,Lombardian | Lombardisch | Lombardischer Meister,4
LOMBARDIAN SCHOOL,LOMBARDIAN SCHOOL | LOMBARDY SCHOOL,4
Wedgwood,Wedgwood,4
Ginori,Ginori,4
Urbino,URBINO | Urbino,4
LIMOGES,LIMOGES | Limoge | Limoges,4
GERMAN SCHOOL,GERMAN SCHOOL,4
FLEMISH SCHOOL,FLEMISH SCHOOL,4
Giapponese,Giapponese | JAPANISCHER MEISTER,4
REMBRANDT,REMBRANDT | REMBRANDT (Ecole de),4
Aubusson,AUBUSSON | AUBUSSONS | Aubusson,4
HOLBEIN (Ecole de HANs),"HOLBEIN | HOLBEIN (Ecole de HANs) | Holbein, Hans",4
POURBUS (Ecole de),POURBUS (Ecole de),4
VAN EYCK,VAN EYCK | VAN EYCK (Ecole de) | Van EYCK,4
Schweiz,Schweiz | Schweizer | schweizer,4
Griechisch-Russische Malerei,Griechisch-Russische Malerei | Griechisch-russische Malerei | Russisch-griechische Malerei,4
Schule Mantegna,Mantegna (Schule) | Schule Mantegna | Schule des Mantegna,4
Italienischer Maler des 17.Jahrhunderts,Italienische Kunst | Italienische Kunstler | Italienischer Maler des 17.Jahrhunderts,4
Vlamischer Meister um 1600,Flamischer Meister um 1550 | Vlamischer Meister um 1580 | Vlamischer Meister um 1600,4
Kunstlerfamilie Francken,"FAMILIE FRANCKEN | Familie Francken | Francken, Familie der | Kunstlerfamilie Francken",4
Peter Paul Rubens Schule,"Peter Paul Rubens Schule | Rubens, Peter Paul, Schule",4
Sachsischer Meister,Sachsischer Meister | Schwabischer Meister | Toscanischer Meister,4
Ansbach-Bruckberg,ANSBACH-BRUCKBERG | Ansbach-Bruckberg,4
Miederlandiiche Scule,2llt:Tiederlandiich | Alter Niederlander | GEMALDE DER NIEDERLANDISCHEN SCHULE | Miederlandiiche Scule,4
Deutsdhe Sdhule,Deutiche Sdhule | Deutide Sdhule | Deutsdhe Sdhule,4
Sran3ofifche Schule,Sran3ofifche Schule | Sranofifche Schule | Sransofifche Schule,4
FLAMISCH,FLAMIISCHE SCHULE | FLAMISCH,4
Schule des Raffaello,Schule RAFAEL | Schule Rafael | Schule des Raffael | Schule des Raffaello,4
NURNBERGER SCHULE,NUERNBERGER SCHULE | NURNBERGER SCHULE,4
FRANKFURTER MEISTER,FRANKFURTER KUNSTLER | FRANKFURTER MEISTER,4
Maler des 17. Jahrhunderts,Maler des 17. Jahrhunderts | Maler des 18.Jahrhunderts | Maler des XVIII. Jahrh. | Maler des XVIll. Jahrhunderts,4
VERONESISCHE SCHULE,GENUESISCHE SCHULE | VERONESISCHE (?) SCHULE | VERONESISCHE SCHULE,4
SCHULE REMBRANDT,SCHULE REMBRANDT | SCHULE REMBRANDTS | SCHULE RUBENS | SCHULEREMBRANDTS,4
DAVID TENIERS (Kopien),DAVID TENIERS (Kopien) | DAVID TENIERS DES ALTEREN | DAVID TENIERS DES JUNGEREN | DAVID TENIERS. SCHULE,4
NEAPELER MEISTER DES 17. JAHRHUNDERTS,NEAPELER MEISTER DES 17. JAHRHUNDERTS | NEAPELER MEISTER DES 18. JAHRHUNDERTS | NEAPOLITANISCHERMEISTER DES 18.JAHRHUNDERTS,4
SCHULE DES TIZIANO VECELLI,SCHULE DES TIZIANO VECELLI | SCHULE TIZIANS | SCHULE des TIZIAN,4
ANTWERPENER MEISTER VON 1520,ANTWERPENER MEISTER UM 1540 | ANTWERPENER MEISTER VON 1520 | ANTWERPENER MEISTERVON 1518,4
MITTELRHEINISCHER MEISTER DES 15. JAHRHUNDERTS,MITTELDEUTSCHER MEISTER UM 1571 | MITTELRHEINISCHER MEISTER DES 15. JAHRHUNDERTS | MITTELRHEINISCHER MEISTER UM 1500 | MITTELRHEINISCHER MEISTER UM 1590,4
WESTFALISCH,WESTFALISCH | Westfalisch | Westphalie,4
SCHULE HOLBEIN,SCHULE HANS HOLBEIN | SCHULE HOLBEIN | Schule Holbein,4
BOHMISCHER MEISTER,BOHMISCH | BOHMISCHE MEISTER | BOHMISCHER MEISTER,4
SCHLESISCH,SCHLESISCH | Schlesien,4
FERRARESISCHE SCHULE,FERRARESISCHE SCHULE,4
DeutIcher Meifter des 15. Jahrhunderts,DeutIche Meifter des 17. Jahrhunderts | DeutIche Meifter des 18. Jahrhunderts | DeutIcher Meifter des 15. Jahrhunderts | Deutfcher Meifter des 16.Jahrhunderts,4
Diez-Schule,"Diez-Schule | Diez-Schule, Munchen",4
NORDSPANISCHE SCHULE,NORDDEUTSCHE SCHULE | NORDFRANZOESISCHE SCHULE | NORDFRANZOSISCHE SCHULE | NORDSPANISCHE SCHULE,4
SCHULE DES JUSEPE RIBERA,J. RIBERA SCHULE | RIBERA-SCHULE | SCHULE DES JUSEPE RIBERA | SCHULE DES RIBERA,4
WIENER KUNSTLER,BADISCHER KUNSTLER | SCHWEIZER KUNSTLER | WIENER KUNSTLER,4
STILLEBEN-MALER,JAGDSTILLEBENMALER | STILLEBEN-MALER | STILLEBENMALER,4
SACHSISCHE SCHULE,SACHSISCHE SCHULE,4
AUGSBURGER SCHULE,AUGSBURGER SCHULE,4
DONAUSCHULE,DONAUSCHULE | DONAUSCHULEum 1550,4
FRANZOSISCHE SCHULE um 1840,FRANZOSISCHE SCHULE UM 1730 | FRANZOSISCHE SCHULE UM 1810 | FRANZOSISCHE SCHULE um 1840 | FRANZÃSISCHE SCHULE um 1770,4
FRANZOSISCHER PORTRATIST,FRANZOS. PORTRAITIST | FRANZOSISCHER PORTRAITIST | FRANZOSISCHER PORTRATIST,4
SPANISCHER SPATBAROCKMALER,SPANISCHER ROKOKOMALER | SPANISCHER SPATBAROCKMALER,4
OBERITALIENISCHER MALER DES 17.JAHRH.,"OBERITALIENISCHER MALER DES 17.JAHRH. | OBERITALIENISCHER MEISTER DES 17.JAHRH. | OBERITALIENISCHER MEISTER DES 18.JAHRH. | OBERITALIENISCHER MEISTER,16.JAHRH.",4
Biedermeierzeit,Biedermeierzeit,4
LOMBARDISCH,LOMBARDEI | LOMBARDISCH,4
ENGLAND,ENGLAND,4
Italienische (vielleicht Ribera's) Schule,Italienische (vielleicht Ribera's) Schule | Italienische Neopolitanische Schule | Italienische Schule. Schule des Titian,3
SCUOLADELVERROCCHIO,SCUOLA DEL VERROCCHIO | SCUOLA DELVEROCCHIO | SCUOLADELVERROCCHIO,3
SCUOLAMARCHEGIANA,SCUOLAMARCHEGIANA | SCUOLAUMBRO-MARCHEGIANA,3
SCUOLAITALO-BIZANTINA,SCUOLA ITALO-BIZANTINA | SCUOLAITALO-BIZANTINA,3
ALLEMANDS,ALLEMAGNE | ALLEMANDS | TRAVAIL ALLEMAND,3
Ecole Napolitaine,Ecole Napolitaine | Ecole napolitaine,3
Ecole de Parme,Ecole de | Ecole de Parme | Ecole du Titien,3
Ecole de Ferrare,Ecole Ferrarese | Ecole de Ferrara | Ecole de Ferrare,3
Ansbach,ANSBACH | Ansbach,3
FULDA,FULDA | Fulda,3
LUDWIGSBURG,LUDWIGSBURG,3
Scuola Parmigiaua,Scuola Parmigiana | Scuola Parmigiaua | Scuola parmigiana,3
Renaissance,Renaissance | Renaissance italienne,3
"MAiTRE DE SIENNE,VERS 1360","MAITRE DE FERRARE VERS 1500 | MAITRE DE LALLEMAGNE MERIDIONALE,VERS 1500 | MAiTRE DE SIENNE,VERS 1360",3
MAITRE HOLLANDAIS,MAITRE HOLLANDAIS | MAITRE HOLLANDAIS INCONNU,3
Ecole de Barcelone,Ecole de Barcelone,3
Ecole de Sienne,Ecole de Sienne | Ecolede Sienne,3
German,Allemagne | German,3
GOTHIC,GOTHIC | GOTHIC AND RENAISSANCE,3
EUROPEAN,EUROPAISCHES | EUROPEAN | Europa,3
Abruzzi,Abruzzi,3
Pesaro,Pesaro,3
VENEDIG,VENEDIG | Venise,3
Bohmen,Boheme | Bohmen,3
scuola straniera,Scuola Straniera | scuola straniera,3
Scuole diverse,Scuole diverse,3
SCHOOL OF JAN GOSSAERT,SCHOOL OF ANDREA MANTEGNA | SCHOOL OF JAN GOSSAERT | SCHOOL OF JEAN GOSSAERT MABUSE,3
HISPANO-MORESQUE,HISPANO-MAURESQUES | HISPANO-MORESQUE,3
Scuola Bergamasca,Scuola Bergamasca | Scuola bergamasca,3
FOLLOWER OF RAPHAEL SANZIO,FOLLOWER OF FRA ANGELICO | FOLLOWER OF RAPHAEL SANZIO | SANZIO (Ecole de RAPHAEL),3
ECOLE HOLLANDAISE ENVIRON 1635,"ECOLE HOLLANDAISE ENVIRON 1635 | ECOLE HOLLANDAISE,VERS 1650 | ECOLE HOLLANDAISE,VERS 1660",3
"PADOUE,FIN DU XVE SIECLE","PADOUE OU VENISE,COMMENCEMENT DU XVIE SIECLE | PADOUE,COMMENCEMENT DU XVIE SIECLE | PADOUE,FIN DU XVE SIECLE",3
"VENISE,FIN DU XVIE SIECLE","VENISE,FIN DU XVIE SIECLE | VENISE,SECONDE MOITIE DU XVIE SIECLE",3
ANGLAISE,ANGLAISE,3
ECOLE DE REMBRANDT,ECOLE DE REMBRANDT,3
DYCK (Atelier d'ANTOINE VAN),DYCK (Atelier d'ANTOINE VAN) | DYCK (Ecole de VAN) | WERKSTATT DES ANTON VAN DYCK,3
WATTEAU (Ecole d'ANToINE),NACH ANTOINE WATTEAU | WATTEAU (Ecole d'ANTOINE) | WATTEAU (Ecole d'ANToINE),3
Sevres,SEVRES | Sevres,3
TAPISSERIE DES FLANDRES,TAPISSERIE DE LA MARCHE | TAPISSERIE DES FLANDRES | TAPISSERIES DES FLANDRES,3
Schule Albrecht Durer's,Schule Albrecht Durer | Schule Albrecht Durer's | Schule Albrecht DÃ¼rer,3
Schule Elsheimer,Schule Elsheimer,3
UNBEKANNTER DEUTSCHER MALER DES XVII. JAHRH,UNBEKANNTE HOLLANDISCHE MEISTER DES XVII. JAHRH | UNBEKANNTE NIEDERLANDER DES XVII. JAHRH | UNBEKANNTER DEUTSCHER MALER DES XVII. JAHRH,3
UNBEKANNTER ITALIENISCHER MEISTER,UNBEKANNTER ITALIENISCHER MEISTER | UNBEKANNTERITALIENISCHERMEISTER,3
Tiroler Schule,Tiroler Schule | Tyroler Schule,3
Byzantinische Kunstrichtung,Byzantinische | Byzantinische Kunstrichtung | Byzantinischer Meister,3
Unbekannter Stecher,Unbekannte Meifter | Unbekannte Stecher | Unbekannter Stecher,3
Venetianer Meister des XVI. Jahrh.,VENETIANISCHER MEISTER DES 18.JAHRH. | VENEZIANISCHER MEISTER DES 16.JAHRH. | Venetianer Meister des XVI. Jahrh.,3
Rudolstadt,RUDOLSTADT | Rudolstadt,3
Altkolnische Malerschule,Altkolnische Malerschule | Altniederlandische Malerschule,3
"Rubens, P.P.","Rubens P.P. (Schule u. Copien) | Rubens, P. P. (Schule) | Rubens, P.P.",3
Preussen,Preussen | Prusse,3
Osterreich,Oesterreich | Osterreich,3
Toscanische Schule,Toscanische Schule,3
Deutsche Schule um 1700,Deutsche Schule um 1600 | Deutsche Schule um 1650 | Deutsche Schule um 1700,3
Schule von Parma,Schule von Padua | Schule von Parma,3
ALTITALIENISCHE SCHULE,ALTITALIENISCHE SCHULE,3
Westfalische Schule,Westfalische Schule | WestfÃ¤lische Schule,3
Damm,DAMM | Damm,3
Frankischer Meister,Frankischer Meister | Frankischer Meister des 16. Jahrhunderts,3
HANS HOLBEIN,HANS HOLBEIN | Hans Holbein der Jingere-Schule | Hans Holbein-Schule,3
Mailander Schule,Mailander Schule | Mailandische Schule,3
Alt-Deutsche Schule,Alt-Deutsche Schule,3
SCHULE DES VERROCCHIO,"SCHULE DES VELASQUEZ | SCHULE DES VERROCCHIO | VELAZQUEZ,SCHULE DES",3
Alt-Deutfche Sdhule,Alt-Deutfche Sdhule | Deutfche Sdhule | Deutfcthe Sdule,3
Neapolitanische Schule,Neapolitanische Schule | Neapolitanische Schule des 17. Jahrhunderts,3
Spanilche Sdule,Spanilche Sdule | Spanilche Shule,3
Englifcbe Scbule,Englifcbe Scbule | Engliiche Scthule,3
Flamiicthe Schule,Flamiicthe Schule | Flamilcdhe Shule | Flaml. Schule,3
Spanifcher Kunitler,Spanifcber Riunftler | Spanifcher Kunitler | Spanifcher mlaler,3
Gemalde Ã¤lterer Meister,Gemalde moderner Meister | Gemalde Ã¤lterer Meister | Hlte Meister,3
Art des Teniers,ART DES PERUGINO | ART DES TENIERS | Art des Teniers,3
Rudolph Lepke's Kunst-Auctions-Haus,Rudolph Lepke's Kunst-Auctions-Haus,3
Etruskisch,ETRUSKISCH | ETRUSKISCH-ARCHAISCH | Etruskisch,3
MAILANDER SCHULE,MAILANDER SCHULE,3
SPANISCH-ITALIENISCHESCHULE,FRANZOSISCH-ITALIENISCH | FRANZOSISCH-ITALIENISCHE SCHULE | SPANISCH-ITALIENISCHESCHULE,3
SCHULE DES REMBRANDT,SCHULE DES REMBRANDT | SCHULE DES REMBRANDT HARMENSZ VAN RIJN | SCHULE DES REMBRANDT HARMENSZ VAN RyN,3
Burgerlicher Maler des 18.Jahrhunderts,Burgerlicher Maler des 18.Jahrhunderts | Harlemer Maler des 17.Jahrhunderts,3
Englische Schule um 1800,ENGLISCH UM 1820 | ENGLISCHER MEISTER um 1800 | Englische Schule um 1800,3
BRUGGER SCHULE,BRUGGER SCHULE | Brigger Schule,3
SPANISCHESCHULEUM1600,"SPANISCHE SCHULE,um 1700 | SPANISCHESCHULE,um 1500 | SPANISCHESCHULEUM1600",3
BOUCHER-SCHULE,BOUCHER-SCHULE | BOUDINS SCHULE,3
REMBRANDT HARMENSZ VAN RIJN (Schule),REMBRANDT HARMENSZ VAN RIJN (Kopie) | REMBRANDT HARMENSZ VAN RIJN (Schule) | Rembrandt Harmensz van Rijn-Schule,3
SCHULE DES FRA ANGELICO.FIESOLE,SCHULE DES FRA ANGELICO.FIESOLE | SCHULE DES FRANCESCO SALVIATI | SCHULE DES RAFFAEL SANZIO,3
SUDDEUTSCHER MEISTER UM 1600,SUDDEUTSCHER MEISTER UM 1500 | SUDDEUTSCHER MEISTER UM 1600 | Suddeutsche Schule gegen 1600,3
Barock,Barock | Barockmaler,3
MEISTER DER WEIBLICHEN HALBFIGUREN,MEISTER DER LUCIALEGENDE | MEISTER DER WEIBLICHEN HALBFIGUREN,3
NIEDERLANDER MEISTER ANFANG 17.JAHRHUNDERT,"NIEDERLANDER MEISTER ANFANG 17.JAHRHUNDERT | NIEDERLANDISCHER MEISTER M.F.,ANFANG 17.JAHRHUNDERT",3
BERLINER KUNSTAUKTIONS-HAUS,BERLINER KUNST AUKTIONSHAUS | BERLINER KUNSTAUKTIONS-HAUS,3
Flamische Schule des XVI. Jahrhunderts,Flamische Schule des XVI. Jahrhunderts | Flamische Schule des Xvll. Jahrhunderts | Flamische Schule um 1780,3
SEVILLANER SCHULE,SEVILLANER SCHULE | SEVILLANISCHER MEISTER,3
SUDDEUTSCHLAND,Norddeutschland | SUDDEUTSCHLAND | Suddeutschland,3
OSTERREICHISCHER MEISTER DES 18. JAHRHUNDERTS,OSTERREICHISCHER MEISTER DES 18. JAHRHUNDERTS,3
ITALIENISCKER MEISTER DES 16. JAHRHUNDERTS,ITALIENER DES XVII. JAHRHUNDERTS | ITALIENISCKER MEISTER DES 16. JAHRHUNDERTS | ITAMIENISCHER MEISTER DES 17.JAHRHUNDERTS,3
Biedermeier,BIEDERMEIER | BIEDERMEIERMALER | Biedermeier,3
ART DES JEAN ANTOINE WATTEAU,ART DES ANTOINE COYPEL | ART DES JACOPO AMIGONI | ART DES JEAN ANTOINE WATTEAU,3
SCHULE DES JACOB RUISDAEL,SCHULE DES ISAAK VON RUYSDAEL | SCHULE DES JACOB JORDAENS | SCHULE DES JACOB RUISDAEL,3
SCHULE VON BRESCIA,SCHULE VON BRESCIA,3
MITTELDEUTSCHE MEISTER,MITTELDEUTSCH | MITTELDEUTSCHE MEISTER | MITTELDEUTSCHER MALER,3
Deutscher Biedermeier Meister,DEUTSCHER MEISTER DER BIEDERMEIERZEIT | Deutscher Biedermeier Meister,3
Schule Makart,Makart-Schule | Schule MAKART | Schule Makart,3
Duffeldorfer Meifter,Duffeldorfer Meifter | Duffeldorfer mleifter,3
Munchener Maler um 1830,Munchener Maler A.S.1908 | Munchener Maler um 1830 | Munchener Maler um 1880,3
Tirolisch,Tirolisch,3
LOTHRINGISCH,LOTHRINGISCH,3
UNTERFRANKISCH,UNTERFRANKISCH,3
SPANISCH ODER PORTUGIESISCH,SPANISCH ODER PORTUGIESISCH | SPANISCH-MAURISCH | SPANISCH-PORTUGIESISCH,3
Rheinischer Meister,RHEINISCHE SCHULE | RHEINISCHER MEISTER | Rheinischer Meister,3
MITTELITALIENISCHER MEISTER,MITTELITALIENISCHER MEISTER | MITTELRHEINISCHER MEISTER | Mittelrheinischer Meister,3
"Venezianische Schule, Anfang des 16. Jahrhunderts","Venezianische Schule (Kreis des Tiepolo) | Venezianische Schule des 18. Jahrhunderts | Venezianische Schule, Anfang des 16. Jahrhunderts",3
Minchner Schule um 1880,Minchner Schule des 19. Jahrhunderts | Minchner Schule um 1880 | Minchner Schule von 1900,3
VENEZIANISCH UM 1580,"VENETIANISCH um 1700 | VENEZIANISCH UM 1580 | VENEZIANISCH,um 1480",3
Deutscher Portratist um 1750,Deutsche Portratisten um 1800 | Deutscher Portratist des 18. Jahrhunderts | Deutscher Portratist um 1750,3
Munchener Meister,Munchener Meister | Munchener Meister H. R. | Munchner Meister H.K.,3
DIEZ-SCHULE,DIEZ-SCHULE | DIEZ.SCHULE,3
DRESDNER MALER,DRESDENER KUNSTLER | DRESDNER MALER,3
Ostasiatische Kunst,Ostasiatische Kunst,3
DEUTSCHER PORTRATIST,DEUTSCHER PORTRATIST | DEUTSCHER PORTRATIST DES LEIBL-KREISES,3
KREIS DES RUBENS,KREIS DES FRANCOIS CLOUET | KREIS DES JAN SCOREL | KREIS DES RUBENS,3
KARLSRUHER SCHULE,KARLSRUHER SCHULE,3
Hamburger Maler um 1820,Hamburger Maler um 1820 | Hamburger Maler um 1840 | Hamburger Maler um 1850,3
Minchener Schule um 182o-50,Minchener Schule um 182o-50 | Muinchener Schule 1840-60 | Munchener Schule um 183o-60,3
BAYERISCHER BAROCKMALER,BAYERISCHER BAROCKMALER | BAYERISCHER BIEDERMEIERMALER,3
FRANZOSISCHER BILDNISMALER,FRANZOSISCHER BILDNISMALER,3
Disseldorfer Schule um 1870,"Diisseldorfer Schule,um 1890 | Disseldorfer Schule um 1870 | Disseldorfer Schule,um 1860",3
SCHULE DES CONRAD VON SOEST,SCHULE DES CONRAD VON SOEST | WERKSTATT DES CONRAD VON SOEST,3
FLORENZ,FLORENZ,3
MODENA,MODENA,3
"BRUSSEL,16.JAHRHUNDERT","BRUSSEL, ENDE 17.JAHRHUNDERT | BRUSSEL,16.JAHRHUNDERT | BRUSSEL,ENDE 17.JAHRHUNDERT",3
ROMAINES,ROMAINE | ROMAINES,2
Werkstatt der Vischer,WERKSTATT RIEMENSCHNEIDERS | Werkstatt der Vischer,2
Schule des Meisters H. G.,Schule des Meisters H. G. | Schule des Meisters Wilhelm von Koln,2
Prahistorische,Prahistorische | prahistorische,2
Keltische,Keltische | keltisch-altgermanische,2
SCUOLA DIFRANCESCODIGIORGIO,SCUOLA DIFRANCESCODIGIORGIO | SCUOLADIBARTOLO DIFREDI,2
SCUOLA VENEZIANA PRIMITIVA,SCUOLA PRIMITIVA FIORENTINA | SCUOLA VENEZIANA PRIMITIVA,2
SCUOLA DI LUCAS KRANACH,SCUOLA DI LUCAS KRANACH | SCUOLA DI SALVATOR ROSA,2
COPIA FIAMMINGA,COPIA FIAMMINGA | COPIA FIAMMINGA DALPERUGINO,2
SCUOLA GIOTTESCA,SCUOLA GIOTTESCA,2
Portuguese,Portuguese,2
GUIDE RENI (Ecole de),GUIDE RENI (Ecole de),2
PERUGIN (Ecole de),PERUGIN (Ecole de) | PERUGINO (Ecole de),2
VAN DYCK(Ecole de),VAN DYCK (Ecole d'ANToINE) | VAN DYCK(Ecole de),2
Ecole Anversoise,Ecole Anversoise | Ecole anversoise,2
ecole piemontaise,ecole piemontaise,2
ECOLE FLORFNTINE,ECOLE FLORFNTINE | ECOLEFLORENTINE,2
ECOLE DE BERNINI,ECOLE DE BERNINI | Ecole de Bernini,2
LOUIS XV,LOUIS XV | Louis XIII,2
ROME,"ROME | ROME,XVIIE SIECLE",2
Scuola di Bronzino,Scuola del Bronzino | Scuola di Bronzino,2
ECOLE DE HANS HOLBEIN,ECOLE DE HANS HOLBEIN,2
ECOLE DE GHIRLANDAJO,ECOLE DE DOMENICO GHIRLANDAIO | ECOLE DE GHIRLANDAJO,2
Maitre ombrien,MAITRE OMBRIEN | Maitre ombrien,2
Ecole de P.-P. Rubens,Ecole de P.-P. Rubens | Ecole de Rubens,2
Northern French,Northern French | Southern French,2
Flemish,Flemish,2
RENAISSANCE,RENAISSANCE,2
SCHOOL OF MICHELANGELO,SCHOOL OF GIOVANNI BELLINI | SCHOOL OF MICHELANGELO,2
ROMAN SCHOOL,ROMAN SCHOOL,2
SCHOOL OF SALVATORE ROSA,SCHOOL OF SALVATORE ROSA | Schule des Salvator Rosa,2
DUTCH,DUTCH,2
GUBBIO,GUBBIO,2
Brescia,Brescia,2
Le Nove,Le Nove,2
Tunis,Tunis,2
Luigi xv,Luigi XIV | Luigi xv,2
D'APRES L'ALBANO,D'APRES L'ALBANO,2
Scuola Toscana e Romana,Scuola Toscana | Scuola Toscana e Romana,2
Scuola dell'Emilia,Scuola dell'Emilia,2
SCHOOL OF GERARD DOU,SCHOOL OF AGNOLO GADDI | SCHOOL OF GERARD DOU,2
FOLLOWER OF CARLO CRIVELLI,FOLLOWER OF ALESSANDRO BOTTICELLI | FOLLOWER OF CARLO CRIVELLI,2
"FLORENCE,FIN DU XVIE SIECLE","FLORENCE,FIN DU XVIE SIECLE | FLORENCE,XVIIE SIECLE",2
"VENISE,VERS 1600","VENISE,VERS 1600 | VERONESISCH UM 1600",2
PITTORI NAPOLETANI,PITTORE NAPOLETANO SOLIMENESCO | PITTORI NAPOLETANI,2
VAN DYCK SCHOOL,VAN DYCK SCHOOL,2
EARLY ENGLISH,EARLY ENGLISH,2
BRITISH SCHOOL,BRITISH SCHOOL | BRITISH SCHOOLS,2
SCHOOL OF SIR PETER PAUL RUBENS,SCHOOL OF SIR PETER LELY | SCHOOL OF SIR PETER PAUL RUBENS,2
ECOLE DE VAN MUIDEN,ECOLE DE VAN DE WELDE | ECOLE DE VAN MUIDEN,2
SCUOLA DI PAOLO VERONESE,SCHULE DES PAOLO VERONESE | SCUOLA DI PAOLO VERONESE,2
Ecole de Cologne,Ecole de Cologne,2
