canonical,variants,count
SCUOLA BOLOGNESE,SCUOLA BOLOGNESE | SCUOLA EMILIANA | SCUOLA INGLESE | SCUOLA PISANA | SCUOLA SENESE | SCUOLA SPAGNOLA | SCUOLA SPAGNUOLA,47
SCUOLA FIAMMINGA,SCUOLA FIAMMINGA | SCUOLAFIAMMINGA,47
Faenza,FAENZA | Faenza,45
Vlamische Schule,Flamische Schule | Flandrische Schule | FlÃ¤mische Schule | Slamifche Schule | Umbrische Schule | Vlamische Schule | Vlimische Schule,43
SUDDEUTSCH,SUDDEUTSCH | Siddeutsch | Siiddeutsch | SÃ¼ddeutsch,40
Ecole Hollandaise,Ecole Hollandaise | Ecole Hollandaise XVII Siecle | Ecole Hollandaise et Flamande | Ecole hollamdaise | Ecole hollandaise | Ecoles hollandaise et flamande,39
ENGLISCHER MEISTER,ENGLISCHER (?) MEISTER | ENGLISCHER MEISTER | ENGLISCHER MEISTER G.K. | ENGLISCHERMEISTER | Englische Meister | Englischer Meister,39
Ecole Flamande,Ecole Flamande | Ecole flamande,37
Florentine,Florentine | Florentiner Meister | Florentiniicthe Schule | Florentinisch | Florentinische Meister | Florentinische Schule | Florentinischer Meister,36
SCUOLA FIORENTINA,SCUOLA FIORENTINA | SCUOLA FIORENTINO-SENESE | SCUOLAFIORENTINA,33
Kolnische Schule,Altflandrische Schule | Altkolnische Schule | Altkolnischer Schule | CoInilche Schule | Colnische Schule | Kolnische Schule | kolnischen Schule,32
FRANZOSISCHE SCHULE DES XVIII. JAHRHUNDERTS,"FRANZOSISCHE MEISTER DES 18. JAHRHUNDERTS | FRANZOSISCHE SCHULE DES 18. JAHRHUNDERTS | FRANZOSISCHE SCHULE DES XVII. JAHRHUNDERTS | FRANZOSISCHE SCHULE DES XVIII. JAHRHUNDERTS | FRANZOSISCHE SCHULE XV.JAHRHUNDERTS | FRANZOSISCHE SCHULE XVIII.JAHRH. | FRANZOSISCHE SCHULE des 19. Jahrhunderts | FRANZOSISCHE SCHULE,18.JAHRH | FRANZOSISCHE SCHULE,19.JAHRH | FRANZOSISCHE SCHULE,XVI.JAHRHUNDERT | FRANZOSISCHE SCHULE,XVIII. JAHRH. | FRANZOSISCHE SCHULE,XVIII.Jahrh. | FRANZOSISCHER MEISTER 2.HALFTE DES 18. JAHRHUNDERTS | FRANZOSISCHER MEISTER DES 14. JAHRHUNDERTS | FRANZOSISCHER MEISTER DES 16. JAHRHUNDERTS | FRANZOSISCHER MEISTER DES 18. JAHRH | FRANZOSISCHER MEISTER DES 18. JAHRH. | FRANZOSISCHER MEISTER DES 18. JAHRHUNDERTS | FRANZOSISCHER MEISTER DES 18.JAHRH. | FRANZOSISCHER MEISTER DES 18.JAHRHUNDERTS | FRANZOSISCHER MEISTER DES XVIII. JAHRHUNDERTS | FRANZOSISCHER MEISTER DES XVIII.JAHRH. | FRANZOSISCHER MEISTER XVIII. JAHRH. | FRANZOSISCHER MEISTER des XVIll.Jahrhs. | FRANZOSISCHER MEISTER, XVIHI.JAHRH. | FRANZOSISCHER MEISTER, XVII. JAHRH.",32
Scuola Bolognese,Scuola Bolognese | Scuola Ferrarese | Scuola Genovese | Scuola Piemontese | Scuola Senese | Scuola bolognese | Scuola ferrarese | Scuola genovese,31
Duisseldorfer Schule,Diisseldorfer Schule | Disseldorfer Schule | Duisseldorfer Schule | Dusseldorfer Schule | DÃ¼sseldorfer Schule,30
Munchner Schule,MUNCHENER KUNSTLER | MUNCHENER LANDSCHAFTER | MUNCHENER MALER | MUNCHENER MEISTER | MUNCHENER SCHULE | MUNCHENERLANDSCHAFTER | MUNCHNER MEISTER | MUNCHNER SCHULE | MuNCHENER SCHULE | Munchner | Munchner Schule,30
ECOLE OMBRIENNE,ECOLE OMBRIENNE | ECOLE OMBRIENNE PRIMITIVE | ECOLE OMBRIENNE-SIENNOISE | ECOLE UMBRIENNE | Ecole Ombrienne,29
Scuola Veneziana,Scuola Veneziana | Scuola veneziana | ScuolaVeneziana,29
Scuola Napoletana,Scuola Napoletana | Scuola napoletana,29
Altdeutscher Meister,ALT-DEUTSCHER MEISTER | ALTDEUTSCHER MEISTER | Alt-Deutscher Meister | Altdeutlcher Meifter | Altdeutscher Meister,29
DEUTSCHER MEISTER UM 1800,"DEUTSCHER MALER 1850-1860 | DEUTSCHER MALER UM 1750 | DEUTSCHER MALER UM 1850 | DEUTSCHER MEISTER UM 1500 | DEUTSCHER MEISTER UM 1780 | DEUTSCHER MEISTER UM 1800 | DEUTSCHER MEISTER UM 1820 | DEUTSCHER MEISTER UM 1830 | DEUTSCHER MEISTER UM 1840 | DEUTSCHER MEISTER VON 1573 | DEUTSCHER MEISTER VON 1640 | DEUTSCHER MEISTER von 1640 | Deutscher Maler um 1820-1830 | Deutscher Meister um 1500 | Deutscher Meister um 1600 | Deutscher Meister um 1730 | Deutscher Meister um 1735 | Deutscher Meister um 1750 | Deutscher Meister um 1760 | Deutscher Meister um 1820 | Deutscher Meister um 1880 | Deutscher Meister von 1673 | Deutscher Meister,um 1820",29
SUDDEUTSCHER MEISTER,SUDDEUTSCHER LANDSCHAFTER | SUDDEUTSCHER MEISTER,29
Unbekannte Meister,Unbekannte Meister | Unbekannter Lothringer Meister | Unbekannter Meister | Unbekannter moderner Meister | Unbekannter neuerer Meister,28
UNBEKANNTER MEISTER DES 18. JAHRHUNDERTS,UNBEKANNTE MEISTER DES 17. JAHRHUNDERTS | UNBEKANNTE MEISTER DES 17.JAHRHUNDERT | UNBEKANNTE MEISTER VOM ANFANG DES 17.JAHRHUNDERTS | UNBEKANNTER MEISTER DES 16.JAHRHUNDERTS | UNBEKANNTER MEISTER DES 17. JAHRH | UNBEKANNTER MEISTER DES 17. JAHRHUNDERTS | UNBEKANNTER MEISTER DES 17.JAHRH. | UNBEKANNTER MEISTER DES 18. JAHRHUNDERTS | UNBEKANNTER MEISTER DES 18.(?) JAHRHUNDERTS | UNBEKANNTER MEISTER DES 18.JAHRHUNDERTS | UNBEKANNTER MEISTER DES 19. JAHRHUNDERTS | UNBEKANNTER MEISTER VOM ANFANG DES 19. JAHRHUNDERTS | UNBEKANNTER MEISTER VOM AUSGANG DES 17.JAHRHUNDERTS | UNBEKANNTER MEISTER VOM ENDE DES 16.JAHRHUNDERT | UNBEKANNTER MEISTER VOM ENDE DES 17. JAHRHDT | UNBEKANNTER MEISTER deS 17.JAHRHUNDERTS | UNBEKANNTER MEISTERDES 17.JAHRHUNDERTS | UNBEKANNTERDEUTSCHER MEISTER DES 17. JAHRHUNDERTS | Unbekannter Meister des 17. Jahrh.,28
Scuola Romana,SCUOLA ROMAGNOLA | SCUOLA ROMANA | Scuola Romana | Scuola romana,27
French,FRENCH | French,26
ALTDEUTSCHE SCHULE,ALTDEUTSCHE SCHULE | ALTFLORENTINISCHE SCHULE | ALTSPANISCHE SCHULE,26
"NIEDERLANDISCH,18.JAHRHUNDERT","NIEDERLANDISCH 17.IAHRH. | NIEDERLANDISCH, 16.JAHRHUNDERT | NIEDERLANDISCH,17.JAHRH. | NIEDERLANDISCH,17.JAHRHUNDERT | NIEDERLANDISCH,18.JAHRHUNDERT | NIEDERLANDISCH,2.HALFTE 16.JAHRH. | NIEDERLANDISCH,ANFANG 18.JAHRHUNDERT | NIEDERLANDISCH.17.JAHRH | NIEDERLANDISCHE SCHULE DES 17. JAHRHUNDERT | NIEDERLANDISCHE SCHULE DES XVII. JAHRH. | NIEDERLANDISCHE SCHULE DES XVII. JAHRHUNDERTS | NIEDERLANDISCHE SCHULE XVII.JAHRH. | NIEDERLANDISCHE SCHULE XVIII.JAHRH. | NIEDERLANDISCHE SCHULE,XVII.JAHRH. | Niederlandisch XVll. Jahrh. | Niederlandisch, 17. Jahrh. | Niederlandisch,16. Jahrh. | Niederlandisch,17. Jahrh.",26
ITALIAN SCHOOL,ITALIAN SCHOOL | ITALIAN SCHOOL XVCENTURY | ITALIAN SCHOOLS | ITALIANSCHOOL | Ital. Schule,25
HOLLANDISCHER MEISTER DES 17. JAHRHUNDERTS,"HOLLAND. MEISTER DES XVII.JAHRHUNDERTS | HOLLAND. STILLEBENMALER UM DIE MITTE DES 17.JAHRHUNDERTS | HOLLANDISCHE MEISTER DES 17.JAHRHUNDERTS | HOLLANDISCHER MALER DES 17.JAHRHUNDERTS | HOLLANDISCHER MEISTER DES 17. JAHRH | HOLLANDISCHER MEISTER DES 17. JAHRHUNDERTS | HOLLANDISCHER MEISTER DES 17.IAHRHUNDERTS | HOLLANDISCHER MEISTER DES 17.JAHRH. | HOLLANDISCHER MEISTER DES 17.JAHRHUNDERTS | HOLLANDISCHER MEISTER DES 18. JAHRHUNDERTS | HOLLANDISCHER MEISTER DES 18.JAHRHUNDERTS | HOLLANDISCHER MEISTER DES XVII. JAHRH. | HOLLANDISCHER MEISTER DES XVIII.JAHRH | HOLLANDISCHER MEISTER DES XVIII.JAHRHUNDERTS | HOLLANDISCHER MEISTER,XVII.JAHRH. | HOLLANDISCHER MEISTER,XVIII.JAHRHUNDERT | Hollandischer Meister XIx. Jahrhundert | Hollandischer Meister,17. Jahrh. | HollÃ¤ndischer Meister d. 17. Jahrh.",25
Vlamischer Meister a.d. 17. Jahrh,BOHMISCHER MEISTER DES 18. JAHRHUNDERTS | FLAMISCHER MEISTER DES 16.JAHRHUNDERTS | FLAMISCHER MEISTER DES 17. JAHRHUNDERTS | VLAMISCHER MALER DES 16.JAHRHUNDERTS | VLAMISCHER MALER DES 17.IAHRHUNDERTS | VLAMISCHER MALER DES XVII. JAHRH. | VLAMISCHER MEISTER DES 16.JAHRHUNDERTS | VLAMISCHER MEISTER DES 17. JAHRHUNDERTS | VLAMISCHER MEISTER DES 17.(?) JAHRHUNDERTS | VLAMISCHER MEISTER DES 17.JAHRH. | VLAMISCHER MEISTER DES 17.JAHRHUNDERTS | VLAMISCHER MEISTER XVII. JAHRH. | VLAMISCHER MEISTER des 17. Jahrh | VLAMISCHER MEISTER des 17.Jahrh | VLÃMISCHER MEISTER DES 17.JAHRH. | Vlamischer Meister a.d. 17. Jahrh,25
LOMBARDISCHE SCHULE,ALTKOLNISCHE SCHULE | COLNISCHE SCHULE | KOLNISCHE SCHULE | LOMBARDISCHE SCHULE,25
OBERITALIENISCHER MEISTER,OBERDEUTSCHER MEISTER | OBERITALIENISCHER MEISTER | Oberdeutscher Meister,25
ECOLE ROMAINE,ECOLE ROMAINE | ROMISCH | Romisch | Romische,24
ECOLE DU XVIII SIECLE,ECOLE ALLEMANDE DU XVIE SIECLE | ECOLE DU XV SIECLE | ECOLE DU XVI SIECLE | ECOLE DU XVII SIECLE | ECOLE DU XVIII SIECLE | ECOLE DU XVIIe SIECLE | ECOLE DU XVIe SIECLE | ECOLE DU XVe SIECLE | ECOLE FLAMANDE DU XVIEME SIECLE | ECOLE FLAMANDE DU XVIIIme SIECLE | ECOLE FLAMANDE DU XVIeme SIECLE | ECOLE FLAMANDE XVI SIECLE | ECOLE ITALIENNE DU XVIHIE SIECLE | ECOLE de SALERNE XV siecle,24
BOLOGNESISCHE SCHULE,BOLOGNESER MEISTER | BOLOGNESER SCHULE | BOLOGNESISCH | BOLOGNESISCHE SCHULE | BOLOGNESISCHER MEISTER,24
Chine,CHINA | CHINE | CHINESE | CHINESISCHE SCHULE | CHINESISCHER MEISTER | China | Chine | Chinese | Chinesische | chinesische,23
FLORENTINE SCHOOL,FLORENTINE SCHOOL | FLORENTINE SCHOOL XIV CENTURY | FLORENTINE SCHOOL XV CENTURY | FLORENTINE SCHOOL XVCENTURY,23
OBERITALIENISCHE SCHULE,OBERDEUTSCHE SCHULE | OBERITALIENISCHE SCHULE | OBERRHEINISCHE SCHULE,23
Altitalienische Schule,Alt-Italienische Schule | Alte Italienische Schule | Altitalienische Schule | Norditalienische Schule | ltalienische Schule | ltalienisdhe Schule,23
Kolnischer Meister,COLNISCH | Gnglischer Meister | KOLNISCHER MEISTER | Kolner Meister | Kolnisch | Kolnische Meister | Kolnischer Meister | KÃ¶lnischer Meister,23
ALT-NIEDERLANDISCH,ALT-NIEDERLANDISCH | Alt-Niederlandisch,23
SUDDEUTSCHE SCHULE,SUDDEUTSCHE SCHULE,23
SCUOLA UMBRA,SCUOLA UMBRA | SCUOLA UMBRA-MARCHEGIANA,22
Ecole Venitienne,Ecole Venitien | Ecole Venitienne | Ecole venitienne | Ecole venitienne (Tiepolo),22
Berlin,BERLINER KUNSTLER | BERLINER MEISTER | BERLINER SCHULE | Berlin | Berliner,22
HOLLANDISCH,HOLLAENDISCH | HOLLAENDISCHE SCHULE | HOLLAENDISCHES GEMAELDE | HOLLANDISCH | HOLLANDISCHESCHULEVON,22
"DEUTSCH,18.JAHRHUNDERT","DEUTSCH 18. JHRH. | DEUTSCH MITTE 19.JAHRH. | DEUTSCH, 18. JAHRH. | DEUTSCH,17.JAHRHUNDERT | DEUTSCH,18.JAHRH. | DEUTSCH,18.JAHRHUNDERT | DEUTSCH,ENDE 18. JAHRHUNDERT | Deutsch 19.Jahrh. | Deutsch, 16. Jahrh. | Deutsch, 17. Jahrh. | Deutsch, 18. Jahrh. | Deutsch,17.-18.Jahrhundert | Deutsch,18. Jahrh. | Deutsch,19.Jahrh. | Deutsch,Anfang 19. Jahrh. | Deutsch,Mitte 18. Jahrh.",22
SCUOLA FERRARESE,SCUOLA CREMONESE | SCUOLA FERRARESE | SCUOLA GENOVESE | SCUOLA MODERNA | SCUOLA VERONESE | SCUOLAVERONESE,21
ECOLE LOMBARDE,ECOLE LOMBARDE,21
ALTBELGISCHER MEISTER,ALTBELGISCHER MEISTER | FLAEMISCHER BAUERNMALER | FLAEMISCHER MANIERIST | FLAEMISCHER MEISTER | FLAEMISCHER SITTENMALER | SUDNIEDERLANDISCHER MEISTER | SUDNIEDERLANDISCHER RENAISSANCEMALER,21
ECOLE TOSCANE,ECOLE TOSCANE,20
Italienische Schule des XVll. Jahrhunderts,Italienische Schule 15. Jahrhundert | Italienische Schule 17. Jahrhundert | Italienische Schule des 15. Jahrh. | Italienische Schule des 16. Jahrh. | Italienische Schule des 17. Jahrhunderts | Italienische Schule des 17.18. Jahrhunderts | Italienische Schule des 18. Jahrhunderts | Italienische Schule des XVI. Jahrh. | Italienische Schule des XVI. Jahrhunderts | Italienische Schule des XVll. Jahrhunderts | Italienische Schule um 1540 | Italienische Schule um 1600 | Italienische Schule um 1650 | Italienische Schule um 1660 | Italienische Schule um 1760,20
Vlamisch,VLAMISCH | Vlamisch | Vlamische Sehule | VlÃ¤misch,20
Deutsche Schule des 18. Jahrhunderts,"DEUTSCHE SCHULE des 19. Jahrhunderts | DEUTSCHE SCHULE, 18. Jahrhundert | Deutsch 16. Jahrhundert | Deutsch, 19. Jahrhundert | Deutsch,Mitte 19. Jahrhundert | Deutsche (?) Schule des 18. Jahrhunderts | Deutsche Meister 18. Jahrhundert | Deutsche Schule Anfang des 19. Jahrhunderts | Deutsche Schule des 16. Jahrhunderts | Deutsche Schule des 17. Jahrhunderts | Deutsche Schule des 18. Jahrhunderts | Deutsche Schule, Ende des 18. Jahrhunderts | Deutsche Schule. 17. Jahrhundert | Deutsche Schule. 18. Jahrhundert | Deutsche Schulen des XVIII. Jahrhunderts | Deutscher Landschafter des 19. Jahrhunderts",19
Oberdeutsche Schule,Oberdeutsch | Oberdeutsche Schule,19
Niederlindischer Meister des XVI. Jahrh.,NIEDERDEUTSCHE SCHULE XVI. Jahrh. | NIEDERDEUTSCHER MEISTER | Niederdeutscher Meister | Niederiandischer Meister | Niederlindische Meister | Niederlindischer Meister | Niederlindischer Meister des XVI. Jahrh. | NiederlÃ¤ndisch | NiederlÃ¤ndischer KÃ¼nstler | NiederlÃ¤ndischer Meister | Niederrheinischer Meister des 16. Jahrh.,19
Ecole florentine,Ecole Florentine | Ecole florentine | Ecole florentine du XVI siecle | Ecole florentine du xV. siecle,18
Byzantinische Schule,BYZANTINE SCHOOL | Byzantinilche Schule | Byzantinische Schule,18
Schule,Schule | Schule Francken | Schule Franken | Schule der Francken | Schule van DYCK,18
Schule von Siena,Der Sieneser Schule | Schule von Bologna | Schule von Siena | Schule von Verona | Schule von Vicenza | Shule von Siena | dessen Schule,18
NIEDERRHEINISCH,NIEDERBAYRISCH | NIEDERDEUTSCH | NIEDERLAENDER | NIEDERLANDER | NIEDERLANDER MEISTER | NIEDERLÃNDISCH | NIEDERRHEINISCH | Niederdeutsch | Niederrheinisch,18
Rheinisch,RHEINISCH | Rheinisch | Rheinisch-Kolnisch | Rheinisch-frankische | Rheinisch-franzosisch,17
SCUOLA DI RUBENS,SCUOLA DEL BAROCCIO | SCUOLA DEL BRONZINO | SCUOLA DEL CORREGGIO | SCUOLA DEL FRANCIA | SCUOLA DEL GANALETTO | SCUOLA DEL GHIRLANDAIO | SCUOLA DEL MURILLO | SCUOLA DEL PERUGINO | SCUOLA DEL PINTURICCHIO | SCUOLA DEL POUSSIN | SCUOLA DEL PRITERA | SCUOLA DEL RUBENS | SCUOLA DEL TINTORETTO | SCUOLA DEL TIZIANO | SCUOLA DI RUBENS,17
Scuola Fiorentina,Scuola Fiorentina | Scuola fiorentina,17
FRENCH SCHOOL,FRENCH SCHOOL | FRENCH SCHOOL XV-XVI CENTURY | FRENCH SCHOOL XVCENTURY | FRENCH SCHOOL XVII CENTURY | FRENCH SCHOOL XVIII CENTURY | FRENCH SCHOOLS,17
SCHWABISCHER MEISTER DES 15. JAHRHUNDERTS,SCHWABISCHE SCHULE DES FRUHEN 16.JAHRHUNDERTS | SCHWABISCHER MEISTER DES 14. JAHRHUNDERTS | SCHWABISCHER MEISTER DES 15. JAHRHUNDERTS | SCHWABISCHER MEISTER DES 15.(?) JAHRHUNDERTS | SCHWABISCHER MEISTER DES 16. JAHRHUNDERTS | SCHWABISCHER MEISTER DES 16.(?) JAHRHUNDERTS | SCHWABISCHER MEISTER DES 16.JAHRHUNDERTS | SCHWABISCHER MEISTER DES 17. JAHRHUNDERTS | SCHWABISCHER MEISTER UM 1500 | SCHWEDISCHER MEISTER UM 1830,17
VENEZIANISCH,VENETIANER MEISTER | VENETIANISCH | VENEZIANISCH,17
Schule Rembrandts,Schule REMBRANDT | Schule Rembrandt | Schule Rembrandt Harmensz van Rijn | Schule Rembrandt's | Schule Rembrandts | Schule des Rembrandt | Schule des Rembrandt v.Rijn | Sdhule des Rembrandt | Shule Rembrandts,16
SCUOLA NAPOLETANA,SCUOLA NAPOLETANA | SCUOLA NAPOLITANA | SCUOLA NAPOLITANA PRIMITIVA,16
Ecole Allemande,Ecole Allemande | Ecole allemande,16
ECOLE NEERLANDAISE,ECOLE NEERLANDAISE,16
Rembrandt-Schule,Rembrandt (Copie) | Rembrandt (Schule) | Rembrandt'sche Schule | Rembrandt-Kreis | Rembrandt-Schule | Rembrandts Manie | Rembrandts Manier | Rembrandts Schule,16
NEAPOLITANISCHE SCHULE,NEAPOLITANISCH | NEAPOLITANISCHE SCHULE | NEAPOLITANISCHER MALER | NEAPOLITANISCHER MEISTER | NEAPOLITANISCHER SEICENTIST,16
Niederrheinischer Meister,NIEDERRHEINISCHER MEISTER | NIEDERRHEINISCHER MEISTER UM 1470 | NIEDERRHEINISCHER MEISTER UM 1500 | NIEDERRHEINISCHER MEISTER um 1520 | Niederrheinischer Meister,16
Deutiche Schule,AItdeufiche Schule | Altdeutiche Schule | Deufidhe Schule | Deutfche Schule | Deuticdhe Schule | Deutiche Schule | Qlltdeutfche Schule,16
Miederlandifcbe Scbule,Miederlandifbe Sbule | Miederlandifbe Scbule | Miederlandifcbe Scbule | Miederlandircbe Scbule | Mliederlandifcbe Scbule,16
RUSSISCHE SCHULE,RUSSISCHE SCHULE | RUSSISCHER KUNSTLER | RUSSISCHER LANDSCHAFTSMALER | RUSSISCHER MEISTER,16
Unbekannte Meister Mitte des 19. Jahrhunderts,"UNBEKANNTE MALER des 17. Jahrhunderts | UNBEKANNTE MALER des 18. Jahrhunderts | UNBEKANNTE MALER, Ende des 18. Jahrhunderts | Unbekannte Meister Mitte des 18. Jahrhunderts | Unbekannte Meister Mitte des 19. Jahrhunderts | Unbekannte Meister des 17. Jahrhunderts | Unbekannte Meister des 17.Jahrhunderts | Unbekannte Meister des 18. Jahrhunderts | Unbekannte Meister des 18.Jahrhunderts | Unbekannte Meister des 19. Jahrhunderts | Unbekannter Meister der 1. Halfte des 19. Jahrhunderts | Unbekannter Meister der 2. Halfte des 17.Jahrhunderts | Unbekannter Meister vom Anfang des 19. Jahrhunderts | Unbekannter Meister vom Ende des 17. Jahrhunderts",16
ITALIENISCH 18.JHRH.,"ITALIENISCH 17.JHRH. | ITALIENISCH 18.JHRH. | ITALIENISCH 19.JHRH. | ITALIENISCH, 16.JAHRH. | ITALIENISCH,-17.Jahrhundert | ITALIENISCH,15.JAHRH. | ITALIENISCH,16.JAHRH. | ITALIENISCH,16.JAHRHUNDERT | ITALIENISCH,17. JAHRHUNDERT | ITALIENISCH,MITTE 16. JAHRHUNDERT | Italienisch, 17. Jahrh. | Italienisch, Ende 16.Jahrh. | Italienisch,17.Jahrhundert | Italienisch,18. Jahrh. | Italienisch,18.Jahrhundert",16
Deutsch um 1450,"DEUTSCH UM 1720 | DEUTSCH UM 1770 | DEUTSCH UM 1800 | DEUTSCH UM 1830 | DEUTSCH UM 1860 | DEUTSCH UM 1880 | DEUTSCH UM 1890 | DEUTSCH,UM 1677 | DEUTSCH,UM 1700 | DEUTSCH,UM1581 | DEUTSCH,UM1800 | Deutsch um 1450 | Deutsch um 1549 | Deutsch um 1700 | Deutsch um 1810 | Deutsch,um 1840",16
Frankreich,FRANCAIS | FRANCAISES | FRANKISCH | Frainkische | Francaise | France | Frankisch | Frankische | Frankreich | frankische,15
ECOLE BYZANTINE,ECOLE BYZANTINE | ECOLE GRECO-BYZANTINE | ECOLE ITALO-BYZANTINE | ECOLE VENETO-BYZANTINE | Ecole byzantine,15
Frankenthal,FRANKENTHAL | FRANKREICH | Frankenthal,15
Bologneser Schule,BOLOGNESE SCHOOL | Bologneser Schule | Bolognesische Schule,15
van Dyck (Schule),Anton van Dyck-Schule | Schule des A. van Dyck | Schule des A.v. Dyck | Schule des A.van Dyck | Schule des H. Dan Dyck | Schule van Dyck | Schule van Dydk | Van Dyck.Schule | van Dyck (Schule) | van Dyck oder dessen Schule,15
Suddeutscher Meister,Siddeutscher Meister | Suddeutscher Meister | Suiddeutscher Meister | SÃ¼ddeutscher Meister,15
Italienisch um 1700,"Htalienischer Meister um 1700 | ITALIENISCH UM 1600 | ITALIENISCH UM 1830 | ITALIENISCH UM 1850 | ITALIENISCH,UM 1570-80 | ITALIENISCHER MEISTER UM 1600 | ITALIENISCHER MEISTER UM 1800 | ITALIENISCHER MEISTER um 1700 | Italienisch um 1630 | Italienisch um 1700 | Italienisch,um 1600 | Italienisch,um 1820 | Italienisch,um 1870 | Italienischer Meister um 1700",15
OBERITALIENISCH,NORDITALIENISCH | NORDITALIENISCHER MEISTER | OBERITALIENISCH | OBERRHEINISCH | Oberrheinisch,15
SCUOLA DI CRIVELLI,SCUOLA DEI BONIFAZI | SCUOLA DEI CARACCI | SCUOLA DEI GARACCI | SCUOLA DELLUINI | SCUOLA DI BASSANO | SCUOLA DI BOTTICELLI | SCUOLA DI CIMABUE | SCUOLA DI CRIVELLI | SCUOLA DI GIOTTO | SCUOLA DI MASOLINO | SCUOLA DI MICHELANGELO | SCUOLA DI MURANO | SCUOLA DI RIGAUD | SCUOLA DI SIVIGLIA,14
ECOLE DE SIENNE,ECOLE DE SIENNE | ECOLE DE SIENNE XIIIEME SIECLE,14
Meissen,MEISSEN | MEISSENER | Meissen | Meisser | meissen,14
Murano,Murano,14
Japanische,JAPANISCHE | Japan | Japanische | Japon | japonaises,14
ART FRANCAIS,ART DES FRANCIA | ART FRANCAIS,14
Alt-Italienisch,ALT-ITALIENISCH | Alt Italienisch | Alt-Italienisch | Alt-Italienischer Meister | Alt-italienischer Meister | Altitalienischer Meister,14
HAARLEMER SCHULE,HAARLEMER SCHULE | HAARLEMERSCHULE | HAARLEMSCHE SCHULE | Haarlemer Schule,14
SCHULE DES CORREGGIO,SCHULE DES ANGELO BRONZINO | SCHULE DES ANTONIO ALLEGRI | SCHULE DES CANALETTO | SCHULE DES CORREGGIO | SCHULE DES DOMENICHINO | SCHULE DES GIORGIONE | SCHULE DES GUIDO RENI | SCHULE DES PERUGINO | SCHULE DES TINTORETTO | SCHULE des GIORGIONE | SCHULE des GIOTTO | SCHULE des GUIDO RENI,14
Wiener Schule,Alt Wiener Schule | Wiener Schule | Wiener Schule. | Wienerschule,14
SCHWABISCHE SCHULE,SCHWABISCH | SCHWABISCHE SCHULE | Schwabische | schwabisch,14
SCUOLA TOSCANA,SCUOLA CATALANA | SCUOLA TOSCANA,13
ECOLE BOLONAISE,"ECOLE BOLONAISE | ECOLE BOLONAISE,XIVE SIECLE",13
ECOLE SIENNOISE,ECOLE SIENNOISE | ECOLE VIENNOISE,13
ECOLE DE F. BOUCHER,BOUCHER (Ecole de FRANcoIs) | BOUCHER (Ecole de) | ECOLE DE CHARDIN | ECOLE DE F. BOUCHER | ECOLE DE LE BRUN | ECOLE DE PIETER BREUGHEL,13
SCUOLA TEDESCA,SCUOLA TEDESCA | Scuole Tedesche,13
ANTWERPENER MEISTER,ANTWERPENER MANIERIST | ANTWERPENER MEISTER,13
FRANZOSISCH UM 1810,FRANZOSISCH 1569 | FRANZOSISCH GEGEN 1700 | FRANZOSISCH GEGEN 1780 | FRANZOSISCH UM 1650 | FRANZOSISCH UM 1700 | FRANZOSISCH UM 1735 | FRANZOSISCH UM 1780-90 | FRANZOSISCH UM 1790 | FRANZOSISCH UM 1810 | FRANZOSISCH UM 1810-20 | FRANZOSISCH UM 1820 | FRANZOSISCH UM1860/70,13
MUNCHEN UM 1860,MUNCHEN UM 1830 | MUNCHEN UM 1850 | MUNCHEN UM 1860 | MUNCHEN UM 1870 | MUNCHEN UM 1870/80 | MUNCHEN UM 1880 | MUNCHENER MEISTER UM 1870 | MUNCHNER MEISTER um 1850 | MUNCHNER SCHULE UM 1870 | Muinchener Meister um 1850,13
BOLOGNA,BOLOGNA,13
SCUOLA MARCHEGIANA,SCUOLA MARCHEGIANA | SCUOLA MARCHIGIANA | SCUOLA MARCHIGIANA-VIVARINESCA,12
SCUOLA ITALIANA,ALTE ITALIENISCHE SCHULE | FRUHE ITALIENISCHE SCHULE | Primitiver Italiener | Primitiver Italienischer Meister | SCUOLA DELL'ITALIA CENTRALE | SCUOLA ITALIANA | SCUOLA ITALIANA DEL DUGENTO | SCUOLA ITALIANA PRIMITIVA | Scuola Italiana,12
Ecole Lombarde,Ecole Lombarde | Ecole lombarde,12
Wien,Autriche | WIEN | Wien,12
ECOLE NAPOLITAINE,ECOLE NAPOLITAINE,12
MAITRE FLAMAND,MAITRE FLAMAND | MAITRE FLAMAND DU XVIIESIECLE | MAiTRE FLAMAND | MAiTRE FLAMAND DU XVEME SIECLE,12
ECOLE HOLLANDAISE (xvIIe siecle),ECOLE ANGLAISE (XIXe siecle) | ECOLE ANGLAISE (XVIII siecle) | ECOLE ANGLAISE (XVIIIe siecle) | ECOLE FRANGAISE(xvIe siecle) | ECOLE FRANQAISE(xvIHe siecle) | ECOLE HOLLANDAISE (XVI SIECLE) | ECOLE HOLLANDAISE (XVII SIECLE) | ECOLE HOLLANDAISE (xvIIe siecle) | ECOLE HOLLANDAISE (xvIe siecle) | ECOLE HOLLANDAISE (xvIr siecle) | ECOLE LYONNAISE XVIe siecle,12
ECOLE DU MONT ATHOS,ECOLE DU MONT ATHOS,12
