index,num,title,text,catalogue_id
35,40,"40. SIX PORTIÈRES DOUBLES en damas rouge à palmes, galon velours de Gênes, doublure soie rouge, et deux rideaux de fenêt","40. SIX PORTIÈRES DOUBLES en damas rouge à palmes, galon velours de Gênes, doublure soie rouge, et deux rideaux de fenêtre même étoffe, non doublés, avec deux galeries en bois doré et sculpté et embrasses

Portières: Long. m. 2.65 - Larg. m. 1.20. Rideaux: Long. m. 5.00 - Larg. m. 1.20.

ECOLE VEN TIENNE 40bis PORTRAIT DE GENTILHOMME en costume jaune. Beau tableau sur toile, cadre blanc et or.

Larg: m. I.14 - Haut. m. 1.33.

Larg. m. 1.35 - Haut. m. 1.8O.

Voir illustration, planche",documents/BO0624_4670
36,41,"41. SAINTE MARGUERITE. Tableau sur toile, sans cadre.","41. SAINTE MARGUERITE. Tableau sur toile, sans cadre.

- ECOLE DE BOLOGNE ...",documents/BO0624_4670
37,42,"42. L'OBSÉDÉE. Panneau sur toile, sans cadre. Larg. m. I.35 - Haut. m. 1.80","42. L'OBSÉDÉE. Panneau sur toile, sans cadre. Larg. m. I.35 - Haut. m. 1.80",documents/BO0624_4670
38,43,"CONSOLE ARRONDIE à un pied, en bois verni noyer et or.","43. CONSOLE ARRONDIE à un pied, en bois verni noyer et or.

Dessus en albâtre oriental.

Larg. m. I.14 X 0.56 - Haut. m. 1.00",documents/BO0624_4670
39,I,"NCONNU 44. TABLEAU ALLÉGORIQUe, sur toile, sans cadre","INCONNU 44. TABLEAU ALLÉGORIQUe, sur toile, sans cadre

Larg. m. 1.35 - Haut. m. 1.80

BREVET 1e 44 BERGER EN FUITE; au fond troupeau de brebis attaqué par des renards. Très beau tableau sur bois, cadre blanc CL O1

Larg. m. 0.88 - Haut. m. 0.77.

Voir illustration, planche 5.",documents/BO0624_4670
40,45,"APOLLON. Très bon tableau sur toile, sans cadre","45. APOLLON. Très bon tableau sur toile, sans cadre

Larg. m. 1.35 - Haut. m. 1.80.",documents/BO0624_4670
41,46,"JoLIE PENdULe Louis XVI, en marbre blanc et bronze doré (Lechopié).","46. JoLIE PENdULe Louis XVI, en marbre blanc et bronze doré (Lechopié).

Voir illustration, planche 25.

- VAN DYCK (attribué à). 47. PORTRAIT DE DAME tenant un perroquet. Beau tableau sur toile, sans cadre.

Larg. m. 0.97 - Haut. m. 2.15.

vour wustration, planche 18.",documents/BO0624_4670
42,47,"bis. SUPERBE BOUTEILLE à panse, en majolique de « CAFFAGIOLO ». Décor de déesse sur fonds bleu et ornements polychromes.","- 47bis. SUPERBE BOUTEILLE à panse, en majolique de « CAFFAGIOLO ». Décor de déesse sur fonds bleu et ornements polychromes.

Haut. m. 0.37

Voir illustration, planche 19.",documents/BO0624_4670
43,48,"GRANDE CONSOLE style Louis XVI, en bois verni noyer et or. Dessus en albâtre oriental.","48. GRANDE CONSOLE style Louis XVI, en bois verni noyer et or. Dessus en albâtre oriental.

Larg. m. 1.50 X 0.75 - Haut. m. 1.05",documents/BO0624_4670
44,49,GRANDE CONSOLE. Pendant de la précédente.,49. GRANDE CONSOLE. Pendant de la précédente.,documents/BO0624_4670
45,2,"LUCAS DE LEYDE 49bis. TRÈS BEAU PORTRAIT D'HOMME, avec beret rouge, tenant dans sa main un œillet. Sur bois, coins arrondis, cadre en bois doré.","2. LUCAS DE LEYDE 49bis. TRÈS BEAU PORTRAIT D'HOMME, avec beret rouge, tenant dans sa main un œillet. Sur bois, coins arrondis, cadre en bois doré.

Larg. m. 0.25 - Haut. m. 0.34.

Voir illustration, planche 7.",documents/BO0624_4670
46,I,"NCONNU 50. PoRTRAIT D'HoMMe sur toile, cadre bois verni. Larg. m. 1.22 - Haut. m. 1.95","- INCONNU 50. PoRTRAIT D'HoMMe sur toile, cadre bois verni. Larg. m. 1.22 - Haut. m. 1.95
- ECOLE FLAMANDE. 51. GRAND PAYSAGE, perspective d'église avec bateaux remplis de personnages. Tableau sur toile, sans cadre.

Larg. m. 2.45 - Haut. m. 2.15

- ECOLE FLAMANDE.. 52. PERSPECTIVE D'UN PALAIS au bord d'un lac, pendant du précédent. Toile sans cadre.

Larg. m. 2.38 - Haut. m. 2.15.",documents/BO0624_4670
47,53,"UNE LAMPE, formée d'un vase Chine, monture bronze doré, avec globe.","53. UNE LAMPE, formée d'un vase Chine, monture bronze doré, avec globe.

Haut. m. 0.40",documents/BO0624_4670
48,I,"NCONNU 54. CINQ PETITS PANNEAUX, sujets chinois, sur fonds noir genre laque. Cadre en bois verni.","INCONNU 54. CINQ PETITS PANNEAUX, sujets chinois, sur fonds noir genre laque. Cadre en bois verni.

Quatre : Larg. m. 0.52 - Haut. m. 0.35

Un: Larg. m. 0.43 - Haut. m. 0.28.",documents/BO0624_4670
49,55,"ONZE DIVERSES SANGUINES, d'après Angelica Kauffmann, par Bartolozzi, et des graveurs de son école, sujets allégoriques et mythologiques. Cadres ronds, dorés, de l'époque.","55. ONZE DIVERSES SANGUINES, d'après Angelica Kauffmann, par Bartolozzi, et des graveurs de son école, sujets allégoriques et mythologiques. Cadres ronds, dorés, de l'époque.",documents/BO0624_4670
50,2,"ECOLE DE BOLOGNE. 56. Ecce Hovo. Tableau sur toile, cadre en bois doré. Larg. m. 0.51 - Haut. m. 0.43","2. ECOLE DE BOLOGNE. 56. Ecce Hovo. Tableau sur toile, cadre en bois doré. Larg. m. 0.51 - Haut. m. 0.43

ECOLE FRANCAISE 57. PORTRAIT DE GENTILHOMME, à perruque. Sur toile, cadre bois verni

Larg. m. 0.97 - Haut. m. 1.28.",documents/BO0624_4670
51,58,"58. PETIT TEMPLE à colonnes en marbre divers sur base carrée en jaune de Sienne, à l'intérieur un amour en métal doré, o","58. PETIT TEMPLE à colonnes en marbre divers sur base carrée en jaune de Sienne, à l'intérieur un amour en métal doré, ornements de même.

faut. m. 0.40

ECOLE VÉNITIENNE.",documents/BO0624_4670
52,59,59. LA RENOMMÉE ET LE TEMPS. Tableau sur toile sans cadre. Larg. m. 1.35 - Haut. m. 1.70.,"59. LA RENOMMÉE ET LE TEMPS. Tableau sur toile sans cadre. Larg. m. 1.35 - Haut. m. 1.70.

- PlOiEux, 1625n190g, Genes le",documents/BO0624_4670
53,60,"60. LEs JUmeAux. Joli tableau sur toile, cadre en bois blanc","60. LEs JUmeAux. Joli tableau sur toile, cadre en bois blanc

ClOI

Larg. m. 1.18 - Haut. m. 0.68",documents/BO0624_4670
54,61,"DEUx coNsoLEs à un pied, forme colonne dorique en bois verni brun, dessus en « broccatello di Spagna.»","61. DEUx coNsoLEs à un pied, forme colonne dorique en bois verni brun, dessus en « broccatello di Spagna.»

Larg. m. 1.15 X 0.50 - Haut. m. 1.00

SALVATOR BISSA (attribué a) 62. ERMITAGE. Tableau sur toile, cadre en bois verni.

Larg. m. 1.00 - Haut. m. 1.10

Le meme 63. ERMITAGE. Pendant du précedent.

Larg. m. 1.00 - Haut. m. 1.10
| Le meme                | 65. PAYSAGE ANIMÉ. Pendant du précédent. Larg. m. 1.00 - Haut. m. I.10.                                                                      |
|------------------------|----------------------------------------------------------------------------------------------------------------------------------------------|
|                        | 66. NEUF FAUTEUILs en noyer sculpté, revernis (style Louis XV), dossiers et sièges recouverts de damas rouge à palmes.                       |
|                        | CORE NON EN 6 BATAILLE. Tableau sur toile, cadre en bois verni Larg. m. 1.50 - Haut. m. 1.35                                                 |
| Le même                | 68. BaTaILLE. Pendant du précédent.                                                                                                          |
|                        | 69. CoNsoLE LoUIs XV, en bois très richement sculpté à guir- landes de fleurs, dessus en marbre blanc. Larg. m. 1.24 X 0.65 - Haut. m. 0.94. |
|                        | 70. ARCHITECTURE ET PERSONNAGES. Tableau sur toile, cadre en bois verni. Larg. m. 1.23 - Haut. m. 1.25                                       |
| le même                | 71. PERSPECTIVE D'ARCHITECTURE. Tableau sur toile, cadre en bois verni Larg. m. 1.20 - Haut. m. 1.20                                         |
| DU JARDIN (Karel)      | 72. HALTE dE PAYSANs avec leurs troupeaux dans un paysage avec cascade. Sur toile, cadre en bois verni Larg. m. 1.20 - Haut. m. 1.20.        |
| PONTE ASSAU, 1510-1592 | 73. LA FILEUSE ET LA DENTELLIÈRE, bel effet de lumière. Sur toile, cadre en bois verni. Larg. m. 1.35 - Haut. m. 0.87                        |
|                        | 74. CoMMODE LouIs XVI en bois de noyer, intarsié de bois de rose, dessus en marbre vert de Polcevera. Larg. m. 1.20 X o.60 - Haut. m. 0.88.  |",documents/BO0624_4670
55,76,"PETITE TABLE DE NUIT, même bois et marbre. Larg. m. 0.50 X 0.34 - Haut. m. 0.86.","76. PETITE TABLE DE NUIT, même bois et marbre. Larg. m. 0.50 X 0.34 - Haut. m. 0.86.",documents/BO0624_4670
56,2,"TEMPESTA A. (attribué à). 77. BATAILLE NAVALE. Tableau sur toile, cadre en bois verni. Larg. m. 0.90 - Haut. m. 0.73.","2. TEMPESTA A. (attribué à). 77. BATAILLE NAVALE. Tableau sur toile, cadre en bois verni. Larg. m. 0.90 - Haut. m. 0.73.",documents/BO0624_4670
57,3,"Le même . 78. MARInE, naufrage d'un vaisseau. Tableau sur toile, cadre en bois verni.","3. Le même . 78. MARInE, naufrage d'un vaisseau. Tableau sur toile, cadre en bois verni.

Larg. m. 0.99 - Haut. m. 0.71.

- Le même 79. BATAILLE NAVALE. Tableau sur toile, cadre en bois verni. Larg. m. 0.96 - Haut, m. 0.74.",documents/BO0624_4670
58,I,"NCONNU 80. PAYSAGE ANIMÉ. Sur toile, cadre en bois verni Larg. m. 0.96 - Haut. m. 0.74.","- INCONNU 80. PAYSAGE ANIMÉ. Sur toile, cadre en bois verni Larg. m. 0.96 - Haut. m. 0.74.
- ECOLE DE PARME 8T. UNE LUTTE D'ENFANTS. Esquisse sur toile, cadre en bois verni.

Laro. M. 035 - laut. m. 0.25",documents/BO0624_4670
59,82,DEUX CHANDELIERS (époque Empire) en argent plaqué. Haut. m. 0.17.,82. DEUX CHANDELIERS (époque Empire) en argent plaqué. Haut. m. 0.17.,documents/BO0624_4670
60,2,"CARBONE (4-10 Bernard). . 83. ARcHIMÈDE. Tableau sur toile, sans cadre. Larg. m. 1.35 - Haut, m. 1.70.","2. CARBONE (4-10 Bernard). . 83. ARcHIMÈDE. Tableau sur toile, sans cadre. Larg. m. 1.35 - Haut, m. 1.70.",documents/BO0624_4670
61,3,"Le même 84. CAiN ET ABEL. Tableau sur toile, sans cadre Larg. m. I.35 - Haut. m. 1.70.","3. Le même 84. CAiN ET ABEL. Tableau sur toile, sans cadre Larg. m. I.35 - Haut. m. 1.70.",documents/BO0624_4670
62,85,DEUX CHANDELIERS (style Empire) en argent plaqué. Haut. m. 0.23. NCONNU,"85. DEUX CHANDELIERS (style Empire) en argent plaqué. Haut. m. 0.23.
<!-- image -->

## DEUXIÈME VENTE

## Jeudi 30 Novembre à 14 heures et demie précises INCONNU",documents/BO0624_4670
63,86,"DEUx vASES CHINE, fonds bleu, reserves à personnages. Haut. m. 0.45.","86. DEUx vASES CHINE, fonds bleu, reserves à personnages. Haut. m. 0.45.",documents/BO0624_4670
64,87,"PORTRAIT DE GENTILHOMME, en pourpoint noir, sur toile, cadre bois verni.","87. PORTRAIT DE GENTILHOMME, en pourpoint noir, sur toile, cadre bois verni.

Larg. m. 1.22 - Haut. m. 1.95.",documents/BO0624_4670
65,88,"DIx-SEPT FIGURINES en terre cuite peinte, représentants des types portugais.","88. DIx-SEPT FIGURINES en terre cuite peinte, représentants des types portugais.

Haut. m. 0.30.",documents/BO0624_4670
66,89,"PRESSE-PAPIER en marbre noir avec camée, portrait du pape Pie VII.","89. PRESSE-PAPIER en marbre noir avec camée, portrait du pape Pie VII.

PIOLA (Paul-Jerome)

Le meme •",documents/BO0624_4670
67,90,"JÉSUS ET LA MADELEINE. Sur toile, cadre bois doré.","90. JÉSUS ET LA MADELEINE. Sur toile, cadre bois doré.

Larg. m. 0.60 - Haut. m. 0.80.",documents/BO0624_4670
68,91,"LE BAPTÊME AU TEMPLE. Sur toile, cadre bois doré.","91. LE BAPTÊME AU TEMPLE. Sur toile, cadre bois doré.

Larg. m. 0.56 - Haut. m. 0.82.
|                     | 92. NÉCESSAIRE ANCIEN pour ingénieur, étui en cuir noir, orne- ments à petits fers; à l'intérieur décors à petits fers or sur rouge. (Butterfield, Paris).   |
|---------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------|",documents/BO0624_4670
69,I,"NCONNU             | 93. PoRTRAIT d'un gentilhomme à collerette. Sur toile, cadre bois verni Larg. m. 1.22 - Haut. m. 1.05                                                        |","| INCONNU             | 93. PoRTRAIT d'un gentilhomme à collerette. Sur toile, cadre bois verni Larg. m. 1.22 - Haut. m. 1.05                                                        |
|                     | 94. PoRTE-PORTRAIT en bois sculpté et doré, fonds velours rouge Larg. m. 0.45 - Haut. m. 0.60.                                                               |
| ECOLE VENITIENNE... | 95. L'ADORATION DES MAGES. Joli tableau à bel effet de lumière. Sur toile, cadre bois blanc et or. Larg. m. 1.10 - Haut. m. 1.35.                            |
|                     | 96. DEUX GRANDS PISTOLETS d'arçon anciens. Monture argent. (XVIIme siècle).                                                                                  |
|                     | 97. DEUX JOLIES SANGUINEs, d'après Hamilton: Summer, gravé par Facius; Winter, par Michel. Cadres ronds vernis et dorés de l'époque                          |
|                     | 98. JoLIE ÉPÉE (époque Empire), manche en nacre, lame da- masquinée, fourreau en cuir.                                                                       |
|                     | 99. PAySAGE avec chasse. Dessus de porte. Sur toile, cadre blanc et or. Larg. m. 0.85 - Haut. m. 0.49                                                        |
| Le meme             | 100. VUE DE ROME pendant le carnaval. Dessus de porte. Pendant du précédent. Larg. m. 0.05 - Haut. m. 0.49                                                   |
|                     | 101. MINIATURE sur parchemin. Découpure d'un livre de psaumes du XIIIme siècle, cadre bois doré. Larg. m. 0.10 - Haut. m. 0.12.                              |
|                     | 102. JOLI PETIT BUFFeT en arable fileté de noyer des Indes, décor et battants des portes à sculptures ajourées, fonds glace.                                 |

Larg. m. I.50 X 0.43 - Haut, m. 1.80
•103. DEUX PETITES ÉTAGÈREs du même bois que le buffet.

Larg. m. 0.70 X 0.32 - Haut. m. 1.05.

- ECOLE FLORENTINE 104. UN SAINT EN EXTASE. Tableau sur bois, cadre en bois blanc et or.

Larg. m. 0.55 - Haut, m. 0.76.

- ECOLE FLAMANDE. 105. JEUNE GUERRIER entouré de paysans. Beau tableau sur toile, cadre blanc et or.

Larg. m. 1.75 — Haut. m. 1.75.",documents/BO0624_4670
70,106,JOLIE TABLE À JEU pour échecs et dames à deux coulisses et tiroir en noyer des Indes incrusté de différents bois. Larg. m. 1.50 X o.61 - Haut. m. 0.75.,106. JOLIE TABLE À JEU pour échecs et dames à deux coulisses et tiroir en noyer des Indes incrusté de différents bois. Larg. m. 1.50 X o.61 - Haut. m. 0.75.,documents/BO0624_4670
71,107,"DEUX FRISES BRODÉEs à la soie en petit point, dessin de panier de fleurs sur fonds havane. (XVIIe siècle).","107. DEUX FRISES BRODÉEs à la soie en petit point, dessin de 3. panier de fleurs sur fonds havane. (XVIIe siècle).",documents/BO0624_4670
72,108,FAUTEUIL en noyer sculpté Louis XV. Garniture en damas vert.,"108. FAUTEUIL en noyer sculpté Louis XV. Garniture en damas vert.

ECOLE FLAMANDE 109. LE REPOS PENDANT LA FUITE EN EGYPTE. Tableau très curieux sur bois, cadre blanc et or.

Larg. m. 1.75 - Haut. m. 1.02.

Voir illustration, planche 10.

ECOLE VENITIENNE 11O. HÉRODIADE avec la tête de Saint Jean-Baptiste. Tableau sur bois, cadre en bois blanc et or.

Larg. m. 0.97 - Haut. m. 1.I2.

CARLO DOLCE (copie du). . 111. MADoNE. Joli petit tableau sur cuivre. Laro. m. o.13 - Haut. m. o.16.",documents/BO0624_4670
73,112,"PETITE TABLE ronde, laquée et incrustée de nacre.","112. PETITE TABLE ronde, laquée et incrustée de nacre.

Diam. m. 0.40 - Haut. m. 0.72",documents/BO0624_4670
74,113,"DEUX PETITES CHAISES, laque noire incrustée de nacre. Sièges recouverts de damas vert.","113. DEUX PETITES CHAISES, laque noire incrustée de nacre. Sièges recouverts de damas vert.
| ECOLE FLAMANDE      | 114. PAySaGE, au premier plan bergers. Beau tableau décoratif sur toile, cadre bois verni.                                                                            |
|---------------------|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| La meme             | 1I5. PENDANT DU PRÉCÉDENT. Larg. m. 1.60 - Haut. m. 1.60. II6. SEPT TABLES DE JEU carrées en noyer fileté. Dessus pliants et formants triangle.                       |
| ECOLE ESPAGNOLE     | 117. PORTRAIT de Philippe II d'Espagne. Avait la forme ovale, agrandi pour le faire octogone. Sans cadre. Larg. m. 1.35 - Haut, m. 1.75.                              |
| ECOLE HOLLANDAISE.  | 118. PoRTRAIT d'un gentilhomme et de sa femme. Tableau décoratif sur toile, forme octogone, sans cadre.                                                               |
| La meme             | 119. PoRTRAIT de dame. Pendant du précédent.                                                                                                                          |
|                     | 120. GRAND FAUTEUIL Louis XV en bois sculpté et doré, dos- sier et siège recouverts de damas vert.                                                                    |
|                     | 121. BELLE STATUETTE DE VÉNUS en bronze, sur piédestal or- nementé de bronze doré. (Epoque Empire). Haut. m. 0.65.                                                    |
| POUSS 4 160icolas)  | 122. SUPERBE PAYSAGE, au premier plan des blanchisseuses et animaux. Sur toile, cadre bois blanc et or. Larg. m. 1.40 - Haut. m. 1.04. Voir illustration, planche 10. |
| Le meme             | 123. SUPERBE PAYSAGE, au premier plan pêcheur. Pendant du précédent.                                                                                                  |
| PALTROT FA (Pierre) | 124. ARCHITECTURE ET MARINE ANIMÉES. Très joli tableau sur toile, cadre bois blanc et or.                                                                             |

Larg. m. 1.36 - Haut. m. 1.00.",documents/BO0624_4670
