catalogue_id,prev_num,current_num,title,excerpt
documents/BO0624_4454,12,2,Dimens. de la glace m. 0.91 X 0.83.,2. Dimens. de la glace m. 0.91 X 0.83.
documents/BO0624_4454,3,13,"CINQ PORTIÈRES en drap rouge, garnies de rapportées.","13. CINQ PORTIÈRES en drap rouge, garnies de rapportées."
documents/BO0624_4454,16,2,"Toile, larg. m. 1.65 X 2.20.","2. Toile, larg. m. 1.65 X 2.20."
documents/BO0624_4454,3,17,GRAND TAPIS de Bruxelles fond rouge et vert à grands mé- NCONNUS - XVIII siècle.,"17. GRAND TAPIS de Bruxelles fond rouge et vert à grands mé-

Larg. m. 7.50 X 7.50.

## ANTICHAMBRE

## TABLEAUX. INCONNUS - XVIII siècle."
documents/BO0624_4454,56,58,SUSPENSION à gaz à dix becs; bronze doré. Un bec central avec abat-jour à dôme; neuf becs au pourtour en forme de bougie.,58. SUSPENSION à gaz à dix becs; bronze doré. Un bec central avec abat-jour à dôme; neuf becs au pourtour en forme de bougie.
documents/BO0624_4454,76,1,"PLAT ROND sans bord. Ancienne porcelaine de la Chin emille verte. Décor: branches fleuries et oiseau du paradi volant. VASE SPHÉRIQUE godronné posant sur trois pieds; deux anses et couvercle. Riche et fin décor de nombreux personnages et d'ornements divers, émaillés en couleurs et rehaussés de dorures. Grès de Satzuma (Chine).","1. PLAT ROND sans bord. Ancienne porcelaine de la Chin emille verte. Décor: branches fleuries et oiseau du paradi volant.

Diam. m. 0.27. 78. VASE SPHÉRIQUE godronné posant sur trois pieds; deux 2. anses et couvercle. Riche et fin décor de nombreux personnages et d'ornements divers, émaillés en couleurs et rehaussés de dorures. Grès de Satzuma (Chine).

Haut. totale m. 0.61.

Haut. totale m. 0.66.

## FAIENCES."
documents/BO0624_4454,1,79,"DEUX GRANDS VASES, forme aiguière; ancienne faïence du Terchi, décorée en relief, émaillée en couleurs et rehaussée de dorures. Anse formée par une chimère de femme se terminant en volute. Un mascaron à la gorge: godrons et oves en relief. Les vases sont décorés de sujets bachiques peints en émail représentés par des faunes, par des faunesses et par des nym- phes; fonds de paysages avec rochers. Pièces rares.","79. DEUX GRANDS VASES, forme aiguière; ancienne faïence du Terchi, décorée en relief, émaillée en couleurs et rehaussée de dorures. Anse formée par une chimère de femme se terminant en volute. Un mascaron à la gorge: godrons et oves en relief. Les vases sont décorés de sujets bachiques peints en émail représentés par des faunes, par des faunesses et par des nym- 2. phes; fonds de paysages avec rochers. Pièces rares.

Haut. m. 0.64."
documents/BO0624_4454,91,1,Panorama de la ville de Naples et du château dell'Ovo.,1. Panorama de la ville de Naples et du château dell'Ovo.
documents/BO0624_4454,2,4,La Ville de Portici et le Vésuve.,"4. La Ville de Portici et le Vésuve.

Toiles, haut. m. 0.29 X 0.94:

## ROSA (Salvator) - (Manière de)."
documents/BO0624_4454,4,92,"DEUX TABLEAUX DE BATAILLES. Cadres dorés. Toile, haut. m. 0.41 x 0.73.","92. DEUX TABLEAUX DE BATAILLES. Cadres dorés. Toile, haut. m. 0.41 x 0.73.

## MENGS (Antoine-Raphaël) - 1728-1778."
