catalogue_id,prev_num,current_num,title,excerpt
documents/BO0624_4399,1902,1,BERLUCCI,"1. BERLUCCI
- A. DEL SAKIO"
documents/BO0624_4399,1,1,"DA IMOLA MARS ET LA VICTOIRE, par Moderno. Plaquette rectangulaire en bronze.","1. DA IMOLA

PALMA VECCHIO

CANALEITO

PIAZZETTA

CARAVAGGIO

ROSALBA CARRIERA

## Tableguy des Maitres étrangers

BOUCHER

MIGNARD

VAN LOO

FRATTA

CASILLDURANTE

URBINO

HADNZ A

CAr AGGlOLO

## Sculintures en mardre

MINO DA FIESOLE

- A. VERROCCHIO
- A. LOMBAKDO

BEGARELLI

- GAMBOLOGNA
- MAZZONI
- MICHELANGIOLO
- M. CIVIDALI

BERNINT

## Emaux peints

TEAN TER PENICATID

L. LIMOSIN

PIERRE REYMOND

LAUDIN

NAUDIN
## CONDITIONS DE LA VENTE

La vente aura lieu expressément au comptant.

Les acquéreurs payeront cinq pour cent, en plus du prix d'adjudication.

Les lots pourront être réunis ou divisés, et l'ordre du catalogue interverti au gré du Directeur de la vente, mais on tâchera de suivre autant que possible l'ordre du catalogue.

Les lots adjugés devront être retirés le lendemain du jour de l'adjudication. En cas de contestation sur deux enchères, l'objet sera remis immédiatement en vente

L'exposition mettant le public à même de se rendre compte de l'état et de la nature des objets, aucune réclamation ne sera admise une fois l'adjudication prononcée.

## JOURS DE LA VENTE

| Lundi    | 21 Avril du N.   | i au   | N. 90   |
|----------|------------------|--------|---------|
| Mardi.   |                  |        | 180     |
| Mercred  | 23               |        | 270     |
| Jeudi    | 24               |        |         |
| vendredi | 25               | 361    | 450     |
| Samedi.  |                  | 451    | 540     |
| Dimanche |                  | 541    | ,, 630  |

Les ventes auront lieu à trois heures précises de l'après midi.

De 1o heures du matin à i heure de l'après midi il y aura l'exposition des objets qui seront vendus dans la journée.
## AVIS IMPORTANTS

La Maison Sangiorgi est disposée à accorder du crédit aux Musées italiens et étran gers qui en teront demande. Les termes de payement devront être établis d'accord avant la vente.

La Maison Sangiorgi se charge des commissions de ceux qui ne peuvent pas assister à la vente, et se charge aussi de l'emballage et de l'expédition des objets achetes sur demande et contre envoi d'un mandat-postal de 5 Frs., MM. les amateurs pourront avoir la photographie de n'importe quelle pièce qui n'aurait pas été illustrée dans ce catalogue.

Le catalogue de luxe, illustré avec deux planches en photogravure, trois planches coloriées, et cinquante planches en phototypie, sera envoyé gratis aux clients de la Maison, et contre remboursement de 20 Frs. aux autres; mais on rendra cette somme a ceux qui ayant paye teront des achats a la vente.

Un catalogue à part a été imprimé pour les livres rares et anciens du Musée Guidi Jeu le to avri 1002

Les objets en vente pourront etre visites des a present avec un billet de permission qui sera delivre à la Galerie Sangiorgi

Les objets qui n'ont pas été catalogués seront vendus a la fin de chaque vente
## PREFACE

Le Musée Guidi de Faenza a été formé au commencement du siècle été formé à l'époque où l'on trouvait encore asses facilement des objets d'art passé, par une famille de riches amateurs et de fins connaisseurs. Il a donc de premier ordre.

Les Botticelli autentiques, les Lippo Lippi, Bertucci, Bronzino, Simon Memmi, Mino da Fiesole, Begarelli, Giambologna, et les beaux bronzes, et les émaux peints, et les ivoires du xIIe siècle, et les faiences primitives sont très rares aujourd'hui sur les marchés italiens. J'ose presque affirmer qu'ils sont introuvables.

Je suis donc certain que tous les Musées publiques et particuliers auront un grand intérêt à se disputer l'acquisition des objets que je mets en

Le Musée Guidi se composait d'un nombre extraordinaire d'objets; mais, dans l'intérêt des amateurs et de l'art, j'en ai choisi seulement quelques vente. Il serait bien difficile, du reste, d'avoir encore une occasion semblable.

centames veritablement anciens et de premier ordre, et je les ai catalogués. Tout ce qui était médiocre, je l'ai écarté.

Pour la rédaction du Catalogue j'ai eu recours à l'autorité et à l'honnetete reconnues de nos critiques d'art les plus rénommés, tel que le prof. A. VENTURI, directeur du Musée Corsini à Rome; le prof. F. ARGNAGNI, directeur du Musée de la ville de Faenza; le docteur BARIOLA, directeur du Musée Estense à Modena, et des spécialistes ont dictés les descriptions des tapis persans, des livres, etc.

Je serais satisfait d'avoir mérité, une fois encore, l'estime et la sim-

G. SANGIORGI

COMMISSAIRE-PRISEUR.

patie de ma nombreuse clientèle.
## PREMIÈRE VENTE

## Lundi 21 Avril à 15 heures précises

## Plaquettes en bronze. - I. MARS ET LA VICTOIRE, par Moderno. Plaquette rectangulaire en bronze.

Haut. M. 0.07 - Larg. M. 0.057. Molinier N. 186.

Voir illustration, planche 46."
documents/BO0624_4399,9,12,"LÉGENDE DU ROI DE MERCIE, plaquette","12. LÉGENDE DU ROI DE MERCIE, plaquette"
documents/BO0624_4399,12,2,ronde en bronze dore.,"2. ronde en bronze dore.

owy mlustration, puuncne 40.

Diam. M. 0.05. Molinier N. 712."
documents/BO0624_4399,2,12,"bis, LES DIOSCURES devant Jupiter dans l'Olympe. Plaquette oblongue à coins arron-","- 12 bis, LES DIOSCURES devant Jupiter dans l'Olympe. Plaquette oblongue à coins arron-
- dis. XVIe siècle,

Long. M. 0.18 - Haut. 0.08 Voir illustration, planche 46.

## Tabatières."
documents/BO0624_4399,60,6,r. TROIS GRIFFONNAGES. À la plume et à la sanguine. Cadres en bois doré et en bois noir.,"- 6r. TROIS GRIFFONNAGES. À la plume et à la sanguine. Cadres en bois doré et en bois noir.

М. 0 06 X 0.04 - M. 0.05 X 0.06.50 - M. 0.05 X 0.06.

## PRIMATICCIO."
documents/BO0624_4399,6,62,NYMPHES DE FONTAINEBLEAU. À la sanguine. Cadre en bois brun.,"62. NYMPHES DE FONTAINEBLEAU. À la sanguine. Cadre en bois brun.

M. 0.29 X 0.20.

## Sculptures."
documents/BO0624_4399,99,1,"O0. JUDITH, placuette en dronze. LA VIERGE ET L'ENFANT JÉSUS, plaquette en bronze semblable à celle du n. 367","- 1O0. JUDITH, placuette en dronze.

Haut. 0.10 - Larg. 0.08.

Molinier N. 218.

Voir illustration, planche 46. 101. LA VIERGE ET L'ENFANT JÉSUS, plaquette en bronze semblable à celle du n. 367"
documents/BO0624_4399,2,10,I bis. BATAILLE. Plaquette ovale en bronze.,"- 10I bis. BATAILLE. Plaquette ovale en bronze.
- XVIe siècle.

UN COMBAT.

Diam. 0.068 X 0.058.

Taut. 0.05 - Larg. 0.045"
documents/BO0624_4399,10,102,SEPT PLAQUETTES rectangulaires à sujets,102. SEPT PLAQUETTES rectangulaires à sujets
