catalogue_id,prev_num,current_num,title,excerpt
documents/BO0624_4482,10,1,Sainte Famille.,"- I1. Sainte Famille.

L'enfant Jésus droit sur les genoux de la Vierge joue avec 0.98 X 1.25.

Saint Jean que Saint Joseph soutient. Toile.

Van Dyck Antoine - 1599-164I (école de)."
documents/BO0624_4482,2,13,13. Portrait de jeune femme.,"13. Portrait de jeune femme.

Assise dans un fauteuil; le bras gauche posé sur l'accotoir, la main droite sur une table. Les cheveux coupés courts sont bouclés et d'un blond roux. Elle porte une magnifique robe en brocart blanc et or; au cou une collerette tuyautée; en sautoir, une grosse chaîne d'orfèvrerie. Le fond est formé par 1.23 X 0.85.

une draperie rouge. Toile. Cadre doré.
Van Dyck Antoine — 1599-1641 (copie ancienne d'après)."
documents/BO0624_4482,40,1,38 X 0.98.,"1.38 X 0.98.

## ECOLES ITALIENNES.

Albano Francesco - 1578-1660 (attribué à)."
documents/BO0624_4482,1,4,I. Le mariage de Sainte Catherine.,"- 4I. Le mariage de Sainte Catherine.

Peinture sur bois. Cadre bois, sculpté et doré.

0.35 X 0.30.

Barbieri, dit « le Guercin» — 1591-1666 (copie ancienne d'après)."
documents/BO0624_4482,4,42,Sibilla Persica.,"42. Sibilla Persica.

Demie-figure, la tête ornée d'un riche turban. La main droite appuyée sur des livres, tient un rouleau de parchemin où se trouve l'inscription: ILLE DEVS CASTA NASCETVR VIRGINI MAGNVS. SIBYLLA PERSICA. Toile. Cadre bois doré et seulpté. 1.04 X 0.89.

Bellini Jean - XVI° siècle (d'après)."
documents/BO0624_4482,68,2,l'ange Raphaël.,"2. l'ange Raphaël.

Peinture sur bois ayant fait partie, soit d'un triptyque, soit d'une composition de plus grandes dimensions."
documents/BO0624_4482,2,1,44 X 0.67.,1.44 X 0.67.
documents/BO0624_4482,1,69,"Sainte Apolline, Saint Etienne et Saint jouant du violon. Pendant au précedent.","69. Sainte Apolline, Saint Etienne et Saint jouant du violon. Pendant au précedent.

Rosso dei Rossi - 1496-1541 (école florentine)."
documents/BO0624_4482,72,1,50 X I.10.,"1.50 X I.10.

## Rosa Salvatore (attribué à).

## 75 bis. Combat de cavalerie.

Petite peinture circulaire.

Bois: diam. o.13. Cadre noir.

Tedesco Emmanuel - XVI siècle."
documents/BO0624_4482,1,76,Les trois mendiants.,"76. Les trois mendiants.

Réprésentant trois figures d'âges différents, d'un dessin et d'un modèle hardi autant que vigoureux. Toile. Beau cadre bois sculpté, doré et ajouré. 0.60 X 0.95-"
documents/BO0624_4482,103,106,Nature morte.,"106. Nature morte.

Trophées de gibier; lièvres, outardes, canards sauvages, bécasses, grives, etc. Toile. 2.00 X 1.45-"
documents/BO0624_4482,109,104,Sainte Catherine de Sienne.,"104. Sainte Catherine de Sienne.

Demie figure; les yeux levés au ciel; un livre ouvert placé

devant elle. Toile. Cadre doré. 0.55 X 0.40."
documents/BO0624_4482,105,1,20 X 1.65.,"1.20 X 1.65.
## ECOLE FRANÇAISE.

## Ecole française du XVIIIe siècle."
documents/BO0624_4482,1,111,Beau portrait de jeune homme.,"111. Beau portrait de jeune homme.

Drapé dans un manteau marron; la chemise échancrée laisse voir les attaches du cou. La tête est coiffée d'un toquet

Louis XV. Bois. Cadre médaillon. 0.75 X 0.60.

## Lebrun Charles, 1619-1690 (Ecole de)."
documents/BO0624_4482,112,3,"Portrait a mi-buste de jeune homme en costume du temps de Charles Ier. De la main gauche il tient une écuelle, de l'autre la cuillère en argent.","- II3. Portrait a mi-buste de jeune homme en costume du temps de Charles Ier. De la main gauche il tient une écuelle, de l'autre la cuillère en argent.
- Toile. Cadre doré. 0.80 X 0.03·

## GRAVURES ET ESTAMPES.

Fr. Ant. Lorenzini,"
documents/BO0624_4482,3,114,Moise frappant le rocher.,"114. Moise frappant le rocher.

Gravure.
## Piroli Tommaso."
documents/BO0624_4482,114,15,L'Amour taillant son arc. Gravure d'après le Corrège de la Galerie du Belvedere à Vienne. Sans marge. 0.31 X 0.20.   |                                                                                                              |,"| I15. L'Amour taillant son arc. Gravure d'après le Corrège de la Galerie du Belvedere à Vienne. Sans marge. 0.31 X 0.20.   |                                                                                                              |
|---------------------------------------------------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------|"
documents/BO0624_4482,15,116,Cour d'un chateau avec vue sur les prisons Estampe d'après J. G. Bibiena.                                            | 0.35 X 0.47.                                                                                                 |,| 116. Cour d'un chateau avec vue sur les prisons Estampe d'après J. G. Bibiena.                                            | 0.35 X 0.47.                                                                                                 |
documents/BO0624_4482,118,19,Le Repos en Egypte. Gravure sans marge. 0.12 X 0.16.                                                                 | 0.11 X 0.17.                                                                                                 |,| I19. Le Repos en Egypte. Gravure sans marge. 0.12 X 0.16.                                                                 | 0.11 X 0.17.                                                                                                 |
documents/BO0624_4482,19,120,Tête de Vieillard. Estampe. Epreuve en lithographie.                                                                 | 0.18 X 0.17.                                                                                                 |,| 120. Tête de Vieillard. Estampe. Epreuve en lithographie.                                                                 | 0.18 X 0.17.                                                                                                 |
documents/BO0624_4482,125,127,Vue du Village de Saint Remy.,"127. Vue du Village de Saint Remy.

Gravure à l'acquatinta.

## Rugendas."
documents/BO0624_4482,132,33,Portrait d'un grand pensionnaire hollandais.,"I33. Portrait d'un grand pensionnaire hollandais.

Gravure signée et datée 1653 avec marge. Cadre en bois. 0. 38 X 0.30.

## Morghen Raphaël — 1758-1833."
documents/BO0624_4482,33,134,Portrait équestre du Marquis de Moncada.,"134. Portrait équestre du Marquis de Moncada.

Gravure d'après le tableau de Van Dyck. Exemplaire avec grande marge. 0.55 X 0.42.

## OBJETS DIVERS."
documents/BO0624_4482,164,166,Trois têtes de Séraphins.,"166. Trois têtes de Séraphins.

Marbre (un est brisé). XVII° siècle."
documents/BO0624_4482,210,21,I. Couverture.,"- 21I. Couverture.

Beau brocart de soie vieux rose, dessins à bouquets et rubans lamés d'or et d'argent. Louis XV. 1.60 X 1.60."
documents/BO0624_4482,21,212,Tapis de table.,"212. Tapis de table.

Broderie en soie au point à la croix. Motif oriental à dessins géométriques. Bordure formée par une branche enroulée de feuillage. Armoiries dans les angles. XVII° siècle."
documents/BO0624_4482,226,22,7. Commode à panse.,"- 22.7. Commode à panse.

Bois de rose et palissandre. Dessus en marbre blanc cintré. A deux tiroirs à poignées de bronze. Louis XV. Long. 1.27."
documents/BO0624_4482,22,228,Bas-relief.,"228. Bas-relief.

Bois sculpté, décoré de lions et de guirlandes de fruits. Sur le cartouche central, le pélican symbolique. Traces de dorure. XVe siècle. Long: 1.33."
documents/BO0624_4482,250,1,00 X 0.55.,1.00 X 0.55.
documents/BO0624_4482,1,25,1. Commode-bureau.,"- 25 1. Commode-bureau.

A panse, de forme cintrée; en noyer fileté de marqueterie. Long. 1.20.

Devant à rabat. A trois tiroirs."
documents/BO0624_4482,25,252,Petit bureau-coffret.,"252. Petit bureau-coffret.

Marqueterie d'ivoire gravé en or, décoration en écaille.

Travail hollandais du XVII siècle."
documents/BO0624_4482,310,31,I. Plat.,"- 31I. Plat.

Majolique blanche. Décoration à légère guirlande et petit génie allé. Urbino. Avec encadrement. Diam. 0.25."
documents/BO0624_4482,31,312,Petit plat creux.,"312. Petit plat creux.

Faïence blanche à godrons; décoré d'un écusson armoirie Urbino. Avec encadrement. Diam. 0.21.

Diam. 0.2g•
## BRONZES."
