index,num,title,text,catalogue_id
1,I,"l est assis devant une table chargée de vases, d'étoffes rares et d'autres ustensiles précieux, groupés aussi par terre. Les accessoires copiés scrupuleusement présentent un grand fini de détails. Bois. Cadre doré. 0.49 X 0.39.","Il est assis devant une table chargée de vases, d'étoffes rares et d'autres ustensiles précieux, groupés aussi par terre. Les accessoires copiés scrupuleusement présentent un grand fini de détails. Bois. Cadre doré. 0.49 X 0.39.

## Dürer Albert - 1471-1528.",documents/BO0624_4482
2,2,Adam et Eve.,"2. Adam et Eve.

Au paradis terrestre. Ils sont représentés entourés de quelques animaux de la création. Eve présente à Adam le du bien et du mal. Ce tableau a été reproduit par la gravure exécutée par le maître même de 1497 à 1529. Bois. Beau fruit défendu que lui offre le serpent enroulé autour de l'arbre cadre doré. 1.45 X I.IO.

## Albert Dürer - 1471-1528 (école de).",documents/BO0624_4482
3,3,Le baiser de Judas Iscariote.,"3. Le baiser de Judas Iscariote.

Le Christ entouré de soldats qui brandissent des armes et des torches reçoit le baiser du traître. A gauche on voit le
Rédempteur au Jardin des Oliviers; à droite les soldats le conduisent au Calvaire. Bois. Cadre doré et sculpté.

0.70 X 0.57.

## Holbein Hans — 1493-1554 (attribué à).",documents/BO0624_4482
4,4,Portrait d'homme.,"4. Portrait d'homme.

Costume et grand manteau en velours noir et passemen0.16 X 0.13·

teries or. Demie-figure. Bois.

## Holbein Hans - 1493-1554 (école de).",documents/BO0624_4482
5,5,Portrait de femme.,"5. Portrait de femme.

Assise dans un fauteuil à dossier droit et à accotoirs. Robe en velours noir ornée de bretelles et ceinture en drap blanc. Bois. Cadre doré et sculpté. 0.58 X 0.42.",documents/BO0624_4482
6,6,Portrait du réformateur Martin Luther.,"6. Portrait du réformateur Martin Luther.

Bois.

Ecole allemande du XVI siècle.",documents/BO0624_4482
7,7,Ecce Homo.,"7. Ecce Homo.

Le Sauveur représenté à mi-corps est soutenu par un ange. Composition ayant certainement fait partie d'un tableau de dimensions plus grandes. Bois. Riche cadre bois doré et sculpté. Bonne conservation. 0.51 × 0.54.",documents/BO0624_4482
8,8,La Vierge et l'Enfant.,"8. La Vierge et l'Enfant.

Sous un portique d'où l'on domine le paysage, la Vierge embrasse l'Enfant qu'elle tient sur ses genoux. Près d'elle une table garnie d'une nappe damassée sur laquelle sont placés un pain et un couteau. Toile. Cadre en bois doré et sculpté. 0.84 X 0.75.

0.25 X 0.19.
## ECOLES FLAMANDE ET HOLLANDAISE.

De Bles Henri dit « Civetta » - Fin du XV° siècle.",documents/BO0624_4482
9,9,Roi recevant une ambassade.,"9. Roi recevant une ambassade.

Sur le perron d'un palais d'architecture flamande, le roi entouré de sa cour reçoit l'ambassadeur qui lui remet un parchemin au sceau de son seigneur. Du perron on domine le parc royal, la ville et le paysage qui s'étend jusqu'à la mer. Des courtisans sont occupés à différents exercises. Bois. Beau cadre en bois noir et arabesques, sculptées et dorées.

0.48 X 0.70.

## Van Dyck Abraham - 1663.",documents/BO0624_4482
10,10,Portrait de jeune princesse de la maison de Valois.,"10. Portrait de jeune princesse de la maison de Valois.

Bois avec le sigle V. D. 0.42 X 0.30.

Van Dyck Antoine — 1599-1641 (d'après).",documents/BO0624_4482
