index,num,title,text,catalogue_id
1,1,"- Huit fragments d'étoffe copte, à décor de motifs variés.","- 1 - Huit fragments d'étoffe copte, à décor de motifs variés.",documents/BO0624_44430
2,2,"- Quatre fragments d'étoffe copte, à motifs réguliers.","- 2 - Quatre fragments d'étoffe copte, à motifs réguliers.",documents/BO0624_44430
3,3,"- Deux fragments d'étoffe copte, à dessin bouclé","- 3 - Deux fragments d'étoffe copte, à dessin bouclé
- en violet, rouge et orange.",documents/BO0624_44430
4,4,"- Trois fragments d'étoffe copte, dont deux de forme ronde, à motifs réguliers sur fond violet, et le troisième décoré d'un lapin et d'une feuille sur fond brun.","- 4 - Trois fragments d'étoffe copte, dont deux de forme ronde, à motifs réguliers sur fond violet, et le troisième décoré d'un lapin et d'une feuille sur fond brun.",documents/BO0624_44430
5,5,"- Neuf fragments d'étoffe copte, à dessin de fleurs et de fruits.","- 5 - Neuf fragments d'étoffe copte, à dessin de fleurs et de fruits.",documents/BO0624_44430
6,6,"- Huit fragments d'étoffe copte, unie ou à dessin régulier.","- 6 - Huit fragments d'étoffe copte, unie ou à dessin régulier.
- les uns à",documents/BO0624_44430
7,7,"- Cinq fragments d'étoffe copte, rayures, les autres à motifs géométriques.","- 7 - Cinq fragments d'étoffe copte, rayures, les autres à motifs géométriques.",documents/BO0624_44430
8,8,"- Fragment d'étoffe copte, à dessin régulier.","- 8 - Fragment d'étoffe copte, à dessin régulier.",documents/BO0624_44430
9,9,"- Six pièces d'étoffe copte, à décors variés.","- 9 - Six pièces d'étoffe copte, à décors variés.",documents/BO0624_44430
10,10,"- Trois fragments d'étoffe copte, à rayures chargées de motifs réguliers.","- 10 - Trois fragments d'étoffe copte, à rayures chargées de motifs réguliers.",documents/BO0624_44430
11,11,"- Treize fragments d'étoffe copte, à dessin de motifs réguliers, rosaces, personnages, etc.","- 11 - Treize fragments d'étoffe copte, à dessin de motifs réguliers, rosaces, personnages, etc.",documents/BO0624_44430
12,12,"- Huit fragments d'étoffe copte, à fond violet, rouge et gros bleu.","- 12 - Huit fragments d'étoffe copte, à fond violet, rouge et gros bleu.",documents/BO0624_44430
13,13,"- Sept fragments d'étoffe copte,","- 13 - Sept fragments d'étoffe copte,
- dont quatre à ramages violacés d'animaux et de fleurs, et trois en brun et gris à fleurs et motifs réguliers.",documents/BO0624_44430
14,14,"- Six fragments d'étoffe copte de soie et de lin, à décors variés.","- 14 - Six fragments d'étoffe copte de soie et de lin, à décors variés.",documents/BO0624_44430
15,15,"- Quatre fragments d'étoffe copte en forme de bandes, à dessin d'animaux et de motifs régu-","- 15 - Quatre fragments d'étoffe copte en forme de bandes, à dessin d'animaux et de motifs régu-
- liers.",documents/BO0624_44430
16,16,"- Six pièces d'étoffe copte, à dessin varié.","- 16 - Six pièces d'étoffe copte, à dessin varié.",documents/BO0624_44430
17,17,"- Cinq fragments d'étoffe copte, à dessin de","- 17 - Cinq fragments d'étoffe copte, à dessin de
- rosaces, fleurs et perroquets.",documents/BO0624_44430
18,18,"- Fragment d'étoffe copte, de forme ronde, présentant, au centre, un médaillon contenant un personnage et un animal, et alentour, d'autres","- 18 - Fragment d'étoffe copte, de forme ronde, présentant, au centre, un médaillon contenant un personnage et un animal, et alentour, d'autres
- personnages et des fleurs.",documents/BO0624_44430
19,19,"- Huit fragments d'étoffe copte, présentant des lapins, des chiens, des fleurs, un buste de personnage, etc.","- 19 - Huit fragments d'étoffe copte, présentant des lapins, des chiens, des fleurs, un buste de personnage, etc.",documents/BO0624_44430
20,20,"- Deux fragments d'étoffe copte, l'un","- 20 - Deux fragments d'étoffe copte, l'un
- rond, l'autre en forme d'étoile, à dessin régulier sur fond violacé.",documents/BO0624_44430
21,21,"- Deux fragments d'étoffe copte, l'un carré à motifs réguliers sur fond violet, l'autre rond à dessins géométriques sur fond bleu.","- 21 - Deux fragments d'étoffe copte, l'un carré à motifs réguliers sur fond violet, l'autre rond à dessins géométriques sur fond bleu.",documents/BO0624_44430
22,22,"- Quatre fragments d'étoffe copte, l'un décoré de forme","- 22 - Quatre fragments d'étoffe copte, l'un décoré de forme
- d'un petit personnage, les autres, ovale, ornés d'animaux sur fond rouge.",documents/BO0624_44430
23,23,"- Deux fragments d'étoffe copte de forme ronde, présentant un motif en losange placé au milieu","- 23 - Deux fragments d'étoffe copte de forme ronde, présentant un motif en losange placé au milieu
- de personnages et d'animaux.",documents/BO0624_44430
24,24,"— Trois fragments d'étoffe copte, l'un, à dessin de cavaliers, les autres, de personnages.","- 24 — Trois fragments d'étoffe copte, l'un, à dessin de cavaliers, les autres, de personnages.",documents/BO0624_44430
25,25,"- Trois fragments d'étoffe copte, l'un chargé de","- 25 - Trois fragments d'étoffe copte, l'un chargé de
- cavaliers, les autres, de motifs variés.",documents/BO0624_44430
26,26,"- Cinq fragments d'étoffe copte en forme de présentant des motifs réguliers : arfleurs, ainsi que des personnages et","- 26 - Cinq fragments d'étoffe copte en forme de présentant des motifs réguliers : arfleurs, ainsi que des personnages et
- bandes, bustes, des animaux fantastiques.",documents/BO0624_44430
27,27,"- Sept fragments d'étoffe copte, à personnages et fleurs sur fond varié.","- 27 - Sept fragments d'étoffe copte, à personnages et fleurs sur fond varié.",documents/BO0624_44430
28,28,"- Fragment d'étoffe copte, présentant un cavalier dans un médaillon cantonné de quatre personnages séparés par des corbeilles de fruits.","- 28 - Fragment d'étoffe copte, présentant un cavalier dans un médaillon cantonné de quatre personnages séparés par des corbeilles de fruits.",documents/BO0624_44430
29,29,"- Fragment d'étoffe copte, présentant un cavalier cantonné de quatre personnages séparés","- 29 - Fragment d'étoffe copte, présentant un cavalier cantonné de quatre personnages séparés
- par des corbeilles de fleurs.]",documents/BO0624_44430
30,30,"- Fragment d'étoffe copte, de forme allongée, à dessin d'animaux et motifs irréguliers sur fond","- 30 - Fragment d'étoffe copte, de forme allongée, à dessin d'animaux et motifs irréguliers sur fond
- rouge.",documents/BO0624_44430
