index,num,title,text,catalogue_id,image_online
43,98,| idem idem.                                                 |,| 98  | idem idem.                                                 |,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000231-p.%2030.jpg/full/max/0/default.jpg
44,99,| LE MEME                                                    |,| 99  | LE MEME                                                    |,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000231-p.%2030.jpg/full/max/0/default.jpg
45,100,"| Verger au printemps. Toile.Haut,o.35;Larg 0 45. LE MEME    |","| 100 | Verger au printemps. Toile.Haut,o.35;Larg 0 45. LE MEME    |
|     | Paysage. Ferme abandonnee en Hesbaye.                      |",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000231-p.%2030.jpg/full/max/0/default.jpg
46,101,"| LE MEME Paysage en Hesbaye. Toile. Haut. o.44;Larg. o.3,   |","| 101 | LE MEME Paysage en Hesbaye. Toile. Haut. o.44;Larg. o.3,   |",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000231-p.%2030.jpg/full/max/0/default.jpg
47,102,| LE MEME Paysage en Flandre. Moulin a eau pres de Wetteren. |,"| 102 | LE MEME Paysage en Flandre. Moulin a eau pres de Wetteren. |
## 103

## J DE MAERTELAERE

## Prairies des bords de la Lys.

Toile. Haut. o.3o; Larg.o.40.",documents/BO0624_83643,
48,104,| LEMEME Prairies de Tronchiennes. Toile.Haut.o34;Larg.040.                                          |,"| 104   | LEMEME Prairies de Tronchiennes. Toile.Haut.o34;Larg.040.                                          |
|-------|----------------------------------------------------------------------------------------------------|",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000232-p.%2031.jpg/full/max/0/default.jpg
49,105,"| LEMEME SousBois,foret de Fontainebleau.                                                            |","| 105   | LEMEME SousBois,foret de Fontainebleau.                                                            |",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000232-p.%2031.jpg/full/max/0/default.jpg
50,106,| PAUL VERONESE (D'apres). Les Noces de Cana (fragment).                                             |,| 106   | PAUL VERONESE (D'apres). Les Noces de Cana (fragment).                                             |,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000232-p.%2031.jpg/full/max/0/default.jpg
51,107,"| P.-P.RUBENS(D'apres.) Copie de l'Adoration des Mages. (Musee d'Anvers.) Toile, Haut.o 75;Larg.0 55 |","| 107   | P.-P.RUBENS(D'apres.) Copie de l'Adoration des Mages. (Musee d'Anvers.) Toile, Haut.o 75;Larg.0 55 |
|       | LE TITIEN (D'apres) Copie d’apres la Conquete de Chypre. Toile. Haut. o.65;Larg.o.75.              |
## AQUARELLES",documents/BO0624_83643,
52,108,"| ALBERT TOEFAERT Bull-Terrier. Signe:A. ToEFAERT,1885 Haut.o.15; Larg.0.20.                                                   |","| 108   | ALBERT TOEFAERT Bull-Terrier. Signe:A. ToEFAERT,1885 Haut.o.15; Larg.0.20.                                                   |
|-------|------------------------------------------------------------------------------------------------------------------------------|",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000241-p.%20%5B32%5D.jpg/full/max/0/default.jpg
53,109,| J.DELVIN La Promenade. Une jeune fille a cheval attend au bas d’un perron de chateau. Haut.o.28;Larg.0.36.                   |,| 109   | J.DELVIN La Promenade. Une jeune fille a cheval attend au bas d’un perron de chateau. Haut.o.28;Larg.0.36.                   |,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000241-p.%20%5B32%5D.jpg/full/max/0/default.jpg
54,110,"| R.WYTSMAN Souvenir de Capri. Falaises et constructions etagees de la cote. Signe:R.WyTSMAN, Capri,1883. Haut,o.36;Larg.o.25. |","| 110   | R.WYTSMAN Souvenir de Capri. Falaises et constructions etagees de la cote. Signe:R.WyTSMAN, Capri,1883. Haut,o.36;Larg.o.25. |",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000241-p.%20%5B32%5D.jpg/full/max/0/default.jpg
55,III,| AUG.DAEL Paysage. Deux figures pres d'un ruisseau Haut.o.32;Larg.0.44.                                                       |,| III   | AUG.DAEL Paysage. Deux figures pres d'un ruisseau Haut.o.32;Larg.0.44.                                                       |,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000241-p.%20%5B32%5D.jpg/full/max/0/default.jpg
56,1,I2   | ARMAND HEINS Paysage en Zelande. Haut.o 27; Larg.o.32.                                                                       |,| 1I2   | ARMAND HEINS Paysage en Zelande. Haut.o 27; Larg.o.32.                                                                       |,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000241-p.%20%5B32%5D.jpg/full/max/0/default.jpg
57,113,## G.VAN AISE(1885),"113

## G.VAN AISE(1885)

|     | L'Enfant malade. Dessin a la plume. Haut.o.18;Larg.0.15.                            |
|-----|-------------------------------------------------------------------------------------|",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000242-p.%2033.jpg/full/max/0/default.jpg
58,II4,| LE MEME(Rome 1883) Etude de dame romaine. Haut.o.5o; Larg.o.34.                     |,| II4 | LE MEME(Rome 1883) Etude de dame romaine. Haut.o.5o; Larg.o.34.                     |,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000242-p.%2033.jpg/full/max/0/default.jpg
59,115,| LE MEME (Rome 1882) Etude de fille de Trastevere. Haut.o.5o;Larg.0.34               |,| 115 | LE MEME (Rome 1882) Etude de fille de Trastevere. Haut.o.5o;Larg.0.34               |,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000242-p.%2033.jpg/full/max/0/default.jpg
60,116,"| TH.LYBAERT Moine meditant. Terre noire, portrait de l'artiste. Haut.0 40;Larg.0.20. |","| 116 | TH.LYBAERT Moine meditant. Terre noire, portrait de l'artiste. Haut.0 40;Larg.0.20. |",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000242-p.%2033.jpg/full/max/0/default.jpg
61,II7,"| LE MEME Etude de marchand arabe. Haut.o.18; Larg. 0,12.                             |","| II7 | LE MEME Etude de marchand arabe. Haut.o.18; Larg. 0,12.                             |",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000242-p.%2033.jpg/full/max/0/default.jpg
62,118,| J.DELVIN Chevaux entrant a lecurie. Haut.o.12;Larg.o.24                             |,| 118 | J.DELVIN Chevaux entrant a lecurie. Haut.o.12;Larg.o.24                             |,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000242-p.%2033.jpg/full/max/0/default.jpg
63,119,"| CESAR DE COCK Verger normand. Signe: CEsAR DE Cock, 1881.                           | gbis ANT. VAN DYCK. Dessin au lavis, bistre et encre de Chine. Sujet mythologique; nombreuses figures. Au revers, signature. Haut.o.3o;Larg.o.6o.","| 119 | CESAR DE COCK Verger normand. Signe: CEsAR DE Cock, 1881.                           |

Haut.o.26;Larg.o.36.
## DESSINS ANCIENS - 11gbis ANT. VAN DYCK. Dessin au lavis, bistre et encre de Chine. Sujet mythologique; nombreuses figures. Au revers, signature. Haut.o.3o;Larg.o.6o.",documents/BO0624_83643,
64,120,"Lot de dessins anciens d'Ecoles flamande,francaise et italienne du xvie au xville siecle.","- 120 Lot de dessins anciens d'Ecoles flamande,francaise et italienne du xvie au xville siecle.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000251-p.%20%5B34%5D.jpg/full/max/0/default.jpg
65,I2,I OMMEGANCK. Paysage avec animaux. Dessin a la plume releve d'encre de Chine.,- I2I OMMEGANCK. Paysage avec animaux. Dessin a la plume releve d'encre de Chine.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000251-p.%20%5B34%5D.jpg/full/max/0/default.jpg
66,I22,J.VAN HUGTENBURG. Bataille de cavalerie. Meme genre.,"- I22 J.VAN HUGTENBURG. Bataille de cavalerie. Meme genre.
- ANT. VAN DYCK. Religieuse en oraison. Dessin au crayon",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000251-p.%20%5B34%5D.jpg/full/max/0/default.jpg
67,123,noir.,- 123 noir.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000251-p.%20%5B34%5D.jpg/full/max/0/default.jpg
68,124,J. WATTEAU. La Danse. — Dames et seigneurs dansant dans un parc pres d'une fontaine. Dessin au crayon noir. JAc.VAN ARTOIS. Paysage. Crayon noir.,- 124 J. WATTEAU. La Danse. — Dames et seigneurs dansant dans un parc pres d'une fontaine. Dessin au crayon noir. - I25 JAc.VAN ARTOIS. Paysage. Crayon noir.,documents/BO0624_83643,
69,125,a,"- 125a
- THEAULIN.Etude de paysage. Mine de plomb.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000251-p.%20%5B34%5D.jpg/full/max/0/default.jpg
70,I26,"- CH.LEBRUN. Cinq etudes au crayon, dont une interessante.","- I26
- CH.LEBRUN. Cinq etudes au crayon, dont une interessante.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000251-p.%20%5B34%5D.jpg/full/max/0/default.jpg
71,I27,THEO MICHAU. Trois croquis au lavis.,- I27 THEO MICHAU. Trois croquis au lavis.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000251-p.%20%5B34%5D.jpg/full/max/0/default.jpg
72,128,ALBERT CUYP. Deux etudes de paysage avec figures.,- 128 ALBERT CUYP. Deux etudes de paysage avec figures.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000251-p.%20%5B34%5D.jpg/full/max/0/default.jpg
73,129,- J.VAN GOYEN.Paysage hollandais. Crayon noir.,"- 129
- J.VAN GOYEN.Paysage hollandais. Crayon noir.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000251-p.%20%5B34%5D.jpg/full/max/0/default.jpg
74,130,NicoLAs MOLENAER.Interieur de cabaret flamand. San-,"- 130 NicoLAs MOLENAER.Interieur de cabaret flamand. San-
- guine (fatigue).
- J. VAN ULFT.Deux lavis. Constructions architecturales.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000251-p.%20%5B34%5D.jpg/full/max/0/default.jpg
75,I3,I Sepia.,- I3I Sepia.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000251-p.%20%5B34%5D.jpg/full/max/0/default.jpg
76,I32,"- GAsP.DUGUET, dit POUSSIN.Paysage.","- I32
- GAsP.DUGUET, dit POUSSIN.Paysage.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000251-p.%20%5B34%5D.jpg/full/max/0/default.jpg
77,133,- J. JORDAENS. Sainte Famille.Lavis.,"- 133
- J. JORDAENS. Sainte Famille.Lavis.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000251-p.%20%5B34%5D.jpg/full/max/0/default.jpg
78,134,J. WYNANTS. Deux etudes de paysage. Lavis.,- 134 J. WYNANTS. Deux etudes de paysage. Lavis.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000251-p.%20%5B34%5D.jpg/full/max/0/default.jpg
79,135,BERN. VAN ORLEY. Deux dessins. Sujets religieux.,- 135 BERN. VAN ORLEY. Deux dessins. Sujets religieux.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000252-p.%2035.jpg/full/max/0/default.jpg
80,136,ABR.VAN DIEPENBEEK. Sainte Agathe. Crayon.Dessin de J. Cousin.,- 136 ABR.VAN DIEPENBEEK. Sainte Agathe. Crayon.Dessin de J. Cousin.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000252-p.%2035.jpg/full/max/0/default.jpg
81,137,Trois dessins anciens.,- 137 Trois dessins anciens.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000252-p.%2035.jpg/full/max/0/default.jpg
82,138,"- Lots de dessins d'artistes modernes. Van Aise, De Cock, Denduyts,etc.","- 138
- Lots de dessins d'artistes modernes. Van Aise, De Cock, Denduyts,etc.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000252-p.%2035.jpg/full/max/0/default.jpg
83,139,- Lot de dessins anciens.,"- 139
- Lot de dessins anciens.

## GRAVURES",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000252-p.%2035.jpg/full/max/0/default.jpg
84,140,"GOLTZIUS, H.Les Douze Apotres.","- 140 GOLTZIUS, H.Les Douze Apotres.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000252-p.%2035.jpg/full/max/0/default.jpg
85,141,"- WILLE, J.G.Les Soins maternels.PORPORATI, d'apres GREUZE. Enfant au chien et une aut. feuille. Ens. trois feuilles au burin.","- 141
- WILLE, J.G.Les Soins maternels.PORPORATI, d'apres GREUZE. Enfant au chien et une aut. feuille. Ens. trois feuilles au burin.
- CHEVILLEZ. Le Petit Marchand doranges.-LEMPE-",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000252-p.%2035.jpg/full/max/0/default.jpg
86,I42,REUR. Le Conseil maternel. Deux feuilles au burin.,- I42 REUR. Le Conseil maternel. Deux feuilles au burin.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000252-p.%2035.jpg/full/max/0/default.jpg
87,143,- LOT VARIA.Onze differ. feuilles au burin.,"- 143
- LOT VARIA.Onze differ. feuilles au burin.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000252-p.%2035.jpg/full/max/0/default.jpg
88,144,"- CARS, d'apres LEMOINE. La Toilette de Diane et deux aut. feuilles au burin.","- 144
- CARS, d'apres LEMOINE. La Toilette de Diane et deux aut. feuilles au burin.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000252-p.%2035.jpg/full/max/0/default.jpg
89,145,- 5JACOB ET LEBAS.Le Depart des acteurs de la comedie italienne.-Garde suisse.,"- 145
- 5JACOB ET LEBAS.Le Depart des acteurs de la comedie italienne.-Garde suisse.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000252-p.%2035.jpg/full/max/0/default.jpg
90,146,"- LOT de onze diverses gravures d’apres Boucher, Audran, etc.","- 146
- LOT de onze diverses gravures d’apres Boucher, Audran, etc.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000252-p.%2035.jpg/full/max/0/default.jpg
91,147,"HARBON, d'apres FRAGONARD. Le Messager fidele et pendant.","- 147 HARBON, d'apres FRAGONARD. Le Messager fidele et pendant.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000252-p.%2035.jpg/full/max/0/default.jpg
92,148,"LEVASSEUR, dapres SAINT.AUBIN. Le Carnaval des rues","- 148 LEVASSEUR, dapres SAINT.AUBIN. Le Carnaval des rues
- de Paris.Le Transport des filles de joie.Pendants.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
93,I49,- RUOT. Les Petites Faneuses. Deux feuilles en maniere noire.,"- I49
- RUOT. Les Petites Faneuses. Deux feuilles en maniere noire.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
94,150,"- DE LAUNAY, d'apres FRAGONARD. Suite de six sujets d'interieur avec encadrements. Burin.","- 150
- DE LAUNAY, d'apres FRAGONARD. Suite de six sujets d'interieur avec encadrements. Burin.
- SCHOTT, d’apres DAVID.Bonaparte premier consul. Maniere",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
95,151,noire.,- 151 noire.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
96,I52,LOT VARIA. Paysages et animaux. Divers sujets.,"- I52 LOT VARIA. Paysages et animaux. Divers sujets.
- LOT de quatre differ. gravures d'apres des bois de Rubens et",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
97,153,Durer. dem de 36 feuilles de diverses lithographies et modeles de,- 153 Durer. - Idem de 36 feuilles de diverses lithographies et modeles de,documents/BO0624_83643,
98,154,dessin.,- 154 dessin.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
99,155,"- HERZ,AuG. (de Augsburg). Le Triomphe dela philosophie.Suite de trois feuilles au burin.","- 155
- HERZ,AuG. (de Augsburg). Le Triomphe dela philosophie.Suite de trois feuilles au burin.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
100,156,LOT VARIA. Sept differ.gravures.,"- 156 LOT VARIA. Sept differ.gravures.
- RYDER, TH.L'Assassinat de James Ir,roi d'Ecosse. Maniere",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
101,157,noire.,- 157 noire.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
102,159,159,"159
- LOT de quatre differ. gravures anciennes.
- AUDRAN,d'apres COYPEL.Esther implorant Assuerus et deux autres gravures au burin.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
103,160,"MULLER (de Stuttgart）. Portrait de Mme Vigee-Le Brun, peint","- 160 MULLER (de Stuttgart）. Portrait de Mme Vigee-Le Brun, peint",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
104,16,I,"- 16I
- par elle-meme. Encadre.
- ROBINSON, d'apres ROSS. Portrait de Leopold Ier. Sur acier.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
105,162,- 163,"- 162
- 163",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
106,164,- INCONNU. Gravure avant la lettre.,"- 164
- INCONNU. Gravure avant la lettre.
- HELMONT,dapres BAUDOUIN,P.A. Le Jardinier galant et une autre feuille.
- LOT de trois differ. feuilles au burin, d'apres Teniers.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
107,165,- BERTHAULT. Port Royal.- Quai Saint-Paul.Deux vues de Paris.,"- 165
- BERTHAULT. Port Royal.- Quai Saint-Paul.Deux vues de Paris.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
108,166,"- DU CHANGE,d'apres COYPEL. La Toilette de Diane et deux aut.feuilles.","- 166
- DU CHANGE,d'apres COYPEL. La Toilette de Diane et deux aut.feuilles.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
109,167,- VERNET (D'apres). Trois differ. gravures au burin.,"- 167
- VERNET (D'apres). Trois differ. gravures au burin.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
110,168,"- PIRANESI, J.-B., chev. Cinq differ. vues de Rome, etc,","- 168
- PIRANESI, J.-B., chev. Cinq differ. vues de Rome, etc,",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000261-p.%2036.jpg/full/max/0/default.jpg
111,169,"SMITH,d'apres MORLAND.Dogand cat.","- 169 SMITH,d'apres MORLAND.Dogand cat.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
112,170,"- BARTHOLOTTI,d'apres MORLAND.The virtuous parent et deux autres feuilles du meme. Maniere noire.","- 170
- BARTHOLOTTI,d'apres MORLAND.The virtuous parent et deux autres feuilles du meme. Maniere noire.
- SCHELTE a BOLSWERT,d'apres QUELLIN. Entree de larchiduc Leopold. Suite de quatre feuilles formant par leur",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
113,I7,I reunion un magnifique sujet.,- I7I reunion un magnifique sujet.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
114,I72,- LOT VARIA de vingt-deux differ.gravures au burin.,"- I72
- LOT VARIA de vingt-deux differ.gravures au burin.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
115,I73,Idem,"- I73 Idem
- de huit feuilles.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
116,174,Idem de vingt-huit feuilles.,- 174 Idem de vingt-huit feuilles.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
117,I75,Idem,"- I75 Idem
- de trente-quatre feuilles.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
118,I76,Idem de onze feuilles. Burin.,- I76 Idem de onze feuilles. Burin.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
119,177,Idem de soixante-cinq feuilles.,- 177 Idem de soixante-cinq feuilles.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
120,178,Idem de soixante-six differ. grav. de Lebas et autres,- 178 Idem de soixante-six differ. grav. de Lebas et autres,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
121,179,"- d'apres Teniers,Rembrandt,etc. dem de sept gravures a la sanguine. Etudes de figures.","- 179
- d'apres Teniers,Rembrandt,etc. - Idem de sept gravures a la sanguine. Etudes de figures.",documents/BO0624_83643,
122,180,- 181,"- 180
- 181",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
123,I,dem de seize idem.,"- Idem de seize idem.
- KAUFFMANN, ANGEL.(D'apres). Coriolan et Veturie et une autre feuille de la meme. Grav. en couleur, remargees.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
124,182,"DAVID (D'apres).Paris et Helene. Grav.en couleur, remargee.","- 182 DAVID (D'apres).Paris et Helene. Grav.en couleur, remargee.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
125,183,"CALLOT, J. Huit sujets de la suite des α Miseres de la guerre 》。 Eaux-fortes.","- 183 CALLOT, J. Huit sujets de la suite des α Miseres de la guerre 》。 Eaux-fortes.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
126,184,"LOT de dix diff. gravures par Wille, d'apres Schalken, etc.","- 184 LOT de dix diff. gravures par Wille, d'apres Schalken, etc.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
127,185,LOT VARIA de diverses gravures anciennes.,- 185 LOT VARIA de diverses gravures anciennes.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
128,186,Idem de diverses gravures et eaux-fortes modernes.,- 186 Idem de diverses gravures et eaux-fortes modernes.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
129,187,ONGHENA. Plan panoramique de Gand en 1534 et deux autres,"- 187 ONGHENA. Plan panoramique de Gand en 1534 et deux autres
- gravv.
- CEsAR DE COCK. Collection complete de lceuvre de l'artiste eminent aqua-fortiste. Vingt-sept epreuves de premier choix et divers etats des planches gravees par cet habile artiste.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
130,188,- 189 LOT VARIA de douze differ. gravures au burin.,"- 188
- 189 LOT VARIA de douze differ. gravures au burin.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
131,I,go Idem de diverses gravures au burin.,- Igo Idem de diverses gravures au burin.,documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
132,I91,"LOT de divers sujets d'apres Boucher, Huet, etc. et un dessin","- I91 LOT de divers sujets d'apres Boucher, Huet, etc. et un dessin
- original de Van Ryschoot.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000262-p.%2037.jpg/full/max/0/default.jpg
133,192,"MOLTKE, d’apres RUBENS. Suite de trente-trois feuilles de","- 192 MOLTKE, d’apres RUBENS. Suite de trente-trois feuilles de
- plafonds et caissons decoratifs.
- LOT fac-simile a la sanguine et varia.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
134,193,- 194 DEMARTEAU d'apres HUET.Emblemes et trophees a la,"- 193
- 194 DEMARTEAU d'apres HUET.Emblemes et trophees a la
- sanguine, sept epreuves anciennes.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
135,195,"WOLF.Recueil de dessins pour meubles, fauteuils, etc. Trenteneuf feuilles.","- 195 WOLF.Recueil de dessins pour meubles, fauteuils, etc. Trenteneuf feuilles.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
136,196,- LOT VARIA de photographies diverses.,"- 196
- LOT VARIA de photographies diverses.",documents/BO0624_83643,http://137.204.64.39/image/iiif/3/BO0624_83643!BO0624_83643_000271-p.%2038.jpg/full/max/0/default.jpg
