ZERI,variants,new
,"Professor Wilhelm von Rumann ,Munchen",True
,"Kammersanger Eugen Gura t, Munchen",True
,aus englischem Privatbesitze,True
,kein Gegenstand aus anderem Besitze hinzugefugt worden ist,True
,vor dem Wirtshause,True
,van Lerius Antwerpen,True
,"VON 40 VERSCHIEDENEN ALTEN BORTEN (Gold, Silber, Seiden- und Woll borten)",True
,nach Raphael,True
,Seibt,True
,in Frankfurt am 18,True
,modischer Figuren,True
,von Romern,True
,"in der Hohe des um das Zimmer laufenden, mit Gefassen und Buchern belegten Gesimses, dieses zum grossten Teil verdeckend, ist die Himmelfahrt Maria dargestellt",True
,ZU WORMS,True
,"enthaltend elf alte Goldmunzen,86 verschiedene Taler, ca",True
,"Calmann Levy,Paris,maison Quentin",True
,"von mehr als 350 grossen, auf Karton aufgezogenen Photographien: Landschaften, Strassenbil der, Architekturen, Volkstypen,antike Denkmaler aus der Turkei, aus Griechenland, Aegypten und Italien (hauptsachlich Florenz, Rom und Pompeji), dabei einige Schweizer und deutsche Ansichten",True
,von Gipsabgissen von Gemmen,True
,"des Bankiers Sir Thomas Baring, welche 1848 in London versteigert wurde",True
,"von dreibig Kammerherrenschluisseln,in feuervergoldeter Bronze und Silber,verschiedenster weltlicher und geistlicher Fursten; dabei Exemplare von ganz hervorragender Art in bezug auf kunstlerische Erfindung wie technische Ausfuhrung",True
,"von 50 Altberliner Porzellan-Ostereiern, samtlich reich dekoriert mit Blumen und Gold,und bemalt mit Landschaften,Ansichten der koniglichen Schlosser, Genrefiguren usw",True
,von Meisterwerken der neueren Plastik,True
,Cardinal Fesh,True
,"Harms,Libeck",True
,"Rinaldi,New York",True
,"Belesenay,Budapest",True
,Fondi,True
,Karl Thewalt in Koln,True
,von Haw in Trier,True
,des Baron Felix von Zuylen | Holz 35/25                    |,True
,Thewalt,True
,"von 159 Kameen und Gemmen in Muschel, Koralle und farbige Steine ge",True
,von 126 Gipsabgissen von Medaillen,True
,Bourgeois,True
,Bourgeois Nr,True
,Jaffe Nr,True
,"complete de 52 tableaux, peints a fresque, qui ornent les voutes du Vatican, graves en taille-douce",True
,"Konsul Wirz, Basel",True
,des Herzogs von Orleans,True
,"des Fursten Woronzow,Florenz",True
,Pinkoff,True
,"Parpart, SchloB Hunegg",True
,par Alph,True
,Agath,True
,"alter Empire-Bronzebeschlage, FuBe, Bekronungen usw",True
,von Zwergen,True
,Comartin,True
,von Siegeln und Autographen,True
,von Damonen,True
,alten Papiergeldes (Assignaten etc,True
,des Comm,True
,"Munchen:Eine Frucht gelegentlicher Archivarbeit, durch wahrhaft firstliche Ausstattung zu einem uiberaus starken Prachtband ausgestaltet",True
,"Paul von Prauns (Nurnberg 1548—1616), besonders reich an Kunstblattern, ist eine der wenigen deutschen Privatsammlungen der Zeit,die sich mit italienischen Sammlungen der Renaissance vergleichen lassen",True
,"der Zeit,die sich mit italienischen Sammlungen der Renaissance vergleichen lassen",True
,der Renaissance vergleichen lassen,True
,Spemann,True
,des Grafen Potoki stammend,True
,Hoch heisst es betreffs dieses Bildes: Das von verschiedenen ersten Autoritaten als ein Werk des Nicolas Maes anerkannte Gemalde stammt wahrscheinlich aus der frihen Zeit des hochgeschatzten Meisters,True
,"Grafvon Nesselrode,Moskau",True
,) | Mappe mit ca,True
,) |,True
,von Brevern,True
,von 302 Abdricken,True
,in der Paulskirche zu Frankfurt a,True
,des ehemaligen hessischen Kurstaates gehort ohne Frage die Sammlung des in Gottingen im Marz dieses Jahres verstorbenen Geheimen Medizinalrats Professors Dr,True
,des in Gottingen im Marz dieses Jahres verstorbenen Geheimen Medizinalrats Professors Dr,True
,Frankfurt 1879,True
,Thewaldt,True
,"August Riedinger, Augsburg",True
,"sehr vieler groBer Kriegsschiffe und kleinerer Boote, die miteinander im Feuergefecht sind",True
,von Feder,True
,Guerard,True
,Stiebel,True
,des Fursten Thurn und Taxis,True
,Sir Joshua Reynolds,True
,Gemmen-Abgusse circa 30o Stuck,True
,Stracke,True
,Stracke Bezeichnet,True
,"kann nur in den vier Posten,die durch A",True
,Herbst stammt aus der Galerie Laroche-Ringwald,True
,Henriquet Dupont,True
,de Montoya stammend,True
,von 65 div,True
,Hetzel) Paris,True
,Tros,True
,(30 ste,True
,1834 zu Stuttgart),True
,wehrloser Birger durch Unteroffiziere und Soldaten,True
,des plus belles compositions de Lepautre,True
,auf einem Felde mit nach hinten verlaufendem Weg,True
,1895 No,True
,Ringe,True
,baierischer Nationalkostime,True
,"Soltikoff stammend, talien,16",True
,als Perle zu glanzen,True
,—nach Fegers Tod aber erst kam er in den Handel,True
,"fallen diese mit dem bunten, vielgestaltigen Zunftgetriebe in unmittelbarer Beziehung stehenden Gegenstande besonders auf",True
,bietet,True
,"von Material zur Geschichte der Kinste, Odessa 1884,Band I,XIX,29,44,55",True
,Langen,True
,"im Stadtischen Suermondt-Museum zu Aachen,Textbd",True
,"LEOFRID ADELMANN, Wurzburg",True
,"Konsul CARL BECKER, Frankfurt",True
,BOURGEOIS FRERES in Koln,True
,"BOURGEOIS FRERES, Koln",True
,ALT-MEISSENER PORZELLAN d,True
,"FRANZ GEEB,MUNCHEN",True
,d'antiquites au Chateau de Heeswijk,True
,EDWARD HABICH zu Cassel,True
,JAK,True
,moderner Meister,True
,"KUPPELMAYR, Munchen",True
,RUD,True
,"von PANNWITZ, Munchen",True
,"HANS SCHWARZ, WIEN",True
,"THEWALT, Koln",True
,HEINRICH WENCKE,True
,"MERKENS, JUNKERSTORFF, v",True
,"BOURGEOIS (Antiquitaten Gemalde),zwei Abteilungen",True
,"ALBERT JAFFE,HAMBURG",True
,Kollektion Angst-Huber-Siegfried),True
,celebres d'Oeuvres d'Art,True
,di tutti le Opere Teatrali del Signor Camillo Federigi coll aggiunta di alcune non ancora pubblicate colle stampe,True
,Carl Jourdan,True
,der Konigin,True
,der Freifrau von Fechenbach in Laudenbach a,True
,Ed,True
,"gestattet, wie dies auch beziglich der Auktion der Fall ist",True
,tadellos erhalten,True
,"darunter: Schwedischer Taler von Gustav Adolf, 1618;Danischer 1620;VIll Mark danisch, 1675 (mit Reiterbildnis des Konigs); /s Brandenburger Taler, Friedrich Ill,1692; 8 Hamburger Schilling, 1727; Augsburger Taler, Franz I,1765; 3 Marientaler,Max Joseph von Bayern,1760, 1771, 1775;Maria Theresientaler 1780; Kronentaler, Franz II",True
,"ohne irgendwelche Erganzungen,altes Originalstuck",True
,"Schaubecks-Album, zwei Bande,mit sehr vielen guten",True
,durch die Vollstandigkeit auferst wertvoll,True
,"Fetis,Brissel",True
,WEIBLICHER HEILIGEN,True
,"Johannes Paul, Hamburg",True
,"Somzee, Bruxelles",True
,die Konig August der Starke von Sachsen zusammengebracht hatte,True
,hier fir eine blau und weisse chinesische Ware,True
,"des Grafen Caylus, (agyptische, etrurische, griechische und romische Altertimer), Wolfgang Winterschmidt",True
,"Samson, Brissel",True
,"Samson, Bruissel",True
,Mailand,True
,Thewa1t,True
,SchloB Mainberg,True
,Sch1oB Mainberg,True
,Gie1dzinski,True
,Lanna,True
,"Gi m be l, Ba denBaden",True
,"Gimbe l,Baden-Baden",True
,"Karl Jourdan,Vorwort von H",True
,"gestattet, wie dies auch bezuglich der Auktion der Fall ist",True
,der J,True
,Sieger,True
,"von Siegelabdricken in Siegellack,in einem Foliobande vereinigt",True
,von 125 Gipsabguissen von franzosischen Medaillen des 18,True
,"complete de 52 tableaux, peints a fresque, qui ornent les voutes du Vatican graves en taill-douce",True
,Eugen Felix,True
,Parpart,True
,des Generals Schuwaloff  Odessa,True
,in welcher 1o0 grosstenteils in der,True
,Vaterlandischer,True
,"vom Jahre 1850, darunter Schoder, Prasident; Fetzer, Mohl etc",True
,d'environ 7o manuscrits le concernant,True
,von zwolf kol,True
,von 6 kolor,True
,von 2o Werken nhalt:H,True
,"complete, Vollstandigste Ausgabe der ,Tableaux historiques de la Rev",True
,darunter u,True
,von 61 Medaillen in Silberlegierung a,True
,von Staats-Papieren und Notgeld der franzosischen Revolutions-Regierung,True
,dont les reliures seules valent 4oo—5oo Frs,True
,"complete, composee de 113 numeros en 3 vols",True
,de 214 assignats emis par l'Assemblée Nationale et le gouvernement revolutionaire,True
,von 33 Silhouetten auf Papier gemalt mit farbigen Einzelheiten in sehr feiner unter jeder Silhouette der geschriebene Name der betr,True
,"celebres d'Oeuvres d'Art, Prachtwerk mit 50 vorzuglichen Radierungen",True
,vor dem Dordrechter Rathaus,True
,des Barons Alfons von Rothschild zu Paris,True
,"von 300 Siegelabdrucken, darunter Furstliche, Adelige, Amts-u",True
,eingerichtet,True
,"von Marmorreliefs, italienische Arbeit in ge schnitzten Holzrahmen",True
,alter und neuer Chinakunst,True
,"oder besser gesagt mehrere Sammlungen zu beschreiben, die sehr viele bemerkenswerte Stucke enthalten",True
,"zu beschreiben, die sehr viele bemerkenswerte Stucke enthalten",True
,"Worlee,Hamburg",True
,von zahlreichen kleinen Stichen von Dan,True
,Ferd,True
,Haya shi,True
,ausgewihlter Lithographien nach vorziglichen Werken deutscher Kinstler,True
,Sammlung von 64 Photographien meist nach Gemalden alterer Meister,True
,von 64 Photographien meist nach Gemalden alterer Meister,True
,zu Nurnberg,True
,mit sehr seltenen Sticken,True
,of Gems and Rings,True
,von 104 Blattern,True
,"von Reden und Glickwunschs-Gedichten auf die """,True
,von I4 Blatt kolorierten Radierungen in 4 und kl,True
,von Io Blatt Karikaturen auf Napoleon I,True
,der Dombau-Vereinsgenossen,True
,von 29 Blatt; Photographie und Druck von W,True
,der vorziglichsten Gemalde der Konigl,True
,"von 16 Stick (deutsch, franzosisch, italienisch):Dresden, Minchen, Wien, Amsterdam,Antwerpen, Rom, Turin etc",True
,"von 14 diversen Werken neuerer Zeit (darunter: Kuhn, Roma, 1878; Wesseler,Palastina,illustriert; 7 Bande der Bibliothek: Das Wissen der Gegenwart)",True
,"von 125 Stick, aus der neueren Zeit:Koln, Berlin, Minchen usw",True
,"von 26 diversen Buichern neuerer Zeit iber Kunst,Kunstgeschichte und Kunstgewerbe",True
,von 174 verschiedenen Konsulardenaren aus der romischen Replublik,True
,von 35 Bronzemedaillen Ludwig XIV,True
,mit Text von O,True
,Joh,True
,der vorzuglichsten Gemalde der Dresdener Galerie,True
,von 10 Kunst-und Gemaldekatalogen,True
,der Gebruder Bourgois,True
,Thewalt in Koln,True
,"von Halbtalern und Gulden, meistens aus dem 17",True
,Abgisse von Gemmen,True
,"40 Delfter Kacheln,gerahmt",True
,"von 20 verschiedenen Ansichten der Stadt, ihrer alten Badehauser und Badegebrauche, sowie des Rathauses, des Minsters, nebst den Planen von Aachen und Burtscheid etc",True
,Nadar,True
,von 32 Bl,True
,1848,True
,Leuchtenberg,True
,Peltzer,True
,"siddeutscher Porzellane,Auktion Helbing 1911,Nr",True
,Gsell; rickwarts Bestatigung der Kunsthandlung Ataria &amp; Co,True
,"Kann, Paris",True
,des Freiherrn von Aretin,True
,in Munchen,True
,"Alfons Cannes, Paris",True
,von 14 Blatt kolorierten Radierungen ca,True
,des letzten Herzogs von Nassau,True
,Lippmann Nr,True
,Loschi),True
,Weber Nr,True
,zu Wien wird das Bild des Jacopo de Strada von Tizians Hand bewahrt,True
,kleiner Kupferstiche u,True
,Adolfv,True
,La n na,True
,von 14 Porzellan-Pfeifenkopfen mit verschiedenen bunten Adelswappen und Widmungen an einen Herrn v,True
,flankiert von 1585,True
,Dr,True
,"Donebauer, Prag",True
,"Donnebauer,Prag",True
,"von 30 alten englischen Spindeluhrkloben, darunter reich verzierte",True
,von altem Miniatur-Silbergerat,True
,von 13 Bl,True
,von 14 Bl,True
,Osc,True
,Jourdan,True
,von 10 Bl,True
,auf dem Marsfelde,True
,von 28 Bi,True
,"bestehend insgesamt aus 177 Minzen und zwar: 1 Goldmiinze ,一",True
,B,True
,d des ah,True
,von japanischen und chinesischen Bronzeappliquen,True
,Seder,True
,Furst Esterhazy usw,True
,"von 55 Blattern, getonte und farbige Lithographien, aus dem Dusseldorfer Kunstler-Album,40",True
,von 12 Bll,True
,franz,True
,des GroBherzogs von Hessen,True
,Gogel,True
,Grebenstein,True
,"Lanna, Prag, v",True
,"Lanna, Prag; 1559",True
,Adalbert v,True
,"Carl Jourdan, Frankfurt a",True
,"Hermann Emden, Hamburg; 1524",True
,Gustav v,True
,"Karl Gimbel, Baden-Baden; 1384",True
,"Friedrich Lippmann, Berlin;1661",True
,Adolf v,True
,von 15 italienischen Krippenfiguren in alten Trachten,True
,"Unter Baldachin der First, am langen Tisch die Notabeln",True
,von 4 Berliner Planen,True
,von 33 Blatt Berliner Ansichten,True
,"von 32 Blatt Berliner Ansichten in Aquatinta von Calau, Delkes- kamp u",True
,"der bekannten kleinen alt-berliner Ansichten, darunter auch solche von Charlottenburg und Potsdam",True
,"von 21 Blatt Berliner Ansichten in Lithographie, davon 14 farbige Lithographien",True
,"Gesamtansicht vom Kreuzberg, Pano- rama unter den Linden,Schloss,Zeughaus,Anhalter Bahnhof,Schloss mit Schloss- bricke,Lustgarten,Opernhaus,Schauspielhaus,Kroll,Konigl",True
,"von 15 Blatt Ansichten Berliner Kasernen, Kadettenanstalt, Kriegsministerium etc",True
,"von 22 Blatt Ansichten, Grundrissen, Planen etc",True
,der National-Garde im Opern-Saal zu Berlin (1806),True
,Barricade am kollnischen Rathaus (4 Blatt) Angriff a,True
,von 7 Blatt Darstellungen von militarischen Einzugen etc,True
,von 3 Blatt Darstellungen militarischer Einzugsfeierlichkeiten der siegreichen Truppen 1871 in Berlin,True
,"von 9 Blatt mit Darstellungen von Einzugsfeierlichkeiten in Berlin,der bei diesen Gelegenheiten errichteten Ehrenpforten etc",True
,von 21 Portrats etc,True
,"von 10 Blatt Darstellungen von Zirkusreiterinnen,berihmten Rennpferden u",True
,von 11 Blatt mit Darstellungen Berliner Humors,True
,stammend,True
,"Koniglich Preussische Cavallerie in 41 Figuren,nach den Gemalden von Lieder u",True
,eine Rede,True
,"von alten Kirchenvatern,klassischen, beruihmten Schrift- stellern in Schweinsleder-Einbande gekleidet",True
,"von 10 Blatt Handzeichnungen (Aquarell, Bleistift, Tusche etc",True
,"prahistorischer Bronzefunde: Ringe, Nadeln usw",True
,Wilhelmy,True
,in ihren vorziglichen Ristungen und Waffen,True
,Klassiker des Mittelalters,True
,composant le Musee Royal D'Antiquites d'Armures et d'Artillerie Bruxelles),True
,der Entwirfe ausgefuhrter Gebaude von F,True
,des osterreichischen Kaiserhauses im K,True
,aus den Jahren 18oo-18o6,True
,Deutsche Klassiker des Mittelalters,True
,"Edmund Hardy,Mainz",True
,aller Ritterorden der verschiedenen Nationen von A,True
,alter Siegel,True
,18,True
,"mit Provenienzangabe (Parochialkirche in Bonilla de la Sierra, Provinz Airla)",True
,mit,True
,Abbildung Tafel 64,True
,Hirth,True
,in der Paulskirche zu Frankfurt,True
,Hogathischer Kupferstiche von Riepenhausen,True
,Gobel,True
,von 1264 Ganzsachen aller 5 Erdteile,True
,of Prints from pictures,True
,Andreas Ilthout,True
,"prahistorischer und antiker Funde: Bronzeminzen, -fibeln, -Sperr",True
,"von 42 runden, bunten Glasscheiben mit verschiedenen bunten Wappen im Stil des 16",True
,von Monchen ein Vivat ausbringend,True
,"von finf silbernen Anhangeschilden, darunter zwei in Form von Doppeladlern",True
,"von neun kleinen Silbergegenstanden:Ohrringe,Fingerhut, Miniatur",True
,enkaustischer Glasgemalde,True
,von Silber- und Kupfermunzen,True
,"Artaria,Mannheim",True
,des Marquis von Bailleul als Wouwermans,True
,vor dem Rathause in Dordrecht,True
,"Bourgeois Koln, in Art des Giovanni zusammengekauert,hebt eine nackte Frau auf seinen Rucken",True
,Kolasinski,True
,von sieben Tafeln mit 281 Beschlagen aus Bronze und galvanoplastischen Nachbildungen von Formen,True
,von 41 Blatt amerikanischer Personlichkeiten,True
,von ZZ alten Kupferstichen von J,True
,Sousczec stammend,True
,der Brider Becker in Koln-Deutz,True
,des Viscount Oxenbridge auf Burton Hall (Lincoln),True
,der Bruider Becker in Koln-Deutz,True
,"der Bruder Becker,Koln-Deutz",True
,Gumprecht (Nr,True
,Roettgen,True
,Schmetz=Aachen,True
,Scbmetz=Aachen,True
,"Schmetz,Aachen",True
,"von 70 Studk vershiedenen Seidenstidkereien, Kloster= bildern und Handmalereien auf Seide und Pergament",True
,Habich,True
,Hayashi,True
,von 31 Blatt Karikaturen auf Berliner Personlichkeiten der 40er Jahre,True
,"VON ELF STUDIENBLATTERN,meist in Bleistiftzeichnung",True
,Christian Hammer stammend,True
,van den,True
,von siebzehn Figuren aus bemalter Papiermasse:Krieger aus dem 16,True
,von 19 Mushelgemmen,True
,von Autographen von Musikern,True
,von 60 Gemmen (Abgissen von Munzen) und 1Form mit 2 Abdricken | 150               | | 2 Reliefs nach Thorwaldsen                                                                                               | 250               |,True
,Baldinger-Seidenberg und Peltzer                                  | 20                 |,True
,"des Lucian Bonaparte, Albano)",True
,Weber,True
,Weber),True
,Michel-Koln) 1793,True
,"(Oryktognostische Sammlung) von 150 Nummern, nach Bloms System geordnet,in fuinf",True
,") von 150 Nummern, nach Bloms System geordnet,in fuinf",True
,"aller Arten Nadeln,wie solche von romischen Frauen gebraucht wurden",True
,von 22 Stck,True
,"von 400 Kupferminzen, alle gut erhalten, dabei romische",True
,Karl Junckerstorff in Dusseldorf,True
,Franz Merkens in Koln,True
,"Pergamenter, Berlin",True
,"Pergamenter,Berlin",True
,Ganzsachen,True
,"Ausgrabungen, Grabfund aus der Bronzezeit: Speerspitze, Armspangen, Spiegel, Schnallen, Fibeln, Schlosser, Schlissel und romische Munzen,4 romische Glaser, 10 Keramiken,2 Knochensticke und 1 Gemme",True
,Halbedelsteine in sechsteiligem Etui,True
,Graf Pietro Rotari I91,True
,"von 25 franzosiscen, hollandischen und englischen Spindel= uhr-Kloben,z",True
,in zwei Kasten,True
,von Z7 kolorierten Stichen aus dem Leben Jesu,True
,von 23 Blatt Japanischen-Farbholzschnitten,True
,von Werkzeugen,True
,"von eisernen Beshlagen, Hufeisen u",True
,von Bronzenageln,True
,von Shreibgriffeln,True
,von Bronzebeschlagen,True
,von Bronzefibeln,True
,von Bronzeringen,True
,von hollandischen Kacheln,True
,von M,True
,"bestehend aus: 1 geschnitzten Hirschkopf, 3 Hirschgeweihen, 18 Rehgehornen",True
,iber 2000 Stuick,True
,2 Bande,True
,"von Gemmen, Abguisse von Muinzen",True
,Friesen,True
,Heintze Weissenroder,True
,Comtesse Valdelomar,True
,von Miniatur-Federvieh,True
,von Miniatur-Tieren,True
,Knopf,True
,Worle,True
,"Comte de Montravel, mit zahlreihen Abbildungen",True
,japanischer Holzschnitte und Druck,True
,"von 39 Porzellanschildern mit Miniaturmalerei, im Mahagonikasten",True
,Hogarthscher Kupferstiche,True
,"Ganzsachen, zirka 10oo Stick",True
,Siegelmarken,True
,Steine,True
,Wachsfrichte,True
,von japanischen Holzschnitten und Schriften,True
,"von Holzschnitten,von Franz Lipperheide",True
,von 51 Tsubas,True
,"mit Schrank,127 Silberminzen,2180 Gramm",True
,217 Kupfermunzen,True
,93 romische Kupfermuinzen,True
,von 28 Stuick japanischer Aquarelle auf Reis,True
,"alter geschnitzter Kameen,162 Stick, im Holzkasten",True
,"Metzl, Berlin=Moskau",True
,""" und ,Eine Liebe""",True
,Loeb,True
,Cheramy,True
,"of two hundred Prints after the original Designes of Claude de Lorrain in the collection of his grace the Duke of Devonshire, executed by Ricard Earlom",True
,"of his grace the Duke of Devonshire, executed by Ricard Earlom",True
,"in zwei Glaskasten, Gipsabgusse von Gemmen",True
,Jaffe),True
,"Reimer, Versteigerungskatalog No",True
,"Reimer,Versteigerungskatalog a",True
,!,True
,in Mahagoni-Holzkasten unter Glas,True
,"bestehend aus 2o Ausstellungskasten mit Schrank und einem grossen Posten loser Schachteln und Kasten mit Kafern, Raupen, Schmetterlingen",True
,"Melville, Camberley, Surrey",True
,Graal,True
,Benedikt XIV,True
,Sternberg=Manderscbeidt,True
,Mourian,True
,Prayer,True
,Piancastelli,True
,Lamponi,True
,erworben,True
,"Piancastelli, Rom",True
,stammend befindet sich im Kupferstich-Kabinet Berlin,True
,Hausmann,True
,Ricbardson,True
,vollstandig,True
,in elegantem Lederband,True
,von 328 Gemmen-Abdrucken in Gips,True
,der Furstin Gargarin,True
,"der Hamburger Kunsthalle, laut Kommissionsbeschluss",True
,"Zinndose, Hohe 7 cm",True
,von Ronins,True
,bestehend aus 17 verschiedenen Siegeln,True
,"von363Blat Radierungen auf ZZ1 Kartons, enthaltend fast alle seine Hauptblatter, u",True
,von 38 Spindeluhrwerken,True
,von Kupfer - stichen hinter Glasscheiben,True
,von 40 Halbedelsteinen,True
,aller Reisebeschreibungen,True
,"von Photograviren nach Bildern und Studien von Mitgliedern des Vereins Bildender Kinstler Munchens"" (1 Orig",True
,von Militar ur d Volk umgeben,True
,Stollwerkbilder,True
,von Sdhilling,True
,Knuth-Tsinanfu,True
,von Frau V,True
,von 47 Original-Handzeichnungen und Aquarellen,True
,Mohn) Bleistift,True
,"Geheimrat Grothe, Dusseldorf",True
,eines Thuringer Fursten,True
,von 38 Banden,True
,von Lithographien nach Gemalden und Zeichnungen des 19,True
,"zu Weimar, in Umrissen gestochen von W",True
,des Erzherzogs Karl,True
,de Vues pittoresches de 1Italie,True
,von Denkmalern und Verzierungen der Baukunst in Rom vom 15,True
,Georg Schwarz,True
,des Kaisers Kien-Lung,True
,"von Wedgewood-Geschirren,26Teile, durchbrochene Platten, Korbchen,Essig- und Oelge",True
,von 12 alten silbernen Buchschliefen,True
,von 30 antiken Ringen mit farbigen Steinen,True
,Forbes,True
,"Belmonte, New York",True
,de Vues pittoresques de 1'Italie,True
,von 24F Elfenbeinminiaturen von A,True
,in einem turmbesetzten Dorf,True
,Kaven 19o9 Nr,True
,Frhr,True
,des Frhr,True
,Georges Viau,True
,1895,True
,einer religiosen Sekte,True
,"des im Januar dieses Jahres verstorbenen Freiherrn Heinrich von Tucher,zu der die nachfolgend unter Nr",True
,"herzurichten und so den vielen Kunstwerken, die in Nurnberg von der Kunstliebe seines alten Patriziergeschlechts Zeugnis ablegen, ein neues, allen Kunstfreunden zugang= liches Denkmal hinzuzufigen",True
,von neun weiblichen Heiligen (Altarflugel),True
,Kaven 1909 Nr,True
,des Barons Ernst von Ungern=Sternberg,True
,Kolasinski (Nr,True
,Wesendonck,True
,Frh,True
,des Frh,True
,Rettung des Phaeton,True
,"Wesendonck; das im Katalog der Sammlung verzeicnete Gegenstuck,angeblid signiert, jetzt in einer Munhener Privat-Sammlung",True
,"verzeicnete Gegenstuck,angeblid signiert, jetzt in einer Munhener Privat-Sammlung",True
,des Frhrn,True
,"von Heiligen, dabei Magdalena und Sebastian und Stifter",True
,Lobmeyer Wien,True
,Kommerzienrat A,True
,Richard Muther,True
,Winterheld,True
,Wolter,True
,Clementi inFlorenz,True
,Vallardi,True
,Gral,True
,Clementi Florenz,True
,des Dogen und des venez,True
,"Winterheld, Miltenberg",True
,Furstenberg in,True
,Carcano vente publique 1912,True
,Georg Viau,True
,"Jaffe, London",True
,Jaffe,True
,Glitza,True
,von verschiedenen Ausgrabungen,True
,in Heidelberg 1917,True
,der Kunsthalle Hamburg,True
,"von Photogravuren nach Bildern und Studien von Mitgliedern des Vereins Bildender Kunstler Muinchens"",Berlin Photographische Gesellschaft",True
,Lanna 1794-1872                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |        |,True
,"alter Stidbe, Lithograpbien,Bubausjbnitte ufw",True
,"Schmeil Dresden, Kat",True
,der Tiere,True
,Goldschmidt,True
,"Goldschmidt, Frankfurt",True
,des Konigs von Hannover,True
,"Delaroff, Sidorow, Lubke",True
,Zerner,True
,van Kasselman,True
,Hofschauspieler A,True
,des Hofschauspielers Alois Wohlmuth,True
,"Gottfried Eibler, Wien",True
,August G,True
,eines Frankfurter Sammlers,True
,Geheimrat Erhart#Rom,True
,"Geheimrat Erhart, Rom",True
,"Baron von Konigswarter,Wien",True
,12 Exemplare,True
,"Ring-Cameen,14 Stuick",True
,exotischer Vogel,True
,Schadel und diverses,True
,"Photos,Olivenholz, intarsiert",True
,Corot,True
,von Gelehrten,True
,"Vicomte de Rouffo-Bonneval, Brussel",True
,1681,True
,"des Herzogs von Rutland; bei Waagen, Kunstwerke in England erwahnt",True
,Colonel Hayward und Sir Prior Goldney,True
,des Sir,True
,"Johannes Stumpf, Versteigerungs-Katalog 1918, Nr",True
,Eugen Schweitzer,True
,"Johannes Stumpf, Versteigerungs~Katalog 1918,Nr",True
,Grosvenor Thomas,True
,des Konigs von 1723,True
,Fuller Russell,True
,des Schlosses Marienburg,True
,von Speybrouck,True
,Eduard v,True
,Gustav von Gebhardt,True
,der Grafin von Caernavon,True
,Fountaine,True
,Passerini,True
,Charles Butler,True
,Humphrey Ward,True
,Oswald,True
,Schnitgen Koln (Witte Taf,True
,Kaufmann,True
,Georg Schwarz (Verst,True
,"Wolters,Minchen (Festschrift d",True
,Oertel （Auktionskatalog Nr 14 Taf,True
,Georg Schwarz (Versteigerungskatalog Nr,True
,Leinhaas (Auktionskatalog Nr,True
,Schweitzer (Verst,True
,Benoit Oppenheim (Katalog Nr,True
,Georg Schwarz (Auktionskatalog Nr,True
,Benoit Oppenheim stammend (Katalog Abb,True
,"Delaunay,Paris, dann G",True
,"Bossy, jetzt Paris,Louvre (Vitry et Briere,a",True
,"Timbal in Stein (Vitry et Briere,a",True
,"des Landrats Thomee in Altena (Bau- und Kunstdenkmaler von Westfalen,Kreis Altena",True
,"Lippmann, Berlin (Auktionskatalog Nr",True
,Oertel (Kat,True
,"Schnitgen, Koln,um 1300,aus Westfalen (Witte, Tafel 10 Nr",True
,"James Simon, Berlin und ,der Frau in der Laube"", London, Buckingham Palace",True
,Kommerzienrat Sturm,True
,Marquis B,True
,Jahrg,True
,von Bischofen und Laien im Schiff einer Kirche,True
,Grimaldi,True
,) mit sechs durchgehenden Schubkasten,True
,"wurfelformig, mit je sechs abgeteilten Schubkasten und Deckplatte",True
,"Sidorow, St",True
,"Henri Rochefort, Sammlung Nicolle",True
,Nicolle,True
,des Freiherrn von Arentyn,True
,"des Barons von Oppenheim, Florenz",True
,in Frankfurt a,True
,"Goldschmidt,Berlin",True
,"De Ridder, Versteigerung Helbing)",True
,Strauf Wien,True
,"Sonksen, Plon-London und Ruttgers, Munden",True
,"Robert Ohly,London und E",True
,Berghese,True
,Frau Prof,True
,Fellner,True
,Clemm,True
,Karl F rank-Augsburg,True
,von Nie se wan d-Mulheim a,True
,Friedrich Rudolph von Berthold-Dresden,True
,Hofkapellmeister Ritter von Herbeck,True
,Wohlmuth,True
,Univ,True
,Gumprecht,True
,Goldschmidt-Rothschild,True
,"Heymann, Breslau",True
,"Trutschler, Dresden",True
,Ikle,True
,herausgeg,True
,Hirth stammend,True
,Gunther,True
,Gunther Abb,True
,Guinther 206a DOSENDECKEL mit Watteauscene und ELFEN BEINDOSE mit Miniatur,True
,"Gunther, Fasano",True
,"Zitzmann,Auktion Cassirer-Helbing,Berlin, Marz 1925, Nr",True
,Gunther a LANDSCHAFTSMOTIV VOM CHIEMSEE,True
,Furst Jusupoff,True
,Furst Demidoff,True
,Furst Golitzin,True
,"Georgus Kloss, Frankfurt a",True
,"Baron Erlanger,Paris",True
,Kommerzienrat Dr,True
,"Prinz Otto Sayn-Wittgenstein, Auktion Galerie Helbing Munchen 1907,Kat",True
,des Grafen Schack Munchen,True
,Lobmeyer,True
,Reich,True
,Lohmeyer,True
,"Haworth, London",True
,Stumpf,True
,von 66 Uhr kloben,True
,des Univ,True
,"Oppolzer Innsbruck, Auktions-Katalog Helbing, Minchen, 3",True
,"Habich, Cassel",True
,Mihsam,True
