ZERI,variants,new
,Nervegna,True
,"de 68medailles ayant trait a des fetes publiques et au Carnaval, dont 5 en argent, 35 en bronze et 28 en plomb",True
,"celebres, en Amerique:Paysanne filant, collection Walter Richmond; Temps des moissons, collection Kirk Patrick; Cueillette des pavots, collection J",True
,"Walter Richmond; Temps des moissons, collection Kirk Patrick; Cueillette des pavots, collection J",True
,"Kirk Patrick; Cueillette des pavots, collection J",True
,D,True
,"Tanenbaum; le Nettoyeur(pastel), collection de Mm Dickey;Meditation, collection M",True
,"de Mm Dickey;Meditation, collection M",True
,M,True
,T,True
,H,True
,"Geo Whitney; le Nid doiseau, le Retour des champs,Communiants, collection M",True
,"Geo Seney;le Depart pour les champs, collection Thorne;le Temps des cerises, collection Geo Seney",True
,"Thorne;le Temps des cerises, collection Geo Seney",True
,Geo Seney,True
,fut dispersee a la suite d'une vente connue sous le nom de (vente des Chartreux de Lyon,True
,"de Paris, notamment : Sir W",True
,Rodolphe Kann,True
,"de figurines de Christ,de croix,et depetites statuettes de saints personnages en bronze,en cuivre et en argent",True
,"de claveaux, de fenetres,et de voutes a decor de rocailles variees",True
,de Mm la Marquise Landolto Car,True
,"de lErmitage;une autre, en terre cuite, au musee municipal de Versailles;une autre,enfin, en platre,figure au musee du Louvre, avec le cachet de l'atelier de Houdon",True
,"du musee du Louvre,une repetition de ce medaillon en bronze et non signee",True
,"de Mme Edouard Andre et enfin celle-ci, acquise ilya dix ans par M",True
,"de figurines de Christ, de croix et de petites statuettes de saints personnages en bronze, en cuivre et en argent",True
,"d'ustensiles de cuisine divers, tels que: fourchettes a longs manches, écumoires, louches, pelles, etc",True
,"de couteaux, fourchettes et cuillers en cuivre,en bronze et en étain",True
,"de mortiers en bronze et en cuivre a decors varies, et de diverses epoques",True
,de chandeliers et porte-cierge en cuivre et en dinanderie,True
,de robinets en bronze,True
,"de landiers et de chenets en fonte de fer, a motifs gothiques, personnages, etc",True
,"de heurtoirs, plaques de serrure, appliques de porte, etc",True
,de nombreux clous et d'appliques,True
,"de verres antiques, provenant de I'Asie Mineure, de formes et de modeles varies",True
,de verrerie de Boheme et de,True
,Lefrancois,True
,Ploquin,True
,"Trilha,18 decembre 1876",True
,"；a droite,la signature a la plume:F",True
,de vingt volumes,True
,"d'environ 3800 planches de costumes de Paris, de 1828 a 1862",True
,"Baranowski et Stummer,a Vienne:Portrait en pied d'un jeune savant",True
,privees d'Anvers,True
,Antony Roux,True
,"Bonnat,aujourdhui,au Louvre;il difre sensiblement des deux premiers : l'execution en est plus lourde et il parait avoir ete execute a une epoque posterieure",True
,"de figures theatrales, inventees et gravees par Martin,cy-devant dessinateur des habillements de l'Opera",True
,Bach),True
,"de l'Ermitage; une autre, en terre cuite, au musee municipal de Versailles; une autre, enfin, en platre, figure au musee du Louvre, avec le cachet de l'atelier de Houdon",True
,"de petits bronzes dores et patines: statuettes,cariatides,mascarons,appliques,etc",True
,de l'Europe,True
,"mais il conseillait plusieurs d'entre eux,tels que le baron de Beurnonville et Rodolphe Kann",True
,"DE TREIZE PETITS BOUDDHAS et un enfant magot en porcelaine et biscuit emailles en blanc, en couleurs, en jaune, en bleu turquoise, en aubergine et en vert",True
,Fouquet,True
,"Pozzi,n°498",True
,Pozzi,True
,"Alfred Andre,avril 1920",True
,"Jeuniette,mars 1919",True
,du baron de Beurnonville (vente en 1881) et de Laurent Richard (vente en 1886),True
,"von RenaissanceKunstwerken im KaiserFriedrichMuseum, gestiftet v",True
,of pictures of the Umbrian school,True
,of Mediaeval and Renaissance Paintings,True
,von Nachbildungen seiner vorziglichsten Holzschnitte und Stiche,True
,des Kaiserhauses,True
,Savigny,True
,nach der Neuordnung 192426,True
,Hertz e gli Affreschi di Giulio Romano nel Palazzo Zuccari a cura di J,True
,des Allerhochsten Kaiserhauses,True
,principally of XVth and XVIth cens tury,True
,von BachofenBurckhardt,True
,Bardini in Florenz,True
,des Herrn A,True
,of Mr,True
,"of George and Florence Blumenthal, New York, compiled by Stella RubinsteinBloch",True
,of the estate of the late Judge E,True
,Gualino,True
,Gualino esposte nella Pinakoteka di Torino,True
,Oscar Hainauer,True
,Hesseltine de Londres (Versteigerungskatalog),True
,Carl v,True
,Oscar Huldschinsky,True
,Oscar Huldschinsky (Versteigerungskatalog Cassirer,True
,of J,True
,Marcus Kappel in,True
,v,True
,R,True
,"Martin Le Roy, Teil IV",True
,Paul Mallon decrite par G,True
,Alfred Walcher Ritter von Molthein in Wien,True
,Del Monte par G,True
,of drawings by the old,True
,Semenow et les autres collections publiques et privees de St,True
,publiques et privees de St,True
,Semenow a St,True
,du comte G,True
,de tableaux,True
,aus dem Besitz der furstl,True
,of pottery belonging to W,True
,Bd,True
,fran#,True
,Hofstede de Groot,True
,privées de la Suede,True
,u,True
,"betreffend) von Berliner Kunstfirmen (Lepke,Henrici, Hollstein &amp; Puppel u",True
,betreffend) der Firmen CassirerHelbing aus den Jahren 1924 bis 1929,True
,"betreffend) von Frankfurter, Kolner u",True
,betreffend) von Wiener u,True
,"betreffend) von Muller in Amsterdam, fast durchweg aus den letzten zehn Jahren",True
,betreffend) von englischen u,True
,befinden durfte,True
,"von grossen und kleinen Schlisseln aller Zeiten, Bronze und Eisen, 31 Stick",True
,ist am 8,True
,Prinz Cariati,True
,Principe Cimitile,True
,Montebello,True
,Villestreux,True
,Delange,True
,"of pictures,works of Art ete",True
,archeologique du Prince Pierre Soltykoff,True
,"von Landhausern, Villen etc",True
,etc,True
,Morbio,True
,Lerchenfeld,True
,Gedon,True
,zu Augsburg,True
,von Medaillenabgissen,True
,Disch,True
,"von 721 Abdricken geschnittener Steine der Griechen,Romer,Aegypter, auch einiger Bildwerke des christlichen Alterthums, sowie aus der Blithezeit der neueren Kunst (von Albrecht Durer, Benvenuto Cellini etc",True
,"von 37 Stocken, dabei Rathsherren-Stocke",True
,Taf,True
,Prinz Carl,True
,Soyter in Augsburg,True
,"Meyrick,Taf",True
,Soyter,True
,Seutter in Augsburg,True
,Rolas du Rosey,True
,Diseh,True
,"von 150 romischen Gross-, Mittel-und Klein-Bronzen der verschiedensten Erhaltung",True
,von 150 dergl,True
,von 78 dergl,True
,"von 430 der verschiedensten, meist deutschen,Kupfer-und Scheide-Munzen",True
,von 50 dergl,True
,"von 50 verschiedenen religiosen Medaillen, Gnadenpfennigen etc",True
,"von 85 Spiel-Pfennigen und Jetons, 85 Stick, 2l meist neuere Marken, Brickenzeichen etc",True
,befindl,True
,Gedon in Munchen,True
,"von Hirsch- und Rehgeweihen, dabei sehr viele",True
,von silbernen und goldenen Puppengeraten und sonstigen Miniatur-Darstellungen,True
,"von neun verschiedenen Berloques in Perlmutter mit Goldfassung, ausserst zierlich ausgefuhrt: 1",True
,von 81 Mustern von Borten und Litzen in der verschiedensten Ausfuhrung,True
,auf drei Cartons gezogen,True
,der hochfirstlich Wirzburgischen Landesverordnungen,True
,der hochfirstl,True
,der hochfurstlich wirzburgischen Landes-Verordnungen,True
,von 70 modernen Messingknopfen,True
,von 77 Original-Wachssiegeln von Stadten,True
,"darunter von Muinchen (40), Augsburg (2), Botzen (3), Danzig, Dilingen （Universitat),Hall,Ingolstadt (7), Innsbruck,Isny,Kitzingen, Neuburg,Peisching,Regensburg (3), Sterzing (2),Ulm,Unna,Villingen ete",True
,"von 80 Original-Wachssiegeln von Klostern, Bischofen, Probsten etc",True
,"von uiber 420 theils sehr fruhen Original-Wachssiegeln in Wachshullen von Grafen,Freiherren,Adeligen,Burgerlichen, Schoffen etc",True
,von meist guter Erhaltung,True
,"von uber 1000 Original-Wachssiegeln in Holzkapseln von Grafen,Freiherren,Adeligen,Birgerlichen, Schoffen etc",True
,von durchweg guter Erhaltung der einzelnen Sticke,True
,"von iber 6000 Lacksiegeln von Klostern, Stadten, Corporationen ete",True
,"von uber 1700 Lacksiegeln, geordnet und in 32 Mappen eingeklebt,enthaltend:Fursten (256), Grafen (425),Freiherren (460), Adelige (376),Universitaten,Bisthumer, Abteien ete",True
,"von 1222 rothen und schwarzen Lacksiegeln, geordnet und aufgezogen",True
,"von 1014 Lacksiegeln, geordnet, aufgezogen,nummerirt und",True
,"von 525 Lacksiegeln, geordnet, aufgezogen und mit Namensbeischriften",True
,"von 422 Lacksiegeln, geordnet und mit Namensbeischriften",True
,von 162 grosseren und kleineren russischen Medaillen in chronologischer Ordnung in scharf ausgefihrten Avers- und Reversdarstellungen,True
,von Reformatorenmedaillen in Gipsabdrucken,True
,von 140 Schwefelabgussen von romischen Minzen,True
,von 360 Pasten in Elfenbein- und Thonmasse von Siegeln deutscherund,True
,"von 268 Kupfermunzen,romische Muinzen,Jeton's etc",True
,von 50 religiosen Medaillen etc,True
,von 18 Spazierstocken， deren Kopfe zum Theil reich,True
,"von 36 Spazierstocken, dabei Alpenstocke, Ochsenziemer etc",True
,von 19 verschiedenen Kuchenformen mit interessanten Sehr interessante Sammlung,True
,"von nahezu 1000 Waffen und Gerathen aus der Steinzeit, dabei viele Beile, Hammer, Pfeilspitzen, Meissel ete",True
,meistens Funde aus und an dem Bodensee,True
,mod,True
,"von reichverzierten Halsen,darunter 8 verschiedene Bartmanner",True
,yon Formen-Matrizen,True
,von,True
,von Patrizen,True
,Rehgeweihe,True
,namentlich fir Maler von Bedeutung,True
,gerahmter Stiche,True
,von Amuletten und Talismanen,True
,von 41 verschiedenen Bronze-Medaillen mit reli,True
,von 233 verschiedenen Medaillen auf Kaiser,True
,"Spiele aller Art, als: dreihundertjahrige Kartenspieltafel, beiderseitig bemalt, desgl",True
,"von mehreren hundert Stuck Ausgrabungen aller Art, als: Griechische, etruskische und romische Antiquitaten: Thonfiguren, Bronzen etc",True
,"Thiere und Figuren, an einer Krippe,in Holz geschnitzt und bemalt",True
,"Kuchen- und Hausgerathe, als: Feuerzeuge, Feuerbocke, Feuerzangen, Bratroste etc",True
,von mehreren hundert Stick,True
,Buchner vorkommende Zeichen,True
,auf welche er mit der Rechten hinweist,True
,"von 50 Erinnerungsmedaillen, Ehrenzeichen etc",True
,in schwarz bemaltem,True
,Kupferstiche,True
,verschiedener Schriftarten,True
,kleiner Stahlstiche,True
,"von 17 Stick antiken Bleimunzen, Tesserae theatrales etc",True
,von 10 diversen antiken Stucken,True
,fir Maler von hohem Werthe,True
,von mehreren 100 Stuick Stoffen und Stoffresten,True
,"kleiner 0elbilder mit Ueberschrift (lateinisch, das Vaterunser)",True
,"von Radschlossern und Schlusseln, ca 7l Stick",True
,von Medaillenabgussen v,True
,von Bleiabguissen 20 St,True
,von Broncemedaillen 20 St,True
,des Firsten Camill Rohan zugehorig,True
,Toman in Prag angehorende Bild war fruher in dem Besitze des Barons Pasqualati in Wien,True
,des Grafen Bruhl,True
,Gipsabdrucke,True
,fur christl,True
,der seltensten Radirungen von Meister aller Schulen 1-4 Lfz·,True
,von 50Kupfern aus Taschenalmanache,True
,"das Mittelfeld mit mythologischer, figurenreicher Darstellung",True
,von Stahlstichen,True
,der vorzigl,True
,Graf Oxenstjerna,True
,Oxenstjerna,True
,der Konigin Desideria,True
,"von 169 verschiedenen Schlusseln, darunter frankische, gothische ctc",True
,"von 223 zumeist gothischen Schluisseln, die Griffe reich durchbrochen ornamentirt mit Maasswerk,Kleeblatt, Vierpass etc",True
,Galimberti,True
,Brogren,True
,Graf v,True
,Grubbe No,True
,Prof,True
,Baron L,True
,zugeeignet wurde,True
,Grubbe 67,True
,der Konigin Desideria No,True
,Bystrom,True
,"Galimberti, sodann Karl's XV",True
,Karl's XIV,True
,Karl’'s XIV,True
,"Martelli in Rom,die Gustaf IIl",True
,"von 127 Stuck schwedischen Miederschliessen, Schnallen, Kreuzen,Knopfen, Appliquen, Ringen etc",True
,von 70 verschiedenen Sehlisseln; die Griffe zumeist durchbrochen ornamentirt in gothischem Masswerk,True
,"und Namensinschriften, sowie Kartuschenschild mit Spruch, Jahreszahl 1709 und den Brustbildern des hl",True
,"von neunundsechzig diversen Petschaften und Breloques verschiedenster Art und Form, geschnitten in Halbedelstein,Carneol, Achat, Cristal de roche u",True
,im Ganzen gestattet,True
,Kranner,True
,Ditmer,True
,Koch,True
,Geheimrath Maller,True
,von 8 Portratbildern aus dem 16,True
,"von zwanzig Portrats,gelehrte Manner in Buntdruck darstellend",True
,der von Clemens August erbauten Schlosser:I,True
,schoner Kupfer-Reliefs mit mythologischen Darstellungen,True
,von ca,True
,von Halbedelsteinen,True
,von mehreren 1000 Lacksiegel,True
,kommen partieweise zum Verkauf,True
,von 17 gestickten und posamentirten Fransen und Borten,True
,von 235 reich dessinirten Spitzenmustern,True
,"von 17 kleinern und grossern Stucken Silberlitze, Borten etc",True
,"von siebzehn Siegburger Topferformen aus den Jahren 1550-1580 mit Friesdarstellungen, Medaillons und grosseren scenischen Darstellungen, wovon zwei in Sandstein gehauen, die",True
,darstellend,True
,Grubbe,True
,der Konigin Desideria (Bernadotte),True
,Baron Bennet,True
,Oberst Blom No,True
,Wallgren,True
,Wohlfahrt in Goteborg,True
,Netzel,True
,Bildhauer Prof,True
,Grubbe 79,True
,des Bischofs Fahlcrantz,True
,Graf de Geer und Sammlung Rossi No,True
,Rossi No,True
,des Baron de Geer,True
,Konigin Desideria,True
,Magnus Brahe,True
,Bystrom No,True
,Bischof Fahlcrantz No,True
,Grubbe 62,True
,Bischof Fahlcrantz,True
,der Konigin Josefine,True
,des russischen Gesandten Daschkoff,True
,"Wohlfahrt, Jiterborg",True
,Hjarta,True
,Oberst Blom,True
,des Generals Lowenhjelm,True
,Cederlund No,True
,des Prof,True
,Westin,True
,Galimberti (Karl XV,True
,Galimberti Nurnberg (Karl XV,True
,Wohlfahrt,True
,von Pein-Berlin,True
,Neven,True
,Kalle,True
,Delamotte-Fouquet,True
,Borner und Pricken,True
,Boydell,True
,Brentano-Birckenstock,True
,W,True
,Liphart,True
,Pricken,True
,Hebich,True
,Boehm,True
,Arozarena und H,True
,Konig Ferdinand von Portugal,True
,von Liphart,True
,"Camberlyn,Wolterbeck und Kalle",True
,Herzog Wilhelin von Braunschweig,True
,"von vierundzwanzig Tabakspfeifen und Pfeifenkopfen,in Holz und Meerschaum; viele reich geschnitzt mit Figuren; zum Teil in Silberfassung",True
,Gsell,True
,Ettl in Innsbruck,True
,Sasella,True
,"von 62 Werken (romische Classiker,italien",True
,"von Walburgis-Oelbuchschen,von Silber und Metall (ein",True
,"von Altaren, Kanzeln u",True
,von 28 Portrats in Schwarzkunst gest,True
,von 8o Kupferstichen aus der hl,True
,von mittelalt,True
,passend,True
,Fraulein von Fulde,True
,Riedinger,True
,Friedrich,True
,bestehend aus 101 Tafeln mit ca,True
,Felix,True
,Buchner,True
,Murschel,True
,Mme,True
,Liebermann,True
,"von Perlschalen, 3 grosse und 359 kleine",True
,"Magniac, London",True
,Mme D'Yvon,True
,von 23 diversen Ringen mit Cameen und Gemmen,True
,"Friedrich,Dresden)",True
,des Fraulein von Waldenburg,True
,Sampayo,True
,Du Sartel,True
,Mme d''Yvon,True
,unter No,True
,"von sieben Miniaturen, wovon zwei in Oel ausgefihrt",True
,Hammer,True
,"Spitzer,komplett,Antiquitaten und Waffen,Mme d'Yvon 一 Liebermann,Gemalde und Antiquitaten,alter Munzkatalog,Dresden,1834,und diverse andere Bicher",True
,des deutschen Episcopats in Wurzburg 1848,True
,"von Lessing, ll",True
,der schonsten Marchen und Sagen aus den deutschen Gauen,True
,farbiger Musterblatter,True
,"grosstentheils mit den Kupfern, aber zuweilen unvollstandig",True
,von Bildnissen beruhmter Manner,True
,"von Seidels,in welcher hundert grosstentheils in der Mark Brandenburg geb",True
,von Schriften und Predigten Luthers und Ph,True
,"of Antique,Vases,Altars,Parterae,Tripods,Can delabra, Sarcophagi etc",True
,ungefahr 5-6ooo Stuick,True
,von Heiligenbildern moderner beruhmter Meister,True
,alter Schlissel,True
,von Assignaten,True
,"von Gipsabdricken antiker Gemmen aus der historischen Sammlung des Museums zu Berlin, sogen",True
,"des Museums zu Berlin, sogen",True
,"Charles Damian Disch, Pracht-Ausgabe (franzosisch) nebst Verzeichniss der erzielten Preise",True
,Spitzer stammend,True
,Riedinger herstammend,True
,sehr schoner und interessanter Gipsabdrucke,True
,schon in,True
,"romischer Fibeln, Nadeln, Perlen, Fragmenten etc",True
,"des Herzogs von Hamilton,England",True
,befind lichen Meissener Modell (No,True
,"bestehend aus einundsiebenzig Tafeln mit 91 Mustern, von verschiedener Technik, aus dem XV",True
,"verschiedener Seidenquasten,zum Teil mit Silber- und Goldfaden umsponnen",True
,welche sehr schone und zum Teile ausserst seltene Dessins enthalt,True
,"bestehend aus einundsiebenzig Tafeln mit g1 Mustern, von verschiedener Technik,aus dem XV",True
,diverser Zeichnungen auf Cartons,True
,"des pierres gravees, statues, medailles et peintures dess",True
,"der wichtigsten, seit dem westphal",True
,"(34 Sticke) altagyptischer Idole, Scarabaen etc",True
,weiland Herrn v,True
,ibertroffen werden; sie vertritt 2 byzantinische Kaiser: Justin I,True
,neuerer Gedichte,True
,"diverser Siegel, bestehend aus dreiundzwanzig Stuick Stadte- und Geschlechtswappen, teilweise in Kapseln",True
,"von Gebeten, deutsches Manuscript",True
,"von Stichen, darunter Holzschnitte, Lithographien, Radierungen etc",True
,angezogen werden,True
,wobei viele werthvolle Blatter,True
,"von 44 Gemmen und 5 Cameen,L",True
,"von 34 Gemmen und 15 Cameen, L",True
,Schmetterlingen u,True
,der Konigin Christina von Schweden,True
,"antifer Boldfunde, beftehend aus 2o Bticden",True
,"von Edicten, Patenten,Verordnungen etc",True
,"von 17 Figuren aus Papiermache, polychrom, darstellend Typen von Fussvolk, Reiterei und Artillerie des XVil",True
,mit vielen interessanten,True
,"beruhmter Dichter, darunter: E",True
,von Wappenknopfen,True
,ist noch zum grossen Theil die alte Hennebergische Ruist,True
,links schwarzer Hund in gelbem Feld (spater eingesetzt）,True
,"von 19 Sporen, vom 14",True
,von 26 Gewehrschlossern des 15,True
,"prahistorischer Funde,Steinbeile undGerathe,Bronzekelte,Fibeln,Spangen",True
,"von 21 Gemmen in Achat, Carneol, Jaspis etc",True
,"alter PfeifenKopfe und Pfeifen,dabei sehr schone Exemplare,geschnitzt,in Porzellan (gemalt), Hirschhorn etc",True
,"alter Siegel aus rothem Wachs, theils in Abdrucken, theils in Originalen und in Holzfassung",True
,"Kupferifiche,Photographien,Lrithographien,interefiante Zeichnungen etc",True
,"exotischer Schmetterlinge von ausgesuchten, schonen",True
,Hogarth'scher Kupferstiche,True
,"Storf,Augsburg",True
,"des Hauptmanns Friedrich Geizer,Ulm",True
,"van Haanen, Maria-Enzersdorf bei Wien",True
,in grossem Schaubeck-Album,True
,in Larisch Album,True
,"in grossem Folioband, enthaltend 1000 Ganzsachen und Ausschnitte",True
,"Speise-, Tisch-, Garten-Gerate und Werkzeuge",True
,dem Spiele eines Quartetts lauschend,True
,von 162 Blatt Cabinetphotographien: Portraits und Ansichten,True
,des Herrn Dr,True
,Musica sacra u,True
,von Berliner Porzellan-Ostereiern,True
,von alten preussischen Helmen und vorzugsweise altpreussischen Grenadiermitzen aus der Zeit Friedrichs des Grossen etc,True
,"seines Vaters und iber die Thatsache, dass dessen Echtheit sowohl von letzterem als auch von Gust",True
,kostbarer Antiquitaten,True
,alt-ober- und niederdeutscher Gemalde der BruderBoisseree und Bertram,True
,in vorzug,True
,SchuBlerNurnberg,True
,von 20 Stuck Fliesen,True
,von 95 einzelnen Stammbuchblattern,True
,"des Bankiers Sir Thomas Baring, welche 1848 in London verauktioniert wurde",True
,von 37 Olminiaturen,True
,Kabinettsschreiben Friedrich Wilhelms I,True
,von 12 Kabinettschreiben (L,True
,"von Aktenstucken, koniglichen Verordnungen etc",True
,"von Drucksachen,Plakaten,Zeitungen etc",True
,Fellner-Wien in Kupferstichen,True
,Brandenburgisch-Preussischer Munzen und Medaillen,True
,"Felix, Hoech etc",True
,in Ungarn,True
,ca,True
,von Probedricken der verschiedenen graphischen und technischen Reproduktionsarten,True
,der Munchner Kinstlergenossenschaft,True
,in Copenhagen,True
,von Kupferstich- und Handzeichnungs,True
,Kuppelmayr,True
,von Kupferstichen groBtenteils nach berihmten italienischen Malern des XV,True
,du Roi de Prusse a Sanssouci,True
,"de Baron de Stosch, accompagne",True
,von Fuchsjagern,True
,des Herrn sehr interessant und,True
,des Herzogs von Bedford,True
,"von etwa 15 ausgegrabenen und ausgebaggerten Streitaxten, Beilen usw",True
,"von etwa 15-20 augegrabenen und ausgebaggerten Streitaxten, Beilen usw",True
,von Hefner-Alteneck,True
,von Hefner Alteneck,True
,von Hefner--Alteneck,True
,A—Z,True
,von Hefner-Alteneek,True
,"beschrieben, die im wesentlichen aus hollandischen Werken der ersten Halfte des XIx",True
,Tewald,True
,Ritleng comme une piece unique dont la similaire ne se retrouve dans aucun musee ni dans aucune collection particuliere,True
,"de soldats en etain et de scenes champetres, de la fin du xVlle siecle et du commencement du Xixe siecle",True
,"alter Zinnsoldaten,Bauerntanzer etc",True
,"de soldats en etain, de la seconde moitie du XVile siecle jusqu'en 1820",True
,alter Zinnsoldatenvon ca,True
,"de soldats de lEmpire et de chevaliers du moyen age, de 1810 a 1825",True
,alter Zinnsoldaten und Ritterfiguren von ca,True
,de soldats etc,True
,"de 15 boutons militaires et autres, du XVIlle siecle",True
,alter Zinnsoldaten u,True
,verzierter Zinnknopfe des XVIlI,True
,de plombs histories trouves dans la Seine,True
,"de plaquettes en bronze, de Philippe Grass, ne en 1801 a Wolxheim, mort en 1876 a Strasbourg",True
,von Portraitplaquetten des Strassburger Minsterbildhauers Philipp Grass,True
,"de sept poids, de differentes grandeurs, tous richement graves et portant les armes de Nuremberg, Augsbourg, etc",True
,von sieben gravierten Bronzegewichten in verschiedenen Grossenabstufungen und mit verschiedenen Beschaumarken,True
,"d'objets d'eglise: Reliquaire Renaissance, deux navettes Louis XV et un ostensoir orne",True
,elsassischer Kirchengerate des XVI,True
,"de huit couvercles de bassinoires, Louis XIV et Louis XV,en cuivre jaune, avec tetes",True
,von acht Warmpfannendeckeln iu Gelbkupfer,True
,"von vier Ofentiren in getriebenem und graviertem Messing,Louis XIV",True
,"de 4 portieres de poele, en cuivre jaune repousse et grave,Louis XIv, Louis XV et",True
,"de dix paires de mouchettes Renaissance, Louis XV,Louis XVI,Empire et 183O,en bronze et en acier,dont l'une richement incrustee en cuivre",True
,"semblable, se composant de 13 pieces des memes epoques",True
,von 13 Sticken aus denselben Epochen,True
,"de sept cuillers, dont quatre en argent, trois en bronze",True
,von7 Loffeln des XVI1,True
,"de huit cleis,Renaissance et posterieures",True
,de 17 clefs et fragments de clefs du XVle au XIxe siecle,True
,"de quatre verroux de maitrise, des XVIe, xVIle et XVIlle siecles",True
,"vier eisernen Sicherheitsschlossern,alle von verschiedenartigerForm wndmit verschiedenartigen Mechanismen",True
,"de six etuis a couverts, en cuir dore aux fers",True
,"de reliures artistiques, en cuir dore aux fers, avec une serie de fers de reliures du Serie von goldgepressten Ledereinbanden des XVIIl",True
,"de huit bonnets alsaciens, brodes d'argent et d'argent dore, incrustes de pierres",True
,von 8 reich mit Silber gestickten Elsasser-Hauben aus der ersten Halfte des XIX,True
,"de six boucles Louis XVI,en argent, étain et acier",True
,6 Louis XVI,True
,"de cinq eventails Empire, ornes de broderies a paillettes",True
,"de quatre pendentifs du XVllle siecle, argent et strass",True
,von 6 Goldringen des XVIII,True
,"de 6 bagues etanneaux Louis xV, Louis XVi, etc",True
,"de quatre epingles de cravate, decors varies",True
,"de bijoux divers, en or, argent et bronze, des XVllle et Xixe siecles",True
,"de 8 boites et flacons, en bois divers, avec ornements graves, estampes, etc",True
,"de cadres, richement sculptes, en buis et autres bois, en bronze, etc",True
,von 8 zum Teil reich in Hol geschnittenen Dosen und Flacons des XVIll,True
,reichverzierter Rahmchen des XVI,True
,"de miniatures sur ivoire, portraits du Directoire, du Consulat et du Ier Empire, etc",True
,"interessanter,meist StrassburgerPortraits aufElfenbein",True
,"deminiatures su ivoire,verre,carton,etc",True
,"de quatre sceaux en cire, des epoques romane et gothique",True
,von vier mittelalterlichen Wachssiege,True
,"de douze sceaux en cire, du Xve au Xixe siecle",True
,von zwolf Wachssiegeln des XV,True
,"de dix-neuf lettres, du XVle au XVIlle siecle, sur parchemin et papier,ia plupart concernant l'Alsace",True
,von 19 Pergament-wnd Papierbriefen und Urkunden des,True
,"de quatre parchemins alsaciens, de 1357, 1453, 1563 et 1608",True
,"de cinq portraits en cire, des XVIlle et XIxe siecles",True
,"desXVIll,und XIX",True
,d'images religieuses alsaciennes de la seconde moitie du XVllle siecle,True
,meist elsassischen religiosenWachsbildern der zweiten Halftedes XVIII,True
,"de sculptures en bois, des XVlle et XVIlle siecles",True
,6kleineren Holzskulpturen desXVII,True
,"de 8 statuettes et plaquettes en ivoire, des XVIle et XVllle siecles",True
,8Statuetten und Plaquetten desXVII,True
,"de 4 portraits en ivoire,princes et savants,de la premiere moitie du XVIlle",True
,des XVIII,True
,"de 4 netzkis japonais,en ivoire, finement graves",True
,Netzki desXVIIl,True
,von Siegburger und Kolner Kriglein des XV,True
,"de petites cruches, en gres de Siegbourg et de Cologne",True
,"de plaques de poeles alsaciens, en faience, ornees de reliefs et de peintures",True
,"de 7 statuettes en porcelaine, marque de Ludwigsbourg",True
,"de cream-ware, de la fin du XVllle et du commencement du Xixe siecle",True
,"von Cream-ware-Keramik der Zeit um 180o,u",True
,"de platres sculptes par Jean-Pierre Dantan, ne a Paris en 18oo, mort en 1869 a Bade, bustes et carricatures de compositeurs, directeurs de concert, musiciens, etc",True
,"de quatre flacons en verre grave, du xVllle siecle",True
,"de flacons,verres tasses, etc",True
,geschliffener Kristallglaser des Empire und der Zeit um 1830,True
,"de vitraux divers, avec armoiries et figures, travaux suisses et strasbourgeois de differentes epoques",True
,Glasgemalden verschiedener Stile und Epochen,True
,"de peintures sous verre, du XVllle siecle",True
,figiirlicher Hinterglasmalereien des XVIII,True
,"de fusils a rouet et a pierre, de differents siecles, richement incrustes d'ivoire et de nacre,le fer sculpte ou gravé",True
,"von Feuergewehren verschiedener Langen und Jahrhunderte,in meist reich mit Elfenbein etc",True
,de poignards et de fourreaux de poignards divers,True
,"d'images religieuses, brodees en soie, une autre en chenille",True
,"de portraits en soie,tisses par Carquillat:le Christ a la croix,Napoleon Ier,Nicolas er, Napoléon IIl",True
,de broderies et de tissus divers,True
,Geweben und Stickereien,True
,de vitrines modernes,True
,"de statues en bois, de divers siecles",True
,"holzerner,zum Teil kolorierter Heiligenfiguren rerschiedener Jahrhunderte",True
,de portraits au pastel,True
,de divers tableaux d'epoques diverses,True
,alterer umd neuerer Bilder mit verschiedenen Sujets,True
,de tableaux de maitres divers du XIxe siecle,True
,d’aquarelles a l'encre de chine,True
,d'aquarelles et dessins de maitres divers:J,True
,"von Aquarellen und Zeichnungen verschiedener Meister,von ca",True
,"de lithographies artistiques modernes, d'artistes divers: E",True
,neuerer Kinstler-Lithographien von E,True
,"de gravures, lithographies et aquarelles, avec diverses vues de Strasbourg",True
,"von meist gerahmten Kupferstichen,Lithographien etc",True
,"de lithographies, de divers artistes alsaciens et autres",True
,Lithographien verschiedener Kinstler,True
,"de 3 plaques en cuivre grave, originaux divers pour l'impression de gravures",True
,"de portraits divers, graves a l'eau-forte",True
,gerahmter Kupferstichportraits verschiedener Meister und Jahrhumderte,True
,de gravures diverses,True
,verschiedenen Kupferstichen,True
,franzosischer Sous verschiedener Jahrhunderte und anderer Kupfermunzen,True
,"(1814-1860) Teil I-VIll, (fehlt Bd",True
,1818-1820,True
,i,True
,"dabei mehrere Bande von Klein's Annalen der Gesetzgebung,Preuss",True
,z,True
,"aller Schulwissenschaften, redig",True
,"fur 1874,1875 u",True
,"von Kupferstichen, Radierungen, Handzeichnungen moderner Meister, japanischen Farbholzschnitten, dabei zahlreiche",True
