URI,label,type,wikidata_id,wikidata_label,wikidata_description,match_type
http://w3id.org/zac/galleria_giacomini,Galleria Giacomini,http://www.cidoc-crm.org/cidoc-crm/E74_Group,,,,
http://w3id.org/zac/botta_gustavo__galleria_pesaro,"Botta, Gustavo || Galleria Pesaro",http://www.cidoc-crm.org/cidoc-crm/E74_Group,,,,
http://w3id.org/zac/krüger_rudolph_lepkes_kunst-auctions-haus,Krüger Rudolph Lepke's Kunst-Auctions-Haus,http://www.cidoc-crm.org/cidoc-crm/E74_Group,,,,
http://w3id.org/zac/böhler_julius,"Böhler, Julius",http://www.cidoc-crm.org/cidoc-crm/E74_Group,,,,
http://w3id.org/zac/münchener_kunstversteigerungshaus_adolf_weinmüller,Münchener Kunstversteigerungshaus Adolf Weinmüller,http://www.cidoc-crm.org/cidoc-crm/E74_Group,Q47002464,Kunstversteigerungshaus Adolf Weinmüller,German auction house involved in Nazi looted art,label
http://w3id.org/zac/casa_di_vendite_guglielmi,Casa di vendite Guglielmi,http://www.cidoc-crm.org/cidoc-crm/E74_Group,,,,
http://w3id.org/zac/ojetti_ugo,"Ojetti, Ugo",http://www.cidoc-crm.org/cidoc-crm/E74_Group,Q103960272,"Ojetti, Ugo",encyclopedia article,label
http://w3id.org/zac/auktionshaus_dr_walther_achenbach,Auktionshaus Dr. Walther Achenbach,http://www.cidoc-crm.org/cidoc-crm/E74_Group,Q47002730,Auktionshaus Dr. Walther Achenbach,German auction house in Berlin,label
http://w3id.org/zac/hans_w_lange,Hans W. Lange,http://www.cidoc-crm.org/cidoc-crm/E74_Group,Q18704516,Hans W. Lange,"Nazi era art dealer, auction house owner involved in works of art acquired in occupied countries (1904–1945)",label
http://w3id.org/zac/chevallier_paul,"Chevallier, Paul",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/delestre_maurice,"Delestre, Maurice",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/lair-dubreuil_f,"Lair-Dubreuil, F.",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/saulpic_henri,"Saulpic, Henri",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/dubreil_lair,"Dubreil, Lair",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/leon_andre,"Léon, André",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/flechsig_eduard,"Flechsig, Eduard",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/hofstede_de_groot_cornelis,"Hofstede de Groot, Cornelis",http://www.cidoc-crm.org/cidoc-crm/E21_Person,Q103932894,"Hofstede de Groot, Cornelis",encyclopedia article,label
http://w3id.org/zac/lichtenberg_reinhold_freiherrn__von,"Lichtenberg, Reinhold Freiherrn : von",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/oppolzer_egon_ritter__von,"Oppolzer, Egon Ritter : von",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/baudoin_henri,"Baudoin, Henri",http://www.cidoc-crm.org/cidoc-crm/E21_Person,Q103949825,"Baudoin, Henri",encyclopedia article,label
http://w3id.org/zac/huguet_jules,"Huguet, Jules",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/couturier_andre,"Couturier, André",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/roger-miles_l,"Roger-Miles, L.",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/doublot_camille,"Doublot, Camille",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/mauger_henri,"Mauger, Henri",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/mayer_august_l,"Mayer, August L.",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/schmidt_robert,"Schmidt, Robert",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/albinet_georges,"Albinet, Georges",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/bombe_walter,"Bombe, Walter",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/lüthgen_eugen,"Lüthgen, Eugen",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/desvouges_andre,"Desvouges, André",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/schmidt-bangel_ludwig,"Schmidt-Bangel, Ludwig",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/de_groot_hofstede,"De_Groot, Hofstede",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/de_nicola_giacomo,"De_Nicola, Giacomo",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/hoogewerff_godefridus_joannes,"Hoogewerff, Godefridus Joannes",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/bernhart_max,"Bernhart, Max",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/traugott_schulz_fritz,"Traugott Schulz, Fritz",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/schürmeyer_w,"Schürmeyer, W.",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/uhde-bernays_hermann,"Uhde-Bernays, Hermann",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/schürmayer_w,"Schürmayer, W.",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/falke_otto__von,"Falke, Otto : von",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/scheffler_karl,"Scheffler, Karl",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/spiridon_ludovico,"Spiridon, Ludovico",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/parigi,Parigi,http://www.cidoc-crm.org/cidoc-crm/E53_Place,Q4250871,Parigi,"district in Parigi Moutong Regency, Central Sulawesi Province, Indonesia",label
http://w3id.org/zac/parigi,Parigi,http://www.cidoc-crm.org/cidoc-crm/E74_Group,Q4250871,Parigi,"district in Parigi Moutong Regency, Central Sulawesi Province, Indonesia",label
http://w3id.org/zac/parigi,<Parigi>,http://www.cidoc-crm.org/cidoc-crm/E53_Place,,,,
http://w3id.org/zac/parigi,<Parigi>,http://www.cidoc-crm.org/cidoc-crm/E74_Group,,,,
http://w3id.org/zac/grassi_luigi,"Grassi, Luigi",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/alt_adolf,"Alt, Adolf",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/foerster_charles_f,"Foerster, Charles F.",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/reidemeister_leopold,"Reidemeister, Leopold",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
http://w3id.org/zac/kronthal_peter,"Kronthal, Peter",http://www.cidoc-crm.org/cidoc-crm/E21_Person,,,,
