catalogue_id,chunk_db_id,chunk_id,num,title,matched_line,match_score,low_confidence,entity_match_method,artist,school,object_type
BO0624_81812,38247,1,1,"Lorenzo di Credi. Sec. XV. La Vergine in Adorazione del Bambino e San Giovannino. Fondo di paese e architettura. Tavola.Delicato dipinto, bellissimo disegno,colorito fresco. Cornice policroma e dorata formante pannello col quadro. Alt.cm. 72, larg. cm.48.",5.0,69.9,False,title_direct,,,Cornici
BO0624_81812,38248,2,2,"Daddi Bernardo. Sec. XV. La Vergine con Bambino e Santi. Fine, delicato dipinto a fondo oro.Fresco e vivo il colorito, soave lespressione delle figure.Cornice dorata formante pannello col quadro. Alt. cm. 60,  larg.cm.38.",10.0,93.5,False,title_direct,,,Cornici
BO0624_81812,38249,3,3,"Perugino (Maniera del). Sec.XV. Due sante. Dipinti ammirevoli per finezza di esecuzione, correttezza di linee, vaghezza di colorito. Altezza cm.139,larg.cm.70.",15.0,91.0,False,positional,,,Quadri Antichi
BO0624_81812,38250,4,4,"Lorenzetti Ambrogio.1323-1348. San Giovanni e un altro Santo.Tavola a fondo oro di freschezza introvabile.Capolavoro di pittura senese! Cornice a tabernacolo in legno scolpito e dorato.Alt. cm.90, larg. cm.80. Richiamo lattenzione dei collezionisti e dei critici sopra questo importante dipinto,per lungo tempo attribuito a Beato Angelico del quale ha tutta la vivace,smagliante bellezza delle tinte,la drappeggiatura  delle stoffe.Dalla critica recente e stato attribuito al Lorenzetti.",19.0,88.3,False,title_direct,,,Cornici
BO0624_81812,38251,5,5,"Perugino (Maniera del). Sec. XV. Cristo in croce, Sante e un Santo. Fondo di paesaggio. Tavola. Fine lavoro che appare eseguito da un miniaturista umbro della meta del XV secolo.Quadro importantissimo da Galleria. Cornice a tabernacolo in legno scolpito e dorato.Altezza cm.20,larg.cm.26.",24.0,92.9,False,title_direct,,,Cornici
BO0624_81812,38252,6,6,"Beato Angelico (Scuola di). Sec.XV. L'Annunciazione.Fine e delicato dipinto su tavola, ammirevole per la soave espressione delle fignre, la delicata e fresca gamma dei colori. Cornice a tabernacolo in legno scolpito e dorato.Alt.cm.50,larg.cm.62.",26.0,96.4,False,title_direct,,,Cornici
BO0624_81812,38253,7,7,"Raffaello (Scuola di) Sec.XVI. La Vergine col Bambino. Tavola di sommo interesse, vivi e freschi colori. Cornice a tabernacolo in legno scolpito e dorato.Alt. cm.75, larg. cm.60.",27.0,99.2,False,title_direct,,,Cornici
BO0624_81812,38254,8,8,"Bronzino (Alessandro Allori detto il) Sec. XVI. Ritratto d'uomo. Tavola.Importante dipinto da Galleria.Forte espressione. buon colorito. Cornice legno scolpito e dorato. Alt. cm. 40, larg. cm. 30.",28.0,94.4,False,title_direct,,,Cornici
BO0624_81812,38255,9,9,"Francesco da Rimini. Sec. XV. La vergine col Bambino. Tavola.Interessantissimo dipinto a fondo oro, di bellezza non comune. Cornice legno scolpito e dorato. Alt.cm.42, larg. cm.52.",33.0,93.4,False,title_direct,,,Cornici
BO0624_81812,38256,10,10,Gaudenzio Ferrari. Sec. XVI.San Sebastiano e un Santo Vescovo. Disegno. Cornice legno dorato.,37.0,81.0,False,title_direct,,,Cornici
