catalogue_id,chunk_db_id,chunk_id,num,title,matched_line,match_score,low_confidence,entity_match_method,artist,school,object_type
BO0624_83765,149299,1,1,Amour vainqueur.,,59.5,True,none,,,
BO0624_83765,149300,2,2,Poésie lyrique.,67.0,87.5,False,positional,,,MARBRES
BO0624_83765,149301,3,3,Le Sabot de Noel.,150.0,69.8,False,positional,,,BRONZES
BO0624_83765,149302,4,4,Amour captif.,239.0,86.7,False,positional,,,TERRES CUITES
BO0624_83765,149303,5,5,Premier ami.,,42.4,True,none,,,
BO0624_83765,149304,6,6,Enfant a la Colombe.,,57.1,True,none,,,
BO0624_83765,149305,7,7,Enfant a l'Escargot,286.0,83.7,False,positional,,,TERRES CUITES
BO0624_83765,149306,8,8,Enfant à la Colombe.,,56.0,True,none,,,
BO0624_83765,149307,9,9,Derniere lueur.,,35.5,True,none,,,
BO0624_83765,149308,10,10,Amour aux pantins.,,39.0,True,none,,,
BO0624_83765,149309,11,11,La Becquée,,25.8,True,none,,,
BO0624_83765,149310,12,12,Jeune fille.,,36.8,True,none,,,
BO0624_83765,149311,13,13,Jean qui pleure et Jean qui rit.,306.0,70.9,False,positional,,,TERRES CUITES
BO0624_83765,149312,14,14,Jean qui pleure et Jean qui rit.,,37.9,True,none,,,
BO0624_83765,149313,15,15,Jean qui pleure et Jean qui rit.,,37.9,True,none,,,
BO0624_83765,149314,16,16,Frere et Soeur.,,39.0,True,none,,,
BO0624_83765,149315,17,17,Amour victorieux.,,32.6,True,none,,,
BO0624_83765,149316,18,18,Les Etrennes de l'Amour.,,44.0,True,none,,,
BO0624_83765,149317,19,19,Le Petit Sabot de Noel.,,32.7,True,none,,,
BO0624_83765,149318,20,20,La Renommee Guerriere.,,29.2,True,none,,,
BO0624_83765,149319,21,21-23,Prologue et Epilogue de lAmour,,32.1,True,none,,,
BO0624_83765,149320,22,24,Prologue et Epilogue de l'Amour. Meme sujet en bronze argente.,,31.8,True,none,,,
BO0624_83765,149321,23,25,La Lecon de flite. Figurine en bronze patine brune.,,36.4,True,none,,,
