catalogue_id,chunk_db_id,chunk_id,num,title,matched_line,match_score,low_confidence,entity_match_method,artist,school,object_type,collection,period
BO0624_83742,84631,1,1,"Aved, Jules. Portrait.",16,59.3,False,none,,,,,
BO0624_83742,84632,2,2,Rosa Bonheur. Matamore et Flambart.,25,70.6,False,positional,ROSA BONHEUR,,,,
BO0624_83742,84633,3,3,Rosa Bonheur. Moutons a tete noire.,44,76.4,False,positional,ROSA BONHEUR,,,,
BO0624_83742,84634,4,4,Rosa Bonheur. Troupeau de moutons belant.,54,80.6,False,positional,ROSA BONHEUR,,,,
BO0624_83742,84635,5,5,Rosa Bonheur. Beuf.,60,82.8,False,positional,ROSA BONHEUR,,,,
BO0624_83742,84636,6,6,Rosa Bonheur. Etude de cheval blanc truité.,63,76.1,False,positional,ROSA BONHEUR,,,,
BO0624_83742,84637,7,7,Rosa Bonheur. Etude de moutons.,79,72.3,False,positional,ROSA BONHEUR,,,,
BO0624_83742,84638,8,8,"Dupré, Jules. Crèpuscule.",86,56.2,False,positional,ROSA BONHEUR,,,,
BO0624_83742,84639,9,9,Ecole Anglaise. XVIII siecle. Le Depart pour la promenade.,105,66.7,False,positional,,ECOLE ANGLAISE,,,Sec. XVIII
BO0624_83742,84640,10,10,Ecole Anglaise. La Declaration.,117,65.2,False,positional,,ECOLE ANGLAISE,,,
BO0624_83742,84641,11,11,ECOLE FRANCAISE. Portrait de jeune fillette.,128,80.0,False,title_direct,,ECOLE FRANCAISE,,,
BO0624_83742,84642,12,12,ECOLE FRANCAISE. Jeune marquise Louis XV.,137,73.8,False,title_direct,,ECOLE FRANCAISE,,,
BO0624_83742,84643,13,13,"OUDRY, JEAN-BAPTISTE. Chien blanc a taches brunes.",151,72.7,False,title_direct,OUDRY,,,,
BO0624_83742,84644,14,14,"OUDRY, JEAN-BAPTISTE. Chienne blanche tachee de feu.",162,74.1,False,title_direct,OUDRY,,,,
BO0624_83742,84645,15,15,"OUDRY, JEAN-BAPTISTE. Chienne noire et blanche.",173,70.4,False,title_direct,OUDRY,,,,
BO0624_83742,84646,16,16,"OUDRY, JEAN-BAPTISTE. Renard guettant dex perdrix.",185,67.5,False,title_direct,OUDRY,,,,
BO0624_83742,84647,17,17,TASSAERT. Sarah la Baigneuse.,194,79.2,False,title_direct,TASSAERT,,,,
BO0624_83742,84648,18,18,TASSAERT. L'Enfant endormi.,208,74.4,False,title_direct,TASSAERT,,,,
BO0624_83742,84649,19,19,"Vollon, Antoine. Une Ferme.",215,55.6,False,positional,TASSAERT,,,,
BO0624_83742,84650,20,20,Fragonard. Paysage boise.,236,71.8,False,positional,FRAGONARD,,,,
BO0624_83742,84651,21,21,Fragonard. Un Parc en Italie.,244,76.6,False,positional,FRAGONARD,,,,
BO0624_83742,84652,22,22,DESPREZ. Place du marche a Catane.,252,84.7,False,positional,FRAGONARD,,,,
BO0624_83742,84653,23,23,"PLAT en ancienne faience de Delft, a decor de fleurs et compartiments rayonnants.",269,98.1,False,positional,,,FAIENCES,,
BO0624_83742,84654,24,24,"Plat Creux, meme faience, rosace et flers.",271,27.5,False,positional,,,FAIENCES,,
BO0624_83742,84655,25,25,"Deux PErITs PLATs varies cn ancienne faience de Delft, decor bleu: arbuste, vase de fleurs.",275,98.3,False,positional,,,FAIENCES,,
BO0624_83742,84656,26,26,"PETIT PLATEAU ovALE en ancienne faience de Niederwiller :bord festonne et marli plisse a fond vert;au centre, bouquet de fleurs polychromes.",279,98.9,False,positional,,,FAIENCES,,
BO0624_83742,84657,27,27,"BorTeiLLe a panse aplatie, decor en vert de cuivre avec bande jaune surchargee de dessins noirs. Inscription pharmaceutique. Ancienne faience de Nevers.",286,74.0,False,positional,,,FAIENCES,,
BO0624_83742,84658,28,28,"PeTIt PLATEat a decor polychrome, orne en plein de cinq enfants jouant dans un paysage sur fond vert; au bord, un large filet jaune. Ancienne faience de Nevers.",293,98.4,False,positional,,,FAIENCES,,
BO0624_83742,84659,29,29,"PorichE avec couvercle en ancienne faience de Nevers a decor polychrome, fleurs et feuilles.",297,98.4,False,positional,,,FAIENCES,,
BO0624_83742,84660,30,30,"AssiETTe en ancienne faience de Sinceny a bords festonnes ; decor polychrome en plein; a droite, deux Chinois; a gauche, un coq, une gerbe de fleurs et des fruits.",301,99.0,False,positional,,,FAIENCES,,
