catalogue_id,chunk_db_id,chunk_id,num,title,matched_line,match_score,low_confidence,entity_match_method,artist,school,object_type,collection,period
BO0624_83725,618619,1,1,Bartolo di Maestro Fredi. 1330-1410. SAINT SAUVANT UN HOMME DE L'EAU.,7,63.9,False,positional,BARTOLO DT MAESTRO FREDI,,,,Sec. XIV
BO0624_83725,618620,2,2,Baldovinetti. 1427-1499. SAINT VISITE PAR UN ANGE.,19,51.5,False,positional,BALDOVINETTI (Alessio),,,,Sec. XV
BO0624_83725,618621,3,3,"Mantegna, Andrea. 1431-1506. LE CHRIST AMENE AU JUGEMENT.",26,67.5,False,positional,MANTEGNA (Andrea),,,,Sec. XV
BO0624_83725,618622,4,4,Giorgio Barbarelli dit Le Giorgione. 1477-1510. VENUS ENDORMIE.,48,72.3,False,positional,GIORGIO BARBARELLI ditLE GIORGIONE,,,,Sec. XVI
BO0624_83725,618623,5,5,Giorgio Barbarelli dit Le Giorgione. 1477-1510. DEUX FEMMES DEMI-NUES A MI-CORPS.,52,60.7,False,positional,GIORGIO BARBARELLI ditLE GIORGIONE,,,,Sec. XVI
BO0624_83725,618624,6,6,Giorgio Barbarelli dit Le Giorgione. 1477-1510. MILON DE CROTONE.,81,68.8,False,positional,GTORGIO BARBARELLI ditLE GIORGIONE,,,,Sec. XVI
BO0624_83725,618625,7,7,Giorgio Barbarelli dit Le Giorgione. 1477-1510. JEUNE SEIGNEUR.,93,70.2,False,positional,GTORGIO BARBARELLI ditLE GIORGIONE,,,,Sec. XVI
BO0624_83725,618626,8,8,Giorgio Barbarelli dit Le Giorgione. 1477-1510.PROFIL GAUCHE D'HOMME COIFFE D'UN BONNET. 1516.,97,61.7,False,positional,GTORGIO BARBARELLI ditLE GIORGIONE,,,,Sec. XVI
BO0624_83725,618627,9,9,Giovanni Bellini dit Jean Bellin. 1427-1516. LE DOGE LEONARDO LORENDANO.,105,63.4,False,positional,GIOVANNI BELLINI dit JEAN BELLIN,,,,Sec. XV
BO0624_83725,618628,10,10,VANNuCCI (Pietro) dit LE PERuGIN. 1446-1524. ORPHEE ET EURYDICE.,117,67.4,False,title_direct,VANNuCCI (Pietro) dit LE PERuGIN,,,,Sec. XV
BO0624_83725,618629,11,11,"Vinci, Lionardo da, dit Leonard De Vinci. 1452-1519. LA VIERGE AVEC L'ENFANT SUR UNE TABLE.",132,61.3,False,positional,VINCI (Lionardo da) dit LEONARD DE VINCT,,,,Sec. XV
BO0624_83725,618630,12,12,"Fra Bartolommeo (Baccio della Porta). 1475-1517. LA VIERGE, JESUS, SAINT JEAN ET SAINT JOSEPH.",152,66.7,False,positional,FRA BARTOLOMMEO (Baccio della Porta),,,,Sec. XVI
BO0624_83725,618631,13,13,Fra Bartolommeo (Baccio della Porta). 1475-1517.LA SAINTE FAMILLE.,164,70.8,False,positional,FRA BARTOLOMMEO (Baccio della Porta),,,,Sec. XVI
BO0624_83725,618632,14,14,Fra Bartolommeo (Baccio della Porta). 1475-1517.SAINT DOMINIQUE.,178,72.3,False,positional,FRA BARTOLOMMEO (Baccio della Porta),,,,Sec. XVI
BO0624_83725,618633,15,15,Fra Bartolommeo (Baccio della Porta). 1475-1517.SAINT FRANCOIS.,189,73.1,False,positional,FRA BARTOLOMMEO (Baccio della Porta),,,,Sec. XVI
BO0624_83725,618634,16,16,Fra Bartolommeo (Baccio della Porta). 1475-1517.SAINT DOMINIQUE.,201,72.3,False,positional,FRA BARTOLOMMEO (Baccio della Porta),,,,Sec. XVI
BO0624_83725,618635,17,17,Fra Bartolommeo (Baccio della Porta). 1475-1517. SAINTES DOMINICAINES.,213,68.7,False,positional,FRA BARTOLOMMEO (Baccio della Porta),,,,Sec. XVI
BO0624_83725,618636,18,18,SANTI (Raffaello) dit RAPHAEL SANZIO. 1483-1520.LA VIERGE ET L'ENFANT JESUS.,225,62.3,False,title_direct,SANTI (Raffaello) dit RAPHAEL SANZIO,,,,Sec. XVI
BO0624_83725,618637,19,19,SANTI (Raffaello) dit RAPHAEL SANZIO. 1483-1520.LA VIERGE ASSISE AVEC JESUS. 1531.,238,61.3,False,title_direct,SANTI (Raffaello) dit RAPHAEL SANZIO,,,,Sec. XVI
BO0624_83725,618638,20,20,ANDREA D'AGNOLO dit Andre del Sarto. 1486-1531. SAINTE FAMILLE.,252,73.7,False,title_direct,ANDREA D'AGNOLO dit Andre del Sarto,,,,Sec. XVI
BO0624_83725,618639,21,21,BERNARDINO LUINI. 1470-1533. LE CHRIST EN BLANC.,266,61.8,False,title_direct,BERNARDINO LUINI,,,,Sec. XVI
BO0624_83725,618640,22,22,BERNARDINO LUINI. 1470-1533. Ste CATHERINE D'ALEXANDRIE.,278,65.9,False,title_direct,BERNARDINO LUINI,,,,Sec. XVI
BO0624_83725,618641,23,23,"ANGE ENFANT, JOUANT DE LA FLUTE. 1534.",289,88.2,False,positional,BERNARDINO LUINT,,,,Sec. XVI
BO0624_83725,618642,24,24,LORENZO DI MARIANO. 1476-1534.LE CHRIST SORTANT DU TOMBEAU.,301,68.2,False,title_direct,LORENZO DI MARIANO,,,,Sec. XVI
BO0624_83725,618643,25,25,ANT ALLEGRI dit LE CORREGE. 1494-1534. LA MADELEINE DEBOUT.,307,63.4,False,title_direct,ANT. ALLEGRI dit LE CORREGE,,,,Sec. XVI
BO0624_83725,618644,26,26,ANT ALLEGRI dit LE CORREGE. 1494-1534.DEUX ANGES.,321,71.2,False,title_direct,ANT. ALLEGRI dit LE CORREGE,,,,Sec. XVI
BO0624_83725,618645,27,27,ANT ALLEGRI dit LE CORREGE. 1494-1534.SAINT JEAN-BAPTISTE.,332,63.4,False,title_direct,ANT. ALLEGRI dit LE CORREGE,,,,Sec. XVI
BO0624_83725,618646,28,28,ANT ALLEGRI dit LE CORREGE. 1494-1534.LE CHRIST.,344,72.2,False,title_direct,ANT. ALLEGRI dit LE CORREGE,,,,Sec. XVI
BO0624_83725,618647,29,29,ANT ALLEGRI dit LE CORREGE. 1494-1534.TETE DE VIERGE DOULOUREUSE.,360,60.9,False,title_direct,ANT. ALLEGRI dit LE CORREGE,,,,Sec. XVI
BO0624_83725,618648,30,30,"MAZZUOLl, Francesco, dit LE PARMESAN. 1503-1540.LE MARIAGE MYSTIQUE DE SAINTE CATHERINE. 1576.",374,64.1,False,title_direct,MAZZUOLl (Francesco) dit LE PARMESAN,,,,Sec. XVI
BO0624_83725,618649,31,31,TIZIANO VECELLI dit LE TITIEN. 1477-1576.LA VIERGE ADORANT JESUS.,381,60.9,False,title_direct,TIZIANO VECELLI dit LE TITIEN,,,,Sec. XVI
BO0624_83725,618650,32,32,TIZIANO VECELLI dit LE TITIEN. 1477-1576.LA VIERGE ET JEsus.,397,65.1,False,title_direct,TIZIANO VECELLI dit LE TITIEN,,,,Sec. XVI
BO0624_83725,618651,33,33,TIZIANO VECELLI dit LE TITIEN. 1477-1576.LE CHRIST AU ROSEAU.,413,65.9,False,title_direct,TIZIANO VECELLI dit LE TITIEN,,,,Sec. XVI
BO0624_83725,618652,34,34,"CAMPI, Giulio. 1502-1572. BEAU PETIT PORTRAIT D'HOMME BARBU.",433,74.5,False,title_direct,CAMPI (Giulio),,,,Sec. XVI
BO0624_83725,618653,35,35,PAOLO CALIARI dit PAUL VERONESE. 1528-1588. TETE D'ENFANT.,440,85.4,False,title_direct,PAOLO CALIARI dit PAUL VERONESE,,,,Sec. XVI
BO0624_83725,618654,36,36,PAOLO CALIARI dit PAUL VERONESE. 1528-1588. VISION DE SAINT FRANCOIS D'ASSISE. Esquisse tres poussee sur toile.,454,75.4,False,title_direct,PAOLO CALIARI dit PAUL VERONESE,,,,Sec. XVI
BO0624_83725,618655,37,37,"PONTE, Jacopo da, dit LE BASSAN. 1510-1592.ETUDE DE LEVRIERS ET LIEVRE.",460,60.4,False,title_direct,PONTE (Jacopo da) dit LE BASSAN,,,,Sec. XVI
BO0624_83725,618656,38,38,"PONTE, Jacopo da, dit LE BASSAN. 1510-1592.BUCHERONS CHARGEANT UN ANE.",468,61.1,False,title_direct,PONTE (Jacopo da) dit LE BASSAN,,,,Sec. XVI
BO0624_83725,618657,39,39,"PONTE, Jacopo da, dit LE BASSAN. 1510-1592.LA SoRTIE DE L'ARCHE.",475,65.2,False,title_direct,PONTE (Jacopo da) dit LE BASSAN,,,,Sec. XVI
BO0624_83725,618658,40,40,"BAROCCI, Federigo, dit Le Baroche. 1528-1612. TETE DE JEUNE FILLE.",489,65.2,False,title_direct,BAROCCT (Federigo) dit Le Baroche,,,,Sec. XVI
BO0624_83725,618659,41,41,"CESARI, Giuseppe d’ Arpino dit Le Joseppin. 1560-1640.LA FUITE EN EGYPTE.",499,73.4,False,title_direct,CESARI (Giuseppe) d' Arpino dit Le Joseppin,,,,Sec. XVI
BO0624_83725,618660,42,42,"BARBIERI, Giovanni Francesco, dit Le Guerchin. 1591-1666.SAINT JEROME.",509,77.1,False,title_direct,BARBTERI (Giovanni Francesco) dit Le Guerchin,,,,Sec. XVII
BO0624_83725,618661,43,43,"GIORDANO, Luca. 1632-1705. REBECCA ET ISAAC.",524,61.0,False,title_direct,GIORDANO (Luca),,,,Sec. XVII
BO0624_83725,618662,44,44,"MAGNASCO, Alessandro. 1628-1719. SAINT JEAN-BAPTISTE DANS UN SITE SOLITAIRE.",536,73.5,False,title_direct,MAGNASCO (Alessandro),,,,Sec. XVII
BO0624_83725,618663,45,45,"MORALES, Luis de. 1509-1586. TETE DE CHRIST DOULOUREUX.",553,55.7,False,title_direct,MORALES (Luis de),,,,Sec. XVI
BO0624_83725,618664,46,46,"VELASQuEZ, Diego Rodriguez de SilVa y. 1599-1660. PORTRAIT DE LA REINE ISABELLE D'ESPAGNE.",557,57.4,False,title_direct,VELASQuEZ (Diego Rodriguez de Silua y),,,,Sec. XVII
BO0624_83725,618665,47,47,"VELASQuEZ, Diego Rodriguez de SilVa y. 1599-1660.PORTRAIT D'HOMME INCONNU.",568,65.4,False,title_direct,VELASQuEZ (Diego Rodriguez de Silua y),,,,Sec. XVII
BO0624_83725,618666,48,48,"VELASQuEZ, Diego Rodriguez de SilVa y. 1599-1660. Fillette.",581,79.1,False,title_direct,VELASQuEZ (Diego Rodriguez de Silua y),,,,Sec. XVII
BO0624_83725,618667,49,49,"MuRILLO, Bartolome Esteban. 1618-1682.APPARITION DE L'ENFANT JESUS A SAINT ANTOINE.",597,70.9,False,title_direct,MuRILLO (Bartolome Esteban),,,,Sec. XVII
BO0624_83725,618668,50,50,"MuRILLO, Bartolome Esteban. 1618-1682. L'ENFANT JESUS ET SAINT ANTOINE.",609,63.4,False,title_direct,MuRILLO (Bartolome Esteban),,,,Sec. XVII
BO0624_83725,618669,51,51,"MuRILLO, Bartolome Esteban. 1618-1682. Une Jeune Femme avec quatre enfants et quatre moutons.",623,59.9,False,title_direct,MuRILLO (Bartolome Esteban),,,,Sec. XVII
BO0624_83725,618670,52,52,NICOLAS POUSSIN. 1594-1665. BACCHANALE.,628,58.8,False,title_direct,NICOLAS POUSSIN,,,,Sec. XVII
BO0624_83725,618671,53,53,"LE SuEuR, Eustache. 1617-1655. ENFANTS ET LAPINS.",646,58.5,False,title_direct,LE SuEuR Eustacbe),,,,Sec. XVII
BO0624_83725,618672,54,54,CLAUDE GELLEE dit LE LORRAIN. 1600-1682. PAYSAGE.,657,75.7,False,title_direct,CLAUDE GELLEE dit LE LORRAIN,,,,Sec. XVII
BO0624_83725,618673,55,55,CLAUDE GELLEE dit LE LORRAIN. 1690-1743. PAYSAGE.,669,75.7,False,title_direct,CLAUDE GELLEE dit LE LORRAIN,,,,Sec. XVIII
BO0624_83725,618674,56,56,"LANCRET, Nicolas. 1690-1743. L'AUTOMNE.",681,60.0,False,title_direct,LANCRET (Nicolas),,,,Sec. XVIII
BO0624_83725,618675,57,57,"SUBLEYRAS, Pierre. 1699-1749. PORTRAIT DU PAPE BENOIT XIV.",695,56.3,False,title_direct,SUBLEYRAS (Pierre),,,,Sec. XVIII
BO0624_83725,618676,58,58,"DE TROY, Jean-Francois. 1679-1752.SAINT DANS UNE PRISON.",700,59.7,False,title_direct,DE TROY (Jean-Francois),,,,Sec. XVIII
BO0624_83725,618677,59,59,"CHARDIN, Jean-Baptiste-Simeon.1699-1779.PORTRAIT DE L'AUTEUR.",708,64.4,False,title_direct,CHARDIN (Jean-Baptiste-Simeon),,,,Sec. XVIII
BO0624_83725,618678,60,60,"BOuCHER, Francois. 1703-1770. JEUNE FEMME SURPRISE.",720,62.9,False,title_direct,BOuCHER (Francois),,,,Sec. XVIII
BO0624_83725,618679,61,61,"AMOURS VOLANT, AVEC ARC ET FRAGONARD, Jean-Honore. 1732-1806. FLECHES, FLAMBEAU ET FRUITS.",732,74.8,False,title_direct,FRAGONARD (Jean-Honore),,,,Sec. XVIII
BO0624_83725,618680,62,62,"DECAMPS, Gabriel. 1803-1860. SOIR DE BATAILLE,AU SOLEIL COUCHANT.",740,74.7,False,title_direct,DECAMPS (Gabriel),,,,Sec. XIX
BO0624_83725,618681,63,63,"DELACROTX, Ferdinand-Victor-Eugene. 1798-1863. COMBAT ENTRE TURCS ET ALBANAIS.",751,61.7,False,title_direct,DELACROTX (Ferdinand-Victor-Eugene),,,,Sec. XIX
BO0624_83725,618682,64,64,"FROMENTIN, Eugene. 1820-1876. FANTASIA.",763,62.7,False,title_direct,FROMENTIN (Eugene),,,,Sec. XIX
BO0624_83725,618683,65,65,"DAuBIGNY, Charles-Frangois. 1817-1878. Etude de Paysage  avec animaux et personagges.",779,60.1,False,title_direct,DAuBIGNY (Charles-Frangois),,,,Sec. XIX
BO0624_83725,618684,66,66,ALBRECHT DURER. 1471-1528. LA SAINTE FAMILLE.,792,50.0,False,title_direct,ALBRECHT DURER,,,,Sec. XVI
BO0624_83725,618685,67,67,ALBRECHT DURER. 1471-1528. LA VIERGE ET LENFANT JESUS.,806,57.1,False,title_direct,ALBRECHT DURER,,,,Sec. XVI
BO0624_83725,618686,68,68,"HOLBEIN, Hans, le Jeune. 1497-1543.PORTRAIT D'HOMME.",811,60.9,False,title_direct,HOLBEIN (Hans) le Jeune,,,,Sec. XVI
BO0624_83725,618687,69,69,"HOLBEIN, Hans, le Jeune. 1497-1543.PORTRAIT DE FEMME.",825,60.0,False,title_direct,HOLBEIN (Hans) le Jeune,,,,Sec. XVI
BO0624_83725,618688,70,70,"ALDEGRAEVER, Heinrich. 1502-1562. LA RESURRECTION DU CHRIST.",843,64.3,False,title_direct,ALDEGRAEVER (Heinrich),,,,Sec. XVI
BO0624_83725,618689,71,71,"ELSHEIMER, Adam. 1578-1620. CAMPEMENT ATTAQUE PAR UN LION.",855,74.4,False,title_direct,ELSHEIMER (Adam),,,,Sec. XVII
BO0624_83725,618690,72,72,"BREuGHEL, Pierre. 1564-1638. L' INCENDIE DE SODOME.",864,63.4,False,positional,BREuGHEL (Pierre) le jeune dit d'Enfer,,,,Sec. XVI
BO0624_83725,618691,73,73,"RUBENS, Pierre-Paul. 1577-1640. FEMME ALLAITANT UN ENFANT.",876,65.9,False,title_direct,RUBENS (Pierre-Paul),,,,Sec. XVII
BO0624_83725,618692,74,74,"RUBENS, Pierre-Paul. 1577-1640. La Charité serrant contre son sein un jeune enfant.",890,37.7,False,title_direct,RUBENS (Pierre-Paul),,,,Sec. XVII
BO0624_83725,618693,75,75,Rubens. 1577-1640. LES SCIEURS DE BOIS.,899,72.4,False,positional,RuBENS (Pierre-Paul),,,,Sec. XVII
BO0624_83725,618694,76,76,"VAN DYCK, Antoine. 1599-1641. PORTRAIT DU COMTE DE MONTFORT.",909,70.5,False,title_direct,VAN DYCK (Antoine),,,,Sec. XVII
BO0624_83725,618695,77,77,"VAN DYCK, Antoine. 1599-1641. PORTRAIT D'UN INCONNU.",923,61.1,False,title_direct,VAN DYCK (Antoine),,,,Sec. XVII
BO0624_83725,618696,78,78,"TENIERS, David, le Vieux. 1582-1649.SCENE CHAMPETRE.",933,60.0,False,title_direct,TENTERS (David) le Vieux,,,,Sec. XVII
BO0624_83725,618697,79,79,"JORDAENS, Jacob. 1593-1678. JUNON DONNANT LES YEUX D'ARGUS AU PAON.",950,76.9,False,title_direct,JORDAENS (Jacob),,,,Sec. XVII
BO0624_83725,618698,80,80,"JORDAENS, Jacob. 1593-1678. SAINT PIERRE.",960,54.9,False,title_direct,JORDAENS (Jacob),,,,Sec. XVII
BO0624_83725,618699,81,81,"JORDAENS, Jacob. 1593-1678. SAINT PAUL.",968,57.1,False,title_direct,JORDAENS (Jacob),,,,Sec. XVII
BO0624_83725,618700,82,82,"JORDAENS, Jacob. 1593-1678. REPAS DONNE A MERCURE.",980,65.7,False,title_direct,JORDAENS (Jacob),,,,Sec. XVII
BO0624_83725,618701,83,83,"TENIERS, David, le Jeune. 1610-1690. LA TENTATION DE SAINT ANTOINE.",992,63.8,False,title_direct,TENTERS (David) le Jeune,,,,Sec. XVII
BO0624_83725,618702,84,84,"GOYEN, Jan Van. 1596-1656. PAYSAGE.",1007,59.1,False,title_direct,GOYEN (Jan Van),,,,Sec. XVII
BO0624_83725,618703,85,85,"GOYEN, Jan Van. 1596-1656. PAsSEURS DE BOIS.",1021,61.0,False,title_direct,GOYEN (Jan Van),,,,Sec. XVII
BO0624_83725,618704,86,86,"GOYEN, Jan Van. 1596-1656. COMBAT NAVAL.",1033,54.9,False,title_direct,GOYEN (Jan Van),,,,Sec. XVII
BO0624_83725,618705,87,87,REMBRANDT VAN RYN. 1606-1669. LE SACRIFICE D'ABRAHAM.,1048,61.3,False,title_direct,REMBRANDT VAN RYN,,,,Sec. XVII
BO0624_83725,618706,88,88,REMBRANDT VAN RYN. 1606-1669. INTERIEUR.,1060,63.0,False,title_direct,REMBRANDT VAN RYN,,,,Sec. XVII
BO0624_83725,618707,89,89,"REMBRANDT VAN RYN. 1606-1669. PORTRAIT DE SASKIA, PREMIERE FEMME DE L'AUTEUR.",1076,77.7,False,title_direct,REMBRANDT VAN RYN,,,,Sec. XVII
BO0624_83725,618708,90,90,REMBRANDT VAN RYN. 1606-1669. PETIT PORTRAIT DE FEMME.,1088,54.3,False,title_direct,REMBRANDT VAN RYN,,,,Sec. XVII
BO0624_83725,618709,91,91,REMBRANDT VAN RYN. 1606-1669. JESUS CHEZ LES DoCTEURS.,1095,64.9,False,title_direct,REMBRANDT VAN RYN,,,,Sec. XVII
BO0624_83725,618710,92,92,REMBRANDT VAN RYN. 1606-1669. PAYSAGE.,1101,65.4,False,title_direct,REMBRANDT VAN RYN,,,,Sec. XVII
BO0624_83725,618711,93,93,"VAN DER NEER, Aernout. 1603-1667.CLAIR DE LUNE EN HoLLANDE, ciel tres nuageux.",1115,75.0,False,title_direct,VAN DER NEER (Aernout),,,,Sec. XVII
BO0624_83725,618712,94,94,"VAN DER NEER, Aernout. 1603-1667. CLAIR DE LUNE SUR UN CANAL.",1131,62.8,False,title_direct,VAN DER NEER (Aernout),,,,Sec. XVII
BO0624_83725,618713,95,95,"WATERLOO, Antoine. 1618-1679. ENVIRONS D'UTRECHT.",1139,60.6,False,title_direct,WATERLOO (Antoine),,,,Sec. XVII
BO0624_83725,618714,96,96,"BEERSTRAATEN, Jobann. 1622-1687. RUINES D'UNE VILLE ANTIQUE.",1156,65.9,False,title_direct,BEERSTRAATEN (Jobann),,,,Sec. XVII
BO0624_83725,618715,97,97,"CuYP, Aelbert. 1620-1691. PECHEURS.",1164,55.8,False,title_direct,CuYP (Aelbert),,,,Sec. XVII
BO0624_83725,618716,98,98,"DuSART, Corneille. 1665-1704. LA GAITE AU VILLAGE.",1180,58.8,False,title_direct,DuSART (Corneille),,,,Sec. XVII
BO0624_83725,618717,99,99,"VELDE, Willem van de, le jeune. 1633-1707. MER PRES D'UN PORT.",1190,65.9,False,title_direct,VELDE (Willem van de) le jeune,,,,Sec. XVII
BO0624_83725,618718,100,100,"VELDE, Willem van de, le jeune. 1633-1707.MER CALME.",1203,73.7,False,title_direct,VELDE (Willem van de) le jeune,,,,Sec. XVII
