catalogue_id,chunk_db_id,chunk_id,num,title,matched_line,match_score,low_confidence,entity_match_method,artist,school,object_type
BO0624_51192,442175,1,1,CORINTHIAN SKYPHOS. VIIth Century B.C.,11.0,66.7,False,title_direct,,,CORINTHIAN SKYPHOS
BO0624_51192,442176,2,2,CORINTHIAN SKYPHOS. VIIth Century B.C.,,50.8,True,title_direct,,,CORINTHIAN SKYPHOS
BO0624_51192,442177,3,3,CORINTHIAN KOTYLE. VIIth century B.C.,35.0,65.5,False,title_direct,,,CORINTHIAN KOTYLE
BO0624_51192,442178,4,4,CORINTHIAN KOTYLE. VIIth century B.C.,57.0,64.3,False,title_direct,,,CORINTHIAN KOTYLE
BO0624_51192,442179,5,5,ATHENIAN ALABASTRON. !st half of Vth cent. B.C.,,59.2,True,title_direct,,,ATHENIAN ALABASTRON
BO0624_51192,442180,6,6,CORINTHIAN ALABASTRON. VIIth century B.C.,72.0,60.0,False,title_direct,,,CORINTHIAN ALABASTRON
BO0624_51192,442181,7,7,CORINTHIAN ALABASTRON. VIIth century B.C.,,58.1,True,title_direct,,,CORINTHIAN ALABASTRON
BO0624_51192,442182,8,8,"SMALL CORINTHIAN VASE.  VIIth. century B.C.  Scale-like decoration in red and black on a light ground.  Ht.,4 3/4 inches.",74.0,65.1,False,positional,,,CORINTHIAN ALABASTRON
BO0624_51192,442183,9,9,"LARGE ARCHAIC COLUMN KRATER,,WITH COVER. VIth. century B.C.",78.0,88.3,False,positional,,,CORINTHIAN ALABASTRON
BO0624_51192,442184,10,10,"ARCHAIC GREEK KRATER.  VIth.century B.C.  Decoration in black and purple on red, representing on each side a pair of naked runners, with two umpires.  Ht.,5 inches;Diameter,7inches.  (Illustrated.)",87.0,71.3,False,title_direct,,,ARCHAIC GREEK KRATER
BO0624_51192,442185,11,11,"ARCHAIC KYLIX,WITH FOOT. Greece,VIth.century B.C. II  Figures of dancers in black and red, on cream, separated by rich decorations.  Ht.,43/4inches;Diameter,77/8inches.",95.0,63.4,False,positional,,,ARCHAIC GREEK KRATER
BO0624_51192,442186,12,12,"SHALLOW KYLIX. Greece,VIth.century B.C. Decorated with heavy black lines on red ground. On either side, in black and purple on red, is represented a ram holding a prostrate man beneath its belly.  An extremely rare representation.  Ht.,2 34 inches;Diameter,7 inches.",103.0,74.0,False,positional,,,ARCHAIC GREEK KRATER
BO0624_51192,442187,13,13,"SMALL HYDRIA. Vth.century B.C.  Black figures, relieved with white, on a light ground. The figures.",112.0,81.2,False,positional,,,ARCHAIC GREEK KRATER
BO0624_51192,442188,14,14,"SMALL SCENT-BOTTLE. Greece,Vth.century B.C. Decorated with two harpies in red on a glazed black ground.",120.0,72.8,False,positional,,,ARCHAIC GREEK KRATER
BO0624_51192,442189,15,16,"ATTIC LEKYTHOS.  Greece,early Vth.century B.C. Red figures on a cream ground, representing a draped woman holding a casket, and facing another woman who holds out a dress on her arm.",133.0,85.4,False,positional,,,ARCHAIC GREEK KRATER
BO0624_51192,442190,16,15,"SMALL KYLIX. Greece, early Vth century B.C.  Decorated with a frieze of dancers and Amazons on horseback, in black on a light ground.",,52.1,True,none,,,
BO0624_51192,442191,17,17,"ATTIC LOUTROPHOROS. Figures in red, on black : two women standing, another seated on a chair, holding caskets and vases. A Victory holds an alabastron. On the neck, a woman holding a casket.  Ht.,13 5/8 inches.  From the Pozzi Collection. (Sale in Paris, 1919; No. 466,* illustrated.)",140.0,75.2,False,title_direct,,,ATTIC LOUTROPHOROS
BO0624_51192,442192,18,18,"ATHENIAN SKYPHOS.  C. 470 —— 460 B.C.  With red figures; palmettes beneath the handles. On one side, a draped youth, holding a staff in his right hand; on the other side, a draped youth with a staff, and in his right hand an alabastron.  Ht.,3 7/8 inches.  From the Lambros Collection,Athens.(Sale in Paris,IgI2. No.58, Pl. VI.)",150.0,75.6,False,title_direct,,,ATHENIAN SKYPHOS
BO0624_51192,442193,19,19,"ATHENIAN ALABASTRON.  Vth.century B.C.  Decorated with red figures, on black. A draped youth, leaning on a staff, looks over his left shoulder at a young woman;between them is a chair, and behind them, a Corinthian column.",160.0,90.5,False,title_direct,,,ATHENIAN ALABASTRON
