catalogue_id,chunk_db_id,chunk_id,num,title,matched_line,match_score,low_confidence,entity_match_method,artist,school,object_type
BO0624_23222,451951,1,1,"Zweihenkliger Krug, kugelformige Leibung, eingezongener Hals, ausbogene Lippe. Der Hals mit rautenartiger Strichverzierung, auf dem Bauch zwei verschiedene Wellenlinien und ein Kranz von zehn Doppelringen. Plaidt.",,46.9,True,none,,,
BO0624_23222,451952,2,2,"Kleiner Becher, zylindrische Leibung, ein Henkel, am AusguB groBe Fratze. Die Leibung durch drei doppelte, horizontale, eingeritzte Streifen in zwei Felder geteilt,im oberen verschlungenes Wellenband, im unteren zahnschnittartige Verzierung.H. 8,5.Beschadigt. Plaidt.",3.0,73.1,False,none,,,
BO0624_23222,451953,3,3,"Konischer Becher mit Standplatte. Auf der Leibung drei stark vortretende Reliefkopfe.Die Leibung durch eingeritzte Ringe in vier Zonen geteilt. In der obersten Zackenmuster, in der Bogenmuster, dritte  leer,in der vierten senkrechte Strichverzierung. Plaidt.",,51.9,True,none,,,
BO0624_23222,451954,4,4,"Urnenartiges Gefass mit knickender Wandung, Hals mit ausgebogener Lippe, durch Reifen abgesetzt. Mit eingedrickten umlaufenden Streifen von kleinen Rechtecken.Grau.H.16. Nickenich.",9.0,61.3,False,positional,,Frankische,
BO0624_23222,451955,5,5,"Desgl.,die Ridchenverzierung in kerbschnittartigem Muster. Schwarz.H.19.Gekittet.",10.0,98.2,False,positional,,Frankische,
BO0624_23222,451956,6,6,Desgl. mit Rechteck-Radchenverzierung.Schwarz.H.15.,12.0,97.1,False,positional,,Frankische,
BO0624_23222,451957,7,7,"Desgl.,Radchenverzierung mit verschiedenem Stempel.Grau. Gekittet.H. 17.5. Breisig.",14.0,87.6,False,positional,,Frankische,
BO0624_23222,451958,8,8,Desgl.mit starken Gurtfurchen und Wellenverzierung.Gekittet.H.16.,15.0,97.7,False,positional,,Frankische,
BO0624_23222,451959,9,9,Desgl.mit Radchenverzierung.H.13. Kettig.,17.0,96.5,False,positional,,Frankische,
BO0624_23222,451960,10,10,"Desgl. mit Wellenverzierung. H. 12,5.",18.0,93.7,False,positional,,Frankische,
BO0624_23222,451961,11,11,"Desgl. ohne Halsreifen mit drei Reihen eingedrickter, grober, verschiedener Stempel. Schwarz. H. 48.",20.0,97.6,False,positional,,Frankische,
BO0624_23222,451962,12,12,"Desgl. mit Radchenverzierung. Grau. H. 15. Mulhofen,",22.0,95.4,False,positional,,Frankische,
BO0624_23222,451963,13,13,Desgl. mit mehreren breiten Gurtfurchen.Schwarz.H.12. Nickenich.,23.0,96.2,False,positional,,Frankische,
BO0624_23222,451964,14,14,Desgl. mit Gurtfurchen und in regelmaBigen Abstanden eingedrickten Stempeln.H.13.,24.0,89.2,False,positional,,Frankische,
BO0624_23222,451965,15,15,Desgl. mit Radchenverzierung und Gurtfurchen. H.11. Mulhofen.,32.0,96.1,False,positional,,Prahistorische,
BO0624_23222,451966,16,16,Desgl. mit Stempeleindricken zwischen Gurtfurchen.H.13. Nickenich.,33.0,96.4,False,positional,,Prahistorische,
BO0624_23222,451967,17,17,"Desgl.H. 11,5. Nickenich.",34.0,90.9,False,positional,,Prahistorische,
BO0624_23222,451968,18,18,Desgl. H. 12. Milhofen.,35.0,90.2,False,positional,,Prahistorische,
BO0624_23222,451969,19,19,Desgl.H.12. Nickenich.,36.0,89.8,False,positional,,Prahistorische,
BO0624_23222,451970,20,20,Desgl.H.14. Nickenich.,37.0,89.8,False,positional,,Prahistorische,
BO0624_23222,451971,21,21,"Desgl.H.12. Nickenich,",38.0,89.8,False,positional,,Prahistorische,
BO0624_23222,451972,22,22,Desgl.H.10. Nickenich.,40.0,91.7,False,positional,,Prahistorische,
BO0624_23222,451973,23,23,Desgl.H.10. Nickenich.,41.0,89.8,False,positional,,Prahistorische,
BO0624_23222,451974,24,24,Desgl.H.10. Nickenich.,65.0,65.4,False,positional,,Prahistorische,
BO0624_23222,451975,25,25,Desgl.mit zwei verschiedenen Stempeln zwischen Gurtfurchen.H.10. Mulhofen.,,50.3,True,none,,,
BO0624_23222,451976,26,26,Desgl. mit Radchenverzierung zwischen breiten Wulsten. H. 13. Breisig.,,57.6,True,none,,,
BO0624_23222,451977,27,27,"Desgl., Hals durch Reifen abgesetzt.Ohne Verzierung. H. 9.5. Nickenich.",,57.6,True,none,,,
BO0624_23222,451978,28,28,Desgl. ohne Hals mit Radchenverzierung.H.9. Nickenich.,76.0,63.9,False,positional,,Rheinisch-frankische,Glaser
BO0624_23222,451979,29,29,"Desgl.mit niedriger Lippe,umlaufenden Furchen.H. 6.5. Mulhofen.",,50.8,True,none,,,
BO0624_23222,451980,30,30,"Desgl.mit Radchenverzierung.H.8,3. Wassenach.",,53.5,True,none,,,
BO0624_23222,451981,31,31,Desgl. H.8.5.Beschadigt. Nickenich.,114.0,64.6,False,positional,,,Waffen
BO0624_23222,451982,32,32,"Desgl., Hals mit Reifen abgesetzt. Ohne Verzierung. H. 8. Nickenich.",,56.5,True,none,,,
BO0624_23222,451983,33,33,"Flasche mit Standplatte, kugelformiger Leibung, auf deren oberer Halfte Radchenverzierung, kurzer, enger Hals,ausgebogene Lippe. Schwarz.H. 23. Milhofen.",,44.3,True,none,,,
BO0624_23222,451984,34,34,"Desgl.ohne Standplatte.H.18. Nickenich,",,50.5,True,none,,,
BO0624_23222,451985,35,35,"Gehenkelter AusguBtopf,auf der Schulter der Leibung Wulste, abwechselnd mit Streifen eingedrickter,verschieden gemusterter Verzierung. Dreiteiliger Bandhenkel, geschnabelter,angesetzter AusguB. Schwarz.H.20. Mulhofen.",,45.8,True,none,,,
BO0624_23222,451986,36,36,"Desgl.mit hufeisenformigen, punktierten Eindruicken.Einfacher Bandhenkel. H. 20. Kettig.",,50.0,True,none,,,
BO0624_23222,451987,37,37,Desgl. mit Radchenverzierung. Zweiteiliger Bandhenkel. H. 21. Milhofen.,,55.3,True,none,,,
BO0624_23222,451988,38,38,Desgl. H.18. Mulhofen.,194.0,72.0,False,positional,,,Schwerter
BO0624_23222,451989,39,39,"Henkelkanne mit Standplatte, geknickter Leibung, auf deren Schulter vier Streifen verschiedenartiger Verzierung,Halswulst, niedriger Hals mit geschnabeltem AusguB.Schwarz. H. 19,5. Milhofen.",,49.6,True,none,,,
BO0624_23222,451990,40,40,"Gehenkelter AusguBtopf. Uber der Schulter der Leibung setzt der Hals mit breitem Wulst an,zieht sich dann entsprechend der Leibung zusammen und endigt in breitem Randwulst. Auf der Schulter der Leibung wie des Halses eingeritzte Rinnen und Wellenlinien.Geschnabelter, angesetzter AusguB. Dreiteiliger Henkel. Gelber Ton.Beschadigt.H.19. Breisig.",,45.4,True,none,,,
BO0624_23222,451991,41,41,"Vier Henkelkannen,Leibung bauchig,ungegliedert, die Mundung zu einer Schnauze zusammengedrickt, geb roter Ton.H.17,17,16,15. Wassenach,Nickenich,Breisig,Kettig",,41.4,True,none,,,
BO0624_23222,451992,42,42,"Radchenverzierung.Gelb-roter Ton.H.17,17,16,5. Wassenach, Nickenich.",,39.3,True,none,,,
