index,num,title,text,catalogue_id
1,I,"l presente Catalogo fu redatto per quanto riguarda i quadri dal signor F. Mason Perkins, per i libri dal proi. cav. A. Tenneroni e per gli altri oggetti dal signor Lavinio Ridolfi.","Il presente Catalogo fu redatto per quanto riguarda i quadri dal signor F. Mason Perkins, per i libri dal proi. cav. A. Tenneroni e per gli altri oggetti dal signor Lavinio Ridolfi.
## CONDIZIONI DELLA VENDITA

La vendita si effettuerà

per contanti.

Gli acquirenti pagheranno il solo 5% in più sul prezzo di aggiudicazione.",documents/BO0624_4389
2,I,"lotti potranno essere riuniti o frazionati, nonchè invertito l'ordine del catalogo, a beneplacito del Direttore dell'asta; ma per quanto sarà possibile, si seguirà l'ordine del Catalogo.","I lotti potranno essere riuniti o frazionati, nonchè invertito l'ordine del catalogo, a beneplacito del Direttore dell'asta; ma per quanto sarà possibile, si seguirà l'ordine del Catalogo.",documents/BO0624_4389
3,I,lotti aggiudicati dovranno essere ritirati il giorno che segue quello dell'asta.,I lotti aggiudicati dovranno essere ritirati il giorno che segue quello dell'asta.,documents/BO0624_4389
4,I,"n caso di contestazione su due incanti, l'oggetto verrà im. mediatamente rimesso in vendita.","In caso di contestazione su due incanti, l'oggetto verrà im. mediatamente rimesso in vendita.

Proclamata l'aggiudicazione, nessun reclamo sarà accettato, stantechè l'esposizione ha già messo il pubblico in grado di valutare lo stato e la natura degli oggetti.

Se il Direttore dell'asta lo crederà opportuno potrà chiedere un anticipo a quei signori deliberatari che egli non conoscesse.

La Galleria Sangiorgi si incarica delle spedizioni e delle commissioni di coloro i quali non potessero assistere all'asta.
## PREFAZIONE

Nell' accettare il cortese invito del signor Sangiorgi di redigere questo catalogo, io adempio solo parzialmente la promessa fatta al Dott. Nevin, qualche anno addietro, di pubblicare cioè uno studio critico sulla sua pinacoteca.

La subitanea ed inattesa morte del Dott. Nevin, e la conseguente decisione degli esecutori testamentari ed eredi di vendere all'incanto il più gran numero dei dipinti componenti questa collezione, concorsero ad impedire l'effetto di tale promessa.",documents/BO0624_4389
5,I,"o non intendo di supplire al proposto articolo col presente elenco, nel quale mi sono attenuto ad una semplice e generale classificazione dei vari dipinti secondo le loro rispettive scuole, limitando tutte le più definite attribuzioni a quelli esemplari i qualr lasciano il minore dubbio sulla loro artistica origine. Tutte le ulteriori questioni di estetica e di critica lascio al lettore di risolverle da sè stesso.","Io non intendo di supplire al proposto articolo col presente elenco, nel quale mi sono attenuto ad una semplice e generale classificazione dei vari dipinti secondo le loro rispettive scuole, limitando tutte le più definite attribuzioni a quelli esemplari i qualr lasciano il minore dubbio sulla loro artistica origine. Tutte le ulteriori questioni di estetica e di critica lascio al lettore di risolverle da sè stesso.

Poco ho da dire dell'insieme di questa Collezione. Essa si può considerare come il risultato della lunga residenza in Italia del Dott. Nevin unita ad uno spirito di vero amatore e riflette il gusto di persona più interessata in opere d'arte pel loro intrinseco merito che per l'autore ipotetico.

Riassumendo noto che sebbene molti altre collezioni private possano vantarsi di una più lunga lista di famosi nomi, poche
possono dire di possedere un numero maggiore di vari ed interessanti originali della pittura primitiva italiana dei così detti maestri minori. D'altra parte poi è pure dimostrato che esemplari di primaria importanza non mancano; cito fra questi il dipinto « Madonna e Bambino » di Bartolomeo Vivarini, certamente una delle più delicate creazioni di tale artista e la « Pietù» di Carlo Crivelli, pittura così nobile, sebbene malauguratamente deteriorata. Il fortunato acquisto fatto dal Dott. Nevin del nucleo di dipinti proveniente dalla ben nota collezione Caccialupi di Macerata contribur in gran parte alla raccolta del copioso numero di opere della Scuola Umbra e Marchigiana che si trovano in questo catalogo.

offrirà un eccezionale materiale per lo studio: ed è sinceramente trovare una sede finale in qualche pubblico Museo, dove il loro merito, come documenti artistici, possa esserè giustamente riconosciuto.

A coloro i quali sono interessati allo svolgimento di queste poco conosciute ma altamente ragguar devoli scuole, la presente Collezione da sperarsi che alcuni almeno di questi rari dipinti riescano a

Siena, febbraio 1907.

F. MASON PERKINS.
N. 238.

<!-- image -->

## PRIMA VACAZIONE Lunedì 22 Aprile 1907, alle ore 15 precise

## Terrecotte.",documents/BO0624_4389
6,I,COLLANA di fusaiole in terracotta e due altre di vaghi in smalto,- I. COLLANA di fusaiole in terracotta e due altre di vaghi in smalto,documents/BO0624_4389
7,2,"di scavo a colori. TRE FRAMMENTI di fregio in terracotta (Rilievi Campana), due dei quali con satiti vendemmiatori e uno con testa di Medusa.","2. di scavo a colori. 2. TRE FRAMMENTI di fregio in terracotta (Rilievi Campana), due dei quali con satiti vendemmiatori e uno con testa di Medusa.

Alt. M. 1.50 X 0.35.",documents/BO0624_4389
8,3,URNA CINERARIA in terracotta policromata con bassorilievo rappresentante guerrieri combattenti con figura giacente sul co- perchio.,3. URNA CINERARIA in terracotta policromata con bassorilievo rappresentante guerrieri combattenti con figura giacente sul co- 2. perchio.,documents/BO0624_4389
9,4,QUATTRO VASETTI riuniti su base circolare ornata di foglie e teste. Falisco.,4. QUATTRO VASETTI riuniti su base circolare ornata di foglie e teste. Falisco.,documents/BO0624_4389
10,5,DUE FIASCHETTE lenticolari di terracotta con figure chiare su fondo verde. Imitazione di vasi cristiani.,"5. DUE FIASCHETTE lenticolari di terracotta con figure chiare su fondo verde. Imitazione di vasi cristiani.

## Bronzi.",documents/BO0624_4389
