index,num,title,text,catalogue_id
1,1,— NAvETTE à encens en bronze patiné. xv° siècle.,"- 1 — NAvETTE à encens en bronze patiné. xv° siècle.

Elle simule une nef, sur quatre roues, gréée d'un mât placé sur un couvercle mobile. Cette net est ornée d'une petite construction à deux pinacles dressée devant une proue surélevée présentant un personnage assis.

Haut., 180 millim.; larg., 145 millim.",documents/BO0624_15268
2,2,"— STATUETTE en bronze à patine noire. Italie, xve","- 2 — STATUETTE en bronze à patine noire. Italie, xve
- siècle.

Vénus debout, le corps portant sur la jambe gauche, la droite légèrement repliée, s'avance, la main droite tendue en avant et tenant la pomme. Elle est coiffée à l'antique et sa tête est tournée vers son épaule droite. Socle cylindrique en marbre rouge.

Haut. de la statuette : 205 millim.",documents/BO0624_15268
3,3,"- STATUETTE d'enfant sur un cheval en bronze à patine brune. Italie, xv° siècle.","- 3 - STATUETTE d'enfant sur un cheval en bronze à patine brune. Italie, xv° siècle.

Sur un cheval cabré modelé d'après l'antique, est monté un enfant, court vêtu, faisant du bras geste de corriger l'animal qu'il semble retenir de la main gauche. Socle rectangulaire droit le en bois noir mouluré.

Haut. du bronze: 18 cent.; larg., 21 cent.",documents/BO0624_15268
4,4,"— FIGURINE en bronze patiné, fondue à cire perdue. Italie, xve siècle.","- 4 — FIGURINE en bronze patiné, fondue à cire perdue. Italie, xve siècle.

Un chasseur à demi-nu, assis sur un tertre, appuie sa tête dans la main gauche ; il est accoudé à un tronc d'arbre et semble dormir. Un chien placé sous sa jambe gauche paraît surveiller un sanglier mort, étendu auprès de lui, sous le pied droit du chasseur. Base en marbre noir.

Haut. du bronze : 10 cent.
<!-- image -->",documents/BO0624_15268
5,5,"- STATUETTE sur socle adhérent mouluré ; bronze à cire perdue. Padoue, xve siècle.","- 5 - STATUETTE sur socle adhérent mouluré ; bronze à cire perdue. Padoue, xve siècle.

Narcisse nu, debout auprès du trone d'un palmier, le corps reposant sur la jambe droite, la jambe gauche repliée en arrière, retient une draperie tombant de son épaule et enroulée autour de son bras gauche ; il regarde à terre et porte le poing droit sur la hanche.

Tant tolale: so cent.",documents/BO0624_15268
6,6,"— STATUETTE équestre sur base, en bronze à pa-","- 6 — STATUETTE équestre sur base, en bronze à pa-
- tine brune. Padoue, fin du xv° siècle.

Marc-Aurèle, d'après l'antique, est représenté sur un cheval passant, la jambe droite levée. L'empereur porte la barbe et les cheveux bouclés et tient les bras étendus. Base de forme architecturale et moulurée.

Haut., 37 cent.; larg., 21 cent.",documents/BO0624_15268
7,7,"- CHEvaL en bronze à patine brune. Padoue, fin du xve siècle. l est représenté, d'après l'antique, au galop, la tête tournée vers la droite, la bouche ouverte ; la crinière est longue et la queue nouée à son extrémité. Base en bois noir.","- 7 - CHEvaL en bronze à patine brune. Padoue, fin du xve siècle. Il est représenté, d'après l'antique, au galop, la tête tournée vers la droite, la bouche ouverte ; la crinière est longue et la queue nouée à son extrémité. Base en bois noir.

Haut. du bronze : 19 cent.; larg., 24 cent.",documents/BO0624_15268
8,8,"— STATUETTE en bronze à patine brune. Italie, fin","- 8 — STATUETTE en bronze à patine brune. Italie, fin
- du xve siècle.

Narcisse nu debout : le corps porte sur la jambe droite accolée à un tronc d'arbre, la jambe gauche est repliée et légèrement levée. Il dirige ses regards vers le sol et tient la main gauche ouverte, tandis que le bras droit est pendant le long du corps.

Haut., 23 cent.
<!-- image -->",documents/BO0624_15268
9,9,"— LAMPE en bronze. Padoue, commencement du xvie siècle.","- 9 — LAMPE en bronze. Padoue, commencement du xvie siècle.

De forme antique, elle se compose d'un mascaron grotesque terminé par des feuillages et par une anse surélevée en forme de volute.

Haut., 9 cent.; larg., 10 cent.",documents/BO0624_15268
10,10,"— TROIS PETITS GROUPES d'enfants en bronze patiné. Padoue, commencement du xvie siècle.","- 10 — TROIS PETITS GROUPES d'enfants en bronze patiné. Padoue, commencement du xvie siècle.

Ces enfants nus, debout, sont représentés dansant. Le groupe principal se dresse dans un petit bassin au centre duquel est placé un enfant, que quatre autres entourent, dansant une ronde autour de lui. Les deux autres groupes sont composés chacun de trois enfants sautant.

Base rectangulaire en marbre vert de mer.

Haut. du groupe principal : 5 cent. Larg. du groupe principal : 6 cent.",documents/BO0624_15268
11,11,"— FIGurINe en bronze patiné. Italie, commence-","- 11 — FIGurINe en bronze patiné. Italie, commence-
- ment du xvie siècle.

L'Amour, debout, sur un pied, la jambe gauche rejetée en arrière, les bras levés, semble prendre son vol. Les cheveux sont retenus par un ruban. Il repose sur une sphère en bronze doré, avec base en marbre blanc et marbre de couleur du xvie siècle.

Haut. du bronze : 12 cent.",documents/BO0624_15268
12,12,"— STATUErTE en bronze patiné. Italie, commen-","- 12 — STATUErTE en bronze patiné. Italie, commen-
- cement du xvie siècle.

Elle représente une Muse debout, vêtue d'une dont elle relève les plis du bras gauche, tandis que de la main droite elle longue tunique en soulève un pan. Un ruban est serré sur les hanches ; l'épaule droite et les pieds sont nus. Les cheveux tressés sont noués derrière la tête et elle tient une couronne dans la main gauche.

Haut., 57 cent.
<!-- image -->",documents/BO0624_15268
13,13,"— DEUX STATUETTES en bronze patiné. Venise, xvi® siècle.","- 13 — DEUX STATUETTES en bronze patiné. Venise, xvi® siècle.

Elles représentent Bacchus et Cérès nus, debout, le dieu remplissant une coupe, la déesse tenant une gerbe de blé. Bases en marbre.

Haut. des bronzes : 31 cent.",documents/BO0624_15268
