catalogue_id,occurrences,types
BO0624_87406,3,bronze|gemalde|malerei
BO0624_87407,52,bronze|gemalde|landschaft|malerei|tafel
BO0624_87408,4,landschaft
BO0624_87410,15,landschaft|portrait|stilleben
BO0624_87411,5,bronze|gemalde|landschaft
BO0624_87412,13,landschaft|portrait|stilleben
BO0624_87414,16,landschaft
BO0624_87415,4,bronze|gemalde|portraits
BO0624_87418,3,gemalde|gouache|zeichnungen
BO0624_87419,7,aquarelle|landschaft|portrat
BO0624_87420,1,gemalde
BO0624_87421,6,bild|bilder
BO0624_87427,7,aquarelle|bronze|gemalde|landschaft
BO0624_87438,31,bild|landschaft|malerei|miniatur|portrait|tempera
BO0624_87440,6,bild|landschaft|skizzen
BO0624_87451,2,bronze|gemalde
BO0624_87453,9,bilder|bronze|landschaft|landschaften|portraits|skizzen
BO0624_87456,2,bronze|malerei
BO0624_87457,2,gemalde
BO0624_87460,39,landschaft|miniatur|portrait|portraits
BO0624_87462,3,bronze|gemalde|malerei
BO0624_87465,1,bronze
BO0624_87466,1,portraits
BO0624_87467,1,bronze
BO0624_87472,2,aquarelle|gemalde
BO0624_87473,1,bild
BO0624_87479,1,stiche
BO0624_87482,4,bronze|terracotta
BO0624_87483,5,landschaft|marmor
BO0624_87485,3,aquarelle|malerei|portraits
BO0624_87487,5,aquarelle|bilder|gemalde|landschaft
BO0624_87491,3,bild|landschaft
BO0624_87492,1,gemalde
BO0624_87493,29,landschaft|landschaften|stilleben
BO0624_87495,8,bild|gemalde|landschaft
BO0624_87496,4,aquarelle|bronze|skizze
BO0624_87499,3,aquarell|aquarelle|malerei
BO0624_87500,1,gemalde
BO0624_87501,37,aquarelle|buste|landschaft|portrait|relief
BO0624_87502,1,bild
BO0624_87503,1,portraits
BO0624_87505,1,aquarelle
BO0624_87508,10,bild|landschaft
BO0624_87512,2,aquarelle|gemalde
BO0624_87513,2,landschaft|landschaften
BO0624_87514,1,bronze
BO0624_87521,6,aquarelle|bild|gemalde|landschaft|portraits
BO0624_87522,1,aquarelle
BO0624_87530,6,landschaft|landschaften
BO0624_87531,2,aquarelle|gemalde
BO0624_87533,2,marmor|stiche
BO0624_87540,1,bronze
BO0624_87544,1,bronze
BO0624_87545,2,bronze
BO0624_87546,1,portrat
BO0624_87550,19,landschaft|malerei|portrait|portraits
BO0624_87555,3,aquarelle|gemalde|zeichnungen
BO0624_87561,4,landschaft|portrait
BO0624_87562,2,bilder|bronze
BO0624_87564,1,bronze
BO0624_87566,8,landschaft
BO0624_87568,1,gemalde
BO0624_87576,8,landschaft|portrait
BO0624_87579,2,aquarelle|zeichnungen
BO0624_87581,6,landschaft
BO0624_87582,1,aquarelle
BO0624_87583,1,aquarelle
BO0624_87584,21,bilder|gemalde|gouache|landschaft|portrat
BO0624_87589,4,aquarelle|bronze|stiche|zeichnungen
BO0624_87590,1,gemalde
BO0624_87595,3,aquarelle|bronze|gemalde
BO0624_87605,1,bronze
BO0624_87606,1,bild
BO0624_87608,1,landschaft
BO0624_87614,5,aquarell|landschaft
BO0624_87622,3,bilder|miniature|portrait
BO0624_87625,9,bild|landschaft|portrait
BO0624_87630,2,gemalde|zeichnungen
BO0624_87648,1,bild
BO0624_87650,2,bronze|zeichnungen
BO0624_87653,1,stiche
BO0624_87654,3,landschaft|tafel
BO0624_87663,2,gemalde|stiche
BO0624_87664,4,aquarelle|bild|gemalde|kupferstich
BO0624_87665,1,zeichnungen
BO0624_87666,13,bilder|gemalde|landschaft|skizze|stilleben
BO0624_87669,3,gemalde|kupferstich|portrait
BO0624_87670,10,gemalde|landschaft|portrait
BO0624_87671,44,bild|bilder|gemalde|landschaft|portrait
BO0624_87672,2,bild|zeichnungen
BO0624_87673,1,gemalde
BO0624_87675,20,landschaft|portrat|skizze|stilleben|tafel|zeichnungen
BO0624_87677,11,bild|gemalde|landschaft|landschaften|lithographie|portrait
BO0624_87679,2,landschaft
BO0624_87681,2,gemalde
BO0624_87683,6,aquarelle|bild|gemalde|landschaft
BO0624_87685,9,landschaft|portrait|portrat
BO0624_87686,40,bild|gemalde|landschaft|landschaften|portrait|stilleben
BO0624_87688,1,bild
BO0624_87689,10,landschaft|stilleben
BO0624_87692,2,landschaft|portrait
BO0624_87693,4,gemalde|landschaft
BO0624_87697,1,bronze
BO0624_87702,58,dessins|nature morte|paysage|paysages|portrait|portraits|tableau|tableaux
BO0624_87703,14,gemalde|landschaft|portrat|stilleben
BO0624_87704,1,gemalde
BO0624_87706,20,landschaft|portrat|stilleben
BO0624_87708,6,aquarelle|gemalde|zeichnungen
BO0624_87709,2,aquarelle|gemalde
BO0624_87716,1,aquarelle
BO0624_87717,5,bild|gemalde|landschaft
BO0624_87718,2,aquarelle|zeichnungen
BO0624_87719,1,gemalde
BO0624_87721,3,aquarelle|landschaft
BO0624_87723,1,landschaft
BO0624_87726,29,bild|landschaft|portrait|stilleben
BO0624_87727,1,gemalde
BO0624_87728,20,aquarelle|landschaft|portrat
BO0624_87729,3,bronze|marmor|terracotta
BO0624_87730,2,aquarelle|gemalde
BO0624_87733,1,portrat
BO0624_87737,6,aquarelle|bild|bronze|gemalde|marmor|stiche
BO0624_87741,1,gemalde
BO0624_87742,3,aquarelle|bronze|marmor
BO0624_87743,3,aquarelle|landschaft|zeichnungen
BO0624_87746,18,landschaft|portrait|stilleben
BO0624_87747,2,aquarelle|gemalde
BO0624_87748,33,landschaft|landschaften|portrat|stilleben
BO0624_87751,2,gemalde
BO0624_87752,1,aquarelle
BO0624_87753,1,aquarell
BO0624_87755,4,aquarelle|gemalde|gouache|zeichnungen
BO0624_87759,5,aquarelle|bilder|bronze|gemalde|stiche
BO0624_87762,3,gemalde|lithographie|zeichnungen
BO0624_87763,4,gravures|peintures|tableaux
BO0624_87765,3,aquarelle|gemalde|lithographie
BO0624_87766,4,landschaft|portrait|stilleben|tafel
BO0624_87769,2,gemalde
BO0624_87771,7,landschaft|portrat|stilleben
BO0624_87772,1,zeichnungen
BO0624_87773,4,bronze|gemalde|marmor
BO0624_87774,13,aquarelle|gemalde|landschaft|stilleben
BO0624_87776,10,landschaft|portrat|stilleben
BO0624_87777,14,aquarelle|gemalde|landschaft|portrait|portrat
BO0624_87779,1,landschaft
BO0624_87781,1,miniature
BO0624_87784,2,gemalde|landschaft
BO0624_87788,3,landschaften|stiche|zeichnungen
BO0624_87790,9,aquarelle|gemalde|gouache|landschaft
BO0624_87791,1,landschaft
BO0624_87793,1,stiche
BO0624_87795,2,gemalde|landschaft
BO0624_87796,19,landschaft|portrat|stilleben
BO0624_87800,3,gemalde|stiche|zeichnungen
BO0624_87802,2,landschaften|lithographie
BO0624_87804,1,landschaft
BO0624_87805,7,landschaft
BO0624_87807,2,aquarelle|gemalde
BO0624_87814,1,kupferstich
BO0624_87815,10,bronze|buste|malerei|relief
BO0624_87816,1,miniature
BO0624_87819,1,landschaft
BO0624_87822,2,aquarelle|zeichnungen
BO0624_87823,6,gemalde|landschaft|portrat
BO0624_87825,2,landschaft|portrat
BO0624_87826,9,bild|landschaft|stilleben
BO0624_87835,4,gemalde|landschaft
BO0624_87837,1,landschaft
BO0624_87840,1,kupferstich
BO0624_87841,1,aquarelle
BO0624_87844,1,landschaft
BO0624_87845,1,gemalde
BO0624_87847,3,aquarelle|gemalde|zeichnungen
BO0624_87848,8,landschaft|portrat
BO0624_87852,1,gemalde
BO0624_87855,16,gemalde|landschaft|portrat
BO0624_87856,2,aquarelle|bronze
BO0624_87857,5,aquarelle|bronze|gemalde|stiche|zeichnungen
BO0624_87860,25,landschaft|portrat|stilleben
BO0624_87862,1,gemalde
BO0624_87863,2,aquarelle|zeichnungen
BO0624_87865,3,bronze|gemalde|marmor
BO0624_87866,2,aquarelle|gemalde
BO0624_87868,1,gemalde
BO0624_87877,26,landschaft|malerei|portrat|stilleben
BO0624_87879,2,gemalde
BO0624_87882,6,aquarelle|bronze|gemalde|marmor|stiche|zeichnungen
BO0624_87886,3,aquarelle|landschaft
BO0624_87887,1,bronze
BO0624_87889,18,landschaft|stilleben
BO0624_87891,7,aquarelle|landschaft|stilleben|zeichnungen
BO0624_87894,3,aquarelle|landschaft|zeichnungen
BO0624_87896,1,gemalde
BO0624_87904,1,gemalde
BO0624_87907,2,aquarelle
BO0624_87908,3,bilder|gemalde|landschaft
BO0624_87909,15,bild|landschaft|portrat|stilleben
BO0624_87912,1,bronze
BO0624_87917,4,landschaft
BO0624_87919,2,gemalde|zeichnungen
BO0624_87921,1,gemalde
BO0624_87925,4,landschaft|tafel
BO0624_87928,1,bild
BO0624_87929,2,gemalde|landschaft
BO0624_87931,6,aquarelle|landschaft
BO0624_87932,2,gemalde
BO0624_87933,2,aquarelle|gemalde
BO0624_87939,2,aquarelle|gemalde
BO0624_87943,1,gemalde
BO0624_87945,1,stiche
BO0624_87946,34,bild|buste|landschaft|portrat|stilleben|tafel
BO0624_87948,1,gemalde
BO0624_87950,1,gemalde
BO0624_87963,2,portrat
BO0624_87965,3,aquarelle|landschaft|zeichnungen
BO0624_87967,1,gemalde
BO0624_87968,2,aquarelle|zeichnungen
BO0624_87969,1,lithographie
BO0624_87972,1,landschaft
BO0624_87974,2,gemalde
BO0624_87976,1,landschaft
BO0624_87978,2,landschaft|skizze
BO0624_87979,26,aquarelle|gemalde|landschaft|stilleben
BO0624_87983,18,landschaft|portrat|stilleben
BO0624_87985,1,gemalde
BO0624_87987,1,lithographie
BO0624_87988,8,landschaft|stilleben
BO0624_87991,2,stilleben|tafel
BO0624_87993,3,landschaft|stilleben
BO0624_87998,1,aquarelle
BO0624_87999,13,aquarelle|bronze|gemalde|landschaft|stilleben
BO0624_88000,1,stilleben
BO0624_88001,1,gemälde
BO0624_88008,11,aquarelle|landschaft|paysage|portrait|stilleben
BO0624_88012,6,landschaft
BO0624_88016,3,bronze|gemalde
BO0624_88018,35,bild|bronze|buste|landschaft|malerei|miniatur|portrat|skizze|stilleben
BO0624_88019,4,landschaft|zeichnungen
BO0624_88020,2,landschaft|stilleben
BO0624_88024,3,gemalde|stiche|zeichnungen
BO0624_88026,5,aquarelle|bilder|portraits|zeichnungen
BO0624_88031,14,landschaft
BO0624_88032,5,aquarelle|gemalde|stiche|zeichnungen
BO0624_88033,5,aquarelle|gemalde|stiche
BO0624_88034,1,gemalde
BO0624_88035,9,landschaft
BO0624_88048,3,bronze|gemalde|tafel
BO0624_88050,1,skulpturen
BO0624_88055,4,landschaft
BO0624_88058,6,bilder|bronze|marmor|stiche
BO0624_88061,3,bronze|gemalde|stiche
BO0624_88063,1,aquarelle
BO0624_88064,10,gemalde|landschaft|stilleben
BO0624_88067,7,aquarelle|bronze|gemalde|zeichnungen
BO0624_88068,14,landschaft|stilleben
BO0624_88070,4,bronze|gemalde|relief|skulpturen
BO0624_88074,3,gemalde
BO0624_88075,2,gemalde
BO0624_88081,2,gemalde|stiche
BO0624_88082,2,aquarelle|gemalde
BO0624_88087,3,aquarelle|gouache|radierung
BO0624_88088,3,aquarelle|stiche|zeichnungen
BO0624_88090,4,bronze|gemalde|marmor|stiche
BO0624_88092,3,bronze|gemalde|tafel
BO0624_88093,11,bild|landschaft|stilleben
BO0624_88094,3,gemalde|stiche
BO0624_88096,2,gemalde|stiche
BO0624_88097,1,gemalde
BO0624_88098,1,bronze
BO0624_88099,1,aquarell
BO0624_88100,15,landschaft|stilleben
BO0624_88102,1,gemalde
BO0624_88104,1,aquarelle
BO0624_88105,2,gemalde|zeichnungen
BO0624_88106,2,gemalde|stiche
BO0624_88107,4,gemalde|landschaft
BO0624_88108,2,gemalde
BO0624_88110,2,stilleben
BO0624_88112,4,gemalde
BO0624_88114,3,bronze|gemalde|tafel
BO0624_88116,1,gemalde
BO0624_88125,1,gemalde
BO0624_88126,1,landschaft
BO0624_88127,13,aquarelle|bronze|gemalde|landschaft|stiche|zeichnungen
BO0624_88128,4,aquarelle|bilder|zeichnungen
BO0624_88129,1,bronze
BO0624_88132,2,gemalde
BO0624_88136,4,gemalde
BO0624_88137,3,aquarelle|gemalde|stiche
BO0624_88140,1,bronze
BO0624_88141,3,aquarelle|bronze|marmor
BO0624_88142,15,aquarelle|gemalde|landschaften|stich|stiche|zeichnungen
BO0624_88144,2,estampes|portraits
BO0624_88147,3,gemalde|skulpturen
BO0624_88148,122,bild|bilder|bronze|gemalde|kupferstich|lithographie|miniatur|stiche
BO0624_88149,12,aquarelle|bild|landschaft|landschaften|miniatur|skizze
BO0624_88153,9,landschaft
BO0624_88156,3,aquarelle|gemalde|zeichnungen
BO0624_88159,1,gemalde
BO0624_88163,1,landschaft
BO0624_88165,1,aquarelle
BO0624_88167,29,bild|bilder|gemalde|landschaften|miniatur|portrat|statuette|stiche|zeichnungen
BO0624_88170,21,landschaft|stilleben|tafel
BO0624_88173,3,bronze|gemalde|kunstwerke
BO0624_88174,7,bronze|gemalde|miniatur
BO0624_88177,4,bronze|gemalde
BO0624_88179,4,gemalde|zeichnungen
BO0624_88180,3,aquarelle|gemalde|zeichnungen
BO0624_88181,1,gemalde
BO0624_88182,2,gemalde|landschaft
BO0624_88187,1,stiche
BO0624_88194,25,gemalde|landschaft|miniatur|miniature|relief|stilleben
BO0624_88197,6,gemalde
BO0624_88198,2,bronze|gemalde
BO0624_88207,4,kupferstich|stilleben|tafel
BO0624_88209,6,busto|gemalde|landschaften
BO0624_88211,1,bild
BO0624_88216,7,aquarelle|gouache|malerei|portrait|tafel
BO0624_88217,16,aquarelle|gemalde|landschaft|stiche|stilleben|zeichnungen
BO0624_88219,10,aquarelle|skizzen|stiche|zeichnungen
BO0624_88220,3,aquarelle|gemalde
BO0624_88223,1,bronze
BO0624_88224,2,stiche
BO0624_88225,3,aquarelle|gemalde
BO0624_88226,4,aquarelle|lithographie|radierung|zeichnungen
BO0624_88228,1,zeichnungen
BO0624_88230,2,aquarelle|zeichnungen
BO0624_88231,4,aquarelle|gemalde
BO0624_88232,1,radierung
BO0624_88233,6,aquarelle|bronze|gemalde|marmor
BO0624_88234,1,landschaft
BO0624_88235,3,aquarelle|bronze
BO0624_88237,7,gemalde|landschaft|marmor|skizze|skulpturen|tempera
BO0624_88241,2,aquarelle|portraits
BO0624_88246,2,gemalde|stilleben
BO0624_88247,4,aquarelle|gemalde|marmor
BO0624_88248,1,zeichnungen
BO0624_88249,1,relief
BO0624_88250,3,bronze|buste|tafel
BO0624_88251,4,bilder|bronze|marmor|stiche
BO0624_88253,1,aquarelle
BO0624_88256,4,aquarelle|gemalde
BO0624_88257,3,tafel
BO0624_88258,1,bronze
BO0624_88259,1,aquarelle
BO0624_88261,10,aquarell|aquarelle|bilder|stiche|zeichnungen
BO0624_88264,14,aquarelle|bild|landschaft|zeichnungen
BO0624_88265,3,bronze|gemalde|stiche
BO0624_88266,16,bronze|gemalde|stiche|tafel
BO0624_88268,13,landschaft|stilleben
BO0624_88269,19,tafel
BO0624_88271,11,tafel
BO0624_88275,20,tafel
BO0624_88277,1,landschaft
BO0624_88278,1,gemalde
BO0624_88279,10,gemalde|tafel
BO0624_88281,1,zeichnungen
BO0624_88282,1,bronze
BO0624_88292,10,landschaft|porträt|stilleben|zeichnung
BO0624_88293,12,landschaft|skulpturen|tafel
BO0624_88295,13,tafel
BO0624_88298,3,aquarelle|lithographie|zeichnungen
BO0624_88299,2,gemalde|stiche
BO0624_88300,33,tafel
BO0624_88302,3,gemalde|stiche|stilleben
BO0624_88319,2,aquarelle|zeichnungen
BO0624_88320,2,aquarelle|landschaft
BO0624_88321,1,bronze
BO0624_88324,2,bronze|gemalde
BO0624_88325,5,bronze|gemalde|stiche|terrakotta
BO0624_88327,3,aquarelle|gemalde
BO0624_88328,2,landschaft|tafel
BO0624_88330,2,stilleben|zeichnungen
BO0624_88336,1,zeichnungen
BO0624_88339,3,aquarelle|stiche|stilleben
BO0624_88342,18,bronze|gemalde|skulpturen|tafel|terracotta
BO0624_88346,5,aquarelle|bronze|gemalde|tafel
BO0624_88347,4,tafel
BO0624_88348,12,skulpturen|tafel
BO0624_88349,4,bronze|gemalde|stiche
BO0624_88351,4,aquarelle|gemalde|marmor
BO0624_88352,2,bronze|gemalde
BO0624_88355,1,gemalde
BO0624_88361,5,gemalde|landschaft|zeichnungen
BO0624_88362,4,gemalde|marmor|stiche
BO0624_88363,1,gemalde
BO0624_88365,8,aquarelle|landschaft|tafel
BO0624_88367,4,gemalde|stiche|terrakotta
BO0624_88368,55,gemalde|tafel
BO0624_88371,6,aquarelle|landschaft|stiche
BO0624_88373,4,aquarelle|bilder|lithographie|tafel
BO0624_88374,1,stiche
BO0624_88376,10,bronze|gemalde|marmor|skulpturen|stiche|stilleben
BO0624_88377,1,kupferstich
BO0624_88379,3,aquarelle|bronze|gemalde
BO0624_88383,1,bilder
BO0624_88385,2,skulpturen|tafel
BO0624_88386,1,landschaft
BO0624_88393,3,aquarell|gemalde
BO0624_88394,5,bronze|gemalde|marmor|skulpturen
BO0624_88395,1,marmor
BO0624_88396,3,bronze|gemalde
BO0624_88397,2,tafel
BO0624_88398,2,bronze|skulpturen
BO0624_88399,1,aquarelle
BO0624_88401,2,statuette
BO0624_88403,1,portrat
BO0624_88407,3,gouache
BO0624_88409,1,marmor
BO0624_88410,2,lithographie|marmor
BO0624_88411,1,malerei
BO0624_88412,5,gemalde|marmor|skulpturen|stiche|zeichnungen
BO0624_88413,2,aquarell|gemalde
BO0624_88416,4,bronze|gemalde|portrat|terracotta
BO0624_88417,13,aquarell|aquarelle|stiche|zeichnungen
BO0624_88419,1,gemalde
BO0624_88421,5,landschaft|stilleben
BO0624_88422,1,bronze
BO0624_88424,1,bronze
BO0624_88427,4,aquarelle|bronze|gemalde|skulpturen
BO0624_88428,1,gemalde
BO0624_88429,1,landschaft
BO0624_88430,2,gemalde
BO0624_88432,1,gouache
BO0624_88435,3,gemalde|tafel
BO0624_88436,1,aquarelle
BO0624_88438,3,gemalde|portrat|stiche
BO0624_88441,2,landschaft
BO0624_88442,2,zeichnungen
BO0624_88444,1,bronze
BO0624_88445,1,marmor
BO0624_88448,3,bronze|relief
BO0624_88451,3,aquarell|landschaft
BO0624_88452,4,aquarelle|kupferstich|marmor|stich
BO0624_88453,8,aquarelle|bronze|gemalde|landschaft|marmor|skulpturen|tafel
BO0624_88457,4,gemalde|marmor|miniatur
BO0624_88462,4,bronze|gemalde|marmor|skulpturen
BO0624_88463,2,aquarelle|gemalde
BO0624_88465,1,landschaft
BO0624_88466,7,aquarell|gemalde|marmor|tafel
BO0624_88467,6,aquarell|bronze|stiche|stilleben
BO0624_88468,1,landschaft
BO0624_88471,2,bronze
BO0624_88472,5,gemalde|marmor|stiche|zeichnungen
BO0624_88473,1,tafel
BO0624_88474,10,gemalde|stilleben|tafel
BO0624_88476,8,aquarell|aquarelle|stiche|zeichnungen
BO0624_88477,7,aquarelle|bronze|gemalde|marmor|radierung|zeichnungen
BO0624_88478,1,landschaft
BO0624_88479,6,bronze|landschaft
BO0624_88480,3,aquarell|aquarelle|landschaft
BO0624_88481,2,miniatur|tafel
BO0624_88482,5,bronze|gemalde|marmor|skulpturen|terrakotta
BO0624_88483,4,aquarelle|gemalde|marmor
BO0624_88484,4,aquarell|gemalde|malerei|marmor
BO0624_88485,9,aquarelle|gemalde|skulpturen|stiche|tafel|zeichnungen
BO0624_88486,1,landschaft
BO0624_88487,11,aquarell|aquarelle|bronze|gemalde|marmor|tafel|zeichnungen
BO0624_88488,1,gemalde
BO0624_88489,1,stilleben
BO0624_88490,2,landschaft|marmor
BO0624_88491,6,aquarelle|gemalde|tafel|zeichnungen
BO0624_88492,4,bild|gemalde|marmor|miniatur
BO0624_88493,5,landschaft|landschaften|stilleben
BO0624_88494,4,gemalde|tafel
BO0624_88499,2,gemalde|stiche
BO0624_88500,5,gemalde|zeichnungen
BO0624_88501,7,gemalde|landschaft|stilleben
BO0624_88503,1,gemalde
BO0624_88504,2,gemalde
BO0624_88505,7,aquarelle|bronze|gemalde|marmor|zeichnung|zeichnungen
BO0624_88506,2,gemalde
BO0624_88507,7,aquarelle|gemalde|landschaft|portrat
BO0624_88508,1,tafel
BO0624_88509,8,bilder|bronze|gemalde|lithographie|marmor|zeichnungen
BO0624_88510,3,landschaft|tafel
BO0624_88516,1,bronze
BO0624_88517,2,gemalde|marmor
BO0624_88519,1,gouache
BO0624_88521,5,aquarelle|gemalde|stiche|zeichnungen
BO0624_88523,3,landschaft|tafel
BO0624_88524,4,aquarell|aquarelle|lithographie
BO0624_88526,2,stilleben|tafel
BO0624_88529,1,tafel
BO0624_88530,1,tafel
BO0624_88531,4,bronze|gemalde|marmor|zeichnungen
BO0624_88534,2,landschaft|tafel
BO0624_88535,3,gemalde|marmor
BO0624_88536,5,aquarell|gravure|landschaft|tafel
BO0624_88539,4,landschaft|tafel
BO0624_88540,3,tafel
BO0624_88543,1,gemalde
BO0624_88544,3,bronze|gemalde
BO0624_88546,2,gemalde|stiche
BO0624_88550,2,aquarelle|stiche
BO0624_88551,1,landschaft
BO0624_88552,5,bronze|gemalde|stiche
BO0624_88553,2,gemalde
BO0624_88554,3,bronze|gemalde|marmor
BO0624_88555,3,bild|stilleben
BO0624_88560,1,tafel
BO0624_88561,2,aquarell|landschaft
BO0624_88563,3,stilleben|tafel
BO0624_88565,1,bronze
BO0624_88566,16,landschaft|stilleben|tafel
BO0624_88571,4,gemalde|marmor|zeichnungen
BO0624_88574,1,malerei
BO0624_88576,1,gemalde
BO0624_88582,6,bronze|gemalde|skulpturen|tafel|terrakotta
BO0624_88585,1,gemalde
BO0624_88587,1,landschaft
BO0624_88588,1,stilleben
BO0624_88592,2,landschaft
BO0624_88595,2,gemalde
BO0624_88597,3,aquarell|tafel
BO0624_88600,3,bronze|gemalde
BO0624_88601,4,aquarell|tafel
BO0624_88602,2,bronze|gemalde
BO0624_88603,2,bronze|stilleben
BO0624_88605,2,bronze|gemalde
BO0624_88607,2,gemalde|miniatur
BO0624_88609,1,gemalde
BO0624_88611,1,zeichnungen
BO0624_88613,2,aquarelle|stiche
BO0624_88614,3,gemalde|landschaft|zeichnungen
BO0624_88618,1,bronze
BO0624_88633,2,gemalde|zeichnungen
BO0624_88636,7,aquarelle|bilder|bronze|gemalde|landschaft|skulpturen
BO0624_88638,2,gemalde|wandteppich
BO0624_88646,3,bronze|gemalde|kupferstich
BO0624_88654,1,aquarell
BO0624_88655,6,gemalde|malerei|stiche|tafel
BO0624_88657,1,gemalde
BO0624_88660,1,gemalde
BO0624_88661,3,gemalde|tafel
BO0624_88662,1,landschaft
BO0624_88663,6,landschaft|stilleben
BO0624_88664,1,bild
BO0624_88665,2,gemalde
BO0624_88668,3,aquarelle|gemalde|skulpturen
BO0624_88670,3,aquarelle|bronze|stiche
BO0624_88671,4,bronze|relief
BO0624_88672,1,skulpturen
BO0624_88675,3,gemalde|tafel
BO0624_88676,1,wandteppich
BO0624_88679,1,gemalde
BO0624_88680,7,landschaft|portrat|stilleben
BO0624_88681,3,gemalde
BO0624_88684,1,gemalde
BO0624_88686,1,aquarell
BO0624_88687,1,gemalde
BO0624_88688,2,bronze|landschaft
BO0624_88689,1,gemalde
BO0624_88690,1,gemalde
BO0624_88692,2,tafel
BO0624_88694,2,gemalde
BO0624_88695,7,landschaft|stilleben
BO0624_88699,3,aquarelle|bronze|stiche
BO0624_88702,5,aquarelle|gemalde|tafel|zeichnungen
BO0624_88713,5,gemalde|stilleben
BO0624_88730,18,bild|gemalde|landschaft|stilleben|tafel
BO0624_88739,2,gemalde
BO0624_88740,1,aquarelle
BO0624_88741,2,skulpturen|zeichnungen
BO0624_88742,3,aquarell|zeichnungen
BO0624_88743,3,bilder|zeichnungen
BO0624_88744,2,gemalde|tafel
BO0624_88745,3,bronze|gemalde|stiche
BO0624_88747,1,gemalde
BO0624_88749,3,gemalde
BO0624_88751,1,aquarelle
BO0624_88754,1,gemalde
BO0624_88756,1,tafel
BO0624_88759,1,gemalde
BO0624_88760,8,aquarell|aquarelle|gemalde|skizze|skulpturen
BO0624_88773,1,gemalde
BO0624_88774,33,gemalde|landschaft|miniature|stilleben
BO0624_88776,16,bronze|marmor|wandteppich
BO0624_88777,1,aquarelle
BO0624_88778,2,gemalde|stiche
BO0624_88780,2,aquarelle|portrat
BO0624_88781,2,gemalde
BO0624_88782,2,bronze|gemalde
BO0624_88783,2,gemalde|skulpturen
BO0624_88785,1,gemalde
BO0624_88786,3,bronze|landschaft|marmor
BO0624_88787,4,bronze|landschaft|marmor
BO0624_88788,6,flachrelief|malerei|marmor|relief|wandteppich
BO0624_88789,7,flachrelief|malerei|marmor|relief|wandteppich
BO0624_88790,1,tafel
BO0624_88792,21,gemalde|landschaft|marmor|skulpturen|tafel
BO0624_88793,4,aquarelle|radierung|stiche|zeichnungen
BO0624_88794,2,gemalde
BO0624_88795,4,bronze|gemalde|stilleben
BO0624_88799,2,gemalde|skulpturen
BO0624_88800,10,gemalde|tafel
BO0624_88802,6,gemalde|malerei|tafel
BO0624_88803,1,stiche
BO0624_88804,1,skulpturen
BO0624_88805,2,bronze|landschaft
BO0624_88806,1,gemalde
BO0624_88808,3,aquarelle|skizze|zeichnungen
BO0624_88809,2,gemalde
BO0624_88810,2,stilleben
BO0624_88811,10,landschaft|stilleben|wandteppich
BO0624_88812,2,gemalde
BO0624_88813,1,landschaft
BO0624_88814,2,gemalde|skulpturen
BO0624_90087,3,bronze|skulpturen
BO0624_90097,11,portrait|sculptures
BO0624_B1210,2,aquarelles|tableaux
BO0624_B15101,31,aquarelles|marbre|portrait|relief|tableau|tableaux
BO0624_B2246,7,tableaux
