index,num,title,text,catalogue_id
1,I,"QUATRE VASES décoratifs en bronze argente avec anses, decor a leulles de laurier.","- I. QUATRE VASES décoratifs en bronze argente avec anses, decor a leulles de laurier.

Haut. 0.20",documents/BO0624_4671
2,2,"MoRTIER en bronze à une anse; décoré gnature: GUIDUCIUS · FRANCISCUS · FABRIANO, et la date: MCCCCLXV; et sur la base l'inscription: DEUS · HOMO ·","2. MoRTIER en bronze à une anse; décoré gnature: GUIDUCIUS · FRANCISCUS · FABRIANO, et la date: MCCCCLXV; et sur la base l'inscription: DEUS · HOMO ·

Haut. 0.10 - Diam. 0.14.

- au pourtour de feuillages: sur le bord la siFATTUS · ET · CRISTUS · REX. VENIT · IN · PACE.",documents/BO0624_4671
3,3,"GRANDE LAMPE en cuivre jaune à six becs, pied, tige, plateau et coupe à godrons à relief. Beau modèle de lampe du","3. GRANDE LAMPE en cuivre jaune à six becs, pied, tige, plateau et coupe à godrons à relief. Beau modèle de lampe du
* Ville siecle.

Haut. 0.75.",documents/BO0624_4671
4,5,LAMPE À SUSPENSION en metal blanc ajouré.,"5. LAMPE À SUSPENSION en metal blanc ajouré.

Haut. 1.50.",documents/BO0624_4671
5,7,MORTIER en bronze décoré au pourtour de personnages dansant. Epoque XVIIme siècle.,"7. MORTIER en bronze décoré au pourtour 2. de personnages dansant. Epoque XVIIme siècle.

Haut. o.13 - Diam. 0.14",documents/BO0624_4671
6,8,"QUATRE SALIÈRES en argent, les trois pieds formés de cariatides ailées et de griffes de lions reposant sur une base; le bord à ornements ajourés et ciselés, les gobelets en verre monté. Empire.","8. QUATRE SALIÈRES en argent, les trois pieds formés de cariatides ailées et de griffes de lions reposant sur une base; le 2. bord à ornements ajourés et ciselés, les gobelets en verre monté. Empire.

Poids kg. 0.402.",documents/BO0624_4671
7,9,"DIX-HUIT PORTE-VERRES, en argent, or-","9. DIX-HUIT PORTE-VERRES, en argent, or-

Poids kg. 0.790.

- nements ajourés et ciselés sur le bord. Empire.",documents/BO0624_4671
8,1,"O. DIX-HUIT PORTE-CARAFES, en argent","- 1O. DIX-HUIT PORTE-CARAFES, en argent
- ornements ajourés et ciselés sur le bord Empire.

Poids kg. 1.843.",documents/BO0624_4671
9,II,"PLATEAU à liqueurs, en","- II. PLATEAU à liqueurs, en

Poids kg. 1.690.

- argent, orne ments ajourés et eiseles sur le boro Empire.",documents/BO0624_4671
10,12,"PETIT ENFANT, en bronze, assis sur un","12. PETIT ENFANT, en bronze, assis sur un
- rocher, les deux mains appuyées sur un coquillage, pouvant servir d'encrier. Modelé par Piot. La base en diaspre de Sicile. Patine brune.

Haut. 0.22.",documents/BO0624_4671
11,13,"BELLE JARDINTÈRE ovale, en cuivre repoussé, decorée de godrons et d'oves, les anses formées par des cherubins, et posant sur des griffes de lion.","13. BELLE JARDINTÈRE ovale, en cuivre repoussé, decorée de godrons et d'oves, les anses formées par des cherubins, et posant sur des griffes de lion.

Haut. 0.37",documents/BO0624_4671
12,14,DEUX CHEVAUX en bronze. Patine brune.,"14. DEUX CHEVAUX en bronze. Patine brune.

Haut. 0.10",documents/BO0624_4671
13,15,"GRAND MORTIER en bronze decoré de deux anses, formées par deux chérubins; sur le devant et derrière deux médaillons représentant, le premier St. Ignace, l'au-","15. GRAND MORTIER en bronze decoré de deux anses, formées par deux chérubins; sur le devant et derrière deux médaillons représentant, le premier St. Ignace, l'au-",documents/BO0624_4671
14,2,tre l'écusson des gésuites; sur le bord,2. tre l'écusson des gésuites; sur le bord,documents/BO0624_4671
15,3,XVIIme siècle.,"3. XVIIme siècle.
l'inscription: AN · DO · M · DC · XIVII · † AD · LAUDEM · DEI · ET · B · V · M · ET · SS · IGNATII · ET · FRANCISCI · COL · ROM · SOCI.

Haut. 0.46 - Diam. 0.57.",documents/BO0624_4671
16,16,"TABATIÈRE rectangulaire à couvercle ajouré, décor polychrome sur fond blanc.","16. TABATIÈRE rectangulaire à couvercle ajouré, décor polychrome sur fond blanc.

Haut. 0.19.",documents/BO0624_4671
17,17,"BOMBONIÈRE à deux anses et avec couvercle en cristal de Bohême gravé, décor représentant des feuilles des ramages, et l'armoirie de la famille ducale « d'Este ». Louis XV.","17. BOMBONIÈRE à deux anses et avec couvercle en cristal de Bohême gravé, décor représentant des feuilles des ramages, et l'armoirie de la famille ducale « d'Este ». Louis XV.",documents/BO0624_4671
