inventario,dc.title,handle,manifest
BO0624_88611,Olgemalde,https://historica.unibo.it/handle/20.500.14008/94558,https://historica.unibo.it/server/iiif/46f4ceaa-1268-49cf-af3b-e54855371ead/manifest
BO0624_84119,"Catalogue des objets d'art et d'ameublement principalement du dix-huitième siècle, tableaux anciens, porcelaines anciennes de Chine, Japon, Sèvres, Saxe, etc. ...: sièges & meubles anciens et de style, meubles remarquables de Jacob, Saunier, Riesener, etc., tapisserie anciennes d'Aubusson, Bruxelles & Paris, objets variés, etc. ...: Paris ... le vendredi 14 juin 1912",https://historica.unibo.it/handle/20.500.14008/93522,https://historica.unibo.it/server/iiif/472e9a3a-d1a5-416a-8901-9f3e65d9d51b/manifest
BO0624_84109,Collection Jean Dollfus: 4: Catalogue des tableaux anciens des 17. et 18. siècles ... objets d'art et d'ameublement du 18. siècle et autres ... dépendant des collections de M. Jean Dollfus et dont la vente ... aura lieu a Paris .... les lundi 20 et mardi 21 mai 1912,https://historica.unibo.it/handle/20.500.14008/93513,https://historica.unibo.it/server/iiif/47317bfa-a80d-4fc3-89f9-5d190e2d7c89/manifest
BO0624_88447,"Versteigerung im Oberen Museum Eingang Linden- Kanzlei- und Rotestrasse von: Gemälden Aquarellen Handzeichnungen alter u. moderner Meister, aus fürstlichem u. anderem Besitze ... Im Auftrage: Felix Fleischhauer, Hofkunsthändler, Stuttgart: ... Versteigerung ... den 29. Oktober bis ... 4 November 1920",https://historica.unibo.it/handle/20.500.14008/94428,https://historica.unibo.it/server/iiif/473e0dd6-50cb-4f62-89a3-d72b9f0516e3/manifest
BO0624_87999,"Katalog über den Nachlass eines rheinischen Sammlers u. a.: Gemälde alter und neuzeitiger Meister darunter Arbeiten von H. v. Balen ...: Aquarelle, Pastelle, Kupfertische (Napoliensen) Antiquitäten aller Art ...: Versteigerung zu Aachen, Montag, den 18. und Dienstag, den 19. Dezember 1911",https://historica.unibo.it/handle/20.500.14008/94107,https://historica.unibo.it/server/iiif/4749fa5b-d51d-499b-a9d9-1b6e79c06442/manifest
BO0624_83819,"Catalogue de tableaux anciens et modernes, pastels, aquarelles, dessins, gravures ...: faiences et porcelaines ...: jeudi 30 novembre et vendredi 1. décembre 1905",https://historica.unibo.it/handle/20.500.14008/93313,https://historica.unibo.it/server/iiif/4756791f-a2c9-4869-816a-033050d39faf/manifest
BO0624_84212,"Catalogue des tableaux modernes: aquarelles et dessins par Barye, Rosa Bonheur, ... tableaux anciens ... composant la collection Louis Sarlin...: vente ... à Paris, Galerie Geroges Petit ... 2 mars 1918",https://historica.unibo.it/handle/20.500.14008/93593,https://historica.unibo.it/server/iiif/47937ed6-377a-4af6-a7f0-9080d60c8bbc/manifest
BO0624_83982,"Catalogue des tableaux & pastels, dessins, gouaches & aquarelles principalement de l'école française du 18. siècle ... objets d'art & d'ameublement ... le tout dépendant des collections de M. Felix Doistau: Galerie Georges Petit, les mercredi 9, jeudi 10 et vendredi 11 juin 1909",https://historica.unibo.it/handle/20.500.14008/93424,https://historica.unibo.it/server/iiif/47beacba-3357-4631-a125-f471f2cdc276/manifest
BO0624_88780,"Ölgemalde, Aquarelle und Handzeichnungen moderner aus auslandischem, norddeutschem u. munchenr Besitze Darunter aus den Nachlassen Dr. Richard Paulus und G. H. Kotschenreiter: Auktion in der Galerie Hugo Helbing: München, Wagmüllerstr. 15, Dienstag den 11. Juni 1929 ... Mittwoch den 12. Juni 1929",https://historica.unibo.it/handle/20.500.14008/94699,https://historica.unibo.it/server/iiif/480fbf74-8308-46ff-a23f-accaf35bfa43/manifest
BO0624_87614,"1. Auctionstag: Dienstag, den 11. Juni 1901, von 10 Uhr ab. Oelgemälde neuerer Künstler. Darunter Beitrag aus einer Concursmasse im Auftrage des Concursverwalters Herrn Rechsanwalt Silten, Bütow. 2. u. 3. Auctionstag ... Antiquitäten und moderne Kunstgegenstände",https://historica.unibo.it/handle/20.500.14008/93846,https://historica.unibo.it/server/iiif/48410a2a-77f7-47e8-bd18-9a30476bd45c/manifest
BO0624_88153,"Gemäldesammlung Schriftsteller Julius Münz, Berlin-Charlottenburg [Auktion in München in der Galerie Helbing, Montag, den 10. November 1913]",https://historica.unibo.it/handle/20.500.14008/94216,https://historica.unibo.it/server/iiif/4871b68c-0ffa-48a2-b8f0-8f8b9540f641/manifest
BO0624_88808,"Gemälde neuerer Meister aus ausländischem Museumsbesitz. Sammlung Lüth-Berlin und ander beiträge. Versteigerung: Berlin, 26 November 1929",https://historica.unibo.it/handle/20.500.14008/94722,https://historica.unibo.it/server/iiif/48750aad-9936-48de-bc2e-e863b638c8b3/manifest
BO0624_88439,Der Kunstbesitz des Schlosses von Obermörlen erster Teil: Gemäldesammlung alter Meister: Möbel des siebzehnten bis Anfang des neunzehnten Jahrhunderts: Versteigerung in Römer ... 7. Oktober 1920,https://historica.unibo.it/handle/20.500.14008/94421,https://historica.unibo.it/server/iiif/487a0479-a345-4402-b96c-9512b3b92215/manifest
BO0624_87935,"Verzeichnis über Gemälde moderner und älterer Meister Plaketten und Medaillen etc. ... der künstlerische Nachlass von Herrn A. Krewald, Frankfurt a. M. und anderem Besitz: Versteigerung Frankfurt am Main ... den 6. und 7. Dezember 1910 ...",https://historica.unibo.it/handle/20.500.14008/94069,https://historica.unibo.it/server/iiif/48d78b76-b6e6-4a62-baf6-82fb28eee0f7/manifest
BO0624_87472,"Katalog vorzüglicher Gemälde aus dem Nachlasse der Herren Prof. Chr. L. Bokelmann, Berlin, Advocat C. Guillon, Roermond etc. etc.: Gemälde neuerer und älterer Meister, Acquarelle, Handzeichnungen und Kupferstiche: Versteigerung zu Köln, den 19. und 20. December 1894",https://historica.unibo.it/handle/20.500.14008/93765,https://historica.unibo.it/server/iiif/49084f96-d075-47af-b39f-d4e17b11e55b/manifest
BO0624_87720,"Katalog der reichhaltigen Kunst-Sammlung aus dem Nachlasse des Herrn Cornel Kämpfer zu Aachen: Versteigerung zu Aachen, den 4. und 5. April",https://historica.unibo.it/handle/20.500.14008/93912,https://historica.unibo.it/server/iiif/49120199-7ed6-4c85-b654-f563f7f54037/manifest
BO0624_84146,"Catalogue des Tableaux Anciens: *Pastels, écoles anglaise & française du 18. siècle, objets d'art et d'ameublement dont la vente par suite du décès de M. Eugène Kraemer aura lieu à Paris, Galerie Georges Petit, les lundi 5 et mardi 6 mai 1913",https://historica.unibo.it/handle/20.500.14008/93543,https://historica.unibo.it/server/iiif/4933ae6c-ffdc-4611-b080-50917e7a2e44/manifest
BO0624_66082,"Catalogue of old Chinese porcelain, the property of the late A. E. Cumberbatch ...: objects of art, the property of Sydney Morse ...: wednesday, june 12, 1929",https://historica.unibo.it/handle/20.500.14008/93203,https://historica.unibo.it/server/iiif/494786da-ecaa-42d6-81a9-f3290e4d4229/manifest
BO0624_87466,"Katalog der reichhaltigen und ausgewahlten Gemalde-Sammlung des Museums Christian Hammer in Stockholm: 2. Theil, Hervorragende Gemalde von Meistern aller Schulen des 15.-19. Jahrh.: Versteigerung zu Koln, den 5. und 6. October 1894 durch J. M. Heberle (H. Lempertz' Sohne)",https://historica.unibo.it/handle/20.500.14008/93761,https://historica.unibo.it/server/iiif/49489ad7-4871-482f-9fd9-62acdb27cecb/manifest
BO0624_88230,"Verzeichnis über Gemälde älterer und moderner Meister u. A. Heinrich Michaelis künstlerischer Nachlass 2. Teil, Antiquitäten und Kunstgegenstände ...: Versteigerung: ... den 5. Oktober ... und ... den 6. Oktober ... Frankfurt a. M.",https://historica.unibo.it/handle/20.500.14008/94263,https://historica.unibo.it/server/iiif/4957fffd-7756-4739-b008-65fd64a27e5b/manifest
BO0624_84037,"Catalogue des tableaux modernes par Baudry (Paul), Billet, Gegerfelt, Hildebrandt, Jongkind, Lapostolet, Stevens (A.), Thornley, Veyrassat, Vuillefroy, Ziem, objets d'art & d'ameublement ...: mercredi 22 mars 1911",https://historica.unibo.it/handle/20.500.14008/93456,https://historica.unibo.it/server/iiif/495c3b6a-89e3-4093-a096-34ce203724ff/manifest
BO0624_5247,"Catalogue de la premiere partie de la collection appartenent a M. Arthur De Mol ...: donte la vente aux encheres publiques ... 1929, a 14 heures en la Galerie Georges Giroux ...",https://historica.unibo.it/handle/20.500.14008/93004,https://historica.unibo.it/server/iiif/49664b81-4bfa-492b-8935-ca810cceb661/manifest
BO0624_83755,"Catalogue des objets d'art et de haute curiosité de la Renaissance: tapisseries, tableaux anciens composant la collection Émile Gaillard ...: Les mercredi 8-samedi 11, lundi 13- jeudi 16 juin 1904 ...",https://historica.unibo.it/handle/20.500.14008/92809,https://historica.unibo.it/server/iiif/4992d07e-c851-41b1-bc91-3eac5fce89de/manifest
BO0624_87526,"Katalog von Gemälden älterer Meister aus den Sammlungen der Herren Rentner J. Brade zu Wiesbaden, Justizrath Rudolf Wagner, zu Landau u.A.: Versteigerung zu Köln den 25. und 26. October 1897 bei J. M. Heberle (H. Lempertz' Söhne)",https://historica.unibo.it/handle/20.500.14008/93799,https://historica.unibo.it/server/iiif/49d1afd9-365c-4e17-9088-b77a613e1266/manifest
BO0624_88799,"Sammlung Theodor E. Simon, Berlin: chinesische Kunstgegenstände verzeichnet von L. Reidemeister: Gemälde, Möbel und Europäische Porzellane des 18. Jahrhunderts Verzeichnet von C. F. Foerster: Versteigerung: Dienstag, den 5. November 1929",https://historica.unibo.it/handle/20.500.14008/94715,https://historica.unibo.it/server/iiif/49db01ac-c869-4aa8-a18d-b4a6d2d1bde5/manifest
BO0624_83693,"Catalogue de tableaux modernes parmi lesquels 69 oeuvres de Monticelli et autres de Garnier, Melin, Palizzi, Veyrassat, Xavier de Cock et Ziem formant la collection de monsieur D: mercredi 19 juin 1901",https://historica.unibo.it/handle/20.500.14008/93270,https://historica.unibo.it/server/iiif/4a019d79-8f53-49f5-9db1-e191df8a742d/manifest
BO0624_88640,"Sammlung Leo Lewin, Breslau: Deutsche und Französische Meister des 19. Jahrhunderts: Gemälde, Plastik, Zeichnungen",https://historica.unibo.it/handle/20.500.14008/94578,https://historica.unibo.it/server/iiif/4a14d31f-2e64-4dc1-bc1b-c6d0304b8c17/manifest
BO0624_83961,"Catalogue des tableaux anciens et modernes par Ph. De Champaigne, David, Demachy, Alfred De Dreux, Fragonard, Galland ... oeuvres importantes et remarquables de John-Lewis Brown, gravures anciennes, objets d'art & d'ameublement ...: Hotel Drouot, le jeudi 1 avril 1909",https://historica.unibo.it/handle/20.500.14008/93405,https://historica.unibo.it/server/iiif/4a2309bf-1d3e-4c11-8655-a25ba77e31b4/manifest
BO0624_83971,"Catalogue des objets d'art et d'ameublement faiences françaises, porcelaines de la Chine, de la Saxe, de Sevres ... tableaux anciens et modernes ..: Hotel Drouot, du lundi 10 mai au samedi 15 mai 1909",https://historica.unibo.it/handle/20.500.14008/93413,https://historica.unibo.it/server/iiif/4a465be5-b673-45e4-b296-35aeea5b9c8a/manifest
BO0624_65731,"Collection Eugène Bureau, d'Anvers: tapisseries, bronzes, argenterie, meubles, cuirs, porcelaines: la vente aux enchères publiques aura lieu les 5 et 6 avril 1927",https://historica.unibo.it/handle/20.500.14008/93102,https://historica.unibo.it/server/iiif/4a6d16b0-e9ed-4907-963a-a5a1aab76e99/manifest
BO0624_84157,"Galerie Steengracht: *Catalogue des Tableaux Anciens, Ècole hollandaise du 17. siècle, école flamande du 17. siècle, dont la vente aux enchères publiques, après décès du Jonkheer H.A. Steengracht van Duivenvoorde ... aura lieu a Paris, Galerie Georges Petit ... le lundi 9 juin 1913",https://historica.unibo.it/handle/20.500.14008/93550,https://historica.unibo.it/server/iiif/4aad7621-913d-4aeb-bd68-234025a97d2b/manifest
BO0624_88587,"Meisterwerke der malerei deutsche und franzosische Schule des 19. und 20. Jahrhunderts: Privatgalerie Nenrich Noll, Heidelberg und anderer Besitz: Versteigerung...den 9 Marz 1926.",https://historica.unibo.it/handle/20.500.14008/94538,https://historica.unibo.it/server/iiif/4afdb1a3-7b7c-4973-8957-75763a96f594/manifest
BO0624_44434,Exhibition sale of rare Stuart relics antique embroidery brocades and other curios: a large collection of early english samplers,https://historica.unibo.it/handle/20.500.14008/92675,https://historica.unibo.it/server/iiif/4b182feb-785b-442b-b53e-4a1a548725b0/manifest
BO0624_88385,"Sammlung Walter Carl Frankfurt am Main: Mittelalterliche Skulpuren aus Holz, Ton, Stein und Bronze mit besonderer Betonung der früheren Epochen, Negerplastiken, ostasiatische Bronzen: Süddeutscher Museumbesitz: Kunstgewerbliche Arbeiten in Metall, Glas, Stein, Porzellane, Fayencen, Möbel, Waffen, Textilien, Holzskulpturen: Versteigerung ... den 10. Juli 1919",https://historica.unibo.it/handle/20.500.14008/94379,https://historica.unibo.it/server/iiif/4b6846e9-ada2-426f-948a-a5e438d1f44a/manifest
BO0624_87831,"Antiquitäten und Kunstgegenstände dabei Kriegs- und Jagdwaffen, Keramiken, Gotische Möbel, chinesische und japanische Kunst-Gegenstände etc. sowie Ölgemalde alter und neuerer meister aus Hochadeligem und anderem Privatbesitze.: Auktion in München in der galerie Helbing...den 4. Februar 1908",https://historica.unibo.it/handle/20.500.14008/94000,https://historica.unibo.it/server/iiif/4b727d73-32fa-4996-aacb-eb539f605a4e/manifest
BO0624_87776,Katalog der Nachgelassenen Sammlung Gemälde alter Meister des zu Coburg verstorbenen Herrn Carl Gossmann: Versteigerung zu Köln a. Rh. ... den 26. und ... den 27. November 1906 ... bei J. M. Heberle (H. Lempertz' Söhne) ...,https://historica.unibo.it/handle/20.500.14008/93955,https://historica.unibo.it/server/iiif/4b98de2b-aae3-4d7a-a483-28f9c125a6c9/manifest
BO0624_87790,"Katalog von Gemälden alter und neuzeitiger Meister, Gerahmten Kupferstichen, Handzeichnungen etc. aus dem Nachlasse des verstorb. Rentners Herrn A. Brupbacher Zürich und aus anderem Besitz: Versteigerung zu Köln a. Rh. ... den 25. und ... den 26. Februar 1907 ... bei J. M. Heberle (H. Lempertz's Söhne) ...",https://historica.unibo.it/handle/20.500.14008/93966,https://historica.unibo.it/server/iiif/4bdc503e-5497-42be-ba22-01ccdbd6ce15/manifest
BO0624_87377,"Catalog ausgewahlter Kunstsachen, Einrichtungs- und Ausstattungs-Gegenstande aus der Sammlung Ihrer Durchlaucht der Furstin Marie Leopold Grassalkowits von Gyavak: Sculpturen, japanische und chinesische Porzellane ...: Versteigerung zu Koln, den 24",https://historica.unibo.it/handle/20.500.14008/93701,https://historica.unibo.it/server/iiif/4bf4239f-2e71-4a90-b910-16e4dd0a0ffe/manifest
BO0624_84060,"Catalogue des tableaux, pastels & dessins par Jules Breton, composant son atelier: vendredi 2 et samedi 3 juin 1911",https://historica.unibo.it/handle/20.500.14008/93474,https://historica.unibo.it/server/iiif/4c200c49-8576-41db-a1d4-f8a3c4fb1cc3/manifest
BO0624_6249,"Italian, Dutch and Flemish XV-XVII century paintings: portraits and genre subjects by English, French and German masters: part IV of the Achillito Chiesa collection",https://historica.unibo.it/handle/20.500.14008/93067,https://historica.unibo.it/server/iiif/4c24556a-6ed0-4078-8d66-e10e232dce22/manifest
BO0624_83915,"Catalogue des tableaux anciens, pastel, dessins, principalment de l'École française, importante composition par Carle van Loo ""Bethsabée sortant du bain"", meubles anciens ... le tout appartenant à M. J. ...: Hotel Drouot, salle n. 6, le mardi 4 février 1908",https://historica.unibo.it/handle/20.500.14008/93377,https://historica.unibo.it/server/iiif/4c25bddc-7b68-4651-96f0-77ca1349ef0b/manifest
BO0624_83791,"Catalogue des objets d'art du 18. siècle, tableaux anciens, gouaches, dessins, aquarelles par Boilly ... anciennes porcelaines de Sèvres, Saxe , et autres ...: vendredi 12 mai 1905",https://historica.unibo.it/handle/20.500.14008/93294,https://historica.unibo.it/server/iiif/4c324a20-1903-405e-b3fd-be13b680a3b5/manifest
BO0624_88249,"Verzeichnis über Gemälde älterer und moderner Meister, Studien und Kunstblätter dabei aus dem Nachlä eines Frankfurter Künstlers: Antiquitäten, Kunstgegenstände Ostasiatische Kunst u. And. aus Privatbesitz wegen Räumung einer Villa: Versteigerung Dienstag und Mittwoch den 30. u. 31. Mai 1916 ...",https://historica.unibo.it/handle/20.500.14008/94280,https://historica.unibo.it/server/iiif/4c3432cf-262e-446a-8566-bd4f7b323125/manifest
BO0624_84108,"Catalogue des objets d'art et d'ameublement du 18. siècle: anciennes porcelaines de Chine, Saxe, Sèvres, etc., objets de vitrine, porcelaines montèes en bronze, sculptures, bronzes d'ameublement, meubles anciens, important meuble d'entre deux ornè de plaques de Sèvres par J.-H. Riesener, ameublement de salon en ancienne tapisserie de la manufacture royale de Beauvais, etc., composant la collection de M.me la Baronne S. de Gunzburg: Paris, Galerie Georges Petit, le Vendredi 17 mai 1912",https://historica.unibo.it/handle/20.500.14008/93512,https://historica.unibo.it/server/iiif/4c349b2c-cd38-4216-b150-2cd56c7b6ec7/manifest
BO0624_88759,"Aus Berliner und Hamburger Sammlerbesitz: Antikes und Modernes Mobiliar, Antikes Kunstgewerbe, Gemälde, Alter u. neuer Meister, Bücher: Versteigerung: Dienstag, den 26. März",https://historica.unibo.it/handle/20.500.14008/94679,https://historica.unibo.it/server/iiif/4c3f2cfb-629c-4f22-90c3-4c07253a6200/manifest
BO0624_88020,"Katalog der Gemälde-Sammlung Dr. Rittmann-Urech, Basel nebst einem Anhang aus anderem Besitz: Versteigerung zu Cöln ... den 30. April 1912",https://historica.unibo.it/handle/20.500.14008/94120,https://historica.unibo.it/server/iiif/4c6eef6a-bebf-47e3-b458-4ad0d91a71b7/manifest
BO0624_83746,"Catalogue des tableaux anciens, oeuvres remarquables de Paris Bordone, Bronzino, Canaletto, Drouais ... tableaux modernes ... objets d'art et d'ameublement ... dont la vente par suite du décès de S.A.I. M.me la Princesse Mathilde aura lieu à Paris ... du mardi 17 au samedi 21 mai 1904 ...",https://historica.unibo.it/handle/20.500.14008/92839,https://historica.unibo.it/server/iiif/4c96aea4-b01f-4995-add0-d8227bee2f2f/manifest
BO0624_83813,"Catalogue de tableaux anciens, oeuvres remarquables de F.-H. Drouais ... composant la collection D'Hautpoul: jeudi 29 juin 1905",https://historica.unibo.it/handle/20.500.14008/93308,https://historica.unibo.it/server/iiif/4cabb32f-6021-494f-ae9d-6366a8498b3b/manifest
BO0624_84278,"Collection Lehmann. Vol. 4: Catalogue des antiquités égyptiennes, grecques, romaines ... monnaies ...: jeudi 11 juin 1925",https://historica.unibo.it/handle/20.500.14008/93648,https://historica.unibo.it/server/iiif/4cb46e60-f496-484b-848a-764d3fcc8874/manifest
BO0624_87816,"Gemälde alter Meister: Zwangsweiser Verkauf auf Grund der Verfügung des Kgl. Landgerichtes 2., Berlin ... Mit 22 Abbildungen ... Versteigerung ... den 29. Oktober 1907",https://historica.unibo.it/handle/20.500.14008/93985,https://historica.unibo.it/server/iiif/4cf364c3-172f-4dee-b9af-991a82ebefc8/manifest
BO0624_88529,Sammlung französischer Impressionisten und deutsche Meister des 19. und 20. Jahrhunderts aus deutschem Museumbesitz ... mit 25 Tafeln Abbildungen [Versteigerung ... 12. Februar 1924],https://historica.unibo.it/handle/20.500.14008/94503,https://historica.unibo.it/server/iiif/4cf56bf9-b1b7-4e5c-8b04-7a49c7199b3f/manifest
BO0624_88174,"Gemälde alter Meister und Antiquitäten: Austellung ... Versteigerung, Dienstag, den 20. Januar 1914 und Mittwoch, den 21. Januar 1914",https://historica.unibo.it/handle/20.500.14008/94229,https://historica.unibo.it/server/iiif/4d178402-754a-428e-b995-b5e88a90f44e/manifest
BO0624_81777,"Catalogo n. 70: Galleria di quadri antichi appartenuta al barone Valdemar Lassatovitch di Venezia, e quadri, bronzi, porcellane, maioliche ... d'altra proprietà in vendita al pubblico incanto",https://historica.unibo.it/handle/20.500.14008/92718,https://historica.unibo.it/server/iiif/4d2dbed3-204a-46fa-bd2f-60cc10d98d9f/manifest
BO0624_87970,"Verzeichnis der Gemälde älterer und moderner Meister Antiquitäten und Kunstsachen in Glas, Porzellan, Fayence, Metall, Holz etc.: Mobeln. Biedermeier-Zimmer u. dgl. aus hiesigem und auswartigem Privatbesitz: Versteigerung Dienstag und Mittwoch, den 26. und 27. September 1911",https://historica.unibo.it/handle/20.500.14008/94090,https://historica.unibo.it/server/iiif/4d320f43-504f-41c6-ad52-c9e87e718740/manifest
BO0624_81790,"Catalogo n. 86: Raccolta B. Y. Pearson: quadri, bronzi, miniature, maioliche, mobili: aggiunti quadri e oggetti di altra proprietà. In vendita al pubblico incanto a Milano, Via Brera n. 3, Casa di vendite Luigi Battistelli",https://historica.unibo.it/handle/20.500.14008/92721,https://historica.unibo.it/server/iiif/4d833ce0-87a8-43df-a0ec-d735602db640/manifest
BO0624_87802,"Verzeichnis einer englischen Sammlung von Kupferstichen, Holzschnitten Radierungen, Schabkunstblättern und Oelgemälden: Versteigerung...den 1. Mai 1907",https://historica.unibo.it/handle/20.500.14008/93975,https://historica.unibo.it/server/iiif/4d95fe24-8198-4693-b84e-05a4384283db/manifest
BO0624_6125,"Catalogo della collezione Canadelli di Milano: quadri antichi di celebri autori, maioliche, porcellane, argenteria, vetri, mobili, merletti, miniature, oggetti da vetrina: la vendita al pubblico incanto avrà luogo a cura della Impresa di vendite in Milano di A. Genolini, Milano, ...: esposizione pubblica sabato 13 e domenica 14 febbraio 1897",https://historica.unibo.it/handle/20.500.14008/93043,https://historica.unibo.it/server/iiif/4da448ba-53fa-4c3e-94f4-aec84c95ec29/manifest
BO0624_87664,"Katalog ausgewählter und vorzüglicher Gemälde älterer und neuerer Meister, Aquarelle und Handzeichnungen, gerahmter Kupferstiche ...: Versteigerung zu Köln den 5.-7. October 1903",https://historica.unibo.it/handle/20.500.14008/93871,https://historica.unibo.it/server/iiif/4da52ce2-90ed-4e21-a0a6-3b7e3a8ae3d5/manifest
BO0624_81800,"Catalogo delle pregevoli raccolte di oggetti d'arte antichi e moderni appartenute al defunto Pasquale Janniello, ed altro distinto collezionista",https://historica.unibo.it/handle/20.500.14008/92778,https://historica.unibo.it/server/iiif/4e8d6e08-ef61-48ac-b5f2-dbe0f36212f5/manifest
BO0624_84041,"Catalogue des tableaux modernes par Brown (J.-L.), Cazin, Chaplin, Chintreuil, Corot, Courbet, Daubigny, Diaz, Fromentin ... composant la collection de feu M. J.-J. C...: vendredi 31 mars 1911",https://historica.unibo.it/handle/20.500.14008/93459,https://historica.unibo.it/server/iiif/4ebd827f-871e-464b-b272-2130429ecdbc/manifest
BO0624_83963,"Catalogue des objets d'art et d'ameublement, porcelaines de Chine et de Saxe ... gravures anciennes, tableaux, dessins, aquarelles ... après décès de M. H.E. Perrins: le mercredi 21 et jeudi 22 avril 1909",https://historica.unibo.it/handle/20.500.14008/93407,https://historica.unibo.it/server/iiif/4ec62b54-3a69-4675-b260-beb8ea5fd366/manifest
BO0624_88340,"Ölgemälde moderner Meister: Nachlässe Geh.-Rat Prof. Dr. Othmar Ritter von Angerer, exz., München: Gottfried Leonhard Daube, Frankfurt a. M. und aus anderem Besitz: Auktion in München in der Galerie Helbing ... den 2. Juli 1918",https://historica.unibo.it/handle/20.500.14008/94346,https://historica.unibo.it/server/iiif/4ede4aa9-becb-4dc7-902f-a547e6518acd/manifest
BO0624_88050,"Kollektion des Herrn Adolf Klein Frankfurt a. M. enthaltend Gemälde ... sowie die Sammlung Deutschen Fayencen des Herrn W.K., Frankfurt a. M.: Versteigerung ... den 6.-8. November 1912 ... Frankfurt am Main",https://historica.unibo.it/handle/20.500.14008/94137,https://historica.unibo.it/server/iiif/4f1bc8f4-025a-4477-9c92-81c30dbbc316/manifest
BO0624_84247,"Catalogue des objets d'art et d'ameublement du XVIII siècle, tableaux & dessins anciens par ou attribués à F. Boucher, J.-L. de Marne ... sièges et meubles ... tapisseries anciennes ... le tout appartenant à Monsieur X ...: la vente aura lieu à Paris ... le samedi 4 juin 1921 ...",https://historica.unibo.it/handle/20.500.14008/93623,https://historica.unibo.it/server/iiif/4f2fd499-505c-4d30-9471-36ce68fe4471/manifest
BO0624_84066,Catalogue des objets d'art ... objets de vitrine ...: mercredi 14 juin 1911,https://historica.unibo.it/handle/20.500.14008/93478,https://historica.unibo.it/server/iiif/4fbf9290-7a1a-402b-b68d-bc7dfa4c2807/manifest
BO0624_88676,"Gemälde und Kunstgegenstände aus den Sammlungen Freiherr von Gemmingen, professor Voss und anderem privatbesitz, Gotische Kaseln aus Deutschem Fürstenbesitz: Versteigerung: Mittwoch, den 23. November 1927 ... bei Paul Cassirer, Berlin",https://historica.unibo.it/handle/20.500.14008/94607,https://historica.unibo.it/server/iiif/4fd690b3-0e73-40e8-a9f1-c3e0b75de6f2/manifest
BO0624_83880,"Catalogue des objets d'art & d'ameublement ... tableaux anciens, gravures anciens des Écoles Française et Anglaise du XVIIIe siècle ...: Le Lundi 18 et Mardi 19 ... les Mercredi 20 et Jeudi 21 Mars 1907",https://historica.unibo.it/handle/20.500.14008/93350,https://historica.unibo.it/server/iiif/50155569-c45e-41e1-9c29-5c2b43ef9d5b/manifest
BO0624_87412,Katalog der nachgelassenen Gemäldesammlung des Doctor Mergenbaum in Burtscheid-Aachen die nebst einer Sammlung von Antiquitaten ... Versteigerung zu Bonn am 9. und 10. Januar 1890 ... durch M. Lempertz Antiquariat (P. Hanstein) ...,https://historica.unibo.it/handle/20.500.14008/93728,https://historica.unibo.it/server/iiif/502d0097-d5a3-49fc-ab1d-a38cd9c5c816/manifest
BO0624_81828,"Catalogue de la collection de M. le Comm. Gius. Cavalieri, Ferrare: objets d'art et de haute curiosité, tableaux et dessins de maîtres anciens",https://historica.unibo.it/handle/20.500.14008/92746,https://historica.unibo.it/server/iiif/50544b03-072f-4582-95cb-7e1f0a29aa47/manifest
BO0624_81802,Catalogo della vendita della collezione del baritono cav. Massimo Scaramella di Padova che avrà luogo in Milano ... dal giorno 12 al 21 giugno 1911 ... diretta dal perito C. Tizzoni di Roma,https://historica.unibo.it/handle/20.500.14008/92774,https://historica.unibo.it/server/iiif/50554f25-6627-4b2f-86e0-4f971973ef18/manifest
BO0624_83758,"Catalogue des tableaux anciens: oeuvres remarquables de G. Bellini, Ch. Coypel, L. Cranach, A. Cuyp, D. Hals, Mierevelt, F. Mieris, A. Moro, Murillo, G. Netscher ... tableaux modernes ... objets d'art et d'ameublement ... provenant de la collection de feu Madame la Baronne de H: Paris ... le vendredi 17 juin 1904 ...",https://historica.unibo.it/handle/20.500.14008/93272,https://historica.unibo.it/server/iiif/506816ad-57a5-4a52-8206-5bd20e07799e/manifest
BO0624_84059,"Catalogue d'un important mobilier ancien et moderne, tableaux, dessins, aquarelles, pastel ...: mardi 30 mai ... samedi 3 juin 1911",https://historica.unibo.it/handle/20.500.14008/93473,https://historica.unibo.it/server/iiif/509933d3-0b96-4cc0-9e0a-1e06455b9914/manifest
BO0624_88725,"Antiquitäten, Keramik, Metallarbeiten, Zinn, Möbel, Ostasiatica, Plastik, alte Gemälde, Teppiche, Einrichtungsgegenstände aus verschiedenem Besitz. Versteigerung: München, 19-20 Juli 1927",https://historica.unibo.it/handle/20.500.14008/94652,https://historica.unibo.it/server/iiif/50ba779a-ee63-4144-8b65-fe1366b0fc15/manifest
BO0624_88236,Verzeichnis der Gemälde erster älter und moderner Meister: Sammlung des Herrn W. F. in W.: Versteigerung Frankfurt am Main ... den 14. Dezember 1915 ...,https://historica.unibo.it/handle/20.500.14008/94269,https://historica.unibo.it/server/iiif/50c54c75-fac6-4731-9a91-6a1d18462170/manifest
